"Date","SINTEX.NS.Open","SINTEX.NS.High","SINTEX.NS.Low","SINTEX.NS.Close","SINTEX.NS.Volume","SINTEX.NS.Adjusted"
2015-12-02,102.442,104.948,102,103.179,4211900,102.19901
2015-12-03,102.541,103.179,100.624,101.263,1748500,100.30121
2015-12-04,99.3961,100.624,98.4134,99.1504,1695900,98.20867
2015-12-07,99.9856,101.116,99.1504,100.084,1199500,99.13341
2015-12-08,99.5435,101.804,98.5608,99.2487,1532000,98.30604
2015-12-09,99.74,100.182,95.8093,96.2515,1580000,95.33731
2015-12-10,96.7429,97.8238,95.5145,97.2833,1198900,96.35931
2015-12-11,97.5781,97.7255,94.8267,95.7602,1034000,94.85068
2015-12-14,95.1215,97.2833,94.4828,96.2024,787400,95.28868
2015-12-15,96.5955,98.1677,95.9567,97.6764,921000,96.74867
2015-12-16,98.0203,98.6099,96.5955,96.9394,802900,96.01868
2015-12-17,97.6764,99.1995,97.4799,98.9047,966300,97.96531
2015-12-18,98.9047,99.0521,97.3816,97.7255,1085000,96.79731
2015-12-21,97.7747,99.6909,97.2833,98.5608,1027400,97.62467
2015-12-22,100.526,101.558,98.3643,98.8065,2251800,97.86805
2015-12-23,99.1995,102.098,99.1995,101.263,2563900,100.30121
2015-12-24,102.098,102.098,100.428,101.214,1150100,100.25267
2015-12-25,101.214,101.214,101.214,101.214,0,100.25267
2015-12-28,101.411,102.148,100.33,100.919,970100,99.96048
2015-12-29,101.46,103.179,100.87,101.165,2489900,100.20414
2015-12-30,101.705,101.804,99.74,99.9856,1171700,99.03595
2015-12-31,100.231,100.624,99.4943,100.035,779800,99.08488
2016-01-01,100.231,101.165,99.6417,99.9856,1073700,99.03595
2016-01-04,99.74,101.017,97.8238,98.4134,1448100,97.47867
2016-01-05,98.9539,99.74,98.1186,98.5608,1144000,97.62467
2016-01-06,99.1013,103.572,98.8065,100.919,5005100,99.96048
2016-01-07,99.74,100.723,97.5781,98.1186,2545100,97.18667
2016-01-08,99.2487,100.624,98.3151,98.9539,2170400,98.01404
2016-01-11,94.8267,95.0232,91.4856,91.8787,5331500,91.00604
2016-01-12,92.8122,93.2544,89.6186,89.9134,2526200,89.05941
2016-01-13,90.896,91.8296,82.1504,84.607,6471400,83.80341
2016-01-14,82.5434,83.0348,79.5955,79.792,3790800,79.03414
2016-01-15,80.9712,81.1677,72.8151,73.7978,5335400,73.09687
2016-01-18,73.7978,74.0434,66.87,67.4596,4877500,66.81888
2016-01-19,67.8035,73.7978,67.8035,72.9625,4579700,72.26951
2016-01-20,70.6041,72.5694,69.7689,71.7833,2568200,71.10151
2016-01-21,73.6012,74.7804,71.7833,72.5203,2086300,71.83151
2016-01-22,73.6995,75.6648,73.6995,75.2226,1723300,74.50814
2016-01-25,76.6475,77.7284,75.7631,76.6475,1803200,75.91951
2016-01-26,76.6475,76.6475,76.6475,76.6475,0,75.91951
2016-01-27,77.6301,77.7775,75.4683,76.0088,1269000,75.28687
2016-01-28,76.3527,77.7775,75.5666,77.1388,1162600,76.40614
2016-01-29,77.1388,79.2515,76.5001,77.7284,2003800,76.99014
2016-02-01,78.5145,81.0203,78.0723,80.2833,2028700,79.52078
2016-02-02,80.6273,81.4625,73.4538,75.9105,1906100,75.18951
2016-02-03,74.1908,75.6648,72.3238,73.1099,1941000,72.41551
2016-02-04,74.4365,75.9105,72.2255,73.0608,1564100,72.36687
2016-02-05,73.4538,76.1562,73.4538,75.8122,1455900,75.09214
2016-02-08,76.0579,77.5319,75.714,76.3527,951800,75.62751
2016-02-09,75.8614,75.8614,73.1099,73.8469,1416400,73.14551
2016-02-10,73.4538,73.4538,70.555,71.292,1722700,70.61487
2016-02-11,71.2429,71.2429,64.8556,65.5434,2861300,64.92088
2016-02-12,66.0348,66.5261,62.3989,65.1995,2470800,64.58024
2016-02-15,66.8209,69.5723,66.8209,68.2457,1875300,67.5975
2016-02-16,69.0319,69.3758,66.9683,67.3613,1142600,66.7215
2016-02-17,67.6561,67.6561,64.4134,66.9191,1488800,66.2835
2016-02-18,68.344,70.6533,67.8035,69.1301,1513100,68.4735
2016-02-19,69.0319,75.37,68.7862,74.0926,2936600,73.38887
2016-02-22,74.5839,74.6822,72.7168,73.5521,1409600,72.85351
2016-02-23,73.5521,73.6012,70.2602,70.5059,1839200,69.83624
2016-02-24,70.1619,70.1619,67.1157,67.3122,2345100,66.67288
2016-02-25,67.7053,70.6041,67.3613,67.8527,2550100,67.20824
2016-02-26,68.7862,69.4741,65.8382,66.0348,2588800,65.4076
2016-02-29,66.477,67.607,62.9885,63.7255,4014400,63.12024
2016-03-01,64.659,67.0174,64.4625,66.5261,2424400,65.89424
2016-03-02,67.8527,70.1619,67.6561,69.1301,3932500,68.4735
2016-03-03,69.7689,70.1128,67.8527,68.8845,2605000,68.23024
2016-03-04,69.5723,71.4394,68.4914,70.6533,3572500,69.98224
2016-03-07,70.6533,70.6533,70.6533,70.6533,0,69.98224
2016-03-08,70.6041,72.2746,69.2775,71.292,2596900,70.61487
2016-03-09,70.8007,71.4394,69.5232,70.7024,1893500,70.03087
2016-03-10,71.292,72.1272,69.4741,70.9481,1735800,70.27424
2016-03-11,70.4567,72.1272,69.8671,70.6041,1742800,69.93351
2016-03-14,71.0955,71.6851,69.5232,70.3585,1407700,69.69024
2016-03-15,70.3585,70.7024,68.6388,69.2284,1706600,68.57087
2016-03-16,69.5232,69.5232,66.7226,68.0001,2099200,67.35424
2016-03-17,69.0319,69.6706,68.2949,68.4914,1473000,67.84087
2016-03-18,69.1793,69.7689,67.6561,68.344,1477300,67.69487
2016-03-21,68.7862,69.4741,68.4914,68.9827,2668600,68.3275
2016-03-22,69.8671,73.9943,69.818,72.3238,7422600,71.63687
2016-03-23,72.4712,73.3064,71.4885,72.3238,3264500,71.63687
2016-03-24,72.3238,72.3238,72.3238,72.3238,0,71.63687
2016-03-25,72.3238,72.3238,72.3238,72.3238,0,71.63687
2016-03-28,72.9134,74.3874,71.8324,72.6186,3134500,71.92887
2016-03-29,73.2573,74.6822,73.2082,73.6504,3834100,72.95087
2016-03-30,74.3382,75.4683,74.1908,75.1244,2509400,74.41087
2016-03-31,75.714,76.9914,75.0752,75.6648,2706100,74.94614
2016-04-01,75.9596,79.4481,75.2718,78.6619,4256700,77.91478
2016-04-04,79.2024,80.2833,78.6619,79.3989,2851500,78.64478
2016-04-05,79.2024,79.2024,75.714,76.0088,2836900,75.28687
2016-04-06,76.2053,78.0232,74.5348,77.3845,2283800,76.64951
2016-04-07,77.6301,77.7775,75.9596,76.5492,1416300,75.82214
2016-04-08,76.7949,77.581,75.714,77.1388,1558000,76.40614
2016-04-11,77.4336,78.2197,76.9423,77.4827,1272400,76.74677
2016-04-12,77.6301,79.3989,77.5319,78.9076,2175700,78.15814
2016-04-13,80.529,82.7891,80.529,81.3151,3774900,80.54278
2016-04-14,81.3151,81.3151,81.3151,81.3151,0,80.54278
2016-04-15,81.3151,81.3151,81.3151,81.3151,0,80.54278
2016-04-18,81.8556,83.1822,80.3816,82.7891,2133700,82.00277
2016-04-19,82.7891,82.7891,82.7891,82.7891,0,82.00277
2016-04-20,84.1648,85.7371,82.8382,83.2804,3406600,82.48941
2016-04-21,84.1157,84.951,82.74,83.477,1843600,82.68414
2016-04-22,83.4278,83.4278,81.8556,82.3469,1109600,81.56477
2016-04-25,82.3469,82.74,80.6273,81.0203,1217800,80.25078
2016-04-26,81.0203,83.4278,80.6764,82.74,1706700,81.95414
2016-04-27,83.2313,83.2313,82.0521,82.6908,1264300,81.90541
2016-04-28,83.133,83.133,81.5608,82.1012,1661800,81.3214
2016-04-29,82.2486,82.5434,79.8903,81.5608,1529600,80.78614
2016-05-02,81.5608,81.5608,80.2833,80.7747,1083400,80.0075
2016-05-03,81.1677,82.74,79.8411,79.9885,1779300,79.22878
2016-05-04,79.5955,80.0377,78.8093,79.3498,1463600,78.59614
2016-05-05,79.6446,79.8903,77.1879,77.6301,1413200,76.89277
2016-05-06,77.1388,80.7747,76.8931,79.2024,1788100,78.45014
2016-05-09,79.5955,80.2833,79.4481,79.8411,785400,79.08278
2016-05-10,80.6764,81.1677,79.8903,80.3816,1438700,79.61814
2016-05-11,79.3989,80.0377,77.9249,79.4972,881600,78.74214
2016-05-12,79.9394,81.0695,79.4481,80.2833,1523700,79.52078
2016-05-13,79.6937,79.9885,77.6793,78.3671,1682500,77.62278
2016-05-16,78.5145,79.2024,77.8267,78.1706,984700,77.42814
2016-05-17,78.5637,78.6128,77.3845,77.6793,1159300,76.94151
2016-05-18,77.0405,77.4827,76.1562,76.9914,1246800,76.26014
2016-05-19,77.3353,78.8093,75.5666,75.7631,1814200,75.04351
2016-05-20,76.1562,76.1562,73.2082,73.503,1287500,72.80487
2016-05-23,73.9943,74.0926,71.2429,71.4394,1158800,70.76087
2016-05-24,71.4885,73.896,71.292,72.766,1416300,72.07487
2016-05-25,73.503,74.5839,73.503,73.896,851900,73.19414
2016-05-26,74.2891,76.5001,74.2891,76.3527,1414600,75.62751
2016-05-27,76.7457,79.2024,76.5492,78.8093,1976900,78.06078
2016-05-30,79.3007,82.9365,77.7284,80.1851,5507200,79.4235
2016-05-31,81.1677,81.7573,78.1215,79.6446,3406100,78.88814
2016-06-01,79.9885,81.5608,78.6128,79.055,1929700,78.30414
2016-06-02,78.6128,79.1041,77.2371,77.7775,1622000,77.03877
2016-06-03,78.4163,78.7111,75.6648,75.7631,2215300,75.04351
2016-06-06,76.0579,76.2053,74.1908,74.6822,1519900,73.97287
2016-06-07,75.0261,75.5666,73.7978,74.1908,1981800,73.48614
2016-06-08,74.5839,77.5319,74.2891,76.9423,2789200,76.21151
2016-06-09,77.2371,78.0723,76.2053,76.6475,1883600,75.91951
2016-06-10,76.844,77.5319,75.6648,76.1562,1314300,75.43287
2016-06-13,74.7804,75.4683,73.7486,74.4365,1547400,73.72951
2016-06-14,74.8296,75.5174,74.24,74.633,1130100,73.92414
2016-06-15,77.6301,81.266,77.6301,79.0059,8945600,78.2555
2016-06-16,79.0059,79.0059,76.3036,77.1879,2579400,76.45477
2016-06-17,77.9249,78.0723,75.1244,75.714,3410200,74.99487
2016-06-20,74.9278,76.7949,74.8296,76.3036,2453900,75.57887
2016-06-21,76.6475,76.6966,75.5174,76.0579,1681200,75.33551
2016-06-22,76.451,76.6475,75.2226,75.6157,1746200,74.89751
2016-06-23,75.714,75.7631,74.7313,75.0261,1665200,74.31351
2016-06-24,73.2082,74.6822,70.9481,74.1908,2651800,73.48614
2016-06-27,74.1908,76.0579,74.1908,75.2718,1868600,74.55687
2016-06-28,75.714,76.0088,73.8469,74.0434,2799300,73.34014
2016-06-29,74.6822,75.9105,74.4856,75.2226,3695400,74.50814
2016-06-30,75.9105,80.0377,75.37,79.5463,12149000,78.79078
2016-07-01,80.7255,83.3296,80.5781,82.2978,14629200,81.51614
2016-07-04,83.0348,84.8036,82.9856,83.477,6791200,82.68414
2016-07-05,83.8209,83.8209,80.2342,80.4799,9412100,79.7155
2016-07-06,80.4799,80.4799,80.4799,80.4799,0,79.7155
2016-07-07,80.8729,80.8729,78.1706,78.5145,9192300,77.76878
2016-07-08,78.6128,79.0059,76.844,77.4336,6640500,76.69814
2016-07-11,78.6619,79.1041,78.1215,78.5145,2872000,77.76878
2016-07-12,78.7111,81.0203,78.7111,80.7255,5446300,79.95878
2016-07-13,81.6099,82.3469,80.7255,81.0203,4405500,80.25078
2016-07-14,81.2169,81.2169,80.1851,80.4307,3077300,79.66678
2016-07-15,80.529,80.5781,78.4163,78.8093,4160400,78.06078
2016-07-18,78.9567,80.0868,77.7775,78.0232,2831800,77.28214
2016-07-19,78.0232,78.8093,77.6793,78.1706,2089700,77.42814
2016-07-20,78.6128,79.6937,78.2689,79.4972,2091200,78.74214
2016-07-21,79.6446,80.0868,78.1706,78.4654,1920900,77.72014
2016-07-22,78.5145,79.3007,78.2197,78.7111,2791000,77.9635
2016-07-25,79.055,79.5955,78.5145,79.2515,3969700,78.49878
