"Date","IRB.NS.Open","IRB.NS.High","IRB.NS.Low","IRB.NS.Close","IRB.NS.Volume","IRB.NS.Adjusted"
2015-07-09,233,233,226.9,227.6,999200,221.92
2015-07-10,229.1,232,228.8,230,628400,224.26
2015-07-13,230.3,235.9,228.5,235.05,756400,229.18
2015-07-14,236.5,236.55,229.25,230.3,1084300,224.55
2015-07-15,231.6,239.75,230.6,238.2,1656400,232.25
2015-07-16,240,241.5,235.5,240.3,1025600,234.3
2015-07-17,239.65,241.8,237.65,238.6,783200,232.64
2015-07-20,239.1,239.4,233.85,238.45,952500,232.5
2015-07-21,237.1,246.55,235.15,236.65,1535900,230.74
2015-07-22,235.5,246,234.45,243.7,1206400,237.62
2015-07-23,239.5,255.9,239.5,248.85,2806600,242.64
2015-07-24,249.7,254.5,243.8,245.6,1322600,239.47
2015-07-27,244.05,244.9,236.05,236.55,1263100,230.65
2015-07-28,238.7,239.9,234.75,237.1,1312100,231.18
2015-07-29,237.95,245.1,235.2,243.85,1672700,237.76
2015-07-30,245,251.3,242.4,249.2,2634900,242.98
2015-07-31,251.4,251.85,244.8,245.75,1230100,239.62
2015-08-03,246.75,250.4,246.75,249.9,1131800,243.66
2015-08-04,252,252,242.7,248.2,960900,242.01
2015-08-05,250,267.9,246.35,261.9,3257300,255.36
2015-08-06,264,266.7,259.45,261.45,2191100,254.92
2015-08-07,259.25,263,255.35,257.6,1674800,251.17
2015-08-10,258,263.1,250.55,254.35,1440700,248
2015-08-11,255,258.6,250.65,252.45,1490000,246.15
2015-08-12,250,252.9,237.55,238.85,1290100,232.89
2015-08-13,240.7,243.5,230.4,235.55,1916700,229.67
2015-08-14,238.5,252,237.25,249.15,3741200,242.93
2015-08-17,250.85,256.05,245.35,254.05,3004700,247.71
2015-08-18,254,256.2,247.15,250.1,1375000,243.86
2015-08-19,249.8,261.55,247.55,259.95,2489500,253.46
2015-08-20,259.95,262.15,246.5,247.85,2712100,241.66
2015-08-21,246,247,238.35,245.65,2259600,239.52
2015-08-24,234,235.65,210.65,214.7,1845700,209.34
2015-08-25,223.75,223.75,197.1,212.25,2397300,206.95
2015-08-26,212.9,224,207.3,219.7,1829300,214.22
2015-08-27,232,232.4,224.3,229,3590200,223.28
2015-08-28,229.4,242.3,229.4,238.35,3340400,232.4
2015-08-31,236.9,239.9,232,233.6,1455200,227.77
2015-09-01,230,237.9,218.85,223.25,1562300,217.68
2015-09-02,225.5,233.8,219.7,220.85,2366700,215.34
2015-09-03,224,227,221.8,224,1277900,218.41
2015-09-04,224,224,204.25,211.95,3268900,206.66
2015-09-07,216,218.35,207.2,212.65,1773500,207.34
2015-09-08,216,217.4,207.25,213.85,2232400,208.51
2015-09-09,219.8,223.6,215.15,222.65,1718100,217.09
2015-09-10,218,225.1,214.3,222.6,2155300,217.04
2015-09-11,224.8,225.65,218.4,220.55,1782600,215.05
2015-09-14,222.5,225.3,219.6,224.05,795600,218.46
2015-09-15,224.2,226.7,217,217.8,1125800,212.36
2015-09-16,220,220.9,212.1,213.05,1226600,207.73
2015-09-17,213.05,213.05,213.05,213.05,0,207.73
2015-09-18,215.3,231.7,215.3,226.7,4073700,221.04
2015-09-21,222,231.3,221.15,230.2,1321300,224.45
2015-09-22,231.8,236.45,217.2,224.05,2396100,218.46
2015-09-23,218.5,227.4,218.5,226.05,1468200,220.41
2015-09-24,225.1,227.75,220.5,221.85,1228000,216.31
2015-09-25,221.85,221.85,221.85,221.85,0,216.31
2015-09-28,223,225.5,216.2,217.6,1194100,212.17
2015-09-29,214.1,226.9,213.7,225.3,2519700,219.68
2015-09-30,227.4,238.5,227.3,237.35,2881800,231.43
2015-10-01,239.6,239.6,234,236.55,1668000,230.65
2015-10-02,236.55,236.55,236.55,236.55,0,230.65
2015-10-05,238.1,250.9,238.1,246.5,2742300,240.35
2015-10-06,247.6,258.95,246.2,253.25,3213000,246.93
2015-10-07,252,256,248.25,253.15,1103400,246.83
2015-10-08,253.2,255.2,244.25,251.9,1460100,245.61
2015-10-09,254.2,257.5,252.15,255.15,1036200,248.78
2015-10-12,254.3,255.45,247.25,248.95,532300,242.74
2015-10-13,250,255,248.65,252.1,770500,245.81
2015-10-14,250.5,256.8,250.5,254,1253600,247.66
2015-10-15,256.4,257.85,251.75,254.3,1126600,247.95
2015-10-16,256.95,256.95,249.45,253.8,597100,247.47
2015-10-19,254.7,271.8,251.75,269.1,3143700,262.38
2015-10-20,271.1,272,262.3,265,1504800,258.39
2015-10-21,265.7,268.25,256.2,259.3,3464800,252.83
2015-10-22,259.3,259.3,259.3,259.3,0,252.83
2015-10-23,265,265,246,248.55,3264300,242.35
2015-10-26,249.8,250.35,242,244.35,1462300,238.25
2015-10-27,243.15,254.7,242,253.95,1933400,249.66
2015-10-28,253.9,257.7,249.15,250.5,1193000,246.26
2015-10-29,251,251.8,247.65,248.7,1215100,244.49
2015-10-30,249.95,251.9,244.15,246.05,827600,241.89
2015-11-02,246.2,252.8,244.1,246.9,1087300,242.72
2015-11-03,248.4,250.15,243.5,245.75,762200,241.59
2015-11-04,248,250.7,241.15,242.35,1131300,238.25
2015-11-05,241,241.4,235.5,237,1284400,232.99
2015-11-06,237,241.85,235.15,238.45,851200,234.42
2015-11-09,229,242.75,229,241,924600,236.92
2015-11-10,239.9,242.2,236.8,238.2,727200,234.17
2015-11-11,238.2,238.2,238.2,238.2,0,234.17
2015-11-12,238.2,238.2,238.2,238.2,0,234.17
2015-11-13,240,244.9,237.75,241.05,848500,236.97
2015-11-16,239,244.95,237.95,243.6,775700,239.48
2015-11-17,245.8,251,241.25,247.75,839400,243.56
2015-11-18,250.3,255,247.25,249.5,2421600,245.28
2015-11-19,252.85,255,250.4,252.8,1030200,248.52
2015-11-20,254.9,255.85,252.2,253.05,1101200,248.77
2015-11-23,251.55,253.35,248.7,249.4,503500,245.18
2015-11-24,243.7,249.8,243.7,248.3,1440900,244.1
2015-11-25,248.3,248.3,248.3,248.3,0,244.1
2015-11-26,247.5,256.5,247.5,253.25,1456300,248.97
2015-11-27,254,264.75,253.65,257.05,3031900,252.7
2015-11-30,255,259.05,253.65,255.45,853000,251.13
2015-12-01,256,256.75,247.15,250.05,1086000,245.82
2015-12-02,254.6,254.6,248.15,249.95,1201300,245.72
2015-12-03,249,252,245.6,247.05,1135300,242.87
2015-12-04,247.4,247.4,239.65,242.1,1157400,238.01
2015-12-07,243.05,245.55,238.5,240.4,712000,236.33
2015-12-08,242.9,245.5,241,242.7,1503200,238.6
2015-12-09,242.7,244.65,239.1,240.45,1813800,236.38
2015-12-10,241.9,243.05,233,236.1,1973200,232.11
2015-12-11,236.9,239.35,227,230.1,1209000,226.21
2015-12-14,229,235.4,227.45,234.7,1073700,230.73
2015-12-15,235.9,238.35,232.3,235.75,1115200,231.76
2015-12-16,238.95,255,236.5,241.95,1584100,237.86
2015-12-17,240.2,247.25,240.2,245.85,1765600,241.69
2015-12-18,244.05,246.1,242,243.35,831500,239.23
2015-12-21,244.4,246.6,242,245.1,675600,240.95
2015-12-22,245.05,251,245,247.45,979700,243.27
2015-12-23,248.15,249.4,243.65,245.55,474800,241.4
2015-12-24,247.35,247.9,243.65,246.75,541500,242.58
2015-12-25,246.75,246.75,246.75,246.75,0,242.58
2015-12-28,248.9,249.5,245.55,246.25,290200,242.09
2015-12-29,247.8,248.55,241.35,242.15,807200,238.05
2015-12-30,241,244.8,239.45,242,820300,237.91
2015-12-31,242.9,244.5,240.7,243.65,725900,239.53
2016-01-01,243.5,247.4,242.7,244.9,619100,240.76
2016-01-04,269.35,272,252.5,257.85,7899800,253.49
2016-01-05,263,263,252,253,2803900,248.72
2016-01-06,253,258.3,249.75,251.95,1800000,247.69
2016-01-07,246,254,236.1,238.6,2167200,234.56
2016-01-08,242,247.9,240.9,245.05,1597200,240.91
2016-01-11,241,243.75,237.6,238.9,1816800,234.86
2016-01-12,235,237.65,229.25,230.95,1686600,227.04
2016-01-13,234.8,234.9,219.65,226.7,1955700,222.87
2016-01-14,221.2,230.8,217.95,226.4,1572100,222.57
2016-01-15,228.45,229.6,214.5,216.35,1065000,212.69
2016-01-18,215.55,219.95,211.8,213.25,1636800,209.64
2016-01-19,215.5,225,212.7,223.1,1880100,219.33
2016-01-20,218.9,225.25,217.05,224.2,2784100,220.41
2016-01-21,228,233.8,226.25,230.85,2908400,226.95
2016-01-22,234.1,237.35,230.85,235.95,1752900,231.96
2016-01-25,237.8,238.3,232.8,234.9,858900,230.93
2016-01-26,234.9,234.9,234.9,234.9,0,230.93
2016-01-27,235.4,239,232.6,236.35,983300,232.35
2016-01-28,236.35,238.15,234,234.95,1388700,230.98
2016-01-29,234.5,248.35,233.05,243.05,4697400,238.94
2016-02-01,244.5,245.4,241,243.65,1161700,239.53
2016-02-02,244,246.4,236.55,238.75,907300,234.71
2016-02-03,234.15,235.75,229,232.9,1332500,228.96
2016-02-04,238,238,227.55,231.15,1027300,227.24
2016-02-05,231.4,236.4,230.75,234.5,839500,230.53
2016-02-08,236.7,241.8,231.6,232.8,1464100,228.86
2016-02-09,231.4,233.2,224.25,226.4,1102800,222.57
2016-02-10,225,227.2,220,223.6,990900,219.82
2016-02-11,224.3,226.45,207.1,209.95,1288900,206.4
2016-02-12,211,213,197.1,203.9,2228000,200.45
2016-02-15,208,219.5,208,216.5,1220000,212.84
2016-02-16,218.75,221.25,210.45,211.9,1257300,208.32
2016-02-17,212.8,216.95,205.15,214.3,1984000,210.68
2016-02-18,217.05,223.2,214.55,218.6,1489000,214.9
2016-02-19,218.55,221.5,215.35,216.75,1354800,213.08
2016-02-22,219,221.55,218.15,219.8,1075300,216.08
2016-02-23,220.35,220.35,213.45,215.95,819700,212.3
2016-02-24,214,218.4,211.35,212.35,1272200,208.76
2016-02-25,213.55,214.65,208.5,209.4,1555800,205.86
2016-02-26,212.9,215.2,207.65,212.8,1420500,209.2
2016-02-29,214.5,221.1,211.5,215.8,3177300,212.15
2016-03-01,218.8,224.8,218,223.9,1620700,220.11
2016-03-02,216.9,228.2,214.15,225.6,4997000,221.78
2016-03-03,227.2,227.45,222.65,225.45,1297900,221.64
2016-03-04,226.75,232.4,223,229.45,1478400,225.57
2016-03-07,229.45,229.45,229.45,229.45,0,225.57
2016-03-08,231,232.4,226,227.85,991700,224
2016-03-09,227,234.85,226,233.75,1074600,229.8
2016-03-10,235.7,236.5,229.65,230.7,987600,226.8
2016-03-11,232,233.95,227.8,232.25,638500,228.32
2016-03-14,234.8,234.9,229.9,232.4,736500,228.47
2016-03-15,233,234.8,231.5,233.5,721700,229.55
2016-03-16,231.9,232.85,226.2,230.5,1079800,228.56
2016-03-17,234,236.65,230.25,231.65,1060600,229.7
2016-03-18,233.9,233.9,227.75,231,1167200,229.06
2016-03-21,231.5,234.6,231,231.7,846300,229.75
2016-03-22,233.8,234.5,230.8,232.35,710900,230.39
2016-03-23,234,235.9,231.9,234.5,850800,232.53
2016-03-24,234.5,234.5,234.5,234.5,0,232.53
2016-03-25,234.5,234.5,234.5,234.5,0,232.53
2016-03-28,233.5,234,225.25,227.2,813000,225.29
2016-03-29,225.65,230.4,222.65,228.05,1181200,226.13
2016-03-30,229.1,231.5,228.1,229.7,598800,227.77
2016-03-31,229,234.5,227.9,232.7,905600,230.74
2016-04-01,233.5,239.45,231.45,236.85,1102500,234.86
2016-04-04,238.8,239.6,232.85,233.75,857600,231.78
2016-04-05,234.85,235.65,223,223.95,1214100,222.06
2016-04-06,225.6,226,221.6,224.95,1059900,223.06
2016-04-07,222.05,226.5,221.55,222.3,833600,220.43
2016-04-08,223.45,223.45,216.65,217.9,1248300,216.07
2016-04-11,217.7,223,216,222.15,1248400,220.28
2016-04-12,222.75,224.15,219.85,221.7,971200,219.83
2016-04-13,219.4,226.2,218.8,223.3,1384700,221.42
2016-04-14,223.3,223.3,223.3,223.3,0,221.42
2016-04-15,223.3,223.3,223.3,223.3,0,221.42
2016-04-18,221.5,223,220,221,770700,219.14
2016-04-19,221,221,221,221,0,219.14
2016-04-20,221.1,223.45,217.8,220.45,1718700,218.59
2016-04-21,222,225.25,220,221.1,1641200,219.24
2016-04-22,219.15,222.5,219.15,220,973100,218.15
2016-04-25,219.5,220.75,211.2,212.1,1875100,210.31
2016-04-26,210.5,216,209.4,214.45,1912400,212.64
2016-04-27,214.25,218.2,214.1,215.75,838800,213.93
2016-04-28,216.9,217.55,211.65,212.6,1199600,210.81
2016-04-29,211.1,215.7,211.1,213.65,1177800,211.85
2016-05-02,211.2,216.5,211.2,214.2,998100,212.4
2016-05-03,215.35,219.1,214.1,215.15,1647500,213.34
2016-05-04,214,215.6,210.5,211.15,1105400,209.37
2016-05-05,211,214.15,209.5,210.85,844500,209.07
2016-05-06,210.8,211.7,207.85,209.2,724200,207.44
2016-05-09,210.5,219.8,210.2,219,1448200,217.16
2016-05-10,219.5,221.4,217.9,218.55,1116300,216.71
2016-05-11,216.95,219.4,215.2,216.05,664100,214.23
2016-05-12,216.5,222.2,216.45,219.7,1442400,217.85
2016-05-13,218.9,219.8,214.15,215.1,567900,213.29
2016-05-16,216.7,219.1,214.45,218.65,595000,216.81
2016-05-17,219.45,221.4,215.2,216.4,670800,214.58
2016-05-18,215.5,222.9,215,222.05,815700,220.18
2016-05-19,222.05,227.4,216,219.2,2538700,217.35
2016-05-20,220,223.85,215.15,216.25,1357100,214.43
2016-05-23,217.15,218.45,211.55,212.35,862600,210.56
2016-05-24,212.5,213.5,209.1,209.8,764900,208.03
2016-05-25,211.05,214.4,210,211.85,695900,210.07
2016-05-26,212,216.9,210,213.85,2174300,212.05
2016-05-27,215,220.4,213.5,218.9,1706500,217.06
2016-05-30,219.95,221.7,216.7,218.8,827800,216.96
2016-05-31,219.05,221.85,216.15,220.5,1106500,218.64
2016-06-01,221.2,221.7,214.1,214.8,804700,212.99
2016-06-02,214.8,218.75,213.6,217.95,810300,216.12
2016-06-03,219,219,213.2,213.9,736700,212.1
2016-06-06,214.25,215.8,212.15,212.9,402200,211.11
2016-06-07,211.6,218.15,211.6,217.45,1243600,215.62
2016-06-08,217.95,219.2,214.15,215.25,1026300,213.44
2016-06-09,216,218.8,213.2,216.9,1186000,215.07
2016-06-10,217.45,218.45,213.6,214.25,517300,212.45
2016-06-13,213.2,213.55,210.4,212.15,502400,210.36
2016-06-14,212.2,215.75,210.6,211.85,961400,210.07
2016-06-15,213,213.95,212.1,213,555100,211.21
2016-06-16,213.2,215.4,210.3,211.15,1022800,209.37
2016-06-17,213,214,211.05,211.95,499100,210.17
2016-06-20,210.35,213.95,210.35,211.85,614500,210.07
2016-06-21,213,214,211.1,211.7,447500,209.92
2016-06-22,211.7,212.8,208.85,210.45,826900,208.68
2016-06-23,210.85,211.7,209.05,210.95,468400,209.17
2016-06-24,207.25,207.8,195.3,205.25,1158800,203.52
2016-06-27,205.1,207.75,204.35,204.75,620900,203.03
2016-06-28,204.95,207.4,204.95,205.75,956000,204.02
2016-06-29,206.4,210.9,206.3,209.15,1046500,207.39
2016-06-30,211,214.6,210.6,213.4,1720800,211.6
2016-07-01,214.95,216.6,212.7,214.65,800800,212.84
2016-07-04,215.5,219,215,217.05,1142000,215.22
2016-07-05,217,220.7,216.05,218,777700,216.16
2016-07-06,218,218,218,218,0,216.16
2016-07-07,219.9,222.8,218.1,219.15,1174700,217.3
2016-07-08,218.35,218.95,213,213.3,972700,211.5
2016-07-11,215.25,218,215.15,216.1,668200,214.28
2016-07-12,219.5,222.45,218.35,220.8,1652000,218.94
2016-07-13,221.95,221.95,215.4,216.8,881900,214.97
2016-07-14,216.65,220.6,216.3,219.15,555700,217.3
2016-07-15,220.05,220.85,216.35,216.9,836600,215.07
2016-07-18,217.2,219.35,214,214.75,527700,212.94
2016-07-19,214.1,217.8,213.5,214.15,912400,212.35
2016-07-20,215,217.95,215,217.3,575400,215.47
2016-07-21,217.1,220.8,214.75,215.5,1098600,213.69
2016-07-22,216,217.25,213.1,216.45,721000,214.63
2016-07-25,216.5,218.8,216.1,216.95,518600,215.12
2016-07-26,216.95,218.5,213.8,214.2,597300,212.4
2016-07-27,214.3,216.45,211.05,213.85,856400,212.05
2016-07-28,214.3,216.5,214.1,215.9,1516600,214.08
2016-07-29,215.9,217.7,215.25,216.35,1143500,214.53
2016-08-01,222.25,223.4,214.25,214.95,3551100,213.14
2016-08-02,215.2,216.2,210.6,211.85,1995500,210.07
2016-08-03,212,212.9,206.15,206.6,1020500,204.86
2016-08-04,208.1,210.7,205.6,209.9,1027100,208.13
2016-08-05,211.6,212.5,210.8,211.1,987700,209.32
2016-08-08,212.9,214.75,209.8,213.55,789800,211.75
2016-08-09,213.55,214.4,209.9,210.7,759700,208.93
2016-08-10,211,211.8,205.5,206.15,642300,204.41
2016-08-11,205.95,212,202.6,210.3,3507500,208.53
2016-08-12,211.1,215.5,204.3,205.9,3676200,204.17
2016-08-15,205.9,205.9,205.9,205.9,0,204.17
2016-08-16,208,209.25,204.55,208.55,1295200,206.79
2016-08-17,209,211.7,208.05,211.15,1979200,209.37
2016-08-18,211.5,221.3,211.1,220.35,2472300,218.49
2016-08-19,221.9,232,220.7,230.5,5136700,228.56
2016-08-22,230.6,237.3,226.2,235.55,2456100,233.57
2016-08-23,235.3,238.3,231.8,234.4,1751800,232.43
2016-08-24,233,238.35,232.15,235.8,1259900,233.81
2016-08-25,236.6,238.3,231.3,232.2,1023200,230.25
2016-08-26,234.5,238.7,232.1,233.05,1453500,231.09
2016-08-29,231.5,234.8,229.3,233.55,821200,231.58
2016-08-30,235.5,235.5,231.8,232.55,699900,230.59
2016-08-31,234,235.5,225.15,226.65,2951000,224.74
2016-09-01,228.05,232.5,225.1,227.1,1224200,225.19
2016-09-02,229.5,231.8,227.4,230.9,847500,228.96
2016-09-05,230.9,230.9,230.9,230.9,0,228.96
2016-09-06,232.4,233.8,229.05,230.65,1241700,228.71
2016-09-07,231.15,233.5,229.1,230.6,1199800,228.66
2016-09-08,230.8,253.45,230.7,252,8197400,249.88
2016-09-09,254,254.4,244.1,246.2,2961200,244.13
2016-09-12,243,246,234.05,241.3,4255600,239.27
2016-09-13,241.3,241.3,241.3,241.3,0,239.27
2016-09-14,241,248.5,241,246.45,4680800,244.38
2016-09-15,247.3,250.5,242.05,244.1,1516600,242.04
2016-09-16,246.8,252.8,244,247.35,3083700,245.27
2016-09-19,248,249,242.25,244.6,1798800,242.54
2016-09-20,245.5,251.8,242.25,248.15,2923900,246.06
2016-09-21,254.65,255.35,247.8,249,5323600,246.9
2016-09-22,251.4,252.9,247.25,249.85,2402200,247.75
2016-09-23,250.25,266.4,249.2,261.1,8382400,258.9
2016-09-26,260.3,264.75,255.6,256.8,4506100,254.64
2016-09-27,263,266.3,254.75,258.15,7216000,255.98
2016-09-28,258.55,261.9,257,259.95,1858000,257.76
2016-09-29,261,263.7,235,245.05,5087500,242.99
2016-09-30,243,249.05,241.25,245.15,1791000,243.09
2016-10-03,248.05,261.6,246.45,256.45,4611700,254.29
2016-10-04,258.55,258.55,249.1,252.95,2787700,250.82
2016-10-05,255,256.7,249.25,251.1,2375100,248.99
2016-10-06,251.55,253.75,243.8,246.9,1613000,244.82
2016-10-07,246.95,251,244.5,249.25,1312200,247.15
2016-10-10,247.45,248.7,241.65,242.35,1859200,240.31
2016-10-11,242.35,242.35,242.35,242.35,0,240.31
2016-10-12,242.35,242.35,242.35,242.35,0,240.31
2016-10-13,241,241,228.5,232.05,2011700,230.1
2016-10-14,231.55,241.9,231.55,241.05,1882100,239.02
2016-10-17,241,243.35,234,236.45,1297500,234.46
2016-10-18,239,241.85,236.15,240.7,1275500,238.67
2016-10-19,241,244.1,239.1,241.2,935000,239.17
2016-10-20,241.9,245.6,241.2,242.2,1219500,240.16
2016-10-21,244,250.8,242.1,249,2004900,246.9
