"Date","NHPC.NS.Open","NHPC.NS.High","NHPC.NS.Low","NHPC.NS.Close","NHPC.NS.Volume","NHPC.NS.Adjusted"
2016-09-26,26,26.15,25.3,25.4,2872100,23.95
2016-09-27,25.45,25.75,25.2,25.55,2211400,24.09
2016-09-28,25.35,25.75,25.35,25.45,2127900,24
2016-09-29,25.45,25.75,24.15,24.35,7766100,22.96
2016-09-30,24.5,25.1,24.3,25,5709600,23.57
2016-10-03,25.25,25.9,24.9,25.65,3162200,24.19
2016-10-04,25.65,25.9,25.45,25.75,1662300,24.28
2016-10-05,25.55,26,25.55,25.85,2218200,24.38
2016-10-06,25.9,26.15,25.2,25.75,3108200,24.28
2016-10-07,26,26.05,25.5,25.6,1546800,24.14
2016-10-10,25.65,25.7,25.35,25.4,1074200,23.95
2016-10-11,25.4,25.4,25.4,25.4,0,23.95
2016-10-12,25.4,25.4,25.4,25.4,0,23.95
2016-10-13,25.4,25.75,25.35,25.6,4577200,24.14
2016-10-14,25.75,25.75,25.4,25.5,3590300,24.05
2016-10-17,25.5,25.65,24.7,25.05,6855100,23.62
2016-10-18,25.1,25.85,24.9,25.35,5054700,23.9
2016-10-19,25.4,25.75,25.3,25.65,4443400,24.19
2016-10-20,25.75,25.9,25.4,25.7,4542700,24.23
2016-10-21,25.7,26,25.5,25.85,2962000,24.38
2016-10-24,25.85,26.1,25.75,25.85,5947100,24.38
2016-10-25,25.85,26.05,25.65,25.9,6377200,24.42
2016-10-26,25.8,26.05,25.65,25.75,2819300,24.28
2016-10-27,25.65,26.1,25.45,25.7,7539300,24.23
2016-10-28,25.95,27,25.6,26.8,7821400,25.27
2016-10-31,26.8,26.8,26.8,26.8,0,25.27
2016-11-01,26.85,27.1,26.3,26.55,4179700,25.04
2016-11-02,26.4,26.75,26.15,26.35,4430800,24.85
2016-11-03,26.3,26.7,26.15,26.35,3940000,24.85
2016-11-04,26.35,26.65,26.15,26.35,4833800,24.85
2016-11-07,26.4,26.6,26.05,26.2,3877000,24.71
2016-11-08,26.2,26.45,26,26.1,2158200,24.61
2016-11-09,25.5,25.55,24,25.3,7562300,23.86
2016-11-10,25.5,26.55,25.5,26.45,6811800,24.94
2016-11-11,26,26.5,25.15,25.35,5952300,23.9
2016-11-14,25.35,25.35,25.35,25.35,0,23.9
2016-11-15,25.4,25.4,24.5,24.6,3931300,23.2
2016-11-16,24.85,25.05,24.15,24.35,4190700,22.96
2016-11-17,24.6,25.4,24.4,25.2,3252100,23.76
2016-11-18,25.3,26.6,25.15,26.25,14583900,24.75
2016-11-21,26.75,26.8,25.5,25.6,4141000,24.14
2016-11-22,25.5,25.6,24.9,25.4,5277700,23.95
2016-11-23,25.7,26.25,25.4,26.05,8066900,24.56
2016-11-24,25.95,26.55,25.8,26.35,6479800,24.85
2016-11-25,26.4,27.4,26.4,27.1,8415100,25.55
2016-11-28,27.05,28,27,27.9,10196000,26.31
2016-11-29,28,28.35,27.45,27.55,6803900,25.98
2016-11-30,27.7,28.15,27.5,28.05,6269600,26.45
2016-12-01,27.85,28.15,27.2,27.25,5832800,25.7
2016-12-02,27.15,28.4,27,27.5,9187300,25.93
2016-12-05,27.5,28,27.15,27.25,6404700,25.7
2016-12-06,27.6,27.75,27.15,27.25,4695900,25.7
2016-12-07,27.4,27.7,27,27.25,5403900,25.7
2016-12-08,27.65,27.8,27.3,27.4,4246600,25.84
2016-12-09,27.9,27.9,27.4,27.45,6154400,25.88
2016-12-12,27.25,27.5,27.2,27.3,3174100,25.74
2016-12-13,27.4,27.45,26.9,27,3504000,25.46
2016-12-14,26.9,27.05,26.6,26.7,2909700,25.18
2016-12-15,26.55,27.1,26.4,26.85,2915800,25.32
2016-12-16,26.85,27.3,26.65,27.05,2198000,25.51
2016-12-19,27.05,27.35,26.85,26.95,2441200,25.41
2016-12-20,26.9,27.25,26.7,26.95,2161300,25.41
2016-12-21,27.1,27.6,26.6,27.1,5331800,25.55
2016-12-22,27.1,27.3,26,26.1,6197300,24.61
2016-12-23,26,26.35,25.9,26.2,2642500,24.71
2016-12-26,26.55,26.6,25.75,25.9,2825500,24.42
2016-12-27,26,26.6,25.65,26.35,8325500,24.85
2016-12-28,26.55,26.75,26.25,26.35,4678800,24.85
2016-12-29,26.35,26.95,26.2,26.55,24085200,25.04
2016-12-30,26.75,26.85,26.35,26.45,2218100,24.94
2017-01-02,26.65,26.95,26.25,26.8,2336100,25.27
2017-01-03,27,27.45,26.8,27.3,5397200,25.74
2017-01-04,27.3,27.75,27.25,27.4,4870900,25.84
2017-01-05,27.4,27.7,27.35,27.5,2770100,25.93
2017-01-06,27.6,27.65,27.2,27.25,4116500,25.7
2017-01-09,27.3,27.55,27.15,27.2,3312200,25.65
2017-01-10,27.3,27.4,27.2,27.35,3882100,25.79
2017-01-11,27.4,27.55,27.25,27.4,4531400,25.84
2017-01-12,27.55,30.8,27.55,29.9,89199000,28.19
2017-01-13,30,30.15,29.05,29.25,25944900,27.58
2017-01-16,29.35,30.4,29.35,30.2,19351400,28.48
2017-01-17,30.4,30.45,29.55,29.95,13900300,28.24
2017-01-18,30.1,30.25,29.75,29.8,11400100,28.1
2017-01-19,28,28.1,27.65,27.8,8514400,27.8
2017-01-20,27.65,27.9,27.05,27.25,4552300,27.25
2017-01-23,27.1,27.9,27,27.6,6672700,27.6
2017-01-24,27.8,27.8,27.4,27.75,4958500,27.75
2017-01-25,27.95,28.3,27.65,27.95,26468000,27.95
2017-01-26,27.95,27.95,27.95,27.95,0,27.95
2017-01-27,27.9,29.75,27.85,29.5,14719200,29.5
2017-01-30,29.7,29.85,28.7,29.15,7596500,29.15
2017-01-31,29.2,29.6,28.8,28.95,4925100,28.95
2017-02-01,28.75,29.4,28.75,29.25,5767900,29.25
2017-02-02,29.4,31.25,29.25,30.85,22271200,30.85
2017-02-03,31.1,31.2,30.5,30.8,7646900,30.8
2017-02-06,31.1,31.5,31,31.3,10608400,31.3
2017-02-07,31.35,31.7,31.1,31.3,13866100,31.3
2017-02-08,31.25,31.3,30.55,30.65,16257700,30.65
2017-02-09,30.7,31.05,30.6,30.9,5758200,30.9
2017-02-10,30.9,31.1,29.85,30.15,15863700,30.15
2017-02-13,30.15,30.4,29.8,30.2,9452600,30.2
2017-02-14,30.3,30.8,30.2,30.6,10641000,30.6
2017-02-15,30.6,30.9,30.45,30.65,10368800,30.65
2017-02-16,30.7,31.1,30.6,30.95,15122600,30.95
2017-02-17,30.6,30.75,29.95,30.05,9871600,30.05
2017-02-20,30.2,30.3,29.8,30.15,3759300,30.15
2017-02-21,30.2,30.3,29.95,30.05,3637400,30.05
2017-02-22,30.4,30.7,30.25,30.3,10917100,30.3
2017-02-23,30.3,30.45,29.85,30.15,22880500,30.15
2017-02-24,30.15,30.15,30.15,30.15,0,30.15
2017-02-27,30.05,30.45,29.6,29.7,6058500,29.7
2017-02-28,30,30.65,29.95,30.5,8513800,30.5
2017-03-01,30.7,31.1,30.55,30.7,7809200,30.7
2017-03-02,30.55,30.75,29.75,29.85,5555000,29.85
2017-03-03,29.7,29.95,29.5,29.6,5303100,29.6
2017-03-06,29.8,30.2,29.6,30,6539500,30
2017-03-07,30.05,30.3,29.8,29.9,3710700,29.9
2017-03-08,29.95,30.1,29.7,29.95,2960300,29.95
2017-03-09,29.8,30.05,29.65,29.95,4661000,29.95
2017-03-10,29.95,30.6,29.9,30.2,9069100,30.2
2017-03-13,30.2,30.2,30.2,30.2,0,30.2
2017-03-14,30.5,30.75,30.25,30.6,6826400,30.6
2017-03-15,30.6,30.9,30.4,30.65,7546400,30.65
2017-03-16,30.75,31.05,30.45,30.95,4003400,30.95
2017-03-17,31,31,30.35,30.65,5897000,30.65
2017-03-20,30.65,30.8,30.5,30.6,2035200,30.6
2017-03-21,30.5,30.75,30.3,30.5,2746300,30.5
2017-03-22,30.4,30.55,29.7,29.75,5529300,29.75
2017-03-23,30.05,30.15,29.95,30.05,3510700,30.05
2017-03-24,30.4,31,30.3,30.7,9215100,30.7
2017-03-27,30.85,31.75,30.75,31.35,11947200,31.35
2017-03-28,31.4,31.75,31.15,31.25,4290000,31.25
2017-03-29,31.45,31.45,31.15,31.25,2998200,31.25
2017-03-30,31.5,32,31.15,31.7,11476900,31.7
2017-03-31,31.8,32.35,31.5,32.2,5541700,32.2
2017-04-03,32.3,32.4,31.9,32.25,4465700,32.25
2017-04-04,32.25,32.25,32.25,32.25,0,32.25
2017-04-05,32.2,33.2,32.15,33,6852400,33
2017-04-06,32.7,33.05,32.6,32.85,4222200,32.85
2017-04-07,32.8,33.1,31.8,31.9,5595100,31.9
2017-04-10,32,32.2,31.6,31.85,4316200,31.85
2017-04-11,31.8,32.95,31.8,32.7,5795500,32.7
2017-04-12,32.9,32.9,32,32.25,3135200,32.25
2017-04-13,32.1,32.7,32.1,32.5,2488700,32.5
2017-04-14,32.5,32.5,32.5,32.5,0,32.5
2017-04-17,32.5,32.7,31.35,31.5,5524100,31.5
2017-04-18,31.35,31.8,31.05,31.15,3250600,31.15
2017-04-19,31.2,31.6,31,31.4,5469300,31.4
2017-04-20,31.2,31.6,31.2,31.35,2084000,31.35
2017-04-21,31.4,32.15,31.2,31.85,3795400,31.85
