"Date","KOTAKBANK.NS.Open","KOTAKBANK.NS.High","KOTAKBANK.NS.Low","KOTAKBANK.NS.Close","KOTAKBANK.NS.Volume","KOTAKBANK.NS.Adjusted"
2016-08-18,766.9,785.95,766.85,784.4,1765700,784.4
2016-08-19,785.95,785.95,774,778.75,996100,778.75
2016-08-22,780,782,768.8,772.85,612700,772.85
2016-08-23,773.35,780,771.05,778.35,572900,778.35
2016-08-24,779,781.9,772.1,777,1141700,777
2016-08-25,778,784,772.05,780.75,1477100,780.75
2016-08-26,782.5,789,772.85,780.8,853900,780.8
2016-08-29,780.7,788.9,775.15,781.4,762000,781.4
2016-08-30,781.9,787.05,780.2,786.15,799000,786.15
2016-08-31,795,814.95,793.15,806.9,3346400,806.9
2016-09-01,813,817.45,807.5,810.7,1161900,810.7
2016-09-02,812,815.75,808.3,813.6,930700,813.6
2016-09-05,813.6,813.6,813.6,813.6,0,813.6
2016-09-06,819.9,822,815,818.05,1027800,818.05
2016-09-07,818.85,823,802.45,804.1,1171000,804.1
2016-09-08,804.75,822.3,800.25,819.75,1724300,819.75
2016-09-09,819.7,825.4,808.6,818.85,1144900,818.85
2016-09-12,811.95,815,805,813.3,741500,813.3
2016-09-13,813.3,813.3,813.3,813.3,0,813.3
2016-09-14,813.9,820,803.3,805.95,2041100,805.95
2016-09-15,806.95,811.75,803.3,808.6,1182600,808.6
2016-09-16,810.9,819.95,804.7,806.6,4352400,806.6
2016-09-19,808.4,812.2,799.1,802.85,2257900,802.85
2016-09-20,802,803.3,791.5,792.75,1557000,792.75
2016-09-21,794.1,795.75,786.65,788.4,2317800,788.4
2016-09-22,799,801.9,791,795.15,2111400,795.15
2016-09-23,795.7,803.4,793.05,796.15,4190600,796.15
2016-09-26,792.15,794.25,784.35,787.75,1117700,787.75
2016-09-27,785.25,798.25,782.5,784.45,1427300,784.45
2016-09-28,783,791.8,778.5,782.3,1955200,782.3
2016-09-29,787.5,799.45,769.25,772.6,55058300,772.6
2016-09-30,772,782.3,766.1,777,2432000,777
2016-10-03,788.95,792.7,783.15,788.05,982700,788.05
2016-10-04,790.9,796.6,782.3,791.7,1152100,791.7
2016-10-05,794.8,794.8,780.5,782.15,1007500,782.15
2016-10-06,782,790,777.5,783,1362600,783
2016-10-07,782.6,785,775.15,782.65,740400,782.65
2016-10-10,784.9,785.5,779,780.2,749600,780.2
2016-10-11,780.2,780.2,780.2,780.2,0,780.2
2016-10-12,780.2,780.2,780.2,780.2,0,780.2
2016-10-13,778,778.15,765.3,772.35,1764000,772.35
2016-10-14,776,783.95,770.6,781.75,1033000,781.75
2016-10-17,782.9,782.9,764,769.25,1920000,769.25
2016-10-18,774.9,780.95,769.9,776.95,1627300,776.95
2016-10-19,779,785,772.45,774,1057800,774
2016-10-20,781.9,783,770.55,772.35,1661800,772.35
2016-10-21,770.05,783.15,768.95,781.5,1767400,781.5
2016-10-24,781.9,789.55,777.5,787.35,939900,787.35
2016-10-25,789.95,793,780.55,786.55,3267400,786.55
2016-10-26,783,821,781.1,811.5,4431700,811.5
2016-10-27,812,812,801,806.6,1094800,806.6
2016-10-28,806.55,822,800,819.35,1441900,819.35
2016-10-31,819.35,819.35,819.35,819.35,0,819.35
2016-11-01,819.9,819.9,804,805.55,1175500,805.55
2016-11-02,799.9,806.15,795.9,804,1268700,804
2016-11-03,803.7,810.95,797,806,796400,806
2016-11-04,809.8,812,790.1,799.65,1094300,799.65
2016-11-07,807.6,807.95,800,801.85,996500,801.85
2016-11-08,802.8,815.3,794,811.8,966300,811.8
2016-11-09,778.8,829.4,762,822.1,4270100,822.1
2016-11-10,828.2,833.45,813.1,819.25,2577100,819.25
2016-11-11,813,825.5,807.5,815.6,2315600,815.6
2016-11-14,815.6,815.6,815.6,815.6,0,815.6
2016-11-15,818.5,818.5,783.5,789.55,3019800,789.55
2016-11-16,796.85,796.85,766.9,770.55,4728400,770.55
2016-11-17,766.1,782.2,766.1,776.25,1588700,776.25
2016-11-18,780.95,785,773.35,779.25,1350300,779.25
2016-11-21,780,780.95,753.7,762.7,2051800,762.7
2016-11-22,765.2,772.5,761.55,769.6,1700500,769.6
2016-11-23,772,774,765,766.15,1377600,766.15
2016-11-24,760,760,736.85,742.1,5074900,742.1
2016-11-25,747,759.65,744.95,752.15,1567100,752.15
2016-11-28,744.4,753,736.2,750.15,2300800,750.15
2016-11-29,748,752.5,742.7,745.4,1010000,745.4
2016-11-30,746,760,740,755.45,1133700,755.45
2016-12-01,755,756.45,741.2,744.95,1151000,744.95
2016-12-02,740,744,720,723.55,2845000,723.55
2016-12-05,726,731.9,723,729.8,927900,729.8
2016-12-06,731,737.7,730.25,734,496100,734
2016-12-07,735.55,739.5,724.55,734.35,2132300,734.35
2016-12-08,736.1,751.4,736.1,748.65,826600,748.65
2016-12-09,749.5,752.5,742.85,745.25,811000,745.25
2016-12-12,746,746.5,728.6,729.85,395400,729.85
2016-12-13,728,738.35,723,730.95,686000,730.95
2016-12-14,730.3,731.55,723.5,727.8,852500,727.8
2016-12-15,718.8,734.6,712,724.75,1043300,724.75
2016-12-16,725,727,717.2,719.1,3781500,719.1
2016-12-19,719,721.95,715.4,719.65,1016900,719.65
2016-12-20,721,723,716.9,718.35,916700,718.35
2016-12-21,717.1,726.5,717.1,719.8,1074500,719.8
2016-12-22,718.5,719,711.5,713.15,841000,713.15
2016-12-23,705.1,714,704.1,711.75,1021600,711.75
2016-12-26,711.9,714,704.25,711.05,485600,711.05
2016-12-27,707.15,716,705.6,712.15,1337000,712.15
2016-12-28,712,718.9,709.1,713.05,1211900,713.05
2016-12-29,710,715,708.35,713.4,1303100,713.4
2016-12-30,714.1,722.75,714.1,719.7,990300,719.7
2017-01-02,720,721,708.25,714.8,1206500,714.8
2017-01-03,714.95,717.45,707.15,711.75,1381900,711.75
2017-01-04,713,713,692.5,695.6,4258600,695.6
2017-01-05,702.85,702.85,696.2,698.95,2180200,698.95
2017-01-06,698,718.5,693.35,716.85,3664600,716.85
2017-01-09,718,724.25,707.1,709.25,1540300,709.25
2017-01-10,711.1,715.7,710,712.65,867000,712.65
2017-01-11,715,733.8,708,728.4,3577500,728.4
2017-01-12,732.45,732.45,723.05,727.95,1106700,727.95
2017-01-13,731.5,735.6,724.4,727.75,1006000,727.75
2017-01-16,726.1,736.2,723,731.2,741900,731.2
2017-01-17,732.8,735,724.3,726,681300,726
2017-01-18,725.1,741.75,725.1,731.1,1125800,731.1
2017-01-19,731,737,727,728.2,915300,728.2
2017-01-20,732.75,733.15,718,723.05,1115000,723.05
2017-01-23,722.5,739.9,722,732.75,1457100,732.75
2017-01-24,737.5,745,734.1,743.35,1206600,743.35
2017-01-25,747.5,800.9,745.05,795.2,8772500,795.2
2017-01-26,795.2,795.2,795.2,795.2,0,795.2
2017-01-27,798,802.1,780.45,785.05,3709300,785.05
2017-01-30,786,790,771.1,775.6,2183400,775.6
2017-01-31,777,780.3,763.05,774.15,1400600,774.15
2017-02-01,777.5,782.95,739.15,777.05,4951800,777.05
2017-02-02,779,780.45,764.45,770.4,2022900,770.4
2017-02-03,769.5,777.2,760,765.3,1562500,765.3
2017-02-06,770,773.75,765.3,766.7,1967500,766.7
2017-02-07,769,784.95,768.5,773.35,2996100,773.35
2017-02-08,774.4,776.2,762,767.6,2607600,767.6
2017-02-09,769.9,779.5,765,769.65,1306200,769.65
2017-02-10,771.1,786.3,771.1,778.9,1871200,778.9
2017-02-13,779.8,796,779.5,793.15,1804600,793.15
2017-02-14,793.9,796.35,785.95,790.3,1338900,790.3
2017-02-15,791.2,795,781.75,784.3,1360700,784.3
2017-02-16,785,798.5,780.25,792.5,2256200,792.5
2017-02-17,805,811,790.1,796.5,4259100,796.5
2017-02-20,801.9,805,795,797.05,847400,797.05
2017-02-21,799.15,800.6,791.1,797.9,632100,797.9
2017-02-22,799.8,804.45,793.75,795.85,1106500,795.85
2017-02-23,798.5,814.4,792.5,810.95,4575500,810.95
2017-02-24,810.95,810.95,810.95,810.95,0,810.95
2017-02-27,807.5,812.5,795.55,800.5,2381600,800.5
2017-02-28,801.9,808.45,798.8,802.1,972100,802.1
2017-03-01,802.1,827.2,802.05,824.15,2968500,824.15
2017-03-02,827.5,828.7,812.75,816.15,4455300,816.15
2017-03-03,816,817,803,809.5,1317000,809.5
2017-03-06,812.9,822.2,811.1,818.95,1439500,818.95
2017-03-07,820,821,814,817,949700,817
2017-03-08,823.05,838.95,819.2,824.9,3815100,824.9
2017-03-09,826,827.8,820,825.45,1597500,825.45
2017-03-10,835.05,838.9,826.15,828.9,1352700,828.9
2017-03-13,828.9,828.9,828.9,828.9,0,828.9
2017-03-14,843,851.45,832,836.15,3116300,836.15
2017-03-15,837,848.45,835.15,844.15,1718300,844.15
2017-03-16,849.2,856.35,849.2,851.4,1261700,851.4
2017-03-17,852.95,854.45,842.55,848.25,4646400,848.25
2017-03-20,855,862,848,854.6,1592200,854.6
2017-03-21,855,861.4,850.95,859.55,1458300,859.55
2017-03-22,853,864.9,848.5,862.2,9354300,862.2
2017-03-23,863.15,873.5,862.05,868.15,1610100,868.15
2017-03-24,871,886.4,863.9,879.35,2280000,879.35
2017-03-27,879.35,880,858.7,871.15,1999300,871.15
2017-03-28,877.5,879.95,856,859.45,3049100,859.45
2017-03-29,864.1,864.75,852.55,857.6,2483700,857.6
2017-03-30,862.5,871.95,859.35,865.15,3534300,865.15
2017-03-31,865,880,862.05,872.2,2586400,872.2
2017-04-03,877,879.8,871,875.95,1365400,875.95
2017-04-04,875.95,875.95,875.95,875.95,0,875.95
2017-04-05,880,896.6,877.6,889.85,2006300,889.85
2017-04-06,885,897.5,883.7,894.35,1988300,894.35
2017-04-07,890,893.2,870,873.1,1612600,873.1
2017-04-10,877.7,879.9,867.5,877.35,945500,877.35
2017-04-11,872.7,889,871.1,881.05,1400500,881.05
2017-04-12,881,883.45,873.6,879.4,1088900,879.4
2017-04-13,879,884,872.5,879.5,937800,879.5
2017-04-14,879.5,879.5,879.5,879.5,0,879.5
2017-04-17,885,889.75,875,887.6,1232800,887.6
2017-04-18,890,892.7,876.6,881.65,1266200,881.65
2017-04-19,879.1,881.6,867.2,875.6,898200,875.6
2017-04-20,876.6,891.45,876.1,889.15,998000,889.15
2017-04-21,890,897.5,878.5,880.4,1260700,880.4
