"Date","LICHSGFIN.NS.Open","LICHSGFIN.NS.High","LICHSGFIN.NS.Low","LICHSGFIN.NS.Close","LICHSGFIN.NS.Volume","LICHSGFIN.NS.Adjusted"
2016-09-06,577.25,594.5,576,593.25,2227900,593.25
2016-09-07,593.95,594.95,582.7,588.45,1597400,588.45
2016-09-08,585.2,588,580.55,583.35,1174700,583.35
2016-09-09,582,586.95,575.1,583.15,1576600,583.15
2016-09-12,574.5,574.5,553.3,560.35,1653500,560.35
2016-09-13,560.35,560.35,560.35,560.35,0,560.35
2016-09-14,563.95,574.9,560.6,571.85,1602000,571.85
2016-09-15,575,575,563.1,564.5,1451500,564.5
2016-09-16,568.8,582,566.3,571.05,2209900,571.05
2016-09-19,574,577.8,568.55,574.35,1013900,574.35
2016-09-20,570.05,575,563.7,567.35,1188400,567.35
2016-09-21,571.85,574.65,567.7,570.65,938800,570.65
2016-09-22,580,585.4,575.45,583.45,1145200,583.45
2016-09-23,579,583.15,571.4,573.15,1136600,573.15
2016-09-26,574.9,574.9,562.1,568.3,965200,568.3
2016-09-27,573.9,573.9,564.25,571,877100,571
2016-09-28,572.8,590,570,588.35,1291500,588.35
2016-09-29,592,592.05,532.8,563.6,4014700,563.6
2016-09-30,564.9,581,557.2,578.8,1445100,578.8
2016-10-03,585,599,578.1,593.1,1639300,593.1
2016-10-04,598,603.8,584.35,597.75,2120200,597.75
