"Date","BHARATFORG.NS.Open","BHARATFORG.NS.High","BHARATFORG.NS.Low","BHARATFORG.NS.Close","BHARATFORG.NS.Volume","BHARATFORG.NS.Adjusted"
2016-08-04,723.59998,731.29999,716,724.45001,891400,722.67395
2016-08-05,721.40002,824.40002,719.09998,814.29999,9820200,812.30365
2016-08-08,815.09998,845,791.79999,825.65002,4323500,823.62586
2016-08-09,816.29999,830.90002,808.5,822.95001,1184900,820.93247
2016-08-10,824,846,810.5,822.25,1669900,820.23417
2016-08-11,825,829.84998,803.04999,810.25,868700,808.26359
2016-08-12,812,826.5,805.34998,823.84998,1041200,821.83023
2016-08-15,823.84998,823.84998,823.84998,823.84998,0,821.83023
2016-08-16,824.79999,842.79999,810.65002,840.25,1348800,838.19004
2016-08-17,844.29999,852.5,836.04999,847.59998,1282400,845.522
2016-08-18,848.54999,852.84998,836.5,840.15002,507200,838.09031
2016-08-19,841.09998,855,837.29999,839.54999,774000,837.49175
2016-08-22,845.70001,847.90002,830,833.70001,412500,831.65611
2016-08-23,835,872.20001,827.5,861.5,1233000,859.38795
2016-08-24,870,872.25,853.54999,855.90002,848400,853.8017
2016-08-25,859,872,850,851.70001,2047000,849.61199
2016-08-26,853.5,862.59998,847.40002,857.34998,541500,855.2481
2016-08-29,857,859.84998,850,854.34998,408800,852.25545
2016-08-30,855.34998,870.40002,855.34998,859.84998,586500,857.74197
2016-08-31,861,869.45001,846.70001,850.29999,914100,848.21539
2016-09-01,851.79999,868,841.25,857.59998,707500,855.49748
2016-09-02,859,883,859,873.15002,1655200,871.00941
2016-09-05,873.15002,873.15002,873.15002,873.15002,0,871.00941
2016-09-06,875,877.34998,863,871.65002,582400,869.51309
2016-09-07,891,907.84998,878.15002,888,2309000,885.82298
2016-09-08,894,896,871.90002,878.70001,758400,876.54579
2016-09-09,880.20001,880.25,858.04999,861.75,538000,859.63733
2016-09-12,849,859,827.09998,846.20001,838300,844.12547
2016-09-13,846.20001,846.20001,846.20001,846.20001,0,844.12547
2016-09-14,846.20001,865,846,860.95001,465300,858.83931
2016-09-15,864.40002,876,855.90002,869.90002,569200,867.76738
2016-09-16,878.70001,884,865.5,875.34998,794400,873.20397
2016-09-19,875.90002,907.20001,874.59998,904.15002,1156700,901.93341
2016-09-20,909.84998,909.84998,887.09998,892.54999,730400,890.36181
2016-09-21,890,906.79999,890,901.04999,765200,898.84097
2016-09-22,914.90002,927.25,899.09998,924.84998,995300,922.58261
2016-09-23,928.65002,969.20001,924.29999,943.15002,1820300,940.8378
2016-09-26,939.65002,960.90002,933.5,938.70001,1044500,936.3987
2016-09-27,943.45001,957.40002,942.04999,947.40002,789100,945.07738
2016-09-28,954.84998,959.29999,939.04999,943.45001,844000,941.13705
2016-09-29,938,944.09998,855.59998,898.40002,2291200,896.19751
2016-09-30,898,924.79999,890.25,910.79999,851900,908.56707
2016-10-03,923,944,912.20001,940.54999,772200,938.24414
2016-10-04,944.65002,948.09998,921,924.40002,770700,922.13377
2016-10-05,917.79999,936.65002,881,925.04999,1252200,922.78214
2016-10-06,926,944,914,930.84998,882600,928.56791
2016-10-07,951.84998,959.5,938.15002,956.5,1213900,954.15505
2016-10-10,966,978,932.34998,936.84998,1328400,934.5532
2016-10-11,936.84998,936.84998,936.84998,936.84998,0,934.5532
2016-10-12,936.84998,936.84998,936.84998,936.84998,0,934.5532
2016-10-13,933.90002,936.79999,903.25,913.84998,902200,911.60958
2016-10-14,921.95001,925.5,913.04999,916.20001,371200,913.95386
2016-10-17,922.25,922.25,884.09998,889.70001,496500,887.51882
2016-10-18,895,912,885,905.25,639300,903.03069
2016-10-19,914.5,917.95001,895.5,901.40002,523600,899.19015
2016-10-20,904,907,891.20001,894.04999,325700,891.85814
2016-10-21,894,899,882.70001,889.65002,556100,887.46896
2016-10-24,897.79999,898.5,883.54999,886.75,407400,884.57604
2016-10-25,887.75,888.79999,871.65002,876.29999,439100,874.15165
2016-10-26,878,887.70001,868.25,871.84998,550300,869.71255
2016-10-27,872.09998,878.04999,853,856.40002,689700,854.30048
2016-10-28,859.90002,888.70001,858,884.90002,622300,882.7306
2016-10-31,884.90002,884.90002,884.90002,884.90002,0,882.7306
2016-11-01,885.90002,886,864.25,866.70001,316700,864.57521
2016-11-02,859.95001,869.90002,850,853.54999,493800,851.45743
2016-11-03,853.59998,868.84998,848.04999,850.09998,433100,848.01587
2016-11-04,845,852.20001,826.5,833.95001,545200,831.9055
2016-11-07,838,873.79999,837.70001,858.65002,613200,856.54496
2016-11-08,863.79999,878.5,841.5,849.59998,2574400,847.5171
2016-11-09,789.90002,892.40002,764.65002,877.70001,1686300,875.54824
2016-11-10,888.5,904,876,880.84998,689300,878.69048
2016-11-11,870,896.40002,856.79999,862.84998,701500,860.73461
2016-11-14,862.84998,862.84998,862.84998,862.84998,0,860.73461
2016-11-15,862.84998,902.25,844,892.5,1409700,890.31195
2016-11-16,904,924,893,901.5,1372200,899.28988
2016-11-17,904,915.95001,893.09998,899.75,487600,897.54417
2016-11-18,903,923.40002,900,906.84998,810800,904.62674
2016-11-21,908.79999,913.70001,855.65002,858,506100,855.89653
2016-11-22,858.09998,881,845.04999,876.45001,643300,874.30131
2016-11-23,876.45001,903.59998,871.25,897.90002,404500,895.69873
2016-11-24,896.95001,919,887.5,913.75,1112700,911.50985
2016-11-25,921.95001,932,905.5,909.84998,992400,907.61939
2016-11-28,906,924,895.54999,908.79999,555100,906.57197
2016-11-29,906,918.34998,896.40002,901.34998,541000,899.14023
2016-11-30,892.79999,911,878.79999,903.5,4521400,901.28498
2016-12-01,908,911,895.5,897.79999,420200,895.59894
2016-12-02,880,906.75,869.20001,872.95001,790900,870.80989
2016-12-05,865,877.45001,860.40002,873.29999,363300,871.15901
2016-12-06,895.15002,907.90002,891.5,896.79999,907100,894.60139
2016-12-07,903,925.90002,898.54999,915.25,1212200,913.00617
2016-12-08,930,970.70001,926.40002,963.5,2168300,961.13788
2016-12-09,967,971.90002,948.20001,960.59998,820000,958.24497
2016-12-12,963,973.04999,949,968.09998,907000,965.72658
2016-12-13,960,1003.95001,952.54999,999.04999,2258800,996.60072
2016-12-14,1005,1008.45001,971,974.25,986500,971.86153
2016-12-15,967,994.5,964.54999,975.40002,813400,973.00874
2016-12-16,983,990.25,966.65002,969.75,722300,967.37256
2016-12-19,974,978.65002,956,967.25,862900,964.87869
2016-12-20,972,972,942.75,949.90002,820000,947.57125
2016-12-21,954.90002,954.90002,927.09998,930.45001,893300,928.16892
2016-12-22,921,926,909.09998,912.95001,809500,910.71183
2016-12-23,905.09998,918.84998,900.5,911.95001,842800,909.71428
2016-12-26,914,914,878,881.5,419200,879.33892
2016-12-27,876,914.90002,870.29999,909.40002,666200,907.17054
2016-12-28,910,916,897,900,556900,897.79356
2016-12-29,899.65002,914.5,894.79999,907.5,999900,905.27517
2016-12-30,915,925,902.54999,906.54999,600500,904.32749
2017-01-02,908,932,908,924.5,1105900,922.2335
2017-01-03,933,936.79999,917,922.09998,610100,919.83936
2017-01-04,928.5,929.90002,910.29999,913.75,670700,911.50985
2017-01-05,915.20001,929.95001,915.20001,922.34998,645500,920.08874
2017-01-06,935,935.65002,908.65002,912.09998,835200,909.86387
2017-01-09,916.70001,922.90002,904,907.40002,567400,905.17544
2017-01-10,908,935,907,930.75,1042200,928.46817
2017-01-11,934.75,959.20001,923.20001,952,1159100,949.66608
2017-01-12,957,964.95001,948.45001,951.5,845000,949.1673
2017-01-13,952,956.79999,937.54999,943.59998,452200,941.28665
2017-01-16,944.79999,944.79999,932.75,935.65002,475900,933.35619
2017-01-17,941.79999,944,932.59998,934.75,267400,932.45837
2017-01-18,938.79999,953,935.09998,941.15002,430900,938.8427
2017-01-19,945,950,938,943.45001,346800,941.13705
2017-01-20,943.45001,949.40002,918.59998,924.45001,406300,922.18363
2017-01-23,915,939.95001,915,935.09998,311100,932.80749
2017-01-24,935.20001,944.70001,932.54999,941.25,254200,938.94243
2017-01-25,942,962,938.70001,952.65002,1399800,950.31451
2017-01-26,952.65002,952.65002,952.65002,952.65002,0,950.31451
2017-01-27,953.90002,964.65002,940.5,945.75,577600,943.4314
2017-01-30,945,954.54999,941.29999,951.45001,319300,949.11744
2017-01-31,951.45001,951.45001,926.20001,931.95001,388600,929.66524
2017-02-01,932.15002,975.54999,930,972.65002,1013600,970.26548
2017-02-02,969.5,985,957.65002,969.75,873400,967.37256
2017-02-03,969.75,976.65002,945,948.79999,521200,946.47391
2017-02-06,970.09998,992,970.09998,989.15002,1261900,986.72503
2017-02-07,992,994.65002,974,981.54999,588400,979.14362
2017-02-08,983.79999,1002.90002,960,967.04999,3045500,964.67917
2017-02-09,969.5,1023.65002,968.09998,1017.75,1746500,1015.25489
2017-02-10,1025.94995,1036.5,1005,1011.54999,1281900,1009.07007
2017-02-13,1012,1047,1012,1040.90002,1072900,1038.34816
2017-02-14,1047,1049,1032.65002,1039.25,698400,1036.70218
2017-02-15,1030.09998,1050,1011,1019.75,842900,1017.24998
2017-02-16,1028,1091.5,1021.65002,1081.09998,1954700,1081.09998
2017-02-17,1082,1084.30005,1058,1061.05005,646000,1061.05005
2017-02-20,1064,1083.84998,1052.59998,1076.30005,639800,1076.30005
2017-02-21,1077,1086.94995,1065,1081,511200,1081
2017-02-22,1082,1083.94995,1061,1064.80005,530100,1064.80005
2017-02-23,1063,1095,1063,1071.5,1400600,1071.5
2017-02-24,1071.5,1071.5,1071.5,1071.5,0,1071.5
2017-02-27,1070.05005,1071,1049.19995,1058.34998,428000,1058.34998
2017-02-28,1056.59998,1061.5,1049.5,1053.44995,354200,1053.44995
2017-03-01,1053.30005,1063.94995,1042.40002,1051.94995,430300,1051.94995
2017-03-02,1058.80005,1075,1035,1041.80005,847700,1041.80005
2017-03-03,1040,1048.84998,1016,1043,699700,1043
2017-03-06,1078,1089,1062.5,1072.90002,1672700,1072.90002
2017-03-07,1065.25,1074.84998,1046,1049.09998,454600,1049.09998
2017-03-08,1058.94995,1058.94995,1033,1042.5,365600,1042.5
2017-03-09,1042.5,1058,1027,1031.69995,592800,1031.69995
2017-03-10,1039.90002,1044,1028,1032.69995,188700,1032.69995
2017-03-13,1032.69995,1032.69995,1032.69995,1032.69995,0,1032.69995
2017-03-14,1054,1054.94995,1030.5,1035.5,494700,1035.5
2017-03-15,1036.80005,1048.69995,1031.94995,1034.30005,545700,1034.30005
2017-03-16,1040.05005,1054,1040.05005,1046.30005,464500,1046.30005
2017-03-17,1053.80005,1054.15002,1031.94995,1035.59998,502000,1035.59998
2017-03-20,1041,1044.94995,1030,1037.55005,346500,1037.55005
2017-03-21,1037.55005,1037.55005,1008.40002,1017.84998,575800,1017.84998
2017-03-22,1010,1038.80005,995,1014.5,1019100,1014.5
2017-03-23,1014.15002,1014.5,996.65002,1008.34998,866700,1008.34998
2017-03-24,1015,1023.5,1003,1015.20001,827300,1015.20001
2017-03-27,1024,1027.94995,1011.95001,1018,547100,1018
2017-03-28,1021,1049.90002,1020.90002,1046.65002,715200,1046.65002
2017-03-29,1050.15002,1056,1032.5,1035.5,655900,1035.5
2017-03-30,1034,1038.80005,1023.29999,1026.84998,926000,1026.84998
2017-03-31,1029,1048,1025.55005,1042.09998,736000,1042.09998
2017-04-03,1052.40002,1078.84998,1050,1075.65002,1101200,1075.65002
2017-04-04,1075.65002,1075.65002,1075.65002,1075.65002,0,1075.65002
2017-04-05,1080,1085.94995,1066.5,1073.30005,843700,1073.30005
2017-04-06,1086,1109,1083.05005,1091.80005,1437100,1091.80005
2017-04-07,1088.94995,1104,1064.59998,1068.55005,674100,1068.55005
2017-04-10,1075.09998,1087.65002,1056.05005,1081.59998,642100,1081.59998
2017-04-11,1082.80005,1106.65002,1075,1098,505100,1098
2017-04-12,1098,1106.09998,1070.25,1077.80005,555700,1077.80005
2017-04-13,1081.94995,1087.69995,1065.59998,1080.90002,395800,1080.90002
2017-04-14,1080.90002,1080.90002,1080.90002,1080.90002,0,1080.90002
2017-04-17,1074,1076.94995,1057,1059.69995,389800,1059.69995
2017-04-18,1065,1080,1030,1036.09998,712900,1036.09998
2017-04-19,1035,1054.5,1028,1048.80005,398100,1048.80005
2017-04-20,1053.05005,1084.34998,1050,1082.15002,562000,1082.15002
2017-04-21,1087,1091.40002,1063,1073.90002,414800,1073.90002
