"Date","CADILAHC.NS.Open","CADILAHC.NS.High","CADILAHC.NS.Low","CADILAHC.NS.Close","CADILAHC.NS.Volume","CADILAHC.NS.Adjusted"
2016-07-05,334.79999,336.39999,329.04999,334.20001,304400,331.8203
2016-07-06,334.20001,334.20001,334.20001,334.20001,0,331.8203
2016-07-07,335,348.5,332.70001,343.14999,1214600,340.70656
2016-07-08,346.89999,364.70001,346,360.29999,3446900,357.73443
2016-07-11,366.95001,376,366,370.75,2028200,368.11003
2016-07-12,375,375,365,371.75,1104100,369.10291
2016-07-13,369.89999,369.89999,357.39999,360.54999,966900,357.98265
2016-07-14,365.89999,367.79999,361.64999,364.54999,565100,361.95417
2016-07-15,366.60001,374.54999,365,365.79999,529500,363.19527
2016-07-18,364,369,360,361.04999,242200,358.47909
2016-07-19,361.25,361.64999,351.04999,356.70001,520900,354.16009
2016-07-20,357.60001,373.5,357.60001,372.75,1110600,370.09579
2016-07-21,374.64999,379.79999,371,373.29999,1060700,370.64186
2016-07-22,374.10001,376.89999,370.20001,371.85001,436200,369.20221
2016-07-25,372.39999,375.95001,366.45001,372,482100,369.35113
2016-07-26,372,383,372,374.85001,974100,372.18085
2016-07-27,376,378,351.54999,357.75,2420400,355.2026
2016-07-28,360,364,358,361.79999,1650800,359.22375
2016-07-29,363.79999,369.89999,362.04999,366.89999,1136200,364.28744
2016-08-01,373,373,351,352.70001,1873900,350.18857
2016-08-02,355.70001,357.29999,345.85001,348.04999,990900,345.57166
2016-08-03,349.89999,355.75,341.25,347.70001,1132800,345.22418
2016-08-04,352,379.75,351,368.75,5627000,366.12428
2016-08-05,371,379.25,366.10001,376.60001,1468300,373.91838
2016-08-08,377.89999,378.5,369,373.70001,666700,371.03904
2016-08-09,375.25,381.5,372.5,379.39999,1234400,376.69843
2016-08-10,380,382.5,369,371.29999,768000,368.65611
2016-08-11,369.29999,374.35001,367.29999,372.35001,399000,369.69865
2016-08-12,372.14999,377.79999,367.5,369.5,502300,366.86893
2016-08-15,369.5,369.5,369.5,369.5,0,366.86893
2016-08-16,369.5,380,359.04999,364,1464300,361.4081
2016-08-17,364.89999,375.5,363.75,374,629400,371.33689
2016-08-18,374,374.95001,365.75,367.95001,458000,365.32998
2016-08-19,368,375.79999,368,373.04999,946000,370.39364
2016-08-22,373.39999,375.95001,367.20001,369.14999,383100,366.52142
2016-08-23,369.14999,375,367.35001,372.14999,332800,369.50006
2016-08-24,372.10001,381.14999,371.10001,376.35001,548200,373.67016
2016-08-25,376.60001,393,374.85001,383.85001,1913800,381.11676
2016-08-26,385.10001,389,375.60001,382,838000,379.27993
2016-08-29,381,382,376,380.89999,375400,378.18775
2016-08-30,382.64999,389,382.64999,386.20001,534400,383.45003
2016-08-31,387,391,378.10001,380.89999,1144400,378.18775
2016-09-01,381,383.14999,373.75,375.25,424300,372.57799
2016-09-02,376.95001,391.39999,373.04999,384.54999,1130000,381.81176
2016-09-05,384.54999,384.54999,384.54999,384.54999,0,381.81176
2016-09-06,388,388,379.45001,383.64999,763300,380.91817
2016-09-07,383.70001,388.45001,380.54999,381.79999,569000,379.08134
2016-09-08,381.60001,394.95001,381.10001,392.20001,1056400,389.40731
2016-09-09,394.54999,401,386.5,389.85001,1178500,387.07404
2016-09-12,385.39999,385.95001,374,382.79999,306400,380.07422
2016-09-13,382.79999,382.79999,382.79999,382.79999,0,380.07422
2016-09-14,386.5,394.95001,383.25,391.35001,568500,388.56336
2016-09-15,391,396.10001,384.45001,385.25,410000,382.50679
2016-09-16,384,391.85001,384,388.20001,619400,385.43579
2016-09-19,388.20001,393.5,385.85001,387.75,830000,384.98898
2016-09-20,387.75,412.54999,368.39999,392.95001,1479000,390.15197
2016-09-21,393.95001,398,387.54999,391.39999,698700,388.61299
2016-09-22,393,397.29999,389.70001,392.04999,864000,389.25835
2016-09-23,392.89999,398.75,390.10001,394.79999,707200,391.98877
2016-09-26,393.04999,399.60001,391.95001,394.04999,461500,391.24411
2016-09-27,394.79999,405.64999,394.79999,397.39999,1082900,394.57026
2016-09-28,397.89999,403,396,398.85001,421300,396.00995
2016-09-29,399.35001,402.79999,368.10001,386.70001,895000,383.94647
2016-09-30,385.10001,392.14999,355.79999,387.79999,348200,385.03862
2016-10-03,391,398.10001,389.20001,390.5,415000,387.7194
2016-10-04,391.10001,394.29999,388.5,389.35001,471600,386.5776
2016-10-05,390.04999,393.29999,387.60001,388.89999,397800,386.13079
2016-10-06,389.39999,393.60001,385,387.14999,465800,384.39325
2016-10-07,389.25,391,386.64999,389.85001,261600,387.07404
2016-10-10,390.35001,392.45001,385,388.25,188200,385.48542
2016-10-11,388.25,388.25,388.25,388.25,0,385.48542
2016-10-12,388.25,388.25,388.25,388.25,0,385.48542
2016-10-13,388.75,398.25,382.39999,393.70001,540000,390.89663
2016-10-14,394.10001,398,387.64999,392,392400,389.20872
2016-10-17,392,399,386.54999,390.14999,404000,387.37189
2016-10-18,390.64999,395.5,388.39999,394.5,288400,391.69092
2016-10-19,394.89999,396.10001,390,391.14999,207400,388.36477
2016-10-20,391,393.25,386.64999,388.25,217300,385.48542
2016-10-21,388.39999,392.45001,387.70001,391.60001,138900,388.81158
2016-10-24,392.5,393.89999,388.85001,389.29999,308600,386.52793
2016-10-25,389.89999,409.79999,389,407.85001,1079600,404.94587
2016-10-26,409.04999,409.14999,373.64999,388.20001,4057900,385.43579
2016-10-27,393.5,398,386.25,395.10001,753100,392.28665
2016-10-28,395,427,394.39999,422.95001,2184900,419.93835
2016-10-31,422.95001,422.95001,422.95001,422.95001,0,419.93835
2016-11-01,418,429.79999,416.04999,424.5,798000,421.4773
2016-11-02,419,421,404.14999,405.45001,382900,402.56296
2016-11-03,405,412.89999,394.5,396.60001,426000,393.77597
2016-11-04,396,399.75,376.25,390,1637900,387.22296
2016-11-07,392.10001,402.85001,380.20001,383.75,642000,381.01747
2016-11-08,384.20001,387.95001,372.85001,374.64999,829000,371.98226
2016-11-09,357,385.85001,338,383.95001,660800,381.21605
2016-11-10,389.45001,416.60001,387.10001,400.54999,1235800,397.69783
2016-11-11,396,404.04999,376.75,380.25,690300,377.54239
2016-11-14,380.25,380.25,380.25,380.25,0,377.54239
2016-11-15,380,380.25,352.35001,358.25,786900,355.69904
2016-11-16,361.79999,386.5,347.10001,373.45001,1521900,370.79082
2016-11-17,374.95001,381.04999,366.14999,369.14999,320100,366.52142
2016-11-18,367.20001,376.95001,360.14999,372.5,770600,369.84757
2016-11-21,373,375.79999,362.64999,365.89999,411500,363.29456
2016-11-22,365.89999,374,365,371.20001,472600,368.55684
2016-11-23,375,393.5,370.35001,392.04999,812200,389.25835
2016-11-24,391.54999,403.20001,382.70001,396.25,1360800,393.42846
2016-11-25,398.04999,410.5,395.70001,405.20001,762400,402.31474
2016-11-28,406.14999,414,402.75,410.85001,453800,407.9245
2016-11-29,412,414.75,396,397.54999,563800,394.71919
2016-11-30,397.60001,406,393.39999,401.70001,1264200,398.83966
2016-12-01,401.95001,408.35001,397.25,399.95001,343700,397.10212
2016-12-02,398.29999,401.25,390.95001,395.79999,413500,392.98165
2016-12-05,400,403.85001,395.29999,397.85001,470300,395.01707
2016-12-06,398.89999,401,393,394.14999,305300,391.34341
2016-12-07,397.85001,398.85001,387.20001,391.04999,606000,388.26547
2016-12-08,391.04999,398.70001,385,395.70001,428600,392.88239
2016-12-09,398.39999,399,388.25,391.39999,328900,388.61299
2016-12-12,392.95001,393.20001,387.20001,390.20001,289500,387.42155
2016-12-13,388,391,381.14999,383.5,477400,380.76925
2016-12-14,383,388.70001,379,384,476300,381.26569
2016-12-15,383.89999,386.75,379,380.14999,245700,377.44309
2016-12-16,381,384,374,376.20001,505500,373.52124
2016-12-19,375,380.5,370.45001,371.35001,288500,368.70577
2016-12-20,373,375.25,368.64999,370.95001,355400,368.30862
2016-12-21,371.5,373.89999,366.5,367.79999,318000,365.18103
2016-12-22,368.04999,368.95001,354.25,355.85001,404900,353.31614
2016-12-23,358.79999,359.79999,328.79999,336.85001,1094900,334.45143
2016-12-26,338,343.39999,329.45001,338.79999,659300,336.38753
2016-12-27,341.5,354,335.39999,350.75,543000,348.25245
2016-12-28,349.89999,358.54999,343.04999,349.79999,696400,347.3092
2016-12-29,343.89999,352.25,339.85001,350.70001,1255300,348.20281
2016-12-30,352.95001,358.04999,352.95001,356.64999,308700,354.11043
2017-01-02,357.89999,360.89999,351.54999,354.5,479200,351.97574
2017-01-03,357,358.5,353,354.79999,361300,352.2736
2017-01-04,355.89999,364.70001,354.45001,362.04999,541000,359.47197
2017-01-05,362.5,368.25,361.20001,367.10001,482700,364.48603
2017-01-06,370,381.79999,368.25,379.45001,905300,376.7481
2017-01-09,377.70001,377.70001,357.85001,361.60001,1310300,359.02519
2017-01-10,360,363.29999,353.25,355.75,889700,353.21684
2017-01-11,358.29999,362.70001,355.45001,356.45001,702200,353.91187
2017-01-12,352.10001,352.10001,345.79999,349.79999,1028400,347.3092
2017-01-13,354,356.54999,345.70001,349.85001,1090400,347.35886
2017-01-16,348,352.95001,347.04999,349.70001,599800,347.20994
2017-01-17,348,352,348,349.60001,494400,347.11064
2017-01-18,353.79999,359.39999,351,356.39999,1051500,353.86221
2017-01-19,360.85001,364.25,358.10001,361.95001,4660600,359.37271
2017-01-20,365,365.64999,353.45001,359.20001,826900,356.64229
2017-01-23,358,361.25,353.85001,357.85001,576300,355.3019
2017-01-24,360,361.45001,353.75,359.70001,666100,357.13873
2017-01-25,360.60001,361.79999,355.39999,357.45001,930200,354.90475
2017-01-26,357.45001,357.45001,357.45001,357.45001,0,354.90475
2017-01-27,359.79999,368,359.60001,362.45001,615100,359.86915
2017-01-30,364.75,376.89999,363.35001,375.95001,946100,373.27302
2017-01-31,379.85001,380,329.39999,350.54999,4568000,348.05386
2017-02-01,350,355.25,348.64999,352.04999,1288700,349.54318
2017-02-02,350.60001,366.89999,348,365.25,1110300,362.6492
2017-02-03,364.5,368.64999,357.64999,365.04999,677000,362.45061
2017-02-06,365.79999,377,365,368,1070800,365.37962
2017-02-07,370.14999,372.5,363.95001,366.54999,398000,363.93993
2017-02-08,367.10001,373.75,364.25,372.60001,617900,369.94687
2017-02-09,376.39999,376.39999,365.10001,366.25,822600,363.64208
2017-02-10,368,368.10001,363,364.10001,682700,361.50739
2017-02-13,365.95001,374,362,373.14999,518000,370.49294
2017-02-14,372.10001,375,363.20001,365.25,584500,362.6492
2017-02-15,367,367.10001,356.5,358.39999,600600,355.84797
2017-02-16,359.95001,441,356.10001,429.5,8717300,426.4417
2017-02-17,447,460.75,438,450.04999,11906500,446.84536
2017-02-20,447.04999,452,437.20001,443.64999,2419300,440.49094
2017-02-21,445,450.20001,438,439.60001,1803700,436.46979
2017-02-22,443,445,431.89999,434.20001,1183100,431.10824
2017-02-23,431.20001,440,426.10001,430.70001,2508300,427.63317
2017-02-24,430.70001,430.70001,430.70001,430.70001,0,427.63317
2017-02-27,435,446.39999,432,437.60001,2290800,434.48403
2017-02-28,438.95001,443.10001,436.5,440.25,1339700,437.11515
2017-03-01,443.89999,446.54999,437.5,438.64999,744200,435.52654
2017-03-02,441.95001,442.75,407.89999,430.95001,2833600,427.88139
2017-03-03,430.10001,435.5,426,431.14999,685600,428.07994
2017-03-06,431.60001,440.70001,431.60001,439.29999,622300,436.1719
2017-03-07,441,444.39999,432.60001,436.29999,833500,433.19327
2017-03-08,442,444.75,436.95001,443.25,1288500,440.09379
2017-03-09,442.95001,442.95001,436.89999,440.04999,563300,436.91656
2017-03-10,440.60001,444,434.5,437.89999,538500,434.78188
2017-03-13,437.89999,437.89999,437.89999,437.89999,0,434.78188
2017-03-14,441.04999,444,435.54999,439.10001,494100,435.97335
2017-03-15,439.64999,452.64999,439.64999,449.39999,1213700,446.19999
2017-03-16,450,452,429,442.70001,1467100,442.70001
2017-03-17,445,447.95001,439.29999,443.64999,979300,443.64999
2017-03-20,445.95001,454.04999,441.25,445.5,1049200,445.5
2017-03-21,445.5,446,439,441.54999,630500,441.54999
2017-03-22,441,441.14999,432,438.35001,645500,438.35001
2017-03-23,437.95001,449,437.89999,447.95001,529000,447.95001
2017-03-24,446,456.5,442.64999,445.5,1663200,445.5
2017-03-27,440,452.85001,439,449.89999,617700,449.89999
2017-03-28,449,454.20001,447.29999,452.95001,2946200,452.95001
2017-03-29,449.5,453.95001,445.5,448.39999,650600,448.39999
2017-03-30,449,453.89999,447.60001,450.39999,989700,450.39999
2017-03-31,452.95001,455,439.60001,442,984800,442
2017-04-03,444,447.54999,441.95001,442.89999,365000,442.89999
2017-04-04,442.89999,442.89999,442.89999,442.89999,0,442.89999
2017-04-05,445,450.89999,444,449.35001,377400,449.35001
2017-04-06,449,450.75,443.60001,447.85001,272100,447.85001
2017-04-07,449.89999,466.85001,446.29999,455.45001,2814900,455.45001
2017-04-10,460,463,448.70001,451.25,962200,451.25
2017-04-11,455.75,460.60001,451.5,459.04999,1584000,459.04999
2017-04-12,458,462.04999,451,456.64999,537900,456.64999
2017-04-13,457,459.75,451,452.45001,329000,452.45001
2017-04-14,452.45001,452.45001,452.45001,452.45001,0,452.45001
2017-04-17,453.04999,455,448.75,452.95001,321300,452.95001
2017-04-18,453,453.04999,439.25,442.70001,866100,442.70001
2017-04-19,446,449.64999,442.29999,443.70001,486400,443.70001
2017-04-20,444.04999,450,444.04999,449.25,283100,449.25
2017-04-21,449,452,446,449.95001,291400,449.95001
