"Date","PAGEIND.NS.Open","PAGEIND.NS.High","PAGEIND.NS.Low","PAGEIND.NS.Close","PAGEIND.NS.Volume","PAGEIND.NS.Adjusted"
2016-09-09,14870,14930,14653,14773.3,5600,14719.26
2016-09-12,14800,14888,14280,14437.8,5700,14384.99
2016-09-13,14437.8,14437.8,14437.8,14437.8,0,14384.99
2016-09-14,14475.4,14900,14450,14831.9,6000,14777.65
2016-09-15,14898.8,14995,14440.5,14657.7,7300,14604.08
2016-09-16,14600.1,15242.8,14600.1,14875.3,17900,14820.89
2016-09-19,14890,15250,14779.4,15195.2,9100,15139.62
2016-09-20,15250,15288.8,14923.7,15105.5,10000,15050.25
2016-09-21,15240,15322,15060,15181.2,11100,15125.67
2016-09-22,15280,15410,14950,15098.5,13500,15043.27
2016-09-23,15098,15190,14881,14987.3,10500,14932.48
2016-09-26,15100,15150,14400.5,14885.3,7700,14830.85
2016-09-27,14900,15038,14750,14914.3,7200,14859.74
2016-09-28,15035,15450,14800,15338.1,9100,15281.99
2016-09-29,15338.1,15514,14080.5,15014.6,23400,14959.68
2016-09-30,15014,15536,14751,15117.7,24100,15062.4
2016-10-03,15155,15525.2,15110,15498,16600,15441.31
2016-10-04,15343,15674,15256.3,15571.1,9400,15514.14
2016-10-05,15571,16002,15509.2,15977,11500,15918.56
2016-10-06,15900,16136.8,15622.7,15816.7,13900,15758.84
2016-10-07,15815,15895,15316.2,15382.5,11900,15326.23
2016-10-10,15400,15813.3,15400,15702,10800,15644.56
2016-10-11,15702,15702,15702,15702,0,15644.56
2016-10-12,15702,15702,15702,15702,0,15644.56
2016-10-13,15660,15850,15433,15689.3,14600,15631.91
2016-10-14,15700,15949.9,15530,15599.8,18100,15542.74
2016-10-17,15694.2,15880,15551.7,15786.3,12400,15728.55
2016-10-18,15720,16500,15712,16449.5,20000,16389.33
2016-10-19,16445.1,16641.8,15980.3,16103.5,14900,16044.59
2016-10-20,16188.5,16419,15950,16133.7,11400,16074.68
2016-10-21,16080,16600,16005,16520.8,12600,16460.37
2016-10-24,16537.4,17399,16405.1,16847.1,26900,16785.47
2016-10-25,16864,16952.2,16606,16719.2,9000,16658.04
2016-10-26,16719,16949,16565.7,16788.8,11200,16727.39
2016-10-27,16788,16874.2,16291,16378.4,10500,16318.49
2016-10-28,16428.4,16576.7,16154,16452.8,8900,16392.62
2016-10-31,16452.8,16452.8,16452.8,16452.8,0,16392.62
2016-11-01,16500,16659.8,16260,16354.7,6400,16294.88
2016-11-02,16015,16391.6,16015,16107,4900,16048.08
2016-11-03,16138,16299,15624,15684.5,9000,15627.13
2016-11-04,15800,15929.9,15505.5,15778.9,6400,15721.18
2016-11-07,15778,16020.1,15710.3,15912.2,5500,15853.99
2016-11-08,15912.2,16270.8,15800,15983.2,7900,15924.73
2016-11-09,15500,16246,14900,16121.3,15600,16062.33
2016-11-10,16203.3,16395,14830,14976.7,27200,14921.92
2016-11-11,14940,14940,13500,14177.9,22400,14126.04
2016-11-14,14177.9,14177.9,14177.9,14177.9,0,14126.04
2016-11-15,14000.5,14010,12770,13055.4,19900,13007.64
2016-11-16,13010.1,13530,12412.5,13098,22800,13050.09
2016-11-17,13000,13338.3,12600,13016.5,17500,12993.69
2016-11-18,12907.2,13300,12794.5,13048.8,9300,13025.93
2016-11-21,13179.2,13288,12633,12743.5,14500,12721.17
2016-11-22,12625,12800.5,12453.2,12740.1,9200,12717.77
2016-11-23,12800,12880,12605.4,12738.5,5900,12716.17
2016-11-24,12798.9,12798.9,12387.3,12480.8,5700,12458.93
2016-11-25,12549,12749,12388,12537.9,7900,12515.93
2016-11-28,12600,13046.9,12475.5,12787.7,8500,12765.29
2016-11-29,12931.8,12931.8,12650,12704.5,9900,12682.23
2016-11-30,12700,13493.5,12700,13353.2,16700,13329.8
2016-12-01,13400.2,13538,12912,13008.2,14500,12985.4
2016-12-02,12878.4,13221.8,12717,12971.5,15900,12948.77
2016-12-05,13070,13480,12910.5,13348.2,10000,13324.81
2016-12-06,13481,13535,13165,13350,6700,13326.6
2016-12-07,13397,13397,13000,13053.5,8200,13030.62
2016-12-08,13174.2,13968.5,13075,13865.6,14600,13841.3
2016-12-09,13951,13999,13450,13684.7,9400,13660.72
2016-12-12,13690,13854.5,13400,13600,5500,13576.16
2016-12-13,13736,13830,13456,13625.3,8600,13601.42
2016-12-14,13600,13748,13450,13502.1,5600,13478.44
2016-12-15,13450,13742,13359.1,13674.2,5200,13650.23
2016-12-16,13699,14080,13631.5,13928.2,4800,13903.79
2016-12-19,14070,14346,13770,13980.2,6800,13955.7
2016-12-20,13950,13950,13250,13392.2,13700,13368.73
2016-12-21,13526,13800.8,13360.5,13725.3,5800,13701.24
2016-12-22,13621,13839.2,13315,13443.8,6000,13420.24
2016-12-23,13439.9,13750,13275,13565.8,11800,13542.02
2016-12-26,13600,13600,12852.1,12958.4,7600,12935.69
2016-12-27,12845,13143,12810,12941.5,10500,12918.82
2016-12-28,13009.9,13150,12880,12959.8,7000,12937.09
2016-12-29,12930,13998.8,12811,13800.9,11900,13776.71
2016-12-30,13760,13894.8,13365.4,13650.8,9500,13626.88
2017-01-02,13787.3,14059,13375,13938.5,7400,13914.07
2017-01-03,14075,14075,13661,13790.8,5500,13766.63
2017-01-04,13909,13909,13752.5,13802.8,3600,13778.61
2017-01-05,13890,14077.2,13780.2,13838.5,8800,13814.25
2017-01-06,13920.8,14224.5,13652.1,13704,9400,13679.98
2017-01-09,13899.8,14049.5,13650,13762.1,6500,13737.98
2017-01-10,13851.7,14094,13710,13982.8,10300,13958.29
2017-01-11,13906,14387.8,13822.8,14247.5,9100,14222.53
2017-01-12,14385.7,14507.2,13900,14026.5,12100,14001.92
2017-01-13,14050,14180,13825.2,14062.7,8400,14038.05
2017-01-16,14050,14120,13821,14094.8,7700,14070.1
2017-01-17,14056.1,14380,13954.2,14074.1,7000,14049.43
2017-01-18,14071.2,14800,14014.7,14486.1,12100,14460.71
2017-01-19,14450,14510,14310.2,14481.2,4500,14455.82
2017-01-20,14350,14468.9,14100,14208.8,7600,14183.9
2017-01-23,14275,14487.4,14010,14046.1,8000,14021.48
2017-01-24,14168,14393.4,13915,14326.7,11400,14301.59
2017-01-25,14326.7,14501.2,14206.3,14463,9800,14437.65
2017-01-26,14463,14463,14463,14463,0,14437.65
2017-01-27,14421,14549,14369,14497.1,7600,14471.69
2017-01-30,14501,14515.2,14301,14499.8,12200,14474.39
2017-01-31,14450,14548.9,14226.6,14494.4,6400,14469
2017-02-01,14483.8,14520,14112,14399.4,17700,14374.16
2017-02-02,14399.4,14425,14212.1,14282,8600,14256.97
2017-02-03,14210.3,14341.1,14151,14237.8,6000,14212.85
2017-02-06,14238.8,14507.6,14180,14467.5,18300,14442.14
2017-02-07,14501,14590,14230,14339,8500,14313.87
2017-02-08,14355,14509.5,14307,14483,6100,14457.62
2017-02-09,14500,14875,14020.1,14192.2,46700,14167.33
2017-02-10,14200,14525,14200,14487.3,13500,14461.91
2017-02-13,14480,14630.4,14250,14346,6800,14320.86
2017-02-14,14344,14500,14301,14403.1,5300,14377.86
2017-02-15,14403.1,14484,14100,14264.5,11100,14239.5
2017-02-16,14260,14450,14130,14345.7,5700,14345.7
2017-02-17,14345.7,14490,14264.9,14337,4300,14337
2017-02-20,14300,14500.8,14300,14466.5,5700,14466.5
2017-02-21,14425,14500,14301,14362.2,5900,14362.2
2017-02-22,14362.5,14396.9,13710.1,13855.6,20400,13855.6
2017-02-23,13860,14119,13812.3,14006.3,9700,14006.3
2017-02-24,14006.3,14006.3,14006.3,14006.3,0,14006.3
2017-02-27,14050,14249.1,13752.1,14164.3,11100,14164.3
2017-02-28,14229,14388,13960,14310.5,9400,14310.5
2017-03-01,14311,14501,14076.8,14469.7,14900,14469.7
2017-03-02,14479,14485,14254,14390,6000,14390
2017-03-03,14400,14451,14150.7,14221.3,7100,14221.3
2017-03-06,14200,14420,14200,14288.7,4200,14288.7
2017-03-07,14300,14389.5,14173.2,14361.6,9900,14361.6
2017-03-08,14382,14489.9,14202,14444,5400,14444
2017-03-09,14310,14500.2,14310,14480.3,3900,14480.3
2017-03-10,14417.2,14535,14221.5,14289,3700,14289
2017-03-13,14289,14289,14289,14289,0,14289
2017-03-14,14469,14487,14250,14285.2,7000,14285.2
2017-03-15,14298,15100,14214.6,14577.7,14900,14577.7
2017-03-16,14500,14800,14451.3,14667.8,7500,14667.8
2017-03-17,14670,14800,14588.5,14718.5,9700,14718.5
2017-03-20,14798,14856.3,14581.1,14628.6,10000,14628.6
2017-03-21,14685,14737,14525,14642.7,5200,14642.7
2017-03-22,14515,14648,14475,14543.5,5800,14543.5
2017-03-23,14685,14847.5,14512.2,14781.3,8300,14781.3
2017-03-24,14800,14844,14620,14704.5,7700,14704.5
2017-03-27,14721,14865,14520.2,14790.3,12400,14790.3
2017-03-28,14650,14966.5,14650,14909.5,7500,14909.5
2017-03-29,14927,14988,14737.2,14829.7,12000,14829.7
2017-03-30,14890,14890,14641.6,14708.7,14000,14708.7
2017-03-31,14708,14849,14512,14620.8,11100,14620.8
2017-04-03,14650,14750,14447,14579.2,20100,14579.2
2017-04-04,14579.2,14579.2,14579.2,14579.2,0,14579.2
2017-04-05,14679,14719.9,14507.7,14613.7,9900,14613.7
2017-04-06,14560,14680,14400,14457.1,7800,14457.1
2017-04-07,14381,14601.2,14301,14313.7,9800,14313.7
2017-04-10,14300,14398.6,14055.5,14099.8,22300,14099.8
2017-04-11,14140,14289.5,14000,14243,8900,14243
2017-04-12,14195,14399,14081.1,14145.9,7600,14145.9
2017-04-13,14244.9,14244.9,14002.8,14052.6,4600,14052.6
2017-04-14,14052.6,14052.6,14052.6,14052.6,0,14052.6
2017-04-17,14044,14224.9,13781,13844.2,11600,13844.2
2017-04-18,13772,14035,13680,13772.2,8700,13772.2
2017-04-19,13775,14175,13680,14061.7,9700,14061.7
2017-04-20,14174.4,14340,13951,14058.1,13200,14058.1
2017-04-21,14056,14219.8,13882.1,13951.8,11000,13951.8
