"Date","RDEL.NS.Open","RDEL.NS.High","RDEL.NS.Low","RDEL.NS.Close","RDEL.NS.Volume","RDEL.NS.Adjusted"
2016-10-03,57.1,62.45,56.45,61.35,8859000,61.35
2016-10-04,63.4,63.9,61.8,62.3,4791400,62.3
2016-10-05,62.9,62.9,60.9,61.35,1630500,61.35
2016-10-06,61.75,61.75,59.6,60.3,1345700,60.3
2016-10-07,60.5,63.45,59.1,61.7,4644900,61.7
2016-10-10,62.3,62.35,61.2,61.35,1052000,61.35
2016-10-11,61.35,61.35,61.35,61.35,0,61.35
2016-10-12,61.35,61.35,61.35,61.35,0,61.35
2016-10-13,61.8,61.8,59.35,60,1189500,60
2016-10-14,60.5,61.75,60.05,61.35,1569700,61.35
2016-10-17,62.65,63.4,61.3,61.6,3226200,61.6
2016-10-18,62,62.3,61.3,61.6,1216900,61.6
2016-10-19,61.95,61.95,60.7,60.85,852600,60.85
2016-10-20,61.2,61.9,59.5,60.2,1570500,60.2
2016-10-21,60.7,60.7,59.5,59.6,1102600,59.6
2016-10-24,59.95,60.9,59.8,60.4,744800,60.4
2016-10-25,60.4,61.3,60.2,60.45,969700,60.45
2016-10-26,60.15,60.9,59.6,59.95,641500,59.95
2016-10-27,60,60.2,59,59.25,523800,59.25
2016-10-28,59.25,59.8,59.05,59.2,421300,59.2
2016-10-31,59.2,59.2,59.2,59.2,0,59.2
2016-11-01,60,60.65,59.4,59.55,660000,59.55
2016-11-02,58.85,59,58.2,58.3,605200,58.3
2016-11-03,58.6,58.7,57.5,58.3,872400,58.3
2016-11-04,58.9,59,55,55.75,1798200,55.75
2016-11-07,56.85,58.75,56.25,57.55,1384800,57.55
2016-11-08,57.95,58.55,56.7,57.1,755500,57.1
2016-11-09,50.05,55.5,48.3,54.85,2294300,54.85
2016-11-10,56.15,58,56.1,56.6,884100,56.6
2016-11-11,55.5,56.4,54.6,54.95,787500,54.95
2016-11-14,54.95,54.95,54.95,54.95,0,54.95
2016-11-15,54.9,54.95,51.55,52.05,947000,52.05
2016-11-16,53.75,53.85,51.2,51.45,644000,51.45
2016-11-17,51.5,52.7,51.05,51.25,493800,51.25
2016-11-18,51.5,51.75,50.9,51.1,431000,51.1
2016-11-21,51.5,51.5,49.25,49.6,558000,49.6
2016-11-22,49.8,50.45,48.3,48.65,570400,48.65
2016-11-23,49.5,50.9,48.5,50.45,836700,50.45
2016-11-24,50,50.35,49.6,49.75,282400,49.75
2016-11-25,50.15,51.35,49.85,51,473600,51
2016-11-28,50.5,52.9,50.5,52.5,442400,52.5
2016-11-29,54.5,54.8,53.6,53.85,1075600,53.85
2016-11-30,54.3,54.4,53.55,53.9,387400,53.9
2016-12-01,54.65,54.65,53.5,53.7,266800,53.7
2016-12-02,53.4,53.4,52.2,52.3,350400,52.3
2016-12-05,52.3,52.9,51.8,52.7,252400,52.7
2016-12-06,52.35,54,52.35,53,316900,53
2016-12-07,52.3,54.35,52.3,52.8,436300,52.8
2016-12-08,53.2,54.85,53.2,54.6,628800,54.6
2016-12-09,57,57.45,55.8,56.05,1693900,56.05
2016-12-12,55.9,56.2,54.3,54.95,441900,54.95
2016-12-13,54.9,55.5,54.3,54.6,298400,54.6
2016-12-14,54.75,55.8,53.3,53.75,734600,53.75
2016-12-15,53.5,54.8,53.3,54.1,322900,54.1
2016-12-16,54.2,55,53,53.25,462200,53.25
2016-12-19,53,55.95,52.8,55.35,1845200,55.35
2016-12-20,56,56.4,54.85,55.2,1668300,55.2
2016-12-21,55.15,55.15,53.3,53.65,652200,53.65
2016-12-22,53.85,53.85,53.1,53.2,407000,53.2
2016-12-23,53.25,56.8,53.1,54.55,2606600,54.55
2016-12-26,54.85,55.85,53.55,53.7,1385500,53.7
2016-12-27,53.8,54.35,53.35,53.9,551500,53.9
2016-12-28,54,55.9,54,54.4,1803100,54.4
2016-12-29,55.2,55.75,54.85,55.3,1181400,55.3
2016-12-30,55.4,55.65,55,55.1,664400,55.1
2017-01-02,55.95,55.95,55.05,55.3,453500,55.3
2017-01-03,55.3,56.25,55.2,55.7,855200,55.7
2017-01-04,55.95,56.5,55.65,55.85,560800,55.85
2017-01-05,56.3,56.4,55.7,55.85,537300,55.85
2017-01-06,56.5,56.7,55.6,55.85,871900,55.85
2017-01-09,56.25,57.5,55.85,57.05,1020300,57.05
2017-01-10,58.35,59.3,58.2,58.45,2356100,58.45
2017-01-11,58.55,58.9,57.75,58,756500,58
2017-01-12,58.25,58.55,56.1,57.45,830000,57.45
2017-01-13,57.7,58.25,57.35,57.7,569900,57.7
2017-01-16,57.55,57.9,57.1,57.55,323000,57.55
2017-01-17,57.6,57.9,56.6,56.95,441400,56.95
2017-01-18,57.15,58.2,56.95,57.35,935300,57.35
2017-01-19,57.45,57.9,56.25,56.4,485200,56.4
2017-01-20,56.55,57.8,56,56.1,798700,56.1
2017-01-23,56.1,57.75,55.9,56.95,661100,56.95
2017-01-24,57,57.8,56.9,57.25,558300,57.25
2017-01-25,57.85,58.35,57.25,57.45,833000,57.45
2017-01-26,57.45,57.45,57.45,57.45,0,57.45
2017-01-27,58,58.2,57.1,57.25,667500,57.25
2017-01-30,58.2,63,58.2,61.9,8040300,61.9
2017-01-31,62.4,62.6,60.25,60.5,1928300,60.5
2017-02-01,61.8,62.9,58.6,59.35,3351800,59.35
2017-02-02,59.6,59.65,57.8,58,1116500,58
2017-02-03,58.3,59.95,57.75,58.55,1039600,58.55
2017-02-06,58.75,60.75,58.55,59.2,1249700,59.2
2017-02-07,59.2,59.65,58.1,58.5,647500,58.5
2017-02-08,58.9,59.15,58.2,58.55,442600,58.55
2017-02-09,59.5,60.7,58.8,59.35,1411200,59.35
2017-02-10,59.3,60.2,58.5,58.65,813000,58.65
2017-02-13,58.5,61.7,57,59.25,5313900,59.25
2017-02-14,59.9,61.25,59.55,59.95,2649100,59.95
2017-02-15,60.25,60.25,58.05,58.25,1062200,58.25
2017-02-16,59.25,60.8,58.8,59.95,2191800,59.95
2017-02-17,60.3,60.65,59.2,59.4,786100,59.4
2017-02-20,59.5,60.15,59.25,59.65,644300,59.65
2017-02-21,59.75,60.3,59.2,59.6,790500,59.6
2017-02-22,59.75,61.1,59.3,59.55,2095500,59.55
2017-02-23,59.6,60.3,59.25,59.6,898800,59.6
2017-02-24,59.6,59.6,59.6,59.6,0,59.6
2017-02-27,62,65.45,61.65,62.75,16624800,62.75
2017-02-28,63,64.2,62.2,62.7,3623000,62.7
2017-03-01,63.15,64.1,62.6,62.85,1949600,62.85
2017-03-02,63.1,63.3,60.1,60.3,1712500,60.3
2017-03-03,60.35,60.95,59.7,60.2,1004000,60.2
2017-03-06,60.1,61.7,60.1,60.9,1236500,60.9
2017-03-07,61.2,61.4,59.35,59.6,1092500,59.6
2017-03-08,59.9,60.5,58,58.25,1559300,58.25
2017-03-09,58.35,59.3,57.75,58.05,1752000,58.05
2017-03-10,58.5,59.85,58.35,58.9,1473900,58.9
2017-03-13,58.9,58.9,58.9,58.9,0,58.9
2017-03-14,60.5,60.8,59.25,59.35,1151600,59.35
2017-03-15,59.45,59.8,59.2,59.35,804100,59.35
2017-03-16,59.85,62.95,59.5,62.4,5272400,62.4
2017-03-17,63,63.3,60.9,61.45,2453300,61.45
2017-03-20,61.7,61.7,60.05,60.25,1069600,60.25
2017-03-21,60.7,61.4,59.6,59.95,1421200,59.95
2017-03-22,59.45,60,58.6,58.7,1224800,58.7
2017-03-23,60.65,64.8,60.4,63.3,9553900,63.3
2017-03-24,63.2,64.8,62.9,63.35,2815700,63.35
2017-03-27,63,63.3,61.5,61.9,1300400,61.9
2017-03-28,62.1,62.5,61.5,62,1039800,62
2017-03-29,62.3,66.75,61.5,63.85,6541700,63.85
2017-03-30,64.35,66.45,64,65.95,4360600,65.95
2017-03-31,66.25,69.9,66,67.2,14800200,67.2
2017-04-03,67.6,69.5,67.6,68.2,4179600,68.2
2017-04-04,68.2,68.2,68.2,68.2,0,68.2
2017-04-05,68.7,68.7,66.9,67.25,2125600,67.25
2017-04-06,67.3,69.55,66.75,68.7,4223900,68.7
2017-04-07,68.25,69.4,65.6,66.25,2688400,66.25
2017-04-10,67.5,68.85,66.75,68.05,3333000,68.05
2017-04-11,68.45,69.1,66.85,68.65,3646100,68.65
2017-04-12,67,68,64.55,65.05,6201900,65.05
2017-04-13,64.5,65.45,63.9,64.5,1872700,64.5
2017-04-14,64.5,64.5,64.5,64.5,0,64.5
2017-04-17,64.3,66.3,63.75,65.45,2376100,65.45
2017-04-18,65.85,67.05,63.85,64.25,2019100,64.25
2017-04-19,64.5,64.7,63.35,63.95,1032400,63.95
2017-04-20,64.2,67.05,64.1,66.1,5235600,66.1
2017-04-21,66.5,66.7,65.25,65.5,1405600,65.5
