"Date","CANBK.NS.Open","CANBK.NS.High","CANBK.NS.Low","CANBK.NS.Close","CANBK.NS.Volume","CANBK.NS.Adjusted"
2016-09-01,272.343,275.699,268.064,269.863,2859100,269.863
2016-09-02,271.176,274.678,269.62,273.851,1965900,273.851
2016-09-05,273.851,273.851,273.851,273.851,0,273.851
2016-09-06,276.234,279.93,275.504,279.395,2501700,279.395
2016-09-07,280.125,305.9,278.666,298.313,12336700,298.313
2016-09-08,299.578,307.116,296.708,301.377,5289500,301.377
2016-09-09,301.912,308.234,298.119,302.69,5601500,302.69
2016-09-12,293.255,299.286,287.419,288.878,5157400,288.878
2016-09-13,288.878,288.878,288.878,288.878,0,288.878
2016-09-14,289.851,303.857,289.268,302.885,5809500,302.885
2016-09-15,303.128,305.17,294.423,296.173,5136300,296.173
2016-09-16,300.21,303.906,289.948,291.894,7653700,291.894
2016-09-19,295.152,297.195,292.672,294.86,2786500,294.86
2016-09-20,298.605,299.48,294.714,295.736,3615600,295.736
2016-09-21,296.562,297.632,292.477,293.742,2333300,293.742
2016-09-22,299.772,302.885,295.103,299.675,3522300,299.675
2016-09-23,300.55,300.55,293.353,294.277,2664700,294.277
2016-09-26,292.283,297.827,289.9,296.027,4852600,296.027
2016-09-27,296.854,298.41,292.623,294.471,2903000,294.471
2016-09-28,294.423,305.316,294.228,303.857,5288800,303.857
2016-09-29,306.386,310.131,284.015,289.268,7460900,289.268
2016-09-30,287.906,301.183,287.419,299.918,5731300,299.918
2016-10-03,303.468,313.146,301.766,310.569,3764800,310.569
2016-10-04,312.708,323.7,308.04,321.706,8117200,321.706
2016-10-05,325.061,329.633,321.949,325.888,5631000,325.888
2016-10-06,326.326,327.931,318.544,320.927,3724100,320.927
2016-10-07,319.225,322.386,315.383,319.614,3377100,319.614
2016-10-10,321.462,322.63,314.751,315.918,2415200,315.918
2016-10-11,315.918,315.918,315.918,315.918,0,315.918
2016-10-12,315.918,315.918,315.918,315.918,0,315.918
2016-10-13,311.152,312.611,297.486,301.815,4215200,301.815
2016-10-14,304.441,306.727,300.696,304.49,2728700,304.49
2016-10-17,306.386,308.283,293.888,296.465,4020700,296.465
2016-10-18,299.675,306.775,296.854,305.803,3579100,305.803
2016-10-19,307.699,307.699,302.593,305.511,2409500,305.511
2016-10-20,306.581,316.307,306.484,313.243,3964700,313.243
2016-10-21,313.778,313.778,306.97,310.666,2391800,310.666
2016-10-24,311.152,319.906,310.277,316.599,3141000,316.599
2016-10-25,316.599,318.009,312.903,314.654,2053200,314.654
2016-10-26,310.763,320.003,303.079,305.657,7881400,305.657
2016-10-27,300.55,309.499,299.967,306.386,4581100,306.386
2016-10-28,308.818,310.666,303.663,305.17,2902300,305.17
2016-10-31,305.17,305.17,305.17,305.17,0,305.17
2016-11-01,305.949,307.262,302.544,303.128,1841200,303.128
2016-11-02,296.319,297.584,284.793,285.961,3836000,285.961
2016-11-03,286.155,291.213,284.064,287.614,3401500,287.614
2016-11-04,286.155,289.608,278.666,281.875,3419500,281.875
2016-11-07,288.878,294.277,286.204,290.872,3021800,290.872
2016-11-08,292.575,293.547,287.03,288.538,2255200,288.538
2016-11-09,259.699,298.41,245.304,292.185,7203800,292.185
2016-11-10,301.523,317.961,298.605,312.174,8210900,312.174
2016-11-11,307.359,322.095,301.572,303.371,7026400,303.371
2016-11-14,303.371,303.371,303.371,303.371,0,303.371
2016-11-15,306.386,313.438,300.064,307.408,6150000,307.408
2016-11-16,313.195,314.946,304.733,311.104,3683000,311.104
2016-11-17,312.222,318.934,311.347,315.335,3969400,315.335
2016-11-18,317.085,320.782,314.848,317.377,3372600,317.377
2016-11-21,320.684,320.684,296.952,298.702,5171200,298.702
2016-11-22,303.225,304.344,287.419,294.374,5074500,294.374
2016-11-23,297.146,299.821,292.866,296.417,2828500,296.417
2016-11-24,295.59,300.015,292.769,297.584,3533400,297.584
2016-11-25,300.356,306.192,298.654,302.009,3261800,302.009
2016-11-28,295.201,303.371,293.207,300.891,2830800,300.891
2016-11-29,302.301,308.818,300.891,302.107,2995800,302.107
2016-11-30,303.857,310.812,302.009,309.693,2836600,309.693
2016-12-01,312.319,313.195,304.052,306.046,3002900,306.046
2016-12-02,304.344,306.921,297.973,300.064,4236700,300.064
2016-12-05,299.578,304.392,298.751,303.079,2266800,303.079
2016-12-06,307.651,308.137,303.663,304.733,2823600,304.733
2016-12-07,307.262,308.234,295.93,299.918,3206900,299.918
2016-12-08,302.593,304.879,301.037,302.739,2003900,302.739
2016-12-09,304.441,308.186,301.474,306.97,2813600,306.97
2016-12-12,305.803,306.386,297.243,298.167,2416900,298.167
2016-12-13,298.508,300.55,293.839,296.514,2221200,296.514
2016-12-14,297.584,298.216,291.894,293.207,2059200,293.207
2016-12-15,290.483,298.605,287.954,296.514,2921400,296.514
2016-12-16,296.514,297.146,290.921,291.991,1733400,291.991
2016-12-19,291.796,292.477,288.295,289.462,1419700,289.462
2016-12-20,289.559,292.283,282.07,283.626,2466100,283.626
2016-12-21,282.41,284.988,278.52,280.903,2765300,280.903
2016-12-22,280.125,280.125,272.976,275.213,3242500,275.213
2016-12-23,275.164,276.72,270.69,272.052,2730800,272.052
2016-12-26,270.301,270.301,255.03,256.489,2667400,256.489
2016-12-27,257.656,262.52,254.057,260.234,2488000,260.234
2016-12-28,260.234,263.589,255.808,256.635,2883700,256.635
2016-12-29,255.711,256.781,251.626,253.474,3181000,253.474
2016-12-30,254.738,260.088,252.647,255.711,2548300,255.711
2017-01-02,258.532,258.58,250.167,255.273,3579600,255.273
2017-01-03,254.544,259.553,251.334,257.559,3451200,257.559
2017-01-04,258.434,260.477,254.301,256.684,2424300,256.684
2017-01-05,258.386,261.45,258.24,259.067,2091300,259.067
2017-01-06,259.358,266.507,259.358,262.957,4228800,262.957
2017-01-09,263.881,265.097,261.061,262.617,1835500,262.617
2017-01-10,263.055,264.854,259.796,261.352,1811000,261.352
2017-01-11,263.589,272.246,263.006,268.745,4140300,268.745
2017-01-12,269.425,271.371,265.535,267.626,2559000,267.626
2017-01-13,268.453,270.738,265.146,268.55,2350400,268.55
2017-01-16,269.425,272.343,267.723,270.593,2452300,270.593
2017-01-17,271.808,277.644,271.76,276.477,3655700,276.477
2017-01-18,277.693,281.875,276.526,280.319,2974500,280.319
2017-01-19,280.222,283.967,276.672,278.957,2870800,278.957
2017-01-20,278.033,281.438,263.833,265.194,6869500,265.194
2017-01-23,265.194,268.89,261.741,267.14,3277400,267.14
2017-01-24,269.231,273.121,267.529,270.203,3255900,270.203
2017-01-25,271.371,274.58,268.501,274.046,2773300,274.046
2017-01-26,274.046,274.046,274.046,274.046,0,274.046
2017-01-27,274.678,279.444,273.851,276.234,2689400,276.234
2017-01-30,277.45,285.62,274.58,279.979,4310900,279.979
2017-01-31,280.125,281.973,274.678,275.991,2085000,275.991
2017-02-01,277.207,285.474,272.149,284.356,3646300,284.356
2017-02-02,285.961,294.179,282.167,290.483,4958500,290.483
2017-02-03,291.651,305.9,289.948,302.496,5080200,302.496
2017-02-06,305.365,309.499,301.717,302.593,3603000,302.593
2017-02-07,302.885,307.651,299.675,302.982,3635000,302.982
2017-02-08,304.441,304.441,296.319,301.474,2325600,301.474
2017-02-09,303.468,304.246,294.131,300.988,4277700,300.988
2017-02-10,302.009,303.857,295.493,302.544,3458900,302.544
2017-02-13,302.009,304.441,290.824,292.672,3128700,292.672
2017-02-14,293.742,297.146,288.392,294.909,2752500,294.909
2017-02-15,294.617,295.93,283.772,285.328,2840200,285.328
2017-02-16,287.906,290.289,283.48,287.954,2694300,287.954
2017-02-17,294,298.5,290.2,291.9,2196600,291.9
2017-02-20,291.4,292.5,288,290.3,1821500,290.3
2017-02-21,291.8,295.15,290.65,293.8,2221800,293.8
2017-02-22,293.9,296.3,290.55,291.7,1788800,291.7
2017-02-23,293.4,294.55,290.05,291.5,1288800,291.5
2017-02-24,291.5,291.5,291.5,291.5,0,291.5
2017-02-27,293,295.5,288.05,288.95,1984100,288.95
2017-02-28,287.55,296.85,285.9,295.55,2731100,295.55
2017-03-01,296.1,302.3,293.35,296,2307500,296
2017-03-02,298.95,300.4,290.3,291,1955000,291
2017-03-03,290,291.9,287.1,288.7,1066100,288.7
2017-03-06,291.45,293.8,288.5,290.9,1408900,290.9
2017-03-07,291,292.5,288,288.9,1054500,288.9
2017-03-08,289,293.2,286,287.75,2108400,287.75
2017-03-09,286.5,288.9,285.1,285.95,1262100,285.95
2017-03-10,288.25,288.9,283,284,1401600,284
2017-03-13,284,284,284,284,0,284
2017-03-14,291,291,284.25,284.75,2332600,284.75
2017-03-15,286,292.8,284.75,289.55,2639100,289.55
2017-03-16,292.45,296.8,289.6,295.65,2557000,295.65
2017-03-17,298,298.15,290.45,292.85,1839800,292.85
2017-03-20,292.1,295.9,291.5,294.25,1516300,294.25
2017-03-21,295.05,296.1,286.5,288.45,2127900,288.45
2017-03-22,285,285.75,281.55,282.25,2147600,282.25
2017-03-23,283,284.2,281.1,283.05,1343200,283.05
2017-03-24,283.45,298.4,283.45,293.25,4902500,293.25
2017-03-27,294,298.7,293,296.75,2998600,296.75
2017-03-28,298.9,298.9,294.5,297.2,1975100,297.2
2017-03-29,299.4,305.35,295.65,302.1,4177200,302.1
2017-03-30,304,307.75,302,303.15,3487700,303.15
2017-03-31,304.5,307.55,299.85,302.75,3114500,302.75
2017-04-03,303,305,301.75,304.45,1297700,304.45
2017-04-04,304.45,304.45,304.45,304.45,0,304.45
2017-04-05,304.8,313.25,303.75,310.5,4118300,310.5
2017-04-06,309.95,314.5,307.15,309.95,2857500,309.95
2017-04-07,307.8,311.35,303.2,304.8,1859500,304.8
2017-04-10,305.05,310.3,303.15,309.45,1880500,309.45
2017-04-11,309.65,316.6,309.2,316,3645700,316
2017-04-12,317,319.9,311.25,312.25,2749300,312.25
2017-04-13,313.9,319.3,313.05,314.45,2896200,314.45
2017-04-14,314.45,314.45,314.45,314.45,0,314.45
2017-04-17,314.7,315.8,307.35,310.2,1420200,310.2
2017-04-18,311,321.85,311,312.75,4485800,312.75
2017-04-19,312.55,319,309.3,317.65,3790000,317.65
2017-04-20,318,327.35,316.7,325.15,4843800,325.15
2017-04-21,326.5,327.1,320.2,323.1,3264000,323.1
