"Date","IDFC.NS.Open","IDFC.NS.High","IDFC.NS.Low","IDFC.NS.Close","IDFC.NS.Volume","IDFC.NS.Adjusted"
2016-08-17,56.25,57.65,56,57.45,3336300,57.45
2016-08-18,57.8,58.5,57.3,58.2,3521500,58.2
2016-08-19,58,59,57.9,58.8,3226500,58.8
2016-08-22,59.05,59.3,57.65,57.95,3200700,57.95
2016-08-23,57.95,58.2,57.4,57.95,2459300,57.95
2016-08-24,57.9,58.35,57.5,57.65,3000900,57.65
2016-08-25,57.7,58.05,56.55,56.95,4578300,56.95
2016-08-26,57.15,57.6,55.8,56,2498400,56
2016-08-29,55.4,56.35,54.9,55.95,2774700,55.95
2016-08-30,56,59.25,55.95,58.5,6071300,58.5
2016-08-31,58.6,64.85,57.75,63.2,24797100,63.2
2016-09-01,63.75,63.75,60.05,61,9904400,61
2016-09-02,61,62.2,60.55,61.15,3565500,61.15
2016-09-05,61.15,61.15,61.15,61.15,0,61.15
2016-09-06,61.55,62.65,61.25,62.35,4029200,62.35
2016-09-07,62.5,63.9,61.65,62.65,6305600,62.65
2016-09-08,62.9,64.4,62.35,63.7,4269300,63.7
2016-09-09,63.75,63.95,62.55,62.95,3030200,62.95
2016-09-12,61,61.5,58.9,59.2,5345600,59.2
2016-09-13,59.2,59.2,59.2,59.2,0,59.2
2016-09-14,59.05,61.5,59.05,60.4,3381700,60.4
2016-09-15,60.7,61.2,59.8,60.1,2587000,60.1
2016-09-16,60.75,61.2,59.7,60.15,3087800,60.15
2016-09-19,60.4,60.75,59.95,60.1,2077900,60.1
2016-09-20,60.3,61.2,59.4,60.35,3476300,60.35
2016-09-21,60.9,60.9,59.7,59.95,3156100,59.95
2016-09-22,61.7,61.7,60.7,61.05,3897400,61.05
2016-09-23,61.1,62.7,60.7,61.5,4192700,61.5
2016-09-26,61.35,61.75,60.3,60.55,2373200,60.55
2016-09-27,61.2,63.6,60.7,63.15,10941900,63.15
2016-09-28,63.5,68.5,63.4,67.75,27466600,67.75
2016-09-29,68.7,70.45,63.1,64.45,50161800,64.45
2016-09-30,63.5,67.7,63.5,67.2,12782100,67.2
2016-10-03,67.65,69,67.4,68.2,6863900,68.2
2016-10-04,68.85,68.95,67,68,4938200,68
2016-10-05,68.75,70.7,67.05,70.15,9105800,70.15
2016-10-06,70.6,70.75,67.3,68.15,5945200,68.15
2016-10-07,68.6,69.5,68.15,68.75,5270800,68.75
2016-10-10,68.8,69.55,68.15,68.35,2515400,68.35
2016-10-11,68.35,68.35,68.35,68.35,0,68.35
2016-10-12,68.35,68.35,68.35,68.35,0,68.35
2016-10-13,68,68.4,65.4,66,4374900,66
2016-10-14,66.5,67.5,65.9,67.25,5173400,67.25
2016-10-17,67.35,67.9,65.75,66,3300300,66
2016-10-18,66.4,67.5,66.2,67.15,3601200,67.15
2016-10-19,67.95,70.7,66.95,69.2,8751100,69.2
2016-10-20,70,70.35,68.95,69.1,3659300,69.1
2016-10-21,69.5,69.55,67.9,68.65,3649200,68.65
2016-10-24,69,70.45,68.8,69.85,4437400,69.85
2016-10-25,70,70.25,68.3,68.55,2290300,68.55
2016-10-26,68.6,71.3,68.6,69.5,6804500,69.5
2016-10-27,69.7,69.9,67.3,68.2,5045300,68.2
2016-10-28,68.2,70.9,67.55,69.9,20916400,69.9
2016-10-31,69.9,69.9,69.9,69.9,0,69.9
2016-11-01,69.85,69.85,68.1,68.4,3318900,68.4
2016-11-02,67.8,67.8,65.15,65.65,4179500,65.65
2016-11-03,65.6,66.55,63.65,64.05,3581800,64.05
2016-11-04,64.2,64.55,60.9,62.65,5307400,62.65
2016-11-07,63.1,64.65,63.1,63.6,3080400,63.6
2016-11-08,64.3,64.45,62.75,63.15,2547200,63.15
2016-11-09,57,61.2,54.9,60.5,13493500,60.5
2016-11-10,62.3,64.3,61.45,63.9,5047600,63.9
2016-11-11,62.9,63.65,61.15,61.4,4467800,61.4
2016-11-14,61.4,61.4,61.4,61.4,0,61.4
2016-11-15,61.25,61.5,57.9,58.35,4527200,58.35
2016-11-16,59.05,60.7,57.55,58.7,3396300,58.7
2016-11-17,59.3,59.55,57.55,58.45,2960700,58.45
2016-11-18,58.9,59.1,56.05,57,4524600,57
2016-11-21,57.5,57.8,53.95,54.15,5355100,54.15
2016-11-22,54.6,55.95,53.45,55.2,3907000,55.2
2016-11-23,56,57.15,54.75,56.65,3117200,56.65
2016-11-24,56.15,56.55,54.8,55.25,3519300,55.25
2016-11-25,55.7,57.3,55.2,56.9,3591400,56.9
2016-11-28,56.9,58.4,56.35,57.75,2550600,57.75
2016-11-29,57.8,58.65,56.75,57.2,2920900,57.2
2016-11-30,57.75,58.25,56.95,57.4,3425700,57.4
2016-12-01,57.85,58.6,56.3,56.6,2373800,56.6
2016-12-02,56.45,56.7,55.2,55.5,3204200,55.5
2016-12-05,55.55,56.55,55.3,56.05,3221300,56.05
2016-12-06,56.2,56.85,55.85,56.15,1116900,56.15
2016-12-07,56.5,56.75,55,55.65,1205100,55.65
2016-12-08,56.2,56.5,55.75,56.3,1346900,56.3
2016-12-09,56.9,58.8,55.8,56.95,5610900,56.95
2016-12-12,57,57.3,55.55,55.95,3576700,55.95
2016-12-13,56.1,56.3,54.65,55.3,1804200,55.3
2016-12-14,55.05,56.05,54.55,54.75,1711100,54.75
2016-12-15,54.5,55.45,54,54.7,1976800,54.7
2016-12-16,54.8,55.5,53.9,54.05,2624200,54.05
2016-12-19,54.1,54.85,53.4,53.55,989700,53.55
2016-12-20,53.85,53.9,52.4,52.55,2404000,52.55
2016-12-21,52.9,53.25,52.4,52.65,1292500,52.65
2016-12-22,52.5,52.8,51.35,51.7,1553300,51.7
2016-12-23,51.7,52.45,50.9,51.7,2692800,51.7
2016-12-26,51.35,51.65,50.25,50.55,2624200,50.55
2016-12-27,50.7,52.8,50.2,52.35,3847200,52.35
2016-12-28,52.6,53.35,51.95,52.3,2961000,52.3
2016-12-29,52.5,57,52.3,55.75,56607200,55.75
2016-12-30,54.3,54.65,53.5,53.75,6125200,53.75
2017-01-02,54.1,54.5,53.5,54.25,2766000,54.25
2017-01-03,54.45,54.85,54.05,54.5,5231300,54.5
2017-01-04,54.75,55.25,54.1,55,2925000,55
2017-01-05,55.2,57.55,54.95,57.1,7657000,57.1
2017-01-06,57.1,57.3,56.1,56.85,2702400,56.85
2017-01-09,56.5,57.1,55.65,55.75,6486400,55.75
2017-01-10,56.25,56.35,54.8,55,6415000,55
2017-01-11,55.5,57.5,55.15,57.1,4294200,57.1
2017-01-12,57.7,57.8,56.85,57.6,3150500,57.6
2017-01-13,57.5,57.75,56.1,56.85,2884600,56.85
2017-01-16,56.2,58.75,56.2,58.35,6150800,58.35
2017-01-17,58.5,59.1,58.25,58.9,3732900,58.9
2017-01-18,59,60.55,58.8,59.1,6936000,59.1
2017-01-19,59.4,59.4,58.35,58.9,2226700,58.9
2017-01-20,58.8,58.8,57.05,57.5,2295500,57.5
2017-01-23,57.75,58.2,56.85,57.45,3180200,57.45
2017-01-24,57.65,59.1,57.5,58.65,4567900,58.65
2017-01-25,59,59.5,58.05,59.2,4197500,59.2
2017-01-26,59.2,59.2,59.2,59.2,0,59.2
2017-01-27,59.2,59.2,56.6,57.3,12663300,57.3
2017-01-30,57.05,58.1,55.85,56.6,5588300,56.6
2017-01-31,56.3,56.8,54.75,55,8782600,55
2017-02-01,55.1,55.45,54.05,55,8053000,55
2017-02-02,55.25,55.25,53.65,54.2,5433300,54.2
2017-02-03,54.4,55.45,54.2,54.85,7497700,54.85
2017-02-06,55.5,57.2,55.05,55.5,13723000,55.5
2017-02-07,55.7,57.6,55.4,57.1,9747800,57.1
2017-02-08,57.25,57.8,56.2,57.3,4724700,57.3
2017-02-09,57.15,57.95,56.05,56.8,3863000,56.8
2017-02-10,57.1,57.25,56.2,56.4,1826800,56.4
2017-02-13,56.6,56.65,54.7,55.45,2593900,55.45
2017-02-14,55.8,56,54.7,54.9,4853700,54.9
2017-02-15,55,55.5,51.95,52.3,6560300,52.3
2017-02-16,52.35,52.9,52.1,52.55,6202100,52.55
2017-02-17,53.3,54.05,52.4,53.3,8000800,53.3
2017-02-20,53.1,53.95,53.05,53.7,1957400,53.7
2017-02-21,53.8,54.35,53.6,54.1,2552100,54.1
2017-02-22,54.4,54.4,53.1,53.3,3071600,53.3
2017-02-23,53.1,53.9,52.6,52.85,7921400,52.85
2017-02-24,52.85,52.85,52.85,52.85,0,52.85
2017-02-27,53,53.55,52.4,52.75,5817700,52.75
2017-02-28,53,53.9,52.6,53.25,7981800,53.25
2017-03-01,53.7,53.95,53.3,53.5,6440600,53.5
2017-03-02,53.75,53.85,50.85,51.25,5828900,51.25
2017-03-03,51.2,51.8,50.65,51.15,7099700,51.15
2017-03-06,51.55,52.55,51.4,52.45,9486100,52.45
2017-03-07,52.75,52.75,51.8,52.05,2114600,52.05
2017-03-08,52.25,52.3,51.05,51.6,2800100,51.6
2017-03-09,51.5,52.25,51.15,51.95,5947400,51.95
2017-03-10,52.2,52.4,51.7,51.85,4212800,51.85
2017-03-13,51.85,51.85,51.85,51.85,0,51.85
2017-03-14,53.05,53.15,52.25,52.65,5524100,52.65
2017-03-15,52.7,54.65,52.65,53.8,25751900,53.8
2017-03-16,54.3,55.4,54.1,54.9,14776800,54.9
2017-03-17,55,56,54.1,55.5,12851200,55.5
2017-03-20,55.2,56.2,54.6,55.45,6449400,55.45
2017-03-21,55.5,55.65,54.35,54.65,5325200,54.65
2017-03-22,54.2,54.2,52.95,53.25,8471400,53.25
2017-03-23,53.5,54.4,52.95,53.25,12505600,53.25
2017-03-24,53.5,55.4,53.4,54.55,8288900,54.55
2017-03-27,54.85,54.85,53.9,54.5,8378700,54.5
2017-03-28,54.9,55.05,54.15,54.35,10838700,54.35
2017-03-29,54.8,55.15,54.4,54.5,12089700,54.5
2017-03-30,54.75,54.85,54.3,54.5,25497800,54.5
2017-03-31,54.6,55.25,54.4,54.5,10992500,54.5
2017-04-03,54.5,54.85,54.25,54.5,4998700,54.5
2017-04-04,54.5,54.5,54.5,54.5,0,54.5
2017-04-05,54.8,55,54.25,54.65,19140100,54.65
2017-04-06,54.5,57,54.4,56.6,20195500,56.6
2017-04-07,56.55,58.6,56.2,57.35,20538000,57.35
2017-04-10,57.85,59.1,57.05,58.65,10585500,58.65
2017-04-11,58.85,59.5,58.25,59,7424800,59
2017-04-12,59.2,59.2,57,58,7479600,58
2017-04-13,58,58.4,57.55,58,2590600,58
2017-04-14,58,58,58,58,0,58
2017-04-17,58.2,58.8,57.7,58.05,2757900,58.05
2017-04-18,58.75,60.25,57.85,58,6870600,58
2017-04-19,58.1,58.4,57.25,57.55,2355200,57.55
2017-04-20,57.55,58.1,56.5,57.15,4772400,57.15
2017-04-21,57.4,58.05,56.9,57.4,2516700,57.4
