"Date","IDFC.NS.Open","IDFC.NS.High","IDFC.NS.Low","IDFC.NS.Close","IDFC.NS.Volume","IDFC.NS.Adjusted"
2015-08-19,69.8301,70.0011,68.9268,69.1709,6680500,69.1709
2015-08-20,69.5372,69.8546,67.4374,67.6327,12774900,67.6327
2015-08-21,66.9979,68.6338,65.9236,68.3408,14862400,68.3408
2015-08-24,65.8503,66.241,63.482,63.9215,29451000,63.9215
2015-08-25,64.5563,65.3376,62.0414,64.3365,16605500,64.3365
2015-08-26,64.4098,64.776,62.7739,63.0181,9517400,63.0181
2015-08-27,64.2144,64.6539,63.4331,64.1412,13726900,64.1412
2015-08-28,65.1423,65.9236,63.7261,64.19,16797800,64.19
2015-08-31,64.19,64.9958,63.189,63.4575,7646600,63.4575
2015-09-01,62.603,63.2134,61.8461,62.7983,9171100,62.7983
2015-09-02,63.2378,63.4575,61.7972,61.9682,6062100,61.9682
2015-09-03,62.4321,63.2866,62.0658,62.9692,6127800,62.9692
2015-09-04,62.9204,62.9448,61.1868,62.603,9825900,62.603
2015-09-07,62.5541,63.3355,59.8684,60.1125,11841600,60.1125
2015-09-08,60.7229,62.2367,59.2824,61.5775,10077500,61.5775
2015-09-09,62.4565,63.9215,62.0902,63.189,11773200,63.189
2015-09-10,62.4076,65.1911,61.9682,63.604,11014800,63.604
2015-09-11,64.2389,64.776,62.7006,62.9448,9604600,62.9448
2015-09-14,63.4575,64.0679,63.1157,63.897,8698300,63.897
2015-09-15,64.1168,64.1168,62.0658,62.5541,10104900,62.5541
2015-09-16,63.1646,63.5308,62.6518,63.2622,4771400,63.2622
2015-09-17,63.2622,63.2622,63.2622,63.2622,0,63.2622
2015-09-18,63.9947,66.1921,63.6529,65.2887,12151400,65.2887
2015-09-21,65.9236,69.5372,65.3376,68.0966,26614900,68.0966
2015-09-22,68.121,69.586,66.241,66.7293,32165400,66.7293
2015-09-23,66.0701,68.1454,65.9236,67.2909,17556700,67.2909
2015-09-24,67.12,69.4151,66.8514,68.707,28699000,68.707
2015-09-25,68.707,68.707,68.707,68.707,0,68.707
2015-09-28,69.0732,69.6348,68.3896,68.6093,15691100,68.6093
2015-09-29,67.9745,69.1953,67.0223,67.828,25183600,67.828
2015-09-30,68.5117,70.3673,66.9491,68.8779,125040800,68.8779
2015-10-01,69.15,73.9,59.8,60.35,101486600,60.35
2015-10-02,60.35,60.35,60.35,60.35,0,60.35
2015-10-05,61.55,64.35,60.55,63,29774800,63
2015-10-06,63.7,63.85,62.5,63.2,12146500,63.2
2015-10-07,63.35,63.45,61.9,62.45,7566500,62.45
2015-10-08,62.3,63.3,62.1,62.55,5616100,62.55
2015-10-09,62.95,63.45,60.85,61.2,6476600,61.2
2015-10-12,61.3,61.9,60.5,61.2,5158900,61.2
2015-10-13,61.35,61.8,60.75,61.4,3698100,61.4
2015-10-14,61.5,61.6,60.65,60.85,3873400,60.85
2015-10-15,61.15,61.7,60.85,61.05,4918700,61.05
2015-10-16,61.5,61.5,59.85,60.1,5384800,60.1
2015-10-19,60.5,60.8,59.5,60.1,4491000,60.1
2015-10-20,60.4,63.6,60.15,61.6,11071500,61.6
2015-10-21,62.2,62.4,60.45,60.75,5763500,60.75
2015-10-22,60.75,60.75,60.75,60.75,0,60.75
2015-10-23,61.4,61.5,60.5,60.65,2971900,60.65
2015-10-26,61,61,59.8,60.05,4127800,60.05
2015-10-27,60,60.3,59.35,59.55,4281900,59.55
2015-10-28,59.55,60.6,59.1,59.35,6406600,59.35
2015-10-29,59.45,59.75,58.3,58.55,7441100,58.55
2015-10-30,58.9,60.1,58.5,58.85,4875400,58.85
2015-11-02,54.9,58.8,54.6,58.4,10046200,58.4
2015-11-03,58.6,60.05,57.85,59.45,5487700,59.45
2015-11-04,59.7,61.15,59.05,60.05,4330500,60.05
2015-11-05,60.15,60.5,59.1,59.4,4287600,59.4
2015-11-06,59.5,61.65,52.85,55.45,38944500,55.45
2015-11-09,53.3,55.95,52.25,53.85,9851600,53.85
2015-11-10,53.9,54.45,52.45,52.65,6129800,52.65
2015-11-11,52.65,52.65,52.65,52.65,0,52.65
2015-11-12,52.65,52.65,52.65,52.65,0,52.65
2015-11-13,53.4,53.5,51.5,52.05,6683700,52.05
2015-11-16,52,53.95,51.75,53.5,5343100,53.5
2015-11-17,53.7,54.2,52.8,53.65,3963200,53.65
2015-11-18,53.65,54.1,52.2,52.4,8435600,52.4
2015-11-19,52.65,53.45,52.35,53.05,4318900,53.05
2015-11-20,53.05,53.3,52.5,52.8,3874300,52.8
2015-11-23,53,53.25,52.25,52.55,2570800,52.55
2015-11-24,52.5,52.95,52.15,52.45,2583500,52.45
2015-11-25,52.45,52.45,52.45,52.45,0,52.45
2015-11-26,52.5,53.05,52.2,52.75,8050000,52.75
2015-11-27,53,53.65,52.9,53.2,3292400,53.2
2015-11-30,53.45,54.25,52.9,53.15,4734000,53.15
2015-12-01,53.25,53.5,52.8,53.2,1815200,53.2
2015-12-02,53.05,54.2,52.75,53.25,3484200,53.25
2015-12-03,52.95,53.2,51.55,51.75,4796200,51.75
2015-12-04,51.5,51.75,49.65,50,6756500,50
2015-12-07,49.95,50.2,49.05,49.55,4269500,49.55
2015-12-08,49.4,49.5,46.9,47.2,7013100,47.2
2015-12-09,47,47.5,44.6,45.15,11007600,45.15
2015-12-10,45.3,45.6,44.55,45.35,4903200,45.35
2015-12-11,45.4,45.9,44,44.9,5876300,44.9
2015-12-14,44.65,45.5,44,45.25,3715800,45.25
2015-12-15,45.2,45.75,45.05,45.4,1750500,45.4
2015-12-16,45.5,47,45.3,46.3,3473100,46.3
2015-12-17,46.5,49.2,46.5,48.2,10642500,48.2
2015-12-18,48.1,49.1,47.45,48.4,3701800,48.4
2015-12-21,48.45,48.95,48.05,48.3,2320700,48.3
2015-12-22,48.6,48.6,47.7,48.15,2580200,48.15
2015-12-23,48.6,48.8,47.65,47.95,3673000,47.95
2015-12-24,48.05,48.5,47.8,48.15,2721500,48.15
2015-12-25,48.15,48.15,48.15,48.15,0,48.15
2015-12-28,48.2,48.8,47.5,48.25,4952100,48.25
2015-12-29,48.3,48.8,47.9,48.65,3022400,48.65
2015-12-30,48.8,48.85,48.15,48.4,4506700,48.4
2015-12-31,48.55,48.7,48.1,48.25,5715000,48.25
2016-01-01,48.15,48.9,47.9,48.4,1844200,48.4
2016-01-04,48.4,48.5,47.3,47.8,3075500,47.8
2016-01-05,48.2,48.7,47.6,48.5,1751100,48.5
2016-01-06,48.7,48.75,47.5,47.85,2620900,47.85
2016-01-07,47.6,47.65,46.4,46.7,3874000,46.7
2016-01-08,46.8,47.55,46.1,46.6,3738700,46.6
2016-01-11,46.2,46.6,45.5,45.9,2358500,45.9
2016-01-12,45.9,46.25,44.6,45.1,2777200,45.1
2016-01-13,45.4,45.7,42.1,44.75,6799800,44.75
2016-01-14,43.1,44.95,42.9,43.2,6038000,43.2
2016-01-15,43.65,43.85,40.55,41,5983700,41
2016-01-18,41,41.5,39.35,39.6,3506200,39.6
2016-01-19,39.9,41.35,38.35,40.95,8022400,40.95
2016-01-20,40.75,40.9,39.2,40.25,2942700,40.25
2016-01-21,41.1,41.4,39.85,41,3873000,41
2016-01-22,41.5,42.1,41,41.75,3437100,41.75
2016-01-25,42.2,42.3,41,41.3,2768000,41.3
2016-01-26,41.3,41.3,41.3,41.3,0,41.3
2016-01-27,41.55,41.75,40.8,41.15,3156000,41.15
2016-01-28,41.65,41.65,40.2,40.75,4579800,40.75
2016-01-29,40.85,41.05,39.75,40.5,4458100,40.5
2016-02-01,40.55,41.2,38.95,40.3,5656100,40.3
2016-02-02,40.6,41.7,40.3,40.8,6525900,40.8
2016-02-03,40.2,41.65,39.3,40.4,5100600,40.4
2016-02-04,40.8,42.1,40.05,41.15,4822800,41.15
2016-02-05,41.2,43.95,40.95,43.75,7295300,43.75
2016-02-08,43.8,44.6,42.6,43.05,5110600,43.05
2016-02-09,42.5,43.6,42.15,42.55,4804900,42.55
2016-02-10,42.3,43.8,40.65,43.2,3590500,43.2
2016-02-11,42.75,43.15,39,39.65,6626800,39.65
2016-02-12,39.9,39.9,34.8,37.9,11347600,37.9
2016-02-15,38.45,42.25,38.2,41.25,5029400,41.25
2016-02-16,41.45,42.3,39,39.5,4934700,39.5
2016-02-17,39.9,40.4,38.2,40.1,4083700,40.1
2016-02-18,40.7,40.95,39.35,40.55,3708500,40.55
2016-02-19,40.45,41.4,40.05,41,2082200,41
2016-02-22,41.4,41.45,40.3,40.65,1249300,40.65
2016-02-23,40.8,40.8,38.85,39.1,2397800,39.1
2016-02-24,38.7,39.6,38.3,38.75,1414000,38.75
2016-02-25,38.95,39.2,36.95,37.15,3036800,37.15
2016-02-26,37.55,37.85,36.95,37.4,2243300,37.4
2016-02-29,37.75,37.95,36.25,37.5,2805100,37.5
2016-03-01,37.65,38.65,37.3,38.4,3182500,38.4
2016-03-02,38.95,40.45,38.9,40,2884700,40
2016-03-03,40.5,40.6,39.5,39.95,2134900,39.95
2016-03-04,40.05,40.95,39.5,40.65,2949500,40.65
2016-03-07,40.65,40.65,40.65,40.65,0,40.65
2016-03-08,40.65,40.9,39.85,40.05,1512400,40.05
2016-03-09,39.6,40,39.25,39.55,1674400,39.55
2016-03-10,39.8,40.05,38.65,38.85,2112600,38.85
2016-03-11,38.85,39.35,38.6,38.75,1510900,38.75
2016-03-14,39.1,39.25,38.75,39.05,2853300,39.05
2016-03-15,38.95,39.25,37.75,37.9,2551300,37.9
2016-03-16,38,38.2,37.35,37.55,2025000,37.55
2016-03-17,37.95,38.5,37.35,37.75,5005500,37.75
2016-03-18,37.8,38.1,37.5,37.85,2250400,37.85
2016-03-21,38,38.55,37.75,38.1,2045300,38.1
2016-03-22,38.25,38.4,38,38.2,3323200,38.2
2016-03-23,38.25,38.45,38.05,38.2,2651000,38.2
2016-03-24,38.2,38.2,38.2,38.2,0,38.2
2016-03-25,38.2,38.2,38.2,38.2,0,38.2
2016-03-28,38.2,38.35,37.9,38.15,4669900,38.15
2016-03-29,38,38.3,37.7,38,2971900,38
2016-03-30,38.25,38.95,38.1,38.75,3502700,38.75
2016-03-31,38.7,40.9,38.45,40.45,7070700,40.45
2016-04-01,40.4,41.25,39.55,40.55,3119200,40.55
2016-04-04,41,41.5,39.95,41.35,3723100,41.35
2016-04-05,40.9,42.7,40.9,42.1,10896400,42.1
2016-04-06,42.45,42.45,41.35,42.1,3798300,42.1
2016-04-07,42.15,42.5,41.5,41.95,3718800,41.95
2016-04-08,41.8,42.9,41.6,42.3,2584800,42.3
2016-04-11,42.15,43.15,41.7,42.75,2147900,42.75
2016-04-12,42.75,43.75,42.65,43.2,2570100,43.2
2016-04-13,43.4,43.8,43.3,43.55,1636800,43.55
2016-04-14,43.55,43.55,43.55,43.55,0,43.55
2016-04-15,43.55,43.55,43.55,43.55,0,43.55
2016-04-18,43.55,44.55,42.7,44,3636700,44
2016-04-19,44,44,44,44,0,44
2016-04-20,44.15,44.6,43.5,44.15,1675300,44.15
2016-04-21,44.4,45.2,44.05,44.5,3303900,44.5
2016-04-22,44.3,44.9,43.95,44.15,4206100,44.15
2016-04-25,44.3,44.65,43.35,43.6,3659100,43.6
2016-04-26,43.7,46,43.45,45.5,5037100,45.5
2016-04-27,44.75,46.7,44.2,46.45,6739000,46.45
2016-04-28,46,46.45,42.9,43.4,16036900,43.4
2016-04-29,44,45,43.45,44.6,4334200,44.6
2016-05-02,43.5,44.2,42.8,43.5,3923600,43.5
2016-05-03,43.5,44.4,43.35,43.55,3975700,43.55
2016-05-04,43.4,44.05,42.5,42.9,2256200,42.9
2016-05-05,42.95,43.1,41.55,41.95,1938600,41.95
2016-05-06,42.25,49.1,41.85,46.75,34557200,46.75
2016-05-09,47.05,48.35,46.15,47.85,8095100,47.85
2016-05-10,47.7,48.2,47.1,47.75,2687600,47.75
2016-05-11,47,48.1,46.8,47.6,2686200,47.6
2016-05-12,47.9,48.2,47.35,47.8,2445600,47.8
2016-05-13,47.75,52.3,47.3,49.8,14419700,49.8
2016-05-16,49.7,50.7,48.2,49.95,5854100,49.95
2016-05-17,49.55,50.4,49.15,49.55,3076800,49.55
2016-05-18,49.3,49.8,48.9,49.25,2862200,49.25
2016-05-19,49.1,49.85,48.35,48.6,1958000,48.6
2016-05-20,48.8,48.85,47.2,47.55,2483100,47.55
2016-05-23,47.6,48,46.3,46.9,2974100,46.9
2016-05-24,46.9,47.45,46.25,47,2071200,47
2016-05-25,47.4,48.1,47.1,47.5,2600900,47.5
2016-05-26,47.6,47.95,47.1,47.3,4700700,47.3
2016-05-27,47.65,51.4,47.65,49.65,8553700,49.65
2016-05-30,50.35,53.5,49.25,51.9,9030800,51.9
2016-05-31,51.8,53.3,50.75,51.55,3832500,51.55
2016-06-01,52.3,52.35,50.35,50.65,2503400,50.65
2016-06-02,50.15,51.15,49.85,50.2,2032800,50.2
2016-06-03,50.5,50.8,49.2,49.75,2618500,49.75
2016-06-06,49.75,50.25,49.15,49.6,1467300,49.6
2016-06-07,49.6,51.1,49.3,50.6,3832100,50.6
2016-06-08,51,51.25,50.2,50.35,2457700,50.35
2016-06-09,50.75,51.05,48.3,49.2,4534200,49.2
2016-06-10,49.15,52.05,49,51.05,10882800,51.05
2016-06-13,50.6,51.1,49.15,49.35,3491500,49.35
2016-06-14,50,50,48.75,49.35,3641900,49.35
2016-06-15,49.9,51.2,48.9,50.75,6171300,50.75
2016-06-16,50.5,51.1,49.7,50.2,2857500,50.2
2016-06-17,50.8,50.9,49.8,50.25,2101600,50.25
2016-06-20,50,50.7,49.55,50.2,1785600,50.2
2016-06-21,50.2,51.4,50.1,50.6,2894800,50.6
2016-06-22,50.55,50.75,49.35,49.7,2299200,49.7
2016-06-23,49.6,50.05,48.8,49.85,2254800,49.85
2016-06-24,48.6,48.85,46.65,47.95,4269400,47.95
2016-06-27,48.4,48.9,47.35,48.5,3246500,48.5
2016-06-28,48.6,48.7,47.9,48.1,2703400,48.1
2016-06-29,48.45,48.8,47.8,48.2,4332900,48.2
2016-06-30,48.35,49,47.3,47.5,26104500,47.5
2016-07-01,48,48.8,47.8,48.2,5078800,48.2
2016-07-04,48.3,50.7,48.3,50.15,5832500,50.15
2016-07-05,50.25,51.25,49.7,49.9,8460600,49.9
2016-07-06,49.9,49.9,49.9,49.9,0,49.9
2016-07-07,50.45,52.5,50.05,51.3,10780500,51.3
2016-07-08,51.4,52.15,50.55,51.85,5459700,51.85
2016-07-11,52.5,53,51.4,51.95,6833600,51.95
2016-07-12,52.2,54.15,51.7,53.2,13054300,53.2
2016-07-13,53.15,53.45,51.7,52.05,4561700,52.05
2016-07-14,52.05,53.5,51.6,53.2,4540200,53.2
2016-07-15,53.5,53.6,52.1,52.65,2672300,52.65
2016-07-18,52.75,53,51.15,51.45,2905100,51.45
2016-07-19,51.65,52.5,51.25,51.9,3030500,51.9
2016-07-20,51.9,52.55,51.65,52.4,2391400,52.4
2016-07-21,52.65,52.75,51.2,51.35,1682700,51.35
2016-07-22,51.75,52.4,51.1,52.25,2118000,52.25
2016-07-25,52.25,54.25,52.05,53.9,6514200,53.9
2016-07-26,54.25,55.75,53.6,54.2,15420800,54.2
2016-07-27,54.25,55.15,52.15,53.15,6313700,53.15
2016-07-28,53.5,55,52.85,53.55,12070000,53.55
2016-07-29,53.6,55.5,53.55,54.7,6286500,54.7
2016-08-01,55,55.9,53.1,53.7,3829600,53.7
2016-08-02,53.55,58.75,53.5,57.95,32449700,57.95
2016-08-03,57.95,58.95,56.05,56.9,21360600,56.9
2016-08-04,57.2,57.85,56.25,56.8,6830900,56.8
2016-08-05,57.5,59.1,56.65,58.3,10331900,58.3
2016-08-08,58.5,58.95,57.8,58.4,5530100,58.4
2016-08-09,58.4,59.6,57.85,58.6,6106200,58.6
2016-08-10,58.5,58.95,56.7,57.05,4232600,57.05
2016-08-11,56.9,57.65,56,56.75,4849400,56.75
2016-08-12,56.8,58.1,56.55,56.8,4503300,56.8
2016-08-15,56.8,56.8,56.8,56.8,0,56.8
2016-08-16,56.85,57.3,54.95,56.3,5557200,56.3
