"Date","GMRINFRA.NS.Open","GMRINFRA.NS.High","GMRINFRA.NS.Low","GMRINFRA.NS.Close","GMRINFRA.NS.Volume","GMRINFRA.NS.Adjusted"
2016-09-13,14.1,14.1,14.1,14.1,0,14.1
2016-09-14,14.2,14.7,14.1,14.55,15422300,14.55
2016-09-15,14.55,14.65,14.1,14.3,8992900,14.3
2016-09-16,14.25,14.55,13.6,13.75,14650200,13.75
2016-09-19,13.8,14.1,13.7,13.95,14242600,13.95
2016-09-20,14.05,14.1,13.7,13.8,6184400,13.8
2016-09-21,13.95,14,13.55,13.65,6791600,13.65
2016-09-22,13.8,14.1,13.7,14,12941600,14
2016-09-23,14.1,14.15,13.7,13.85,6286400,13.85
2016-09-26,13.8,13.9,13.55,13.6,5882400,13.6
2016-09-27,13.75,13.8,13.4,13.45,7720500,13.45
2016-09-28,13.5,13.85,13.45,13.75,7813600,13.75
2016-09-29,13.8,13.9,12.2,12.35,26270100,12.35
2016-09-30,12.35,12.85,12.3,12.7,17330200,12.7
2016-10-03,12.9,13.2,12.75,13.15,8177200,13.15
2016-10-04,13.2,13.3,13,13.15,6522500,13.15
2016-10-05,13.2,13.25,12.95,13.05,4628400,13.05
2016-10-06,13.1,13.4,12.8,12.85,9205700,12.85
2016-10-07,12.9,13,12.8,12.85,3655900,12.85
2016-10-10,12.9,13.05,12.8,12.85,2794700,12.85
2016-10-11,12.85,12.85,12.85,12.85,0,12.85
2016-10-12,12.85,12.85,12.85,12.85,0,12.85
2016-10-13,12.8,12.85,12.1,12.5,7853600,12.5
2016-10-14,12.55,12.7,12.3,12.65,5733700,12.65
2016-10-17,12.7,12.85,12.3,12.4,7340600,12.4
2016-10-18,12.45,12.75,12.45,12.7,3475100,12.7
2016-10-19,12.8,13,12.6,12.8,8209400,12.8
2016-10-20,13,13.15,12.9,13.05,8513300,13.05
2016-10-21,13.05,13.2,12.9,13.1,5289500,13.1
2016-10-24,13.15,13.45,13.1,13.4,8041800,13.4
2016-10-25,13.45,13.5,13.1,13.2,6194300,13.2
2016-10-26,13.2,14,13.15,13.85,21605400,13.85
2016-10-27,13.85,13.85,13.2,13.6,49248600,13.6
2016-10-28,14.25,14.4,13.55,13.7,33861000,13.7
2016-10-31,13.7,13.7,13.7,13.7,0,13.7
2016-11-01,13.8,13.9,13.65,13.8,6327000,13.8
2016-11-02,13.7,13.7,13.15,13.25,11202900,13.25
2016-11-03,13.2,13.35,12.8,12.9,7985000,12.9
2016-11-04,12.9,13,12.2,12.35,11985900,12.35
2016-11-07,12.65,12.75,12.55,12.65,10089800,12.65
2016-11-08,12.65,12.75,12.55,12.7,5514300,12.7
2016-11-09,11.8,12.05,10.2,11.95,39983800,11.95
2016-11-10,12.3,12.6,12.05,12.4,9982500,12.4
2016-11-11,12.25,12.3,11.7,11.8,7372700,11.8
2016-11-14,11.8,11.8,11.8,11.8,0,11.8
2016-11-15,11.85,11.85,11.05,11.35,10445900,11.35
2016-11-16,11.7,11.7,11.1,11.15,5562500,11.15
2016-11-17,11.1,11.45,11.1,11.25,6247400,11.25
2016-11-18,11.2,11.6,11.2,11.4,4791700,11.4
2016-11-21,11.55,11.6,10.9,11,8808400,11
2016-11-22,11.1,11.2,10.9,11.05,6938900,11.05
2016-11-23,11.2,11.35,11.05,11.25,11486300,11.25
2016-11-24,11.3,11.35,11,11.05,13324300,11.05
2016-11-25,11.15,11.4,11.05,11.3,9097400,11.3
2016-11-28,11.3,11.5,11.15,11.4,5791000,11.4
2016-11-29,11.5,11.7,11.45,11.5,4936600,11.5
2016-11-30,11.5,12.15,11.5,12,14534100,12
2016-12-01,12.05,12.1,11.65,11.75,8887300,11.75
2016-12-02,11.75,12.05,11.6,11.8,5639000,11.8
2016-12-05,11.85,12.05,11.75,11.9,2663700,11.9
2016-12-06,12,12.1,11.95,12,2080700,12
2016-12-07,12.15,12.25,11.65,11.75,8345900,11.75
2016-12-08,11.75,12.05,11.55,11.95,6582300,11.95
2016-12-09,11.95,11.95,11.75,11.8,4990800,11.8
2016-12-12,11.65,11.8,11.6,11.75,3481500,11.75
2016-12-13,11.7,11.85,11.65,11.75,2681600,11.75
2016-12-14,11.7,11.95,11.7,11.8,3239700,11.8
2016-12-15,11.7,11.95,11.65,11.7,3930300,11.7
2016-12-16,11.7,11.8,11.55,11.75,4559200,11.75
2016-12-19,11.8,12.05,11.7,11.85,6382300,11.85
2016-12-20,11.85,12,11.6,11.7,4484000,11.7
2016-12-21,11.75,12,11.75,11.75,6017800,11.75
2016-12-22,11.7,11.75,11.55,11.6,3204900,11.6
2016-12-23,11.6,11.85,11.5,11.7,7683400,11.7
2016-12-26,11.6,11.65,11.25,11.3,3866100,11.3
2016-12-27,11.25,11.55,11.1,11.5,5164600,11.5
2016-12-28,11.55,11.65,11.3,11.4,6115000,11.4
2016-12-29,11.4,11.8,11.35,11.6,12709400,11.6
2016-12-30,11.7,12.05,11.7,11.85,6990100,11.85
2017-01-02,11.9,12.15,11.85,12.05,9151200,12.05
2017-01-03,12.15,12.35,12,12.25,9111700,12.25
2017-01-04,12.25,12.9,12.25,12.75,13835800,12.75
2017-01-05,12.8,13,12.6,12.75,9650500,12.75
2017-01-06,12.75,12.9,12.45,12.5,6190800,12.5
2017-01-09,12.55,12.65,12.45,12.5,4121200,12.5
2017-01-10,12.6,12.75,12.45,12.65,4294700,12.65
2017-01-11,12.75,12.8,12.6,12.7,5444700,12.7
2017-01-12,12.7,12.75,12.55,12.65,5315300,12.65
2017-01-13,12.7,12.75,12.4,12.55,4285600,12.55
2017-01-16,12.6,12.7,12.45,12.6,4619900,12.6
2017-01-17,12.65,12.65,12.45,12.55,10135900,12.55
2017-01-18,12.55,12.8,12.4,12.55,12122900,12.55
2017-01-19,12.5,12.75,12.45,12.65,9476200,12.65
2017-01-20,12.75,13.1,12.6,12.7,25787900,12.7
2017-01-23,12.75,12.9,12.45,12.55,19282700,12.55
2017-01-24,12.65,12.95,12.6,12.8,17427800,12.8
2017-01-25,12.85,12.95,12.6,12.75,42526900,12.75
2017-01-26,12.75,12.75,12.75,12.75,0,12.75
2017-01-27,12.8,13.3,12.75,13.15,17785000,13.15
2017-01-30,13.2,13.25,12.8,12.85,10978300,12.85
2017-01-31,12.9,13.25,12.65,12.7,19445100,12.7
2017-02-01,12.8,13.15,12.55,13.1,20409300,13.1
2017-02-02,13.05,13.05,12.75,12.85,11483500,12.85
2017-02-03,12.85,13.9,12.85,13.7,39248200,13.7
2017-02-06,13.85,14.65,13.75,14.25,43076700,14.25
2017-02-07,14.25,14.3,13.5,13.75,18957600,13.75
2017-02-08,13.8,14.05,13.65,13.95,13140600,13.95
2017-02-09,14.05,14.6,13.5,14.4,30103100,14.4
2017-02-10,14.45,15.2,14.1,14.7,34229400,14.7
2017-02-13,14.8,14.85,13.9,14.3,25983000,14.3
2017-02-14,14,14.35,13.65,14.25,17072100,14.25
2017-02-15,14.1,14.35,13.6,13.75,10326800,13.75
2017-02-16,13.7,14.15,13.55,14,7915200,14
2017-02-17,14.1,14.55,13.9,14.35,16979600,14.35
2017-02-20,14.4,15.75,14.2,15.45,56897200,15.45
2017-02-21,15.3,15.45,14.7,14.95,23255700,14.95
2017-02-22,14.95,15.25,14.7,14.95,20215200,14.95
2017-02-23,14.95,15.15,14.8,14.9,10415000,14.9
2017-02-24,14.9,14.9,14.9,14.9,0,14.9
2017-02-27,15.1,16,15.05,15.4,28760500,15.4
2017-02-28,15.45,16.15,15.2,15.9,27997500,15.9
2017-03-01,15.9,16.25,15.7,15.8,20474400,15.8
2017-03-02,15.95,17.3,15.7,15.85,61078600,15.85
2017-03-03,15.85,16.55,15.6,16.3,25379600,16.3
2017-03-06,16.5,16.8,16.25,16.4,16512800,16.4
2017-03-07,16.45,16.65,16.15,16.35,18530500,16.35
2017-03-08,16.35,16.85,16.2,16.3,26948600,16.3
2017-03-09,16.3,16.4,16,16.2,13110500,16.2
2017-03-10,16.4,16.45,15.8,15.9,12649400,15.9
2017-03-13,15.9,15.9,15.9,15.9,0,15.9
2017-03-14,16.3,16.6,16.05,16.3,13544100,16.3
2017-03-15,16.35,16.5,16.15,16.35,16180700,16.35
2017-03-16,16.5,17.35,16.4,17.2,42053200,17.2
2017-03-17,17.3,17.4,16.45,16.7,25485200,16.7
2017-03-20,16.85,16.85,16.45,16.7,11201100,16.7
2017-03-21,16.7,16.75,16.2,16.5,19198100,16.5
2017-03-22,16.3,16.35,16,16.05,9307200,16.05
2017-03-23,16.05,16.5,16,16.35,9473000,16.35
2017-03-24,16.45,16.6,16.35,16.45,7627500,16.45
2017-03-27,16.4,16.6,16.3,16.3,11389300,16.3
2017-03-28,16.3,16.6,16.3,16.5,15911400,16.5
2017-03-29,16.55,16.6,16.3,16.4,12701600,16.4
2017-03-30,16.45,16.65,16.2,16.35,40393800,16.35
2017-03-31,16.35,16.45,15.9,16,13052400,16
2017-04-03,16.1,16.4,16,16.3,8329600,16.3
2017-04-04,16.3,16.3,16.3,16.3,0,16.3
2017-04-05,16.35,16.65,16.15,16.55,13773700,16.55
2017-04-06,16.5,16.6,16.35,16.45,9849100,16.45
2017-04-07,16.3,16.45,15.8,15.9,11252000,15.9
2017-04-10,16,16.15,15.75,15.8,6681900,15.8
2017-04-11,15.8,16.05,15.65,15.9,6516000,15.9
2017-04-12,15.85,16.05,15.35,15.65,13107500,15.65
2017-04-13,15.6,15.75,15.5,15.6,4981200,15.6
2017-04-14,15.6,15.6,15.6,15.6,0,15.6
2017-04-17,15.6,16.35,15.35,16.1,13368700,16.1
2017-04-18,16.1,16.9,15.6,15.75,25754000,15.75
2017-04-19,15.7,15.95,15.45,15.7,7813500,15.7
2017-04-20,15.7,16.65,15.7,16.45,17556700,16.45
2017-04-21,16.6,17.8,16.5,17.55,60932800,17.55
