"Date","MARICO.NS.Open","MARICO.NS.High","MARICO.NS.Low","MARICO.NS.Close","MARICO.NS.Volume","MARICO.NS.Adjusted"
2016-07-26,282.39999,289.20001,282.39999,287.10001,896900,283.21058
2016-07-27,288,289.35001,276.29999,278.10001,2885400,274.3325
2016-07-28,279.29999,285,275,283.29999,2811800,279.46204
2016-07-29,285,286.5,281.54999,284.25,1359300,280.39918
2016-08-01,286.54999,288.95001,282.20001,286.54999,984200,282.66801
2016-08-02,288.95001,306.89999,287,299.10001,2972800,295.04801
2016-08-03,306.79999,306.79999,293.20001,297.79999,1827700,293.7656
2016-08-04,300,303,292.95001,294.29999,1267900,290.31302
2016-08-05,295,299.89999,290.5,296.64999,2022600,292.63119
2016-08-08,297,305.64999,296,300.20001,3084300,296.13311
2016-08-09,301.45001,303.45001,291.39999,294.45001,1229600,290.46101
2016-08-10,294.25,294.25,286.39999,288.85001,1038700,284.93687
2016-08-11,288.35001,297,286.10001,295.70001,897600,291.69408
2016-08-12,295.35001,301.5,295.35001,297.70001,1439400,293.66698
2016-08-15,297.70001,297.70001,297.70001,297.70001,0,293.66698
