"Date","MARICO.NS.Open","MARICO.NS.High","MARICO.NS.Low","MARICO.NS.Close","MARICO.NS.Volume","MARICO.NS.Adjusted"
2016-08-16,297.60001,302.85001,293.54999,295.89999,1271300,291.89135
2016-08-17,296.54999,300.70001,292.20001,299.79999,1271600,295.73851
2016-08-18,300.89999,301.95001,296.70001,300.54999,758700,296.47835
2016-08-19,303.70001,304.5,299.79999,300.85001,889000,296.7743
2016-08-22,300.5,301.39999,292.5,293.85001,577000,289.86913
2016-08-23,293.10001,295.5,288.10001,289.85001,697900,285.92332
2016-08-24,290.75,293.20001,288.5,291.29999,910100,287.35366
2016-08-25,291,291,284.60001,285.45001,1943700,281.58293
2016-08-26,289,289.5,283,284.25,1167000,280.39918
2016-08-29,285.70001,285.95001,278.75,284.14999,728900,280.30053
2016-08-30,284.25,288.25,283.70001,287.14999,1349900,283.25989
2016-08-31,287.20001,294.64999,287.20001,291.5,2024200,287.55096
2016-09-01,291.89999,297.89999,291.60001,294.39999,1100100,290.41167
2016-09-02,295.10001,295.89999,289.95001,290.89999,1159700,286.95908
2016-09-05,290.89999,290.89999,290.89999,290.89999,0,286.95908
2016-09-06,291.95001,299.85001,291.25,298.70001,1106600,294.65343
2016-09-07,299.64999,300.10001,295.64999,297.85001,798500,293.81494
2016-09-08,297.85001,302,296.25,300.04999,1159000,295.98512
2016-09-09,300.04999,302.75,293.04999,293.89999,661600,289.91844
2016-09-12,292.45001,292.45001,281.95001,288.54999,534300,284.64091
2016-09-13,288.54999,288.54999,288.54999,288.54999,0,284.64091
2016-09-14,288.5,293.60001,287.89999,290.20001,670300,286.26859
2016-09-15,290.25,292.70001,290,290.95001,461000,287.00842
2016-09-16,291.79999,296.20001,291.75,295.29999,1516300,291.29947
2016-09-19,295.5,296.39999,292.14999,293.45001,621600,289.47456
2016-09-20,294,294,290.35001,291.45001,325800,287.50165
2016-09-21,292,293.5,287.10001,288.04999,1589100,284.14769
2016-09-22,289.5,290.95001,285,285.85001,913200,281.97751
2016-09-23,285.75,287.45001,282.5,284.45001,2188000,280.59648
2016-09-26,284.45001,284.95001,277.14999,278.5,1654000,274.72708
2016-09-27,278.54999,281.79999,277.95001,278.70001,1213300,274.92438
2016-09-28,281.70001,285.79999,279.45001,284.70001,815000,280.8431
2016-09-29,285.45001,286.29999,269.89999,270.79999,1459300,267.13138
2016-09-30,273,279.25,269.20001,275.5,802800,271.76772
2016-10-03,277.5,283.95001,277.5,282,561700,278.17966
2016-10-04,282.70001,284.89999,281.64999,283,506200,279.16611
2016-10-05,286,287.70001,283.70001,286.39999,1130900,282.52005
2016-10-06,288.5,288.89999,284.14999,286.04999,585300,282.17478
2016-10-07,287.25,287.29999,278.10001,279.25,827300,275.46692
2016-10-10,280.39999,281.64999,277.60001,278.25,356300,274.48046
2016-10-11,278.25,278.25,278.25,278.25,0,274.48046
2016-10-12,278.25,278.25,278.25,278.25,0,274.48046
2016-10-13,281,283.79999,276.04999,277.95001,1028400,274.18454
2016-10-14,277.95001,278.5,273.64999,275.70001,403200,271.96502
2016-10-17,276.54999,281.10001,275.5,276,652400,272.26094
2016-10-18,280,285.29999,277.75,284.20001,738600,280.34987
2016-10-19,285.35001,289.45001,283.85001,286.95001,1019300,283.06261
2016-10-20,288.10001,289.89999,282.79999,283.64999,758000,279.8073
2016-10-21,284.14999,286.14999,283.39999,284.95001,516700,281.08971
2016-10-24,287,287.95001,282.20001,283.45001,954400,279.61003
2016-10-25,284.14999,285.75,281.04999,285.04999,534300,281.18833
2016-10-26,283.04999,283.04999,278.89999,280.89999,842800,277.09456
2016-10-27,281,281,272.60001,278.54999,1662500,274.77639
2016-10-28,280,285,276.60001,281.95001,877700,278.13035
2016-10-31,281.95001,281.95001,281.95001,281.95001,0,278.13035
2016-11-01,278.10001,278.14999,274.60001,276,1087700,272.26094
2016-11-02,275,275,266.79999,268.60001,1219700,264.9612
2016-11-03,268.79999,269.70001,263.29999,265.54999,1733500,261.9525
2016-11-04,266.95001,271.60001,260.5,261.60001,2438400,258.05603
2016-11-07,264.70001,265.5,257.60001,258.85001,1900700,255.34329
2016-11-08,261.39999,261.39999,256.39999,260.35001,1836100,256.82297
2016-11-09,249,265.5,234.8,263.14999,2553700,259.58502
2016-11-10,266.25,269.89999,262.5,267.10001,1007300,263.48152
2016-11-11,260.5,261.35001,245,246.89999,2878500,243.55517
2016-11-14,246.89999,246.89999,246.89999,246.89999,0,243.55517
2016-11-15,244.8,248.10001,235.05,239.64999,3941400,236.40338
2016-11-16,240.55,250.85001,240.55,248,1716900,246.18115
2016-11-17,246.14999,254.3,245.05,249.14999,1601400,247.32271
2016-11-18,251,251.5,247.2,250.05,1180800,248.21612
2016-11-21,249,253.2,248.25,249.64999,2236800,247.81905
2016-11-22,250,255.7,246.39999,252.5,3571800,250.64815
2016-11-23,252.2,256.75,252.2,255.3,1273800,253.42762
2016-11-24,255.85001,255.85001,249.3,250.25,1710100,248.41465
2016-11-25,250,256.29999,250,255.14999,565900,253.27871
2016-11-28,254.7,255,248.3,249.7,2946100,247.86868
2016-11-29,249.60001,250.5,245.7,248,2124100,246.18115
2016-11-30,249,254.75,245.3,252.64999,5768300,250.79705
2016-12-01,252.64999,259.75,252.39999,255.3,1492900,253.42762
2016-12-02,253.64999,255.7,250.85001,254.64999,1026700,252.78238
2016-12-05,253.60001,256.29999,251.39999,254.14999,1107100,252.28604
2016-12-06,254.14999,255.89999,252.85001,255,825300,253.12982
2016-12-07,257.20001,257.5,253.35001,256,917200,254.12248
2016-12-08,257.10001,259.20001,253.95,256.5,1961100,254.61882
2016-12-09,256.29999,258.54999,251.14999,253.8,1490600,251.93862
2016-12-12,254.60001,254.64999,249.5,250.35001,1623900,248.51393
2016-12-13,250.75,253.64999,248.60001,251.60001,655300,249.75476
2016-12-14,251.10001,255.10001,249.35001,253,830100,251.14448
2016-12-15,249,254.95,249,253.14999,578500,251.29338
2016-12-16,253.55,253.89999,249.39999,250.75,1985500,248.91099
2016-12-19,250.75,251.35001,247.75,250,1012200,248.16649
2016-12-20,248.14999,253.10001,247.75,251.14999,694300,249.30805
2016-12-21,251,251.8,248.10001,249,843700,247.17382
2016-12-22,248.5,249.89999,242.64999,248.5,1109900,246.67749
2016-12-23,249.75,250.14999,244.7,245.39999,620300,243.60022
2016-12-26,246.14999,247.2,238.05,239.14999,1013400,237.39606
2016-12-27,240,246.8,239.2,245.60001,1055900,243.79876
2016-12-28,246.10001,251,245.64999,250.3,1231500,248.46429
2016-12-29,250.3,252.95,249.14999,251.60001,776700,249.75476
2016-12-30,253,261.60001,252.10001,260.45001,1259400,258.53986
2017-01-02,260,260.5,252.64999,253.8,767700,251.93862
2017-01-03,254.14999,259.10001,253.75,257.75,692800,255.85965
2017-01-04,259.70001,259.70001,254.5,257.75,1351400,255.85965
2017-01-05,257.89999,262,257.89999,260.54999,1172200,258.6391
2017-01-06,261.54999,264.5,259.10001,260.39999,3310900,258.49021
2017-01-09,260.39999,263.35001,257,257.60001,456700,255.71075
2017-01-10,259.25,261.75,257.04999,260.75,845200,258.83765
2017-01-11,261.10001,263.39999,259.75,261,1014600,259.08581
2017-01-12,261.10001,263.20001,259,259.89999,973700,257.99387
2017-01-13,260.20001,261,256.5,258.35001,1310600,256.45525
2017-01-16,258.5,259.64999,256.64999,257.79999,631900,255.90927
2017-01-17,258.79999,258.85001,252.8,255.95,1403000,254.07285
2017-01-18,256,262.35001,256,259.89999,1021400,257.99387
2017-01-19,261,261,256.54999,257.95001,410000,256.05819
2017-01-20,257.85001,257.85001,254.5,255.5,952400,253.62615
2017-01-23,254.5,256.54999,253.7,254.85001,997300,252.98092
2017-01-24,256.70001,258.79999,253.8,257.75,1269400,255.85965
2017-01-25,257.75,259.79999,254.7,255.85001,1710700,253.97359
2017-01-26,255.85001,255.85001,255.85001,255.85001,0,253.97359
2017-01-27,259.25,259.25,256.35001,257.89999,696600,256.00854
2017-01-30,259,259.79999,256.95001,258.14999,336500,256.25671
2017-01-31,259.5,259.70001,255,257.25,745800,255.36331
2017-02-01,257.10001,259,256,258.5,963700,256.60415
2017-02-02,259.45001,262.35001,253.2,255.10001,3086800,253.22909
2017-02-03,255.5,256.54999,252.55,255.3,1094700,253.42762
2017-02-06,256,257.89999,254.3,256,2516900,254.12248
2017-02-07,256.95001,271,255.8,269.39999,4746000,267.4242
2017-02-08,272.64999,274.64999,267.60001,272.70001,1463400,270.70002
2017-02-09,272,272,265,267.79999,1087500,267.79999
2017-02-10,269,271.85001,266.04999,269.95001,912900,269.95001
2017-02-13,271.45001,271.45001,266.10001,269.85001,381400,269.85001
2017-02-14,270.35001,270.35001,265.85001,267.95001,557900,267.95001
2017-02-15,266.75,268.95001,263.20001,265.54999,887800,265.54999
2017-02-16,265.89999,269.20001,263.60001,268.20001,1475600,268.20001
2017-02-17,270.64999,270.79999,265.60001,268.75,566300,268.75
2017-02-20,267.60001,268.95001,265.5,267.10001,297600,267.10001
2017-02-21,268,275.29999,266,274.45001,1537900,274.45001
2017-02-22,276.95001,277.75,272.35001,273.20001,1586700,273.20001
2017-02-23,273.95001,274.45001,267.60001,268.89999,2031200,268.89999
2017-02-24,268.89999,268.89999,268.89999,268.89999,0,268.89999
2017-02-27,267.29999,277.64999,267.29999,276.75,1745000,276.75
2017-02-28,277,282.79999,275.35001,281.20001,2418400,281.20001
2017-03-01,281,282,277,278.89999,622700,278.89999
2017-03-02,278.89999,283.70001,278.14999,281.5,1613500,281.5
2017-03-03,281,282,278.85001,279.25,684900,279.25
2017-03-06,280,280.75,276.25,277.64999,527200,277.64999
2017-03-07,277.5,280.29999,277.5,278.5,235800,278.5
2017-03-08,278.5,279.85001,276.79999,279.04999,790400,279.04999
2017-03-09,278.95001,281.89999,276.89999,280.39999,522000,280.39999
2017-03-10,280.45001,282.25,278.39999,279.95001,525000,279.95001
2017-03-13,279.95001,279.95001,279.95001,279.95001,0,279.95001
2017-03-14,284.75,284.75,279,281.95001,1424600,281.95001
2017-03-15,282.85001,287.39999,279.39999,286.60001,802600,286.60001
2017-03-16,288.20001,295,286.75,293.14999,1813200,293.14999
2017-03-17,293.89999,297,292.39999,293.60001,2755200,293.60001
2017-03-20,296.20001,296.20001,290.35001,292.64999,592600,292.64999
2017-03-21,292.39999,294.14999,290.29999,291.95001,686700,291.95001
2017-03-22,287,290.64999,283.5,285.25,1900400,285.25
2017-03-23,280.20001,295.79999,280.14999,291.54999,1920100,291.54999
2017-03-24,289.79999,291.5,288.70001,290.79999,649600,290.79999
2017-03-27,291.95001,291.95001,286.89999,287.79999,840700,287.79999
2017-03-28,288.29999,292.35001,286.54999,291.29999,660400,291.29999
2017-03-29,292.39999,299.60001,289,298.70001,2175600,298.70001
2017-03-30,299.95001,299.95001,294.10001,296.5,2296600,296.5
2017-03-31,296,296.75,292.5,294.85001,867200,294.85001
2017-04-03,296.45001,300.64999,293.04999,296.54999,734400,296.54999
2017-04-04,296.54999,296.54999,296.54999,296.54999,0,296.54999
2017-04-05,295.79999,300,295.10001,298.85001,700500,298.85001
2017-04-06,298,302.45001,297.29999,299.04999,2201200,299.04999
2017-04-07,299,302.39999,295.29999,300.04999,2055700,300.04999
2017-04-10,301.04999,303.39999,298.75,299.89999,1393200,299.89999
2017-04-11,300.64999,302.39999,299.20001,301.14999,477800,301.14999
2017-04-12,302.45001,307.89999,298.54999,303.64999,1438800,303.64999
2017-04-13,303.5,304.89999,299.95001,300.60001,504200,300.60001
2017-04-14,300.60001,300.60001,300.60001,300.60001,0,300.60001
2017-04-17,301,302.64999,297.45001,300.95001,364900,300.95001
2017-04-18,301.5,304.14999,297.5,299.89999,545500,299.89999
2017-04-19,299.35001,302.25,298.5,301.29999,292400,301.29999
2017-04-20,301.29999,303.29999,300,302.5,509900,302.5
2017-04-21,302.70001,305.25,299.75,300,758200,300
