"Date","ADANIENT.NS.Open","ADANIENT.NS.High","ADANIENT.NS.Low","ADANIENT.NS.Close","ADANIENT.NS.Volume","ADANIENT.NS.Adjusted"
2016-09-07,72.4,73.8,71.7,72.45,2546100,72.45
2016-09-08,72.75,74.9,72.2,74.45,3286700,74.45
2016-09-09,74.75,74.75,73.25,73.45,1701000,73.45
2016-09-12,72.5,72.5,67.1,69.95,2346600,69.95
2016-09-13,69.95,69.95,69.95,69.95,0,69.95
2016-09-14,70.05,71.75,70,71.3,2167300,71.3
2016-09-15,71.5,72,70.4,71.15,987200,71.15
2016-09-16,71.5,72.5,68.55,69.1,6658400,69.1
2016-09-19,69.5,70.65,69.3,70,1556200,70
2016-09-20,70.2,71.35,70.2,70.5,2598500,70.5
2016-09-21,70.9,71.75,70.3,70.95,2383900,70.95
2016-09-22,71.6,72.25,70.75,71.85,2483800,71.85
2016-09-23,72.4,72.85,71.35,71.6,2359900,71.6
2016-09-26,71.4,72.1,69.95,70.25,1955400,70.25
2016-09-27,70.65,71.4,70.35,70.5,1832500,70.5
2016-09-28,70.5,71.8,70.5,71.15,1430400,71.15
2016-09-29,71.7,72.1,64.1,64.9,5058300,64.9
2016-09-30,64.8,66.3,63.3,65.7,3074800,65.7
2016-10-03,66,67.35,66,67,1326900,67
2016-10-04,67.5,68.7,67,68,2594300,68
2016-10-05,68.4,68.8,67.1,67.65,1582600,67.65
2016-10-06,68,68.55,66.15,66.75,1633700,66.75
2016-10-07,67.15,68.35,66.3,67.85,2956800,67.85
2016-10-10,68.35,70.35,67.1,69.05,4932300,69.05
2016-10-11,69.05,69.05,69.05,69.05,0,69.05
2016-10-12,69.05,69.05,69.05,69.05,0,69.05
2016-10-13,68.95,69.7,67.05,67.4,2189800,67.4
2016-10-14,67.8,68.5,67.1,67.6,2161900,67.6
2016-10-17,67.9,68.95,66.5,67.4,3056800,67.4
2016-10-18,67.95,68.75,67.7,68.55,1109800,68.55
2016-10-19,68.9,69.6,68.4,69.15,2055700,69.15
2016-10-20,69.5,71.65,69.3,71.15,2649800,71.15
2016-10-21,71.5,72.25,70.6,71.4,2736400,71.4
2016-10-24,71.9,72.8,71.1,71.4,2729500,71.4
2016-10-25,70,70.5,66.8,67.5,6806500,67.5
2016-10-26,67.5,68.1,67,67.3,2306000,67.3
2016-10-27,67.45,67.45,66.35,66.95,2459700,66.95
2016-10-28,67.15,67.75,66.2,66.9,2381600,66.9
2016-10-31,66.9,66.9,66.9,66.9,0,66.9
2016-11-01,67.3,67.4,66.6,66.75,1497500,66.75
2016-11-02,66.2,66.2,64.55,64.75,3024100,64.75
2016-11-03,64.6,65.55,64.4,64.5,1596300,64.5
2016-11-04,64.7,65,61.8,62.4,2569500,62.4
2016-11-07,63.2,63.65,62.85,63.1,1076400,63.1
2016-11-08,63.5,66.75,62.45,64.8,4102100,64.8
2016-11-09,59.8,62.6,58.35,61.9,2891500,61.9
2016-11-10,63.1,67.5,63,65.15,3047900,65.15
2016-11-11,64,66.9,63.35,63.95,2003600,63.95
2016-11-14,63.95,63.95,63.95,63.95,0,63.95
2016-11-15,64.3,64.4,59.6,61.85,2180400,61.85
2016-11-16,62.65,63.3,61.35,61.95,1686600,61.95
2016-11-17,62.2,64,62,62.95,1617700,62.95
2016-11-18,62.9,65,62.25,64.35,2512900,64.35
2016-11-21,65.35,65.35,61.7,62.8,1899400,62.8
2016-11-22,63.15,63.9,61.6,62.55,1292900,62.55
2016-11-23,63.05,64,62.6,63.35,1323300,63.35
2016-11-24,62.9,63.35,61.3,61.65,1928800,61.65
2016-11-25,62.35,64.25,62,63.55,2278100,63.55
2016-11-28,63.45,66.6,63,65.6,2509300,65.6
2016-11-29,65.7,67.45,65.55,66.45,1821300,66.45
2016-11-30,66.5,68.6,66.5,68.05,1786200,68.05
2016-12-01,68.3,68.9,66.6,67.15,920300,67.15
2016-12-02,66.8,70.65,66.5,68.05,4601700,68.05
2016-12-05,68,71.65,67.1,69.65,4469800,69.65
2016-12-06,71,71.15,69.4,69.8,2239400,69.8
2016-12-07,71,71.25,68.6,69.85,1854700,69.85
2016-12-08,70.6,71,70.15,70.7,1446000,70.7
2016-12-09,71,72,70.85,71.4,1876900,71.4
2016-12-12,71.1,73,70.55,71.15,2305100,71.15
2016-12-13,71.3,71.85,70.1,70.9,1159500,70.9
2016-12-14,70.9,71.8,70.55,70.95,1193500,70.95
2016-12-15,70.4,73.9,70.1,72.9,3208400,72.9
2016-12-16,73.4,74,72.5,73.55,2535800,73.55
2016-12-19,73.1,74.6,72.75,73.15,1694000,73.15
2016-12-20,73,73.6,71.5,72.25,1610700,72.25
2016-12-21,72.5,74.25,72.1,73.6,1599200,73.6
2016-12-22,73.3,73.9,71.35,71.7,1011700,71.7
2016-12-23,71.65,72.2,70.2,71.35,1092100,71.35
2016-12-26,70.7,71.35,69.05,69.7,946500,69.7
2016-12-27,69.9,71.3,68.65,70.9,1215200,70.9
2016-12-28,71.3,71.85,70.5,70.8,1175000,70.8
2016-12-29,70.5,73.75,70.15,73.05,1791000,73.05
2016-12-30,73.35,77.15,72.65,76.55,5065700,76.55
2017-01-02,77.8,77.8,76.35,76.95,2296400,76.95
2017-01-03,77.1,77.4,75.8,76.55,1259400,76.55
2017-01-04,77,78.8,76.8,77.8,2179500,77.8
2017-01-05,78.5,79.6,78.2,79.15,2308600,79.15
2017-01-06,79.2,79.9,78.4,78.65,1160600,78.65
2017-01-09,78.55,79.55,78.25,78.75,846200,78.75
2017-01-10,78.55,81.2,78.5,80.2,3196500,80.2
2017-01-11,80.55,81.6,80.15,80.85,1502200,80.85
2017-01-12,80.6,81.25,79.05,80.15,1553300,80.15
2017-01-13,80.05,80.5,77.55,78.5,1854200,78.5
2017-01-16,78.4,80.4,77.6,79.8,1503200,79.8
2017-01-17,79.9,80.25,78.6,78.95,891800,78.95
2017-01-18,79.1,80.7,78.4,79.2,1599500,79.2
2017-01-19,79.5,81,78.8,80.6,1285100,80.6
2017-01-20,80.95,82,77,77.5,2985000,77.5
2017-01-23,77.4,79,77,78.2,884400,78.2
2017-01-24,78.3,80.25,78.3,79.65,1527600,79.65
2017-01-25,79.85,80.35,78.8,80,1701600,80
2017-01-26,80,80,80,80,0,80
2017-01-27,80.1,93.75,80.1,92.6,25002500,92.6
2017-01-30,91.9,93.9,90.7,92.35,9616000,92.35
2017-01-31,92,93.45,85.55,87.15,10535100,87.15
2017-02-01,88,91.3,87.2,90.85,6995400,90.85
2017-02-02,90.4,97.65,89.3,93.95,13368000,93.95
2017-02-03,94.45,95.35,92.45,94.55,4592600,94.55
2017-02-06,95.1,100.2,94.65,97.2,7629500,97.2
2017-02-07,97.9,97.9,90.75,91.85,7549200,91.85
2017-02-08,92.45,95.1,91,92.1,6130800,92.1
2017-02-09,92.5,94.4,90.55,93.65,3656500,93.65
2017-02-10,94,94.95,92.4,92.85,3194300,92.85
2017-02-13,93.55,93.65,90,91.7,2133100,91.7
2017-02-14,91.9,92.1,89.3,90.75,3326400,90.75
2017-02-15,91.5,96.75,91.25,92.25,11656500,92.25
2017-02-16,92.7,94.5,91,94.3,3447100,94.3
2017-02-17,94.9,95.35,93.4,93.8,1838800,93.8
2017-02-20,94,99.75,93.65,97.4,8798900,97.4
2017-02-21,97.9,99.2,96.85,97.45,3633700,97.45
2017-02-22,97.6,98.3,94.05,94.55,4687400,94.55
2017-02-23,94.5,97.7,93.9,96.6,5958600,96.6
2017-02-24,96.6,96.6,96.6,96.6,0,96.6
2017-02-27,96.8,97.7,94.6,96.05,2478400,96.05
2017-02-28,96,100.75,95.1,98.5,8148100,98.5
2017-03-01,99,99.55,97.15,98,2397800,98
2017-03-02,98.35,99.9,93.05,93.6,3923800,93.6
2017-03-03,93.2,95.3,92.95,94.7,3920900,94.7
2017-03-06,95.05,95.85,94.05,95.4,2240000,95.4
2017-03-07,95.65,99.4,95.2,97.85,5164500,97.85
2017-03-08,98,99.05,93.95,94.65,3198600,94.65
2017-03-09,94.35,94.85,92.8,93.6,2253600,93.6
2017-03-10,94,95.5,92.75,94.05,2176600,94.05
2017-03-13,94.05,94.05,94.05,94.05,0,94.05
2017-03-14,97.05,99,95.75,97.55,5071200,97.55
2017-03-15,97.65,101.8,96.55,101.2,9540800,101.2
2017-03-16,102.45,103.95,101.8,102.75,7119800,102.75
2017-03-17,103.5,105.4,102.2,103.7,6463400,103.7
2017-03-20,103.6,104.8,101.85,103.3,2192900,103.3
2017-03-21,103.2,104.4,101.5,103.6,2632800,103.6
2017-03-22,102.4,103.7,101.5,101.75,2174100,101.75
2017-03-23,101.9,105.25,101.65,104.55,4346600,104.55
2017-03-24,105.2,107,104.35,105.75,5178200,105.75
2017-03-27,105.9,105.9,102.8,103.85,3408100,103.85
2017-03-28,105,105.85,103.85,104.55,2590500,104.55
2017-03-29,104.95,105.25,103.7,104.45,1897100,104.45
2017-03-30,104.65,106.5,104.15,105.8,7405800,105.8
2017-03-31,106.35,110.2,105.2,108.55,6986400,108.55
2017-04-03,108.85,112.3,107.95,111.8,4741700,111.8
2017-04-04,111.8,111.8,111.8,111.8,0,111.8
2017-04-05,112,115.45,110.75,114.6,4340400,114.6
2017-04-06,114.2,116.15,113.85,115.75,3258800,115.75
2017-04-07,114.5,119.55,114.3,117.4,5580200,117.4
2017-04-10,117.95,120.65,117.3,120.1,4859100,120.1
2017-04-11,119.85,125.5,118.55,121.3,11436200,121.3
2017-04-12,118.5,119.5,109.8,114.35,9171200,114.35
2017-04-13,114.9,117.5,112.15,116.85,5018300,116.85
2017-04-14,116.85,116.85,116.85,116.85,0,116.85
2017-04-17,115.05,124.2,115.05,123.35,5952200,123.35
2017-04-18,124,160.7,124,144.89999,92715000,144.89999
2017-04-19,142.89999,148.5,138.05,145.14999,23662200,145.14999
2017-04-20,145.8,149.39999,143.5,146.25,8478200,146.25
2017-04-21,146.5,148.5,143.7,145.95,5457200,145.95
