"Date","PIDILITIND.NS.Open","PIDILITIND.NS.High","PIDILITIND.NS.Low","PIDILITIND.NS.Close","PIDILITIND.NS.Volume","PIDILITIND.NS.Adjusted"
2016-10-14,725.55,732.7,713.2,727.6,459900,727.6
2016-10-17,734.8,734.8,715.3,718.25,365500,718.25
2016-10-18,720,724,712.25,720.9,597400,720.9
2016-10-19,725,727,715.7,717.8,1119400,717.8
2016-10-20,720,721.5,711.6,714.15,645500,714.15
2016-10-21,715.5,718.95,709.55,714.4,224800,714.4
2016-10-24,714,721.7,711,713.35,153100,713.35
2016-10-25,712.85,717.5,710,713.2,195200,713.2
2016-10-26,716,716,703,708.6,285200,708.6
2016-10-27,703.1,716,698,709,233400,709
2016-10-28,710.1,722.75,710.1,718.8,586700,718.8
2016-10-31,718.8,718.8,718.8,718.8,0,718.8
2016-11-01,725.4,726.95,705.65,711.4,534600,711.4
2016-11-02,710,714.15,702.55,704.05,190400,704.05
2016-11-03,704.95,707.4,685.1,687.95,377400,687.95
2016-11-04,687.55,703.35,677.55,694.2,708200,694.2
2016-11-07,701,704.9,690.35,693.85,142600,693.85
2016-11-08,696.8,699.8,688,691.4,148900,691.4
2016-11-09,670,692,639,678.05,578900,678.05
2016-11-10,699,699,663.2,665.6,590000,665.6
2016-11-11,662.5,669.8,635.6,659.5,885300,659.5
2016-11-14,659.5,659.5,659.5,659.5,0,659.5
2016-11-15,650,650,583.65,617.1,1347400,617.1
2016-11-16,617.45,629,603.1,623.95,695600,623.95
2016-11-17,628.95,636.3,612,616.15,308300,616.15
2016-11-18,610.25,625.75,610.25,614.9,743300,614.9
2016-11-21,615,616.45,594.8,604.25,390700,604.25
2016-11-22,614,617.35,597.1,613.95,279600,613.95
2016-11-23,616,617.45,607.05,616.5,430900,616.5
2016-11-24,611.1,617.1,605.4,612.1,870400,612.1
2016-11-25,621.95,635,608.6,628.8,276600,628.8
2016-11-28,629.8,630.65,616.65,625.55,361800,625.55
2016-11-29,625,631.9,621.05,629.35,456500,629.35
2016-11-30,632,644.8,630.35,640.4,569500,640.4
2016-12-01,643,644.4,631.25,642.05,214400,642.05
2016-12-02,634.1,642.05,625.7,634.1,432500,634.1
2016-12-05,635,639.5,628.45,635.3,173800,635.3
2016-12-06,637.85,647.95,633.2,636.45,260000,636.45
2016-12-07,638,643.8,634.6,640.7,262000,640.7
2016-12-08,645,646.9,640.3,644.4,203500,644.4
2016-12-09,647.5,647.85,637.9,640.35,247800,640.35
2016-12-12,638.8,639,604.05,607.6,601000,607.6
2016-12-13,602,613.9,598.65,610.95,709000,610.95
2016-12-14,611.7,616.8,607.95,613,242700,613
2016-12-15,608.25,624.9,604.5,611.7,530500,611.7
2016-12-16,615,615.35,605.5,607.15,197300,607.15
2016-12-19,611.8,612.75,600,602.2,188800,602.2
2016-12-20,601,603.7,594,599.1,260100,599.1
2016-12-21,599,599,587.25,590.55,521400,590.55
2016-12-22,590.9,595.3,582.2,594,255200,594
2016-12-23,596.45,597.8,583.2,587,608900,587
2016-12-26,587,590.35,567.75,575.15,387100,575.15
2016-12-27,577,585.5,572,583.6,178200,583.6
2016-12-28,585.1,597,582,588.55,382400,588.55
2016-12-29,590,592.4,585.1,589.2,321600,589.2
2016-12-30,591,601,587.6,589.8,378300,589.8
2017-01-02,594.95,607,589.6,604.5,327500,604.5
2017-01-03,607,609.5,598.05,606.4,323500,606.4
2017-01-04,606.9,613,605.1,607.3,264000,607.3
2017-01-05,610,617.9,609.7,611.7,550200,611.7
2017-01-06,615.85,618.05,613.25,614.7,182700,614.7
2017-01-09,614.7,619,601.65,614.2,315300,614.2
2017-01-10,612.95,632.9,609.3,631.4,437000,631.4
2017-01-11,634,642.2,627,634.05,592500,634.05
2017-01-12,633,637.45,628,634.65,141500,634.65
2017-01-13,639.5,650.8,634.9,640.3,358700,640.3
2017-01-16,640.7,640.7,633.35,635.6,129900,635.6
2017-01-17,636,637.75,624.1,627.4,183400,627.4
2017-01-18,627,638.95,625.1,635.65,189900,635.65
2017-01-19,635.9,637.65,628.1,629.2,227300,629.2
2017-01-20,630.1,638.15,624.5,626.9,294100,626.9
2017-01-23,625,633.2,625,629.55,134900,629.55
2017-01-24,635.9,659.8,631.85,656.45,635700,656.45
2017-01-25,660,701.5,660,689.65,3144900,689.65
2017-01-26,689.65,689.65,689.65,689.65,0,689.65
2017-01-27,695,695.7,672.5,678.85,883900,678.85
2017-01-30,679,687.7,673.5,678.05,219900,678.05
2017-01-31,679.65,684,671.85,673.5,211200,673.5
2017-02-01,678,695,669.6,691.85,985200,691.85
2017-02-02,687,690,673,676.4,314500,676.4
2017-02-03,676.4,680,665,673.35,328400,673.35
2017-02-06,672,680.85,668.7,671.9,380100,671.9
2017-02-07,670.5,677.7,667.45,673.7,402900,673.7
2017-02-08,674,677,667.2,670.5,219800,670.5
2017-02-09,670,672.6,662.2,663.1,351500,663.1
2017-02-10,664.5,675,663.6,671.35,226900,671.35
2017-02-13,671.6,683.8,670.65,679,352800,679
2017-02-14,681,682.15,668.1,671.35,216800,671.35
2017-02-15,671,678,665,670.55,208500,670.55
2017-02-16,671.25,674.45,665.55,671.2,218300,671.2
2017-02-17,673,689,668.95,683.6,505600,683.6
2017-02-20,686.45,704.8,685,697.85,998600,697.85
2017-02-21,703.1,712,697.4,699.7,554800,699.7
2017-02-22,702.95,707,692.3,695.8,554300,695.8
2017-02-23,697,703,686.05,688.15,568500,688.15
2017-02-24,688.15,688.15,688.15,688.15,0,688.15
2017-02-27,687.3,691.4,680.55,682.4,274800,682.4
2017-02-28,684.7,685.95,678.1,682.15,390000,682.15
2017-03-01,690,698.5,685.05,689.2,534000,689.2
2017-03-02,695,695,676.65,681.45,223200,681.45
2017-03-03,682.5,682.5,671.15,675.5,549100,675.5
2017-03-06,677.85,681.55,675.3,678.65,351000,678.65
2017-03-07,680.25,681.55,669.5,672.45,638100,672.45
2017-03-08,672.45,677,665.05,670.55,251300,670.55
2017-03-09,672.5,685.85,670.25,682.5,936300,682.5
2017-03-10,687,689.65,680,683.8,506500,683.8
2017-03-13,683.8,683.8,683.8,683.8,0,683.8
2017-03-14,691,710,685.35,701.85,707700,701.85
2017-03-15,702.6,705,693.85,700.35,431800,700.35
2017-03-16,702.1,706.5,697.4,699.2,268900,699.2
2017-03-17,700.2,712,699.1,701.9,444200,701.9
2017-03-20,703,706,697,699.5,251300,699.5
2017-03-21,704.65,704.65,694.2,700.15,188900,700.15
2017-03-22,697,697.6,682.65,693.3,367500,693.3
2017-03-23,694.1,700.9,692.25,693.85,222300,693.85
2017-03-24,695,699.9,686.1,688.25,284800,688.25
2017-03-27,688,692.95,680.25,682.9,341400,682.9
2017-03-28,685.2,697.75,684,696.5,205200,696.5
2017-03-29,701,701,683.9,689.1,851700,689.1
2017-03-30,690,697.35,688,690.95,476000,690.95
2017-03-31,691,702.9,690.3,699.15,938200,699.15
2017-04-03,700.85,704.85,700.15,702.95,351800,702.95
2017-04-04,702.95,702.95,702.95,702.95,0,702.95
2017-04-05,703.55,721,703.55,713.95,754000,713.95
2017-04-06,719,719.25,707.05,710.15,286600,710.15
2017-04-07,713.6,718,705.1,708.2,342900,708.2
2017-04-10,712,712.3,701.5,703.7,173800,703.7
2017-04-11,704.5,708.9,702.9,706.15,129700,706.15
2017-04-12,708,716.35,695.55,709.4,341000,709.4
2017-04-13,712.1,719.9,708.05,714.9,742500,714.9
2017-04-14,714.9,714.9,714.9,714.9,0,714.9
2017-04-17,714.9,717.05,709,712.25,335500,712.25
2017-04-18,712.95,722.35,711,712.8,522900,712.8
2017-04-19,712.8,715.4,708,713.05,102500,713.05
2017-04-20,713.25,720.15,712.05,717.35,277600,717.35
2017-04-21,720,721,712.15,714.05,357300,714.05
