"Date","INFY.NS.Open","INFY.NS.High","INFY.NS.Low","INFY.NS.Close","INFY.NS.Volume","INFY.NS.Adjusted"
2016-06-15,1183.69995,1192.65002,1179.05005,1189.94995,3355700,1158.52332
2016-06-16,1189.5,1189.5,1170.09998,1186,2651200,1154.67769
2016-06-17,1189,1192.75,1175.09998,1179.5,4257500,1148.34935
2016-06-20,1181,1211.80005,1179.69995,1208.75,3114700,1176.82686
2016-06-21,1211.19995,1214.80005,1195.65002,1206.09998,2380800,1174.24682
2016-06-22,1204,1211.94995,1188.15002,1199.5,1515600,1167.82115
2016-06-23,1197.30005,1214.84998,1193.34998,1211.59998,1914300,1179.60157
2016-06-24,1188,1199,1160,1194.55005,3904100,1163.00193
2016-06-27,1172.05005,1183.19995,1160,1166.19995,2791800,1135.40056
2016-06-28,1162.80005,1172.5,1155.09998,1159.15002,3827900,1128.53682
2016-06-29,1169,1179.90002,1160.19995,1176.84998,2729500,1145.76932
2016-06-30,1180.5,1184.5,1167.94995,1170.80005,4673100,1139.87917
2016-07-01,1180,1180,1170.09998,1172.40002,1995900,1141.43689
2016-07-04,1176.19995,1194.59998,1176.19995,1183.94995,2690600,1152.68178
2016-07-05,1185,1187.5,1171.05005,1175.44995,1798200,1144.40627
2016-07-06,1175.44995,1175.44995,1175.44995,1175.44995,0,1144.40627
2016-07-07,1168.69995,1171,1155,1157.25,2977400,1126.68698
2016-07-08,1163,1167,1153.5,1158.19995,2775800,1127.61184
2016-07-11,1167.40002,1178.69995,1160,1175.05005,3334400,1144.01693
2016-07-12,1180,1180.34998,1168,1176.55005,3098600,1145.47731
2016-07-13,1180,1195.80005,1175.19995,1193.80005,2637700,1162.27174
2016-07-14,1195,1196.05005,1164,1176.25,3706600,1145.18519
2016-07-15,1189.5,1189.90002,1052,1072.55005,30742000,1044.22396
2016-07-18,1077.25,1084.90002,1055.15002,1081.94995,7166400,1053.37561
2016-07-19,1088.59998,1090,1074.09998,1086.94995,5202300,1058.24356
2016-07-20,1070,1089.90002,1070,1083.09998,4911400,1054.49526
2016-07-21,1079,1087.19995,1075.59998,1079.90002,4334000,1051.37982
2016-07-22,1070,1079.90002,1066.69995,1072.44995,4693200,1044.1265
2016-07-25,1063,1083.25,1063,1080.84998,4234700,1052.30468
2016-07-26,1070.34998,1089.90002,1070.34998,1088.69995,3594800,1059.94734
2016-07-27,1084.69995,1096.5,1078.55005,1085.34998,3715900,1056.68584
2016-07-28,1085.40002,1086.94995,1074.05005,1077.5,5629200,1049.04318
2016-07-29,1072.59998,1076.75,1066.5,1073.84998,4078300,1045.48955
2016-08-01,1071.5,1087.84998,1068.34998,1085.25,4548300,1056.5885
2016-08-02,1079.90002,1085,1075,1083.80005,3411200,1055.17684
2016-08-03,1085.65002,1086.5,1070.30005,1084.90002,3606700,1056.24777
2016-08-04,1086.40002,1086.90002,1070.05005,1071.80005,2118600,1043.49376
2016-08-05,1072,1073.44995,1060,1068,2804900,1039.79407
2016-08-08,1069,1081,1062.55005,1078.69995,2321500,1050.21144
2016-08-09,1077,1084.5,1071.5,1083.40002,3596300,1054.78738
2016-08-10,1076,1087.90002,1075.19995,1082.34998,2788200,1053.76507
2016-08-11,1081.69995,1095,1075.25,1077.34998,2519200,1048.89712
2016-08-12,1075.05005,1078.80005,1060,1062.55005,3724900,1034.48806
2016-08-15,1062.55005,1062.55005,1062.55005,1062.55005,0,1034.48806
2016-08-16,1042,1058.05005,1028,1051.80005,8214700,1024.02196
2016-08-17,1049.94995,1052.65002,1030.5,1033.30005,3299600,1006.01055
2016-08-18,1036.5,1039.09998,1021.5,1023.40002,4217000,996.37199
2016-08-19,1030,1039,1018.45001,1021.29999,2843000,994.32741
2016-08-22,1018,1030,1009.09998,1015.45001,5126700,988.63193
2016-08-23,1020.09998,1042,1020.09998,1039.65002,3703000,1012.19282
2016-08-24,1047,1062.05005,1047,1057.40002,3064900,1029.47404
2016-08-25,1055,1057.59998,1032.09998,1036.15002,2398200,1008.78526
2016-08-26,1036,1046,1017.04999,1020.25,3440500,993.30515
2016-08-29,1017.59998,1030,1011,1022.79999,2610100,995.7878
2016-08-30,1032.44995,1045,1025,1040.40002,2187700,1012.92301
2016-08-31,1037.09998,1045.75,1027.80005,1035.84998,5569900,1008.49313
2016-09-01,1038,1040.44995,1032,1037.55005,1438900,1010.14831
2016-09-02,1039.05005,1040,1026.19995,1031.84998,1666200,1004.59877
2016-09-05,1031.84998,1031.84998,1031.84998,1031.84998,0,1004.59877
2016-09-06,1038.25,1048.90002,1035.59998,1045,4107500,1017.4015
2016-09-07,1048,1059,1044,1054.34998,3712700,1026.50455
2016-09-08,1045,1045,1024,1037.65002,4546300,1010.24564
2016-09-09,1037,1041,1026.55005,1035.5,2526700,1008.1524
2016-09-12,1025.25,1058,1025.25,1054,3101500,1026.16381
2016-09-13,1054,1054,1054,1054,0,1026.16381
2016-09-14,1053.94995,1057.80005,1040.65002,1045.59998,2576200,1017.98564
2016-09-15,1045.59998,1046.80005,1035.34998,1042.19995,2350800,1014.67541
2016-09-16,1049,1064.5,1038.09998,1060.15002,4974600,1032.15142
2016-09-19,1046,1068.90002,1041.34998,1061.19995,2904500,1033.17361
2016-09-20,1053.30005,1057.15002,1045.75,1050.15002,2107000,1022.41552
2016-09-21,1054,1061.25,1051.05005,1055.75,2115700,1027.8676
2016-09-22,1059,1061,1052,1058.80005,1814700,1030.83709
2016-09-23,1057,1058.80005,1040,1042.55005,2602600,1015.01626
2016-09-26,1042.75,1044,1031,1035.90002,3185800,1008.54186
2016-09-27,1035.05005,1049.90002,1033.34998,1039.75,3262800,1012.29016
2016-09-28,1040,1042.30005,1033.25,1038.94995,2717300,1011.51124
2016-09-29,1044.94995,1044.94995,1024,1029.19995,4451300,1002.01874
2016-09-30,1031.09998,1043.90002,1031.09998,1036.05005,3251100,1008.68792
2016-10-03,1035.5,1040,1026.09998,1038.09998,1828000,1010.68371
2016-10-04,1040,1051.40002,1038.30005,1049.19995,2533200,1021.49054
2016-10-05,1049.19995,1049.84998,1037,1041.5,1153700,1013.99394
2016-10-06,1045,1045,1025.94995,1027.40002,1860900,1000.26635
2016-10-07,1029.94995,1033.80005,1010.09998,1012.54999,3144200,985.8085
2016-10-10,1017,1031.75,1010,1029.94995,2706500,1002.74893
2016-10-11,1029.94995,1029.94995,1029.94995,1029.94995,0,1002.74893
2016-10-12,1029.94995,1029.94995,1029.94995,1029.94995,0,1002.74893
2016-10-13,1021.40002,1058,1021.40002,1052.34998,4889300,1024.55737
2016-10-14,1052.90002,1082.69995,996.25,1027.15002,16730800,1000.02295
2016-10-17,1034.94995,1041.80005,1017.34998,1022.40002,4007400,995.3984
2016-10-18,1030,1040.5,1027.30005,1039.05005,3194000,1011.60869
2016-10-19,1042,1045.69995,1036,1041.80005,1754900,1014.28606
2016-10-20,1044.75,1050.69995,1033.80005,1036.65002,1767700,1009.27205
2016-10-21,1035,1041,1022.5,1038.30005,1931800,1021.72008
2016-10-24,1037.5,1042.69995,1025.5,1027.09998,1451400,1010.69885
2016-10-25,1036.5,1038.90002,1015.20001,1017.20001,2818000,1000.95697
2016-10-26,1017,1019.84998,1009.29999,1014.20001,1387600,998.00488
2016-10-27,1017.90002,1017.95001,1001.09998,1003.5,3613800,987.47573
2016-10-28,1005.20001,1010,993.15002,997.5,2920300,981.57154
2016-10-31,997.5,997.5,997.5,997.5,0,981.57154
2016-11-01,1006.79999,1006.79999,986.40002,989.45001,3166300,973.6501
2016-11-02,984.79999,987.5,980,981.04999,2688500,965.38421
2016-11-03,981.04999,982,965.09998,966.84998,2612500,951.41095
2016-11-04,967,979.20001,961,971,3002700,955.4947
2016-11-07,985,986,975,977.95001,2268800,962.33373
2016-11-08,986.90002,987.75,970.59998,982.59998,2630500,966.90944
2016-11-09,930,974.59998,901,958.29999,6382000,942.99749
2016-11-10,962.5,962.5,935,939.40002,3643600,924.39933
2016-11-11,940,945,918.70001,921.54999,3548300,906.83433
2016-11-14,921.54999,921.54999,921.54999,921.54999,0,906.83433
2016-11-15,924,939.95001,908.54999,923.54999,4617900,908.80239
2016-11-16,930,956.84998,928.54999,940.90002,6111300,925.87537
2016-11-17,934.25,949,926.40002,929.79999,2853300,914.95259
2016-11-18,930,933.25,917.5,920,3020100,905.30909
2016-11-21,926.90002,926.90002,906.95001,911.09998,3970200,896.55118
2016-11-22,916.90002,928.65002,911.65002,914.20001,2741500,899.60172
2016-11-23,922.09998,922.90002,912.45001,920.25,4125800,905.5551
2016-11-24,928.20001,939.90002,923.29999,930.29999,8390300,915.4446
2016-11-25,930.45001,985,930.45001,977.5,6315600,961.89091
2016-11-28,979.29999,983.45001,970.59998,979.75,3682800,964.10498
2016-11-29,978.79999,984.70001,967.09998,972.59998,3062700,957.06913
2016-11-30,973,977,961.04999,975.54999,4250400,959.97203
2016-12-01,976,983.54999,967,975.59998,2305700,960.02122
2016-12-02,964.79999,969.59998,961.09998,964.5,2226600,949.0985
2016-12-05,965.90002,968.59998,958,961.65002,1829700,946.29403
2016-12-06,961.79999,979.5,961.65002,966.5,1781000,951.06656
2016-12-07,968,973,960.20001,966.40002,1692900,950.96818
2016-12-08,970.04999,986.09998,970.04999,984.65002,2970800,968.92676
2016-12-09,985,1008.15002,981.5,989.34998,4324100,973.55166
2016-12-12,982.79999,982.79999,965.20001,977.34998,2672500,961.74328
2016-12-13,980.5,992.84998,971.09998,990.20001,2427100,974.38812
2016-12-14,991,1004.95001,984.09998,999.75,2691300,983.78561
2016-12-15,997.40002,1018.95001,989,992.34998,3983200,976.50375
2016-12-16,1003.79999,1009.70001,997.75,1005.15002,3218300,989.0994
2016-12-19,1006.09998,1008.25,994.09998,1004.65002,2062000,988.60739
2016-12-20,1002,1019,1001.29999,1012.15002,3818200,995.98763
2016-12-21,1016,1022,998.25,1001.54999,3671900,985.55685
2016-12-22,1002.5,1007,969.5,984.70001,3530000,968.97595
2016-12-23,984.90002,1006.59998,973.59998,988.45001,3653000,972.66606
2016-12-26,988,994,975.09998,982.75,1606900,967.05707
2016-12-27,982.75,1001.90002,980,998.95001,2456400,982.9984
2016-12-28,1002.95001,1009.79999,995,998.5,2738400,982.55557
2016-12-29,1003.75,1008,988.15002,992.34998,3120000,976.50375
2016-12-30,998,1012,992.75,1010.59998,3633800,994.46233
2017-01-02,1011.09998,1012.95001,999.34998,1001.09998,1167600,985.11403
2017-01-03,1004.09998,1004.90002,982,993.84998,3389200,977.9798
2017-01-04,995.04999,1004.20001,992.25,997.75,3536700,981.81755
2017-01-05,1001.59998,1009.5,988.75,996.15002,4103500,980.24312
2017-01-06,994.90002,998.84998,968.04999,972.25,7196700,956.72474
2017-01-09,972.25,976.95001,965,970.34998,5272800,954.85506
2017-01-10,977,981,967.95001,970.54999,5969900,955.05187
2017-01-11,974.20001,978.45001,963.95001,969.09998,6120700,953.62502
2017-01-12,977.54999,1004.40002,977.54999,1000.04999,5927800,984.08081
2017-01-13,1030,1040,962.70001,975.79999,15638100,960.21804
2017-01-16,965,965.45001,952.45001,955.65002,6175600,940.38984
2017-01-17,956.25,964,952.40002,955.40002,2780000,940.14383
2017-01-18,958.09998,961,949.79999,950.79999,2976400,935.61725
2017-01-19,951,959.59998,948.09998,958.09998,4438200,942.80067
2017-01-20,950,953.15002,946,948.70001,4562300,933.55081
2017-01-23,945,958,940,952.70001,3974200,937.48693
2017-01-24,950,950,940.09998,945.54999,3413000,930.45108
2017-01-25,946.09998,946.79999,934.79999,936.59998,4989000,921.64399
2017-01-26,936.59998,936.59998,936.59998,936.59998,0,921.64399
2017-01-27,933.84998,947.54999,901.15002,942.15002,5317500,927.10541
2017-01-30,937.5,951.5,928.84998,949.34998,5684600,934.19039
2017-01-31,941.5,941.5,904.34998,928.59998,12034200,913.77174
2017-02-01,921.09998,923.20001,905.15002,916.75,5765800,902.11099
2017-02-02,917,945,910.09998,935.90002,5914100,920.95521
2017-02-03,933.79999,940.90002,921.04999,936.09998,4211900,921.15197
2017-02-06,937.25,943.75,930.54999,935.25,3363900,920.31557
2017-02-07,933,949.79999,928.54999,942.25,4634000,927.20379
2017-02-08,936,944.09998,932.45001,936.5,3159900,921.54561
2017-02-09,937,950,936.54999,946,5953600,930.89391
2017-02-10,946.25,972,943.29999,968.29999,6126200,952.8378
2017-02-13,972.84998,986.09998,962.84998,984.34998,6862100,968.6315
2017-02-14,980,989,972.34998,987.70001,4669400,971.92804
2017-02-15,989.20001,998.79999,968.79999,981.79999,3629700,966.12223
2017-02-16,991,1013.90002,990.04999,1012.09998,6407900,995.93838
2017-02-17,1013.75,1013.75,992.70001,1000.09998,2425600,984.13
2017-02-20,996.5,1031,993.5,1010.25,2325300,994.11794
2017-02-21,1022.09998,1024.5,1000.04999,1013.59998,3806900,997.41442
2017-02-22,1015,1015,986.40002,990.15002,3303900,974.33893
2017-02-23,998.90002,1020,993.34998,1008.84998,4771300,992.74027
2017-02-24,1008.84998,1008.84998,1008.84998,1008.84998,0,992.74027
2017-02-27,1007.29999,1023,1006.95001,1012.40002,2664300,996.23363
2017-02-28,1011.84998,1022.70001,1009.25,1012.40002,2970000,996.23363
2017-03-01,1012,1027,1010.09998,1025.15002,2141200,1008.78004
2017-03-02,1024.40002,1028,1016.5,1023.29999,1474200,1006.95954
2017-03-03,1010.25,1034.30005,1000.40002,1031.19995,2700800,1014.73336
2017-03-06,1020.04999,1035.94995,1019.70001,1033.90002,2643100,1017.39031
2017-03-07,1022,1025.80005,1014.70001,1019.79999,2322200,1003.51543
2017-03-08,1016.90002,1016.90002,1004.45001,1007.79999,3089500,991.70705
2017-03-09,1007.79999,1013,999,1011.54999,1740300,995.39717
2017-03-10,1015,1027.65002,1013.40002,1021.84998,2275100,1005.53268
2017-03-13,1021.84998,1021.84998,1021.84998,1021.84998,0,1005.53268
2017-03-14,1022.79999,1041.90002,1022.79999,1034.80005,3939100,1018.27597
2017-03-15,1034.90002,1034.90002,1007.5,1011.95001,3186900,995.79081
2017-03-16,1013.29999,1031.69995,1013.29999,1028.84998,3351400,1012.42091
2017-03-17,1035.40002,1042.90002,1019.25,1040.30005,4753900,1023.68814
2017-03-20,1026.55005,1026.55005,1015.09998,1021.5,2213600,1005.1883
2017-03-21,1020.90002,1034.94995,1018.79999,1032.84998,2434700,1016.35703
2017-03-22,1022.45001,1039.94995,1020.40002,1027.69995,1995400,1011.28925
2017-03-23,1028.25,1043,1026.59998,1040.44995,2250800,1023.83565
2017-03-24,1038,1044,1027.69995,1031.40002,2441900,1014.93023
2017-03-27,1027.19995,1041.84998,1024.5,1028.84998,3842400,1012.42091
2017-03-28,1031.5,1039,1030.05005,1035.15002,2398300,1018.62035
2017-03-29,1034.30005,1041.5,1025.84998,1031.84998,3490500,1015.373
2017-03-30,1034,1035.90002,1020.25,1025.5,6078500,1009.12442
2017-03-31,1023.25,1029.30005,1008,1022.25,7076900,1005.92632
2017-04-03,1032.15002,1032.44995,1006.09998,1008.79999,2157800,992.69108
2017-04-04,1008.79999,1008.79999,1008.79999,1008.79999,0,992.69108
2017-04-05,1005,1005.40002,991,995.95001,3699100,980.0463
2017-04-06,998.15002,1005.79999,992,999.59998,2689500,983.63798
2017-04-07,1000.90002,1000.90002,979,981.54999,3202200,965.87622
2017-04-10,984.90002,989.5,950.09998,953.40002,4764200,938.17577
2017-04-11,956.04999,971.70001,956.04999,967.15002,4327700,951.7062
2017-04-12,970,976.90002,960.34998,968.84998,3348300,953.37901
2017-04-13,970,990,926.65002,931.40002,15486500,916.52707
2017-04-14,931.40002,931.40002,931.40002,931.40002,0,916.52707
2017-04-17,930,932.09998,923.5,924.90002,3606700,910.13087
2017-04-18,924.75,934,919.09998,922.65002,2323700,907.9168
2017-04-19,923,930,912.65002,919.20001,5035800,904.52187
2017-04-20,921.5,929.70001,918.54999,927.29999,2274500,912.49251
2017-04-21,934.79999,934.79999,921.09998,923.70001,1788700,908.95002
