"Date","INFY.NS.Open","INFY.NS.High","INFY.NS.Low","INFY.NS.Close","INFY.NS.Volume","INFY.NS.Adjusted"
2015-04-09,2211.3999,2218.8999,2184.3999,2215,5290700,994.31782
2015-04-10,2210.19995,2238,2210.19995,2233.93994,3561800,1002.82
2015-04-13,2238,2244,2216.1001,2238.80005,2436100,1005.00171
2015-04-14,2238.80005,2238.80005,2238.80005,2238.80005,0,1005.00171
2015-04-15,2236.5,2245,2195.06006,2213.69995,3118800,993.73423
2015-04-16,2222,2231,2160.5,2194.63989,4503900,985.17813
2015-04-17,2180.06006,2194.93994,2153.43994,2179.23999,3225100,978.26508
2015-04-20,2176,2180,2115.13989,2132.13989,6412600,957.12176
2015-04-21,2148,2155.1001,2120.1001,2142.6001,4440800,961.81736
2015-04-22,2151.06006,2155,2097.93994,2137.69995,6175400,959.61768
2015-04-23,2148.69995,2150,2112,2122,5945900,952.56994
2015-04-24,2135.8999,2150.19995,1980,1995.19995,21782700,895.64915
2015-04-27,2000,2002,1948.09998,1984.65002,9911300,890.91327
2015-04-28,1982,1982,1952,1960.90002,5196700,880.25185
2015-04-29,1960.90002,1972,1937.94995,1961.15002,4144500,880.36407
2015-04-30,1960,1965,1932.30005,1942.25,6567100,871.87981
2015-05-01,1942.25,1942.25,1942.25,1942.25,0,871.87981
2015-05-04,1959.5,2000,1949.90002,1993.09998,6680700,894.70647
2015-05-05,2000,2003.69995,1952.05005,1962.75,4704200,881.0823
2015-05-06,1975,1975,1915.30005,1922.05005,5254200,862.81202
2015-05-07,1922,1967.09998,1910,1944,3389900,872.66539
2015-05-08,1958,1967.55005,1945.25,1957.94995,2888800,878.92755
2015-05-11,1965,2000,1952.19995,1993.65002,2392700,894.95339
2015-05-12,1993.65002,1994.59998,1942,1947.09998,4142400,874.05698
2015-05-13,1951.75,1964.90002,1928.5,1956.69995,3549500,878.36643
2015-05-14,1960,1960.80005,1908,1934.80005,3116900,868.53552
2015-05-15,1935,1966.59998,1932.30005,1961.75,2594600,880.6334
2015-05-18,1970,1998.90002,1961.59998,1993.05005,3234900,894.68406
2015-05-19,1987.30005,2035.69995,1986,2022.33997,5136000,907.83236
2015-05-20,2040,2052,2033.59998,2047.30005,2941000,919.03699
2015-05-21,2048.8999,2061.8999,2037.23999,2048.43994,5029600,919.54869
2015-05-22,2044,2051.56006,2030.09998,2046.43994,3444400,918.65088
2015-05-25,2050.5,2056.56006,2007.06006,2016.80005,2337900,905.34548
2015-05-26,2020,2031.43994,2002.16003,2007.30005,1982500,901.08091
2015-05-27,2007,2009,1955,1968.5,4227300,883.66349
2015-05-28,1975.19995,2032,1975.19995,2016.59998,5490200,905.25566
2015-05-29,2004.83997,2056.43994,2001,2023.16003,9496500,908.20049
2015-06-01,2032.80005,2064,2023.23999,2047.80005,2862400,919.26144
2015-06-02,2048.1001,2055.1001,2005,2008.66003,2336500,901.69141
2015-06-03,2018.19995,2039.43994,2008,2020.90002,2747800,907.18596
2015-06-04,2030,2055,2012.59998,2028.06006,3744700,910.40012
2015-06-05,2030,2044,2008.16003,2011.66003,3062800,903.03811
2015-06-08,2020,2024.66003,1987,2000.06006,3070500,897.83086
2015-06-09,1001.88,1003.83002,991.5,996.04999,3780800,447.12878
2015-06-10,995,1019.66998,992.5,1013.25,3192900,454.8499
2015-06-11,1017.96997,1022.38,997.52502,998.82501,4614700,448.3745
2015-06-12,1002.5,1012.78003,977.75,987.52502,4926400,456.79316
2015-06-15,976.95001,998.79999,968,990.45001,2618200,944.50729
2015-06-16,994.34998,1003,985,999.34998,2611700,952.99442
2015-06-17,1011,1021,992.20001,995.70001,3206000,949.51376
2015-06-18,1005.59998,1007.95001,995.79999,1001.95001,1737200,955.47385
2015-06-19,1010.29999,1010.40002,993.09998,995.34998,3335200,949.17996
2015-06-22,1004.90002,1028.75,997,1023.84998,2855400,976.35797
2015-06-23,1025,1027.40002,998.15002,1000.40002,3476000,953.99576
2015-06-24,1015,1015,991.20001,995.09998,3536800,948.94156
2015-06-25,999.20001,1003.5,987.65002,990.45001,3558700,944.50729
2015-06-26,999,1011.59998,998.09998,1005.25,2660100,958.62077
2015-06-29,987,999.5,982.5,990.15002,2845300,944.22122
2015-06-30,990,993.45001,980,984.34998,3106200,938.69021
2015-07-01,989,1005,986,997.40002,3440400,951.13492
2015-07-02,999,1001.40002,985.04999,988,2003700,942.17092
2015-07-03,988,993,982,990.29999,1347600,944.36422
2015-07-06,985,988,975,983.29999,2152800,937.68892
2015-07-07,985,990,979,980.5,1748700,935.01882
2015-07-08,979,979,954.79999,957.5,3512000,913.08569
2015-07-09,957.5,966,934.04999,938,4293800,894.49021
2015-07-10,948.09998,952.09998,932.65002,937.5,3705700,894.0134
2015-07-13,941,955,934.04999,950.15002,3265800,906.07665
2015-07-14,955,973.5,945.5,971.25,2683500,926.19788
2015-07-15,970,985.95001,968,984,2064700,938.35647
2015-07-16,987.70001,991.5,979.5,989.04999,1736400,943.17221
2015-07-17,991,1004.5,989.09998,1001.84998,1723900,955.37846
2015-07-20,1001.40002,1010.79999,987.40002,1001.25,2188500,954.80631
2015-07-21,1035,1149,1035,1112.65002,19155000,1061.03897
2015-07-22,1105,1112,1076.65002,1103.15002,6332800,1051.97963
2015-07-23,1103.94995,1117,1090,1098,3855300,1047.0685
2015-07-24,1095.55005,1106.44995,1083.09998,1087.59998,2240100,1037.15088
2015-07-27,1086.90002,1087.94995,1060.44995,1065.30005,3376100,1015.88535
2015-07-28,1068.5,1076,1054.25,1062.84998,4238300,1013.54893
2015-07-29,1074,1092,1065,1085.40002,3535600,1035.05298
2015-07-30,1090,1090,1058,1070,5978200,1020.3673
2015-07-31,1078.55005,1081.34998,1060,1077.05005,3965500,1027.09032
2015-08-03,1078,1092,1068.94995,1078.94995,3980500,1028.9021
2015-08-04,1078,1078.94995,1051,1057.25,4549500,1008.20871
2015-08-05,1062,1090,1061.94995,1086.34998,2376700,1035.95887
2015-08-06,1094,1105.5,1077,1086.94995,3619100,1036.53101
2015-08-07,1079.5,1101,1078.5,1095.59998,2494000,1044.7798
2015-08-10,1098,1106.34998,1067,1086,1996300,1035.62512
2015-08-11,1098.80005,1116.90002,1095.69995,1109.15002,3787200,1057.70132
2015-08-12,1115,1149,1111,1144.40002,5084200,1091.31622
2015-08-13,1147,1166.84998,1055.55005,1158,4893900,1104.28535
2015-08-14,1165,1168.69995,1143.09998,1149.25,2554500,1095.94123
2015-08-17,1150,1153.44995,1122.5,1142.15002,1553700,1089.17059
2015-08-18,1150,1177.69995,1150,1164.34998,2075200,1110.34078
2015-08-19,1170,1186.19995,1162.80005,1175.55005,3434700,1121.02133
2015-08-20,1159,1168.5,1128,1134.55005,4184500,1081.92314
2015-08-21,1140.90002,1160.94995,1117.5,1149.90002,5411000,1096.5611
2015-08-24,1109.94995,1123,1078.59998,1092.05005,7061300,1041.39454
2015-08-25,1100,1119,1044.5,1085.65002,6867500,1035.29138
2015-08-26,1089.80005,1097,1059,1064.59998,5749100,1015.21775
2015-08-27,1088,1100.09998,1078.05005,1082.80005,7671600,1032.5736
2015-08-28,1101.59998,1124.90002,1101.59998,1111.05005,3604400,1059.51321
2015-08-31,1134.84998,1134.84998,1082.5,1094.40002,4958500,1043.63551
2015-09-01,1090,1114.59998,1082,1089,4535700,1038.48597
2015-09-02,1098,1115,1090,1099.44995,5585900,1048.45119
2015-09-03,1110.15002,1112,1092.5,1099.34998,4295200,1048.35585
2015-09-04,1103,1111,1067,1073.94995,3659400,1024.13403
2015-09-07,1084.94995,1085,1055,1058.75,2590400,1009.63913
2015-09-08,1062,1074,1052.30005,1058.80005,2729700,1009.68686
2015-09-09,1087.09998,1099.59998,1072,1088.69995,4574300,1038.19984
2015-09-10,1084.90002,1091.5,1061,1080.44995,4181500,1030.33252
2015-09-11,1091.55005,1106.40002,1085.5,1090.75,4941900,1040.15479
2015-09-14,1099,1104,1082.65002,1099.75,3278500,1048.73732
2015-09-15,1099.40002,1103.19995,1088.15002,1099.19995,2645900,1048.21279
2015-09-16,1108,1109.75,1098.30005,1101.65002,3739100,1050.54921
2015-09-17,1101.65002,1101.65002,1101.65002,1101.65002,0,1050.54921
2015-09-18,1111.80005,1117.90002,1099.05005,1104.44995,5788400,1053.21926
2015-09-21,1100,1108.84998,1092.5,1104.65002,2175600,1053.41005
2015-09-22,1115,1135.94995,1101.09998,1107.44995,4813400,1056.0801
2015-09-23,1107.44995,1126.34998,1097.44995,1116.25,2379100,1064.47196
2015-09-24,1113.5,1152.69995,1110,1140.55005,6699600,1087.64483
2015-09-25,1140.55005,1140.55005,1140.55005,1140.55005,0,1087.64483
2015-09-28,1139.94995,1142.84998,1101,1105.55005,4894200,1054.26833
2015-09-29,1102,1133.40002,1097.5,1121.84998,4349600,1069.81217
2015-09-30,1134.40002,1168.94995,1125.94995,1161.94995,4747800,1108.05208
2015-10-01,1169.90002,1197.75,1160,1173.05005,5432100,1118.63729
2015-10-02,1173.05005,1173.05005,1173.05005,1173.05005,0,1118.63729
2015-10-05,1173,1189.34998,1162,1181.75,3440800,1126.93369
2015-10-06,1187.05005,1192.55005,1148.09998,1154.59998,4355900,1101.04304
2015-10-07,1156,1168.75,1128.44995,1133.19995,4591200,1080.63567
2015-10-08,1136.40002,1149.59998,1126.05005,1132.15002,4540400,1079.63445
2015-10-09,1136,1172.90002,1136,1167.40002,5891000,1113.24935
2015-10-12,1199,1219.80005,1109,1122.90002,15202400,1070.81351
2015-10-13,1107.44995,1111,1085.19995,1099.40002,7663400,1048.40358
2015-10-14,1091.44995,1115.55005,1087.19995,1097.59998,4432700,1046.68703
2015-10-15,1099.90002,1104.34998,1089.09998,1097.34998,4127800,1046.44862
2015-10-16,1099,1101.40002,1090,1094.90002,3209400,1053.71464
2015-10-19,1102,1116,1100.5,1111.94995,3673700,1070.12322
2015-10-20,1113,1130,1110.59998,1125.94995,4394100,1083.5966
2015-10-21,1125,1146.84998,1125,1138.40002,3639000,1095.57836
2015-10-22,1138.40002,1138.40002,1138.40002,1138.40002,0,1095.57836
2015-10-23,1141.80005,1153,1125.09998,1149.90002,3016600,1106.64578
2015-10-26,1154,1158.5,1143.15002,1152.15002,1597900,1108.81114
2015-10-27,1150,1155,1144.09998,1149.40002,2631800,1106.16459
2015-10-28,1144.5,1158,1139,1153.19995,2627700,1109.82158
2015-10-29,1153.09998,1155.90002,1136.05005,1145.05005,2943600,1101.97824
2015-10-30,1145,1145,1130,1135.44995,2022300,1092.73926
2015-11-02,1130,1135.80005,1114.09998,1131.19995,1772400,1088.64912
2015-11-03,1133.40002,1150.44995,1133.40002,1145.5,1807300,1102.41127
2015-11-04,1150.09998,1157.59998,1132.30005,1136.80005,1602700,1094.03857
2015-11-05,1142.94995,1145,1119.40002,1122.90002,1172600,1080.6614
2015-11-06,1123,1143.90002,1122.90002,1138.30005,1513000,1095.48214
2015-11-09,1120,1140,1115.19995,1134.59998,3062800,1091.92125
2015-11-10,1127.5,1127.5,1100.09998,1103.84998,2340000,1062.32793
2015-11-11,1103.84998,1103.84998,1103.84998,1103.84998,0,1062.32793
2015-11-12,1103.84998,1103.84998,1103.84998,1103.84998,0,1062.32793
2015-11-13,1099.94995,1106,1090,1100.80005,1760400,1059.39273
2015-11-16,1083.65002,1094,1067.19995,1080.19995,3404100,1039.56752
2015-11-17,1080,1082.90002,1052,1061.5,3592000,1021.57098
2015-11-18,1041,1045.15002,1011.25,1020,5062600,981.63203
2015-11-19,1030.25,1052,1023.79999,1047.80005,4269800,1008.38636
2015-11-20,1048,1063.19995,1042.05005,1052.40002,3041400,1012.81331
2015-11-23,1050,1062.40002,1038,1053.69995,2808100,1014.06434
2015-11-24,1050,1050.80005,1037,1041.15002,2162900,1001.98648
2015-11-25,1041.15002,1041.15002,1041.15002,1041.15002,0,1001.98648
2015-11-26,1040.94995,1059.5,1040.05005,1052.40002,4926900,1012.81331
2015-11-27,1058,1070,1045,1066.34998,2571200,1026.23852
2015-11-30,1070,1098.30005,1056.19995,1087.90002,9052700,1046.97795
2015-12-01,1088,1095,1072.94995,1079,2949200,1038.41271
2015-12-02,1079.94995,1079.94995,1059,1060.69995,3198800,1020.80103
2015-12-03,1061,1064.80005,1049.05005,1057.75,2752300,1017.96204
2015-12-04,1049,1064.90002,1040.09998,1049.05005,4187700,1009.58934
2015-12-07,1055.30005,1059,1040,1046.25,2256900,1006.89462
2015-12-08,1045.05005,1062.75,1039.30005,1044.40002,2862100,1005.11423
2015-12-09,1043,1046.94995,1022.54999,1028.19995,3409100,989.52353
2015-12-10,1036.59998,1051.59998,1030.30005,1047.34998,2793800,1007.95322
2015-12-11,1054,1061.90002,1045.90002,1052.80005,2695000,1013.19828
2015-12-14,1049.5,1073.15002,1048.05005,1069.5,2408300,1029.27005
2015-12-15,1073.25,1079.09998,1058.80005,1077.55005,2715900,1037.0173
2015-12-16,1083.40002,1098,1083.40002,1095.84998,2747900,1054.62886
2015-12-17,1100,1109.80005,1088,1107.09998,2479300,1065.45568
2015-12-18,1103.40002,1103.40002,1079.44995,1083.15002,3609900,1042.40662
2015-12-21,1077,1107.40002,1065.94995,1103.44995,2165500,1061.94296
2015-12-22,1097.44995,1097.44995,1080.09998,1083.75,2054600,1042.98403
2015-12-23,1095.05005,1102.5,1087.05005,1100.84998,1435400,1059.44078
2015-12-24,1102.05005,1104.44995,1090.09998,1096.34998,615000,1055.11005
2015-12-25,1096.34998,1096.34998,1096.34998,1096.34998,0,1055.11005
2015-12-28,1090,1110,1090,1104.75,2763400,1063.1941
2015-12-29,1101.25,1110,1097.30005,1104.69995,1672500,1063.14594
2015-12-30,1101.09998,1106.59998,1083,1086.30005,2576900,1045.43816
2015-12-31,1090.15002,1109.94995,1087,1105.40002,3971900,1063.81968
2016-01-01,1100,1108.94995,1093.19995,1105.25,903200,1063.6753
2016-01-04,1099.94995,1102.44995,1076.05005,1078.90002,1987600,1038.31649
2016-01-05,1085.5,1085.5,1062.25,1074.05005,2474800,1033.64895
2016-01-06,1074.65002,1074.65002,1058.90002,1069.34998,2794100,1029.12567
2016-01-07,1060.05005,1067.90002,1047.90002,1050.80005,2647000,1011.27351
2016-01-08,1061.5,1067.40002,1055.5,1063.30005,1578300,1023.30332
2016-01-11,1056.30005,1069.94995,1052.09998,1055.69995,2680300,1015.9891
2016-01-12,1062,1062.94995,1030.84998,1049.94995,3282600,1010.45539
2016-01-13,1057,1091,1048.09998,1083.40002,4375600,1042.64722
2016-01-14,1066,1155,1054.34998,1133,15113500,1090.38146
2016-01-15,1148,1164,1137.55005,1139.90002,6518300,1097.02194
2016-01-18,1139.90002,1162.09998,1128.34998,1131.90002,5033300,1089.32286
2016-01-19,1135,1158.94995,1128.55005,1139.65002,3750200,1096.78134
2016-01-20,1134,1160,1117,1121.25,3753900,1079.07344
2016-01-21,1135,1142.5,1122,1137.05005,3371500,1094.27916
2016-01-22,1148.09998,1152.5,1131,1136.25,3218000,1093.50921
2016-01-25,1140.25,1146.84998,1124.55005,1137.65002,2289600,1094.85657
2016-01-26,1137.65002,1137.65002,1137.65002,1137.65002,0,1094.85657
2016-01-27,1146.44995,1149.59998,1135,1138.5,3485900,1095.67457
2016-01-28,1136,1142.59998,1126.19995,1129.59998,3894200,1087.10933
2016-01-29,1138,1170,1131.59998,1164.90002,5116000,1121.08154
2016-02-01,1170,1179.90002,1161.59998,1173.34998,2125500,1129.21365
2016-02-02,1176.84998,1190,1164,1175.55005,3816300,1131.33096
2016-02-03,1167.80005,1175.90002,1152.75,1157.69995,2622900,1114.15231
2016-02-04,1160.05005,1194.94995,1160.05005,1179.75,2774600,1135.37293
2016-02-05,1175.5,1186.65002,1171.84998,1174.69995,1992100,1130.51284
2016-02-08,1163.75,1172.19995,1143.80005,1150.80005,2110500,1107.51195
2016-02-09,1128.30005,1128.30005,1093.5,1107.65002,3789700,1065.98504
2016-02-10,1108,1127.5,1105,1108.55005,2933000,1066.85121
2016-02-11,1111,1113,1071.15002,1078.65002,2607100,1038.0759
2016-02-12,1094.69995,1104.40002,1067,1084.65002,3704000,1043.8502
2016-02-15,1096.25,1100.19995,1086.59998,1091.75,2546700,1050.68311
2016-02-16,1087,1092.75,1073.69995,1079.15002,2562700,1038.55709
2016-02-17,1081.75,1103,1077,1097.84998,2082200,1056.55363
2016-02-18,1100,1127,1100,1123.40002,2094500,1081.14259
2016-02-19,1119.19995,1134.19995,1113.84998,1127.25,1987000,1084.84775
2016-02-22,1131,1133.94995,1114.05005,1126.65002,1928500,1084.27034
2016-02-23,1130.25,1132.5,1116.05005,1123.90002,1250900,1081.62379
2016-02-24,1119.5,1143.75,1118.34998,1125.34998,2475300,1083.0192
2016-02-25,1125.40002,1130.59998,1101.09998,1110.30005,2242200,1068.53538
2016-02-26,1120.15002,1132,1116,1121.15002,2117800,1078.97723
2016-02-29,1129.5,1130.40002,1068.30005,1084.05005,4083000,1043.27279
2016-03-01,1094.80005,1130.30005,1094.80005,1125.44995,3193000,1083.11541
2016-03-02,1137.05005,1163.5,1125,1156,3607400,1112.5163
2016-03-03,1168,1192.84998,1154,1169.30005,2907100,1125.31606
2016-03-04,1175.59998,1185,1159.09998,1170.65002,2140800,1126.61525
2016-03-07,1170.65002,1170.65002,1170.65002,1170.65002,0,1126.61525
2016-03-08,1163,1190.5,1147.40002,1163.44995,3808800,1119.68602
2016-03-09,1145,1183.75,1142.94995,1178.5,3152800,1134.16995
2016-03-10,1162.90002,1162.90002,1139.34998,1142.5,12190500,1099.52411
2016-03-11,1146.19995,1155.94995,1138.19995,1143,2029200,1100.0053
2016-03-14,1146,1154.25,1138.5,1141.19995,2087100,1098.27297
2016-03-15,1144,1154.5,1128.94995,1134.40002,3360100,1091.72882
2016-03-16,1141.90002,1155,1131.55005,1152.44995,2794400,1109.09979
2016-03-17,1156.90002,1169.75,1154.05005,1161.75,3237300,1118.05001
2016-03-18,1162.80005,1199,1162,1193.40002,4238700,1148.5095
2016-03-21,1188,1199,1180.05005,1194.90002,2569100,1149.95308
2016-03-22,1191.25,1194,1172,1189.94995,3548900,1145.1892
2016-03-23,1190,1210.69995,1182.09998,1207.80005,3166500,1162.36786
2016-03-24,1207.80005,1207.80005,1207.80005,1207.80005,0,1162.36786
2016-03-25,1207.80005,1207.80005,1207.80005,1207.80005,0,1162.36786
2016-03-28,1232.40002,1237,1195.75,1204.90002,5393700,1159.57692
2016-03-29,1199,1218.90002,1191.55005,1197.25,3497600,1152.21465
2016-03-30,1197.59998,1210,1195.55005,1205.94995,2878400,1160.58735
2016-03-31,1210.25,1229.90002,1200.30005,1218.30005,8998100,1172.47289
2016-04-01,1216,1222.19995,1195.09998,1205.44995,2755700,1160.10616
2016-04-04,1213.55005,1248,1213.55005,1243.69995,2288500,1196.91736
2016-04-05,1242,1242.30005,1214,1219.80005,2395300,1173.91647
2016-04-06,1228,1228,1196,1200.69995,2465600,1155.53483
2016-04-07,1208.40002,1208.40002,1175,1181.5,2828900,1137.0571
2016-04-08,1175.84998,1177.5,1162.05005,1165.75,2097700,1121.89955
2016-04-11,1165.80005,1186.75,1151.09998,1183.90002,2884300,1139.36685
2016-04-12,1180.5,1194.90002,1178.59998,1182.19995,2921000,1137.73072
2016-04-13,1194.94995,1194.94995,1166.34998,1172.69995,6255600,1128.58807
2016-04-14,1172.69995,1172.69995,1172.69995,1172.69995,0,1128.58807
2016-04-15,1172.69995,1172.69995,1172.69995,1172.69995,0,1128.58807
2016-04-18,1250,1267.90002,1233.5,1238.69995,12507900,1192.10544
2016-04-19,1238.69995,1238.69995,1238.69995,1238.69995,0,1192.10544
2016-04-20,1244,1246.44995,1225.80005,1243.59998,4036400,1196.82115
2016-04-21,1251,1251,1218.09998,1226.30005,2720500,1180.17197
2016-04-22,1226.30005,1228.5,1207,1211.25,2571900,1165.68804
2016-04-25,1212.05005,1224.80005,1201.09998,1215.84998,2682000,1170.11498
2016-04-26,1215.44995,1239.55005,1208.59998,1232.15002,2923300,1185.80189
2016-04-27,1229.19995,1242.34998,1228.55005,1240.15002,2243100,1193.50097
2016-04-28,1231,1239.59998,1207,1209.15002,6082500,1163.66705
2016-04-29,1211.44995,1223.55005,1205,1208.09998,2518200,1162.6565
2016-05-02,1210,1211.15002,1196.15002,1201.05005,1807600,1155.87176
2016-05-03,1202.75,1212.19995,1171.80005,1177.80005,3412400,1133.49633
2016-05-04,1181,1193,1170.65002,1188.84998,2906400,1144.1306
2016-05-05,1195.15002,1199,1181.09998,1192.44995,3151300,1147.59516
2016-05-06,1189.80005,1189.80005,1177.05005,1181.5,1298300,1137.0571
2016-05-09,1182,1201.55005,1180.59998,1199.05005,2561800,1153.94699
2016-05-10,1202.5,1216.65002,1196.59998,1212.80005,1697800,1167.17978
2016-05-11,1198.5,1214.69995,1192.5,1201.84998,1854900,1156.6416
2016-05-12,1203.90002,1213,1196.80005,1210,1703400,1164.48506
2016-05-13,1206,1210,1192.15002,1207.25,2826000,1161.8385
2016-05-16,1210.19995,1223.65002,1205,1215,2266900,1169.29698
2016-05-17,1220,1225.75,1208.15002,1214.25,1898100,1168.57519
2016-05-18,1199,1214,1197.90002,1209.84998,2128200,1164.34067
2016-05-19,1210.94995,1216.15002,1201,1205.75,1977200,1160.39492
2016-05-20,1205,1219.5,1200,1201.59998,1997200,1156.401
2016-05-23,1203.40002,1205.15002,1185,1188,2292900,1143.3126
2016-05-24,1191.05005,1191.75,1177.59998,1187.75,1742500,1143.072
2016-05-25,1194.09998,1213.09998,1194.09998,1208.65002,1928600,1163.18586
2016-05-26,1210.09998,1239.80005,1210.09998,1234.15002,3068200,1187.72666
2016-05-27,1231.59998,1259.5,1231.59998,1247.5,3090300,1200.57447
2016-05-30,1241.5,1272,1241.5,1267.59998,2642800,1219.91837
2016-05-31,1265,1266.75,1239,1248.65002,6891000,1201.68123
2016-06-01,1246.05005,1268.5,1246,1258.19995,2420200,1210.87193
2016-06-02,1255,1274.90002,1254,1261.55005,2526700,1214.09602
2016-06-03,1260.05005,1279.30005,1260.05005,1266.90002,1999100,1219.24475
2016-06-06,1264.90002,1277,1261.09998,1266.75,2112800,1219.10037
2016-06-07,1267,1272.5,1255.09998,1257.40002,2846200,1210.1021
2016-06-08,1263.94995,1263.94995,1235.34998,1238.09998,4370600,1191.52803
2016-06-09,1226.25,1226.25,1180.05005,1185.5,6370400,1154.19089
2016-06-10,1175.40002,1190,1170.09998,1180.59998,3191900,1149.42028
2016-06-13,1176.80005,1184.90002,1166,1180.90002,2643300,1149.7124
2016-06-14,1182.40002,1182.40002,1167.25,1175,1470300,1143.9682
