"Date","HCLTECH.NS.Open","HCLTECH.NS.High","HCLTECH.NS.Low","HCLTECH.NS.Close","HCLTECH.NS.Volume","HCLTECH.NS.Adjusted"
2016-09-29,799,804.6,781.3,791.05,2846300,779.2415
2016-09-30,797,804,787,799.9,1831300,787.9595
2016-10-03,805,812,794.4,808.6,1516800,796.5295
2016-10-04,812.5,821,810,818.15,1506600,805.937
2016-10-05,818.25,823.25,806.25,816,798400,803.8191
2016-10-06,816,816.75,797.2,801.55,1588700,789.5848
2016-10-07,802.15,809.45,785.3,806.55,767900,794.5102
2016-10-10,802,815.85,802,813,769200,800.8639
2016-10-11,813,813,813,813,0,800.8639
2016-10-12,813,813,813,813,0,800.8639
2016-10-13,809.8,825.1,790.65,803.3,2076000,791.3087
2016-10-14,804,822.5,799.85,812.7,1376100,800.5684
2016-10-17,817.6,818,803,808.4,740000,796.3326
2016-10-18,812,836.4,812,834.8,1326900,822.3385
2016-10-19,834.6,841.65,826,830.55,2139200,818.1519
2016-10-20,829.55,833,812.05,815.55,2488700,803.3758
2016-10-21,823,848.7,821.25,831.75,5141200,819.334
2016-10-24,831.25,836.9,808.65,810.65,1707200,798.549
2016-10-25,806.75,811.5,802.5,804.55,1734500,792.54
2016-10-26,801.7,803.85,787.6,790.85,1611700,779.0445
2016-10-27,784.8,786.65,771.3,774.3,2025300,768.5726
2016-10-28,774.15,781.2,760,763.15,2711400,757.5051
2016-10-31,763.15,763.15,763.15,763.15,0,757.5051
2016-11-01,771.8,776.4,767,772.9,1098100,767.183
2016-11-02,765,773,763,764.3,1027000,758.6466
2016-11-03,765.9,769.25,760.5,763.1,1203300,757.4554
2016-11-04,763,799,763,794.75,2841600,788.8713
2016-11-07,800,827.5,794.9,817.2,2993700,811.1553
2016-11-08,811,815.9,791.25,809,1257300,803.0159
2016-11-09,765,797.75,763.15,784.85,2648300,779.0445
2016-11-10,790.05,805.8,776,789.65,1822200,783.8091
2016-11-11,784.85,793,755,764.1,2521700,758.448
2016-11-14,764.1,764.1,764.1,764.1,0,758.448
2016-11-15,765,787,736,770.75,2628700,765.0489
2016-11-16,776,787.95,764.25,773.85,2281300,768.1259
2016-11-17,766,776,756,760.15,2688400,754.5273
2016-11-18,757.6,778.95,757.6,763.85,1841100,758.1999
2016-11-21,765,779.5,755.2,758.35,1077800,752.7406
2016-11-22,765,767.5,755.05,762.1,1031800,756.4628
2016-11-23,763,768.7,756.45,763.45,900800,757.8029
2016-11-24,765,772.65,753,767.8,2093700,762.1207
2016-11-25,771.95,812,770.05,801.95,2738600,796.0181
2016-11-28,806,811.15,790.35,806.05,1516500,800.0877
2016-11-29,806,813.7,799.3,805.3,823600,799.3433
2016-11-30,810,810.45,798,803.8,1531700,797.8544
2016-12-01,803.9,806.5,792,803.1,1256300,797.1595
2016-12-02,801.7,816.9,790,793.6,1051600,787.7298
2016-12-05,789.55,801.45,782.2,793.4,753600,787.5313
2016-12-06,798,801.5,778.4,780.9,778800,775.1238
2016-12-07,786.7,789.1,771.1,785.35,810800,779.5408
2016-12-08,789,797,783,794.85,1031800,788.9706
2016-12-09,797,805.9,783.25,803.3,1349700,797.3581
2016-12-12,796,803.55,790.65,799.8,1505500,793.884
2016-12-13,801.05,803.9,791.2,800.95,938900,795.0255
2016-12-14,806.1,824.3,796.25,820.8,1860500,814.7286
2016-12-15,822,840,822,832.15,2800800,825.9947
2016-12-16,835.8,835.8,815.2,820.6,1316400,814.5301
2016-12-19,820.6,826.9,815,824.7,1074000,818.5998
2016-12-20,825,834.15,824.35,830.15,1402200,824.0095
2016-12-21,835,836.8,816.3,820.8,1031800,814.7286
2016-12-22,818.3,822.9,806,817.1,791200,811.056
2016-12-23,816,816,791,793.75,1452600,787.8787
2016-12-26,791.9,797.8,783.3,790.4,558500,784.5535
2016-12-27,788.9,809.9,787,804.85,505700,798.8966
2016-12-28,810,817.75,804.15,807.05,717200,801.0803
2016-12-29,807.1,824.9,805.3,819.35,1780000,813.2893
2016-12-30,822,830,814.9,827.95,1025900,821.8258
2017-01-02,823,834,822.3,828.5,421200,822.3717
2017-01-03,831,837,823.5,835.15,718500,828.9725
2017-01-04,835.55,860,833.05,856.95,2116800,850.6113
2017-01-05,860,869.75,840.1,844.65,2078800,838.4023
2017-01-06,835,840.3,806.75,814.4,2795700,808.376
2017-01-09,806.5,840.15,805.95,838.3,1919700,832.0992
2017-01-10,842.7,844,834.5,837.85,1306900,831.6525
2017-01-11,839.5,844.5,826.75,833.25,1383000,827.0866
2017-01-12,830.05,849.9,830.05,847.7,1645200,841.4297
2017-01-13,850.2,857.95,838.6,850.25,2286900,843.9608
2017-01-16,847.9,847.9,826.8,830.55,1214600,824.4065
2017-01-17,827,843.5,827,837.75,2049600,831.5533
2017-01-18,837.5,845.55,836.25,844.05,1084300,837.8067
2017-01-19,844,851.45,837.6,844.15,1056000,837.906
2017-01-20,840,845,833.7,838.75,1109800,832.5459
2017-01-23,834,860.5,828,857.3,1984500,850.9586
2017-01-24,842,854,826.9,848.8,3695300,842.5215
2017-01-25,853,857.3,837.55,841.25,1927800,835.0274
2017-01-26,841.25,841.25,841.25,841.25,0,835.0274
2017-01-27,844,849.9,840.65,844.2,1349500,837.9556
2017-01-30,831.1,842.4,828.1,840.25,949500,834.0348
2017-01-31,835.25,837.3,787.1,811.15,4822500,805.15
2017-02-01,805,819.5,778.65,813.95,4516600,813.95
2017-02-02,814,834.1,810.15,827.15,1880000,827.15
2017-02-03,825,835.7,816.85,830.75,1128500,830.75
2017-02-06,835,836.5,816.6,824.1,1092500,824.1
2017-02-07,824,827.7,812,815.7,1302500,815.7
2017-02-08,819,819.05,804.75,808.5,1412400,808.5
2017-02-09,810.95,822.3,802.05,819.7,1565100,819.7
2017-02-10,822.1,830,812.3,828.4,1775400,828.4
2017-02-13,831,833.65,821,827.3,604600,827.3
2017-02-14,829.2,834.45,824.5,832,1123200,832
2017-02-15,832,838.6,822.6,830.3,997800,830.3
2017-02-16,827.25,846.9,827.25,845,1720600,845
2017-02-17,850,850,831.1,839.25,1039800,839.25
2017-02-20,842,847,837.25,844,665500,844
2017-02-21,844.1,862.5,844.1,851.3,1537000,851.3
2017-02-22,852.3,865,830.55,834.2,1743600,834.2
2017-02-23,835,851,835,842.85,3388000,842.85
2017-02-24,842.85,842.85,842.85,842.85,0,842.85
2017-02-27,844.9,851.35,836.05,839.95,1192600,839.95
2017-02-28,844,846,835.85,840.1,1143000,840.1
2017-03-01,843,851,839.55,849.1,1096800,849.1
2017-03-02,850,853.5,839.3,843.75,867800,843.75
2017-03-03,844,854.8,835.15,852.9,856200,852.9
2017-03-06,850.7,867.7,846.1,855.55,1542300,855.55
2017-03-07,861.7,861.7,852.2,857.35,747000,857.35
2017-03-08,857,858,844.25,847.7,729200,847.7
2017-03-09,854,854,842.35,844.35,766900,844.35
2017-03-10,849.35,858,840.9,846.35,706300,846.35
2017-03-13,846.35,846.35,846.35,846.35,0,846.35
2017-03-14,865,865,850,853.6,1585800,853.6
2017-03-15,850.5,855.9,837.25,842.9,1239200,842.9
2017-03-16,860.8,863.9,849.6,855.4,1845200,855.4
2017-03-17,857.25,871,853,865.75,1993500,865.75
2017-03-20,871.95,879,861.15,864.35,1696400,864.35
2017-03-21,865,874.4,851.95,859.3,3683200,859.3
2017-03-22,850.7,874.7,848.5,872.75,1682100,872.75
2017-03-23,871.05,880,868.95,876.65,1424100,876.65
2017-03-24,872.3,876.5,871.15,873.05,875500,873.05
2017-03-27,868,873.2,847.05,852.15,1176900,852.15
2017-03-28,855.55,870.75,852.15,859.9,898100,859.9
2017-03-29,865.4,879.5,859.6,877.6,2121200,877.6
2017-03-30,870,881.7,865.05,875.85,1463700,875.85
2017-03-31,884,890.15,867,874.75,2157200,874.75
2017-04-03,874.1,878.25,858.5,866.25,937300,866.25
2017-04-04,866.25,866.25,866.25,866.25,0,866.25
2017-04-05,869,869,846.4,850.5,1789300,850.5
2017-04-06,848,856.55,847,853.5,1044900,853.5
2017-04-07,853.9,858.6,846.9,849.3,1029800,849.3
2017-04-10,849,857.5,831,833.05,742500,833.05
2017-04-11,835,838,826,833.8,1310200,833.8
2017-04-12,831.35,834.95,827,831.65,655900,831.65
2017-04-13,832.5,832.5,805.4,809.1,1146600,809.1
2017-04-14,809.1,809.1,809.1,809.1,0,809.1
2017-04-17,800.15,817.5,800.15,810.8,702000,810.8
2017-04-18,812,819.95,804,808.05,1014200,808.05
2017-04-19,806.5,819.55,803.95,808.6,1318100,808.6
2017-04-20,810.75,815.9,808.6,814.9,539800,814.9
2017-04-21,817,821.45,807.8,812.75,890100,812.75
