"Date","BHARTIARTL.NS.Open","BHARTIARTL.NS.High","BHARTIARTL.NS.Low","BHARTIARTL.NS.Close","BHARTIARTL.NS.Volume","BHARTIARTL.NS.Adjusted"
2016-03-04,332,336.65,327.1,329.25,1953800,327.958
2016-03-07,329.25,329.25,329.25,329.25,0,327.958
2016-03-08,329.5,334,326.75,331.5,2157300,330.199
2016-03-09,329.05,335.85,328.3,334.6,3091400,333.287
2016-03-10,332.05,338.7,331,336.3,1656000,334.98
2016-03-11,335,338.8,334,337.25,2720100,335.926
2016-03-14,335.15,342,331.8,340.75,2373000,339.412
2016-03-15,340,344.5,336,342.9,2081400,341.554
2016-03-16,341.25,344.8,335.4,338.5,3931200,337.171
2016-03-17,341.3,351.7,338.05,340.75,6449100,339.412
2016-03-18,345.8,348.25,340.05,344.3,3561600,342.948
2016-03-21,345,355,343.2,353.65,2535600,352.262
2016-03-22,354.9,356.7,344.65,350.9,3988300,349.523
2016-03-23,352,361.4,352,358.2,4611400,356.794
2016-03-24,358.2,358.2,358.2,358.2,0,356.794
2016-03-25,358.2,358.2,358.2,358.2,0,356.794
2016-03-28,358.9,361,346.85,349.8,4173300,348.427
2016-03-29,347,357.75,346.05,354.5,3671000,353.108
2016-03-30,355,359.25,351.1,353.8,3811500,352.411
2016-03-31,353.5,356.65,346.55,350.8,7144200,349.423
2016-04-01,350.2,350.2,332.2,335.45,4071100,334.133
2016-04-04,335.55,350.9,335.55,348.5,3095600,347.132
2016-04-05,346.5,346.5,329.05,330.5,4767500,329.203
2016-04-06,333.45,339.55,331.55,334.5,2737200,333.187
2016-04-07,336.1,336.3,329.25,331.25,2177200,329.95
2016-04-08,331.95,337.4,325.6,334.6,2090500,333.287
2016-04-11,341.45,350,341,348.25,4077500,346.883
2016-04-12,348.2,352.5,344.15,350.1,2784500,348.726
2016-04-13,351.05,364.5,349.6,351.25,5961200,349.871
2016-04-14,351.25,351.25,351.25,351.25,0,349.871
2016-04-15,351.25,351.25,351.25,351.25,0,349.871
2016-04-18,355.05,363,352.2,359.4,2549100,357.989
2016-04-19,359.4,359.4,359.4,359.4,0,357.989
2016-04-20,364,364.35,354.1,356.65,2929800,355.25
2016-04-21,357.85,359,351,357.25,1999100,355.848
2016-04-22,351,357.95,349.75,353.1,1315900,351.714
2016-04-25,354.3,364,354.3,358.95,3092200,357.541
2016-04-26,357.45,363.8,355.4,360.4,2348400,358.985
2016-04-27,365,381.4,362.15,373.05,7767500,371.586
2016-04-28,383.45,385,370.5,372.7,9027600,371.237
2016-04-29,371.85,372.6,360.5,363.6,4876900,362.173
2016-05-02,363,364.5,356.4,357.8,1572700,356.395
2016-05-03,358,370.5,358,368.35,3919700,366.904
2016-05-04,365.95,369.25,359.3,361.45,1697300,360.031
2016-05-05,362.5,366,351.65,354.4,2140500,353.009
2016-05-06,357,364.45,354.4,359.1,2880400,357.69
2016-05-09,360.25,367.9,358.2,366.8,1866200,365.36
2016-05-10,367.5,369.3,360.35,368.85,2642800,367.402
2016-05-11,364.5,377.45,357,358.9,4791300,357.491
2016-05-12,363,363.55,355.7,362.1,2905900,360.679
2016-05-13,362,362,353,354.9,3610400,353.507
2016-05-16,355,356.15,342.85,353.45,2700300,352.063
2016-05-17,356,359,348.6,351.2,2478000,349.821
2016-05-18,350,352.6,347.25,351.25,2182500,349.871
2016-05-19,351.25,352.8,343.4,344.8,2470400,343.446
2016-05-20,345.9,346.5,339.3,341.95,3784700,340.608
2016-05-23,346.7,348.75,341.5,345.85,1660700,344.492
2016-05-24,345.9,346.95,341.8,345.15,2067100,343.795
2016-05-25,347.1,352.5,347,351.65,1944400,350.27
2016-05-26,352,356,347.75,352.85,4752700,351.465
2016-05-27,352.95,357.6,349.55,351.25,2772100,349.871
2016-05-30,353.1,357.2,352.25,355.9,2564700,354.503
2016-05-31,356.9,357,347.15,351.4,21884200,350.021
2016-06-01,353.55,364.35,352.3,363.25,2777300,361.824
2016-06-02,361.35,368,359.8,366.2,2347400,364.762
2016-06-03,365,365.7,355.35,358.15,3314200,356.744
2016-06-06,357,359.05,347.2,348.75,4744700,347.381
2016-06-07,348.75,352.1,347.3,349.15,4022600,347.779
2016-06-08,355.6,358.25,351.6,352.65,2391900,351.266
2016-06-09,355.5,356.4,349.8,351.25,1396900,349.871
2016-06-10,349.7,353.55,347.6,351.1,1965200,349.722
2016-06-13,348.3,350.5,341.55,342.4,1965000,341.056
2016-06-14,343.2,344.5,337.35,342.65,3026900,341.305
2016-06-15,348,352.85,347,351.9,2937700,350.519
2016-06-16,351.55,351.95,341.25,346.5,2355800,345.14
2016-06-17,348,358.9,344.45,357,5039900,355.599
2016-06-20,356,366,353.8,364.5,2889300,363.069
2016-06-21,362.25,364.7,360.15,362.2,1455900,360.778
2016-06-22,363.95,367,360.85,363.05,2162700,361.625
2016-06-23,364.7,365.75,362,364.8,1266900,363.368
2016-06-24,357,360,348.7,355.85,2203700,354.453
2016-06-27,354,357.95,349.75,351.15,2430900,349.772
2016-06-28,352.35,358.5,351.8,357.1,3191700,355.698
2016-06-29,358.5,360.3,354.25,356.2,2225200,354.802
2016-06-30,358,370,355.45,366.8,3674100,365.36
2016-07-01,365.8,372.85,362.65,368.35,2620600,366.904
2016-07-04,370.55,375.9,368.9,373.35,1672400,371.884
2016-07-05,374,374,363.6,365.9,1405900,364.464
2016-07-06,365.9,365.9,365.9,365.9,0,364.464
2016-07-07,365,371.3,362.65,363.35,2348700,361.924
2016-07-08,360.75,362.25,353,355.05,1574300,353.656
2016-07-11,365.9,365.9,358.05,359.85,2196800,358.437
2016-07-12,362.4,364.5,360,363.3,1201500,361.874
2016-07-13,365.9,365.95,359.1,363.7,1450500,362.272
2016-07-14,363.6,367.7,361.85,366.95,989000,365.51
2016-07-15,365.4,379.95,365.4,378.9,2536800,377.413
2016-07-18,379.7,380,361.05,362.65,3238000,361.226
2016-07-19,359.05,368.2,357.6,364.3,3201700,362.87
2016-07-20,364.2,366.95,361.35,363.4,2564100,361.973
2016-07-21,365.9,369.7,362.5,367.85,1981300,366.406
2016-07-22,368,369.8,364.1,367.35,2307100,365.908
2016-07-25,364,372.8,363.1,371.95,1668000,370.49
2016-07-26,370,372.95,366.85,369.85,1678600,368.398
2016-07-27,370.7,377.25,368.4,372.55,2337100,371.088
2016-07-28,381.8,381.8,363.6,371.9,7405200,370.44
2016-07-29,371.9,371.9,360.45,362.05,3765400,360.629
2016-08-01,363.45,367,362.1,364,1599900,362.571
2016-08-02,361.9,364.8,355.65,357.8,3206000,356.395
2016-08-03,359.15,360.4,353.25,358.85,2245400,357.441
2016-08-04,359.8,368.75,353.05,366.25,2975100,364.812
2016-08-05,367.2,371.5,359.55,364,3838700,362.571
2016-08-08,363,364.9,349.3,351.55,4841800,350.17
2016-08-09,352.9,355.05,344.75,349.45,5168200,348.078
2016-08-10,351,353.4,345,346.45,1535900,345.09
2016-08-11,346.25,346.75,342,346.35,2485700,346.35
2016-08-12,344.25,349,344.1,347.8,2356800,347.8
2016-08-15,347.8,347.8,347.8,347.8,0,347.8
2016-08-16,348.5,351.35,339.7,342.45,3742800,342.45
2016-08-17,343.5,349.5,343.5,345.65,3222400,345.65
2016-08-18,348.4,353.9,346.85,353.15,1886700,353.15
2016-08-19,354,355,347.3,351.4,1708100,351.4
2016-08-22,351,353,346.1,350.2,886400,350.2
2016-08-23,348,355.4,344.7,353.75,2295100,353.75
2016-08-24,354,358.35,350,352.6,1631200,352.6
2016-08-25,351.25,354,344.1,346,3229300,346
2016-08-26,347.5,348.1,341.55,343.95,1127200,343.95
2016-08-29,343.5,347.75,335.25,342.6,2549000,342.6
2016-08-30,342.75,344.1,328.75,331.85,4044100,331.85
2016-08-31,332.25,336.9,328.85,331.65,6401800,331.65
2016-09-01,330,332.35,301.5,310.85,35411000,310.85
2016-09-02,308.15,320.95,306.5,318.9,15330600,318.9
2016-09-05,318.9,318.9,318.9,318.9,0,318.9
2016-09-06,318.9,322.8,312.65,321.5,7067500,321.5
2016-09-07,318.5,322.4,316.1,320.15,3414400,320.15
2016-09-08,320.15,327.2,319,324.4,3442300,324.4
2016-09-09,323.5,326.75,318.35,322.1,2956700,322.1
2016-09-12,317.9,321.95,314.1,318.05,3149800,318.05
2016-09-13,318.05,318.05,318.05,318.05,0,318.05
2016-09-14,317.1,323.25,317.1,319.85,2004600,319.85
2016-09-15,319.05,325,316.9,322.7,2074000,322.7
2016-09-16,322.1,326.5,321.1,323.6,3230800,323.6
2016-09-19,323,325,321.05,324.15,1529600,324.15
2016-09-20,324,324,317.7,319.2,2739900,319.2
2016-09-21,320.4,323,318.8,321.85,1663300,321.85
2016-09-22,323.6,327.95,322.65,327,1480500,327
2016-09-23,326,330,324,326.95,2135800,326.95
2016-09-26,326,328.7,319.1,320.35,2155100,320.35
2016-09-27,321.9,321.9,314.05,314.8,2244400,314.8
2016-09-28,313.55,323.45,311.1,321.75,2941300,321.75
2016-09-29,322.5,323.7,314.1,315.7,6256100,315.7
2016-09-30,315.75,316.5,308.1,314,5727600,314
2016-10-03,314,320,314,318.7,1507500,318.7
2016-10-04,317.5,324.85,316.1,324,2621100,324
2016-10-05,322,326.15,320.6,321.7,1297500,321.7
2016-10-06,324.95,325.25,319.1,322.3,1569300,322.3
2016-10-07,322.6,324.45,317.2,319.45,1331200,319.45
2016-10-10,318.1,319.9,315,315.9,2421800,315.9
