"Date","DABUR.NS.Open","DABUR.NS.High","DABUR.NS.Low","DABUR.NS.Close","DABUR.NS.Volume","DABUR.NS.Adjusted"
2016-04-27,266,274.5,264.25,272.5,1220700,270.47823
2016-04-28,275,275,262.79999,269.64999,4787900,267.64937
2016-04-29,273.04999,279.39999,271.14999,275.79999,3459500,273.75373
2016-05-02,275.5,299.95001,274.39999,296.14999,4131600,293.95275
2016-05-03,296.14999,296.60001,287.20001,290.39999,1696500,288.24542
2016-05-04,288.04999,289.89999,279.45001,281.25,1793700,279.16331
2016-05-05,283.54999,289,280.10001,282.60001,1146600,280.5033
2016-05-06,283,293,283,290.20001,2197100,288.04692
2016-05-09,291.39999,295,285.89999,287.75,1338600,285.61508
2016-05-10,288.10001,292.5,288.10001,290.14999,1651200,287.99727
2016-05-11,290,293.70001,287.10001,293.10001,1119100,290.9254
2016-05-12,293.54999,295.39999,289.25,291.39999,836900,289.238
2016-05-13,289.5,293.70001,283.70001,289.5,1261200,287.3521
2016-05-16,289,289.85001,282.60001,284.95001,947300,282.83587
2016-05-17,285.89999,286.89999,280.35001,281.20001,1094400,279.11369
2016-05-18,278.20001,287.5,278.20001,286.35001,873500,284.22548
2016-05-19,288.79999,290.25,279.79999,281.54999,1332200,279.46107
2016-05-20,282.95001,285.10001,276.20001,277.10001,926100,275.0441
2016-05-23,279.85001,286.29999,275.5,285.60001,1445700,283.48104
2016-05-24,287.29999,289.79999,281.04999,283.10001,1028700,280.99959
2016-05-25,284.35001,289.45001,282.75,288.70001,724700,286.55805
2016-05-26,289.54999,295,289.5,294.39999,1385000,292.21574
2016-05-27,295.70001,300.89999,292.5,295.79999,1332700,293.60534
2016-05-30,295.54999,299.89999,292,298.29999,794100,296.0868
2016-05-31,298,298,288.25,289.70001,2638600,287.55063
2016-06-01,289.89999,293,288.54999,290.10001,887900,287.94765
2016-06-02,290,300,289.04999,299.29999,1923400,297.07938
2016-06-03,300,306.85001,297.79999,305.89999,2262800,303.63042
2016-06-06,307,311.89999,302.14999,303.25,2192800,301.00008
2016-06-07,305.39999,309,303.20001,307.60001,1058400,305.31781
2016-06-08,307.89999,309.89999,305.60001,307.64999,671300,305.36743
2016-06-09,307.64999,309,302.25,303.35001,558700,301.09935
2016-06-10,305,305.95001,300.39999,301.54999,1645200,299.31268
2016-06-13,298,305,297.14999,303.45001,1650600,301.19861
2016-06-14,303,308.39999,302.45001,307.89999,1015200,305.61558
2016-06-15,308,313.20001,307.25,312.25,1098500,309.93331
2016-06-16,312.20001,315.25,311,314.10001,829700,311.76959
2016-06-17,315.20001,316.70001,311.75,315.14999,1060700,312.81179
2016-06-20,313.54999,316,311.79999,313.25,1061400,310.92589
2016-06-21,312.89999,314.45001,307.89999,309.79999,1068700,307.50147
2016-06-22,309.04999,313.75,308.60001,309.79999,685000,307.50147
2016-06-23,309,310.79999,304.95001,306.70001,1101100,304.4245
2016-06-24,303.54999,312.20001,298.04999,310.85001,1123500,308.5437
2016-06-27,312,319.5,311,318.89999,1204700,316.53396
2016-06-28,319.79999,320,311.79999,313,1685000,310.67774
2016-06-29,312.89999,316.20001,301.45001,304.39999,3337400,303.10994
2016-06-30,308,310.25,304.60001,308.64999,1919500,307.34193
2016-07-01,308.64999,314,308.64999,310.79999,1160000,309.48281
2016-07-04,310.79999,312.20001,306.10001,307.95001,901000,306.64492
2016-07-05,309,311,307.20001,308,676000,306.69469
2016-07-06,308,308,308,308,0,306.69469
2016-07-07,308,315.45001,307.54999,314.60001,2030700,313.26673
2016-07-08,316.35001,316.35001,312.14999,312.79999,1339000,311.47434
2016-07-11,313.14999,317.75,313.14999,315.10001,1281700,313.76461
2016-07-12,315.25,316.39999,310.39999,313.89999,777900,312.56968
2016-07-13,314.20001,318.5,313.14999,317.20001,1953500,315.85572
2016-07-14,319.85001,320,312.5,313.75,1073600,312.42032
2016-07-15,313.04999,319.95001,310.89999,312,754400,310.67774
2016-07-18,313.25,316,311.25,313.75,535600,312.42032
2016-07-19,315,316,303.39999,310.75,1630500,309.43304
2016-07-20,309.95001,311.5,302.04999,304,1739000,302.71165
2016-07-21,306.95001,307.45001,300.70001,305.10001,882000,303.80699
2016-07-22,303.20001,308.85001,302.89999,307.60001,1330300,306.29639
2016-07-25,307.70001,310.75,304.5,306.85001,1147000,305.54957
2016-07-26,307,307.54999,302.5,303,679200,301.71588
2016-07-27,303.95001,310.5,296.14999,307.64999,4599100,306.34617
2016-07-28,305.60001,309.89999,303.20001,307.60001,3387800,306.29639
2016-07-29,307.95001,307.95001,303.04999,303.60001,1342000,302.31335
