"Date","ADANIPOWER.NS.Open","ADANIPOWER.NS.High","ADANIPOWER.NS.Low","ADANIPOWER.NS.Close","ADANIPOWER.NS.Volume","ADANIPOWER.NS.Adjusted"
2016-09-27,27.6,27.75,27.25,27.35,2352000,27.35
2016-09-28,27.3,27.6,27.3,27.35,2776000,27.35
2016-09-29,27.45,27.65,24.8,25.05,9492800,25.05
2016-09-30,25.1,25.2,24.6,24.9,10570300,24.9
2016-10-03,25.15,25.75,25.1,25.65,4165000,25.65
2016-10-04,25.65,26.05,25.6,25.75,3477000,25.75
2016-10-05,25.95,26.05,25.65,25.7,2715900,25.7
2016-10-06,25.9,26.4,25.25,25.4,5161300,25.4
2016-10-07,25.4,26.1,25.2,25.9,11783800,25.9
2016-10-10,25.95,26.25,25.75,25.9,2942500,25.9
2016-10-11,25.9,25.9,25.9,25.9,0,25.9
2016-10-12,25.9,25.9,25.9,25.9,0,25.9
2016-10-13,25.8,25.85,25,25.2,4404500,25.2
2016-10-14,25.35,26.2,25.25,26.05,10051100,26.05
2016-10-17,26.15,26.9,25.5,26.5,13293800,26.5
2016-10-18,26.7,27.15,26.5,26.65,12067200,26.65
2016-10-19,26.65,27.35,26.6,27.05,13151300,27.05
2016-10-20,27.15,27.8,27.1,27.65,12525000,27.65
2016-10-21,27.6,27.85,27.4,27.7,5931500,27.7
2016-10-24,27.95,28.2,26.7,26.95,15065700,26.95
2016-10-25,26.95,27.1,25.6,25.8,24281600,25.8
2016-10-26,25.9,26.6,25.7,25.95,7422800,25.95
2016-10-27,26,27.25,25.7,26.8,119562500,26.8
2016-10-28,26.3,27.65,26.15,27.35,17439500,27.35
2016-10-31,27.35,27.35,27.35,27.35,0,27.35
2016-11-01,27.3,27.65,27.05,27.15,6203400,27.15
2016-11-02,26.9,26.95,26.45,26.55,4950400,26.55
2016-11-03,26.45,26.95,26.15,26.25,4680600,26.25
2016-11-04,26.35,26.65,25.2,25.35,7184900,25.35
2016-11-07,25.75,26.35,25.6,25.8,5186100,25.8
2016-11-08,26,26.05,25.55,25.9,3897600,25.9
2016-11-09,24.2,24.85,23.15,24.6,11174900,24.6
2016-11-10,25.5,26.3,25.15,25.85,6827300,25.85
2016-11-11,25.75,25.75,24.85,25.1,5230800,25.1
2016-11-14,25.1,25.1,25.1,25.1,0,25.1
2016-11-15,25,25.2,24.2,24.35,5384400,24.35
2016-11-16,24.5,24.8,24,24.05,3179200,24.05
2016-11-17,24.15,24.9,24,24.45,3567500,24.45
2016-11-18,24.5,24.75,24.3,24.55,1890000,24.55
2016-11-21,24.6,25,23.65,23.9,3997000,23.9
2016-11-22,24,24.25,23.7,24,3315700,24
2016-11-23,24.3,24.9,24,24.7,6519200,24.7
2016-11-24,24.7,24.7,23.75,24.05,7691600,24.05
2016-11-25,24.55,24.7,24.25,24.45,2893800,24.45
2016-11-28,24.45,27.45,24.4,27.25,22439100,27.25
2016-11-29,27.25,28.55,26.85,28.3,22269100,28.3
2016-11-30,28.5,28.9,28,28.7,16057600,28.7
2016-12-01,28.7,29.75,28.25,29.1,16697800,29.1
2016-12-02,29,29.65,28.45,29.15,13615500,29.15
2016-12-05,29,31.6,28.85,31.1,20036200,31.1
2016-12-06,32.05,32.65,31.7,32.25,22469900,32.25
2016-12-07,32.25,34.05,31.15,31.8,38412000,31.8
2016-12-08,32.15,32.35,31.3,31.75,11056000,31.75
2016-12-09,31.9,32.2,31.4,31.8,6699600,31.8
2016-12-12,32.05,32.85,31.5,32,8088200,32
2016-12-13,32,32.55,31.65,32.3,6566000,32.3
2016-12-14,32.4,32.5,31.8,31.85,3890500,31.85
2016-12-15,31.5,32.85,31.4,32.6,10015700,32.6
2016-12-16,32.9,32.9,31.8,31.95,6202800,31.95
2016-12-19,31.95,32.2,31.4,31.5,5288900,31.5
2016-12-20,31.75,31.85,30.1,30.35,6760300,30.35
2016-12-21,30.5,31.15,30.35,30.55,3608800,30.55
2016-12-22,30.5,30.55,29.2,29.35,6118400,29.35
2016-12-23,29.5,29.7,28.65,29.15,8273900,29.15
2016-12-26,29.15,29.2,27.75,27.9,5153900,27.9
2016-12-27,28,29.5,27.3,28.55,6931600,28.55
2016-12-28,28.8,29.35,28.4,28.85,5836500,28.85
2016-12-29,28.85,30.5,28.75,30.2,9591300,30.2
2016-12-30,30.3,30.7,29.9,30.05,15449200,30.05
2017-01-02,30.05,30.8,29.1,30.6,15128200,30.6
2017-01-03,30.75,30.95,30.2,30.65,4458500,30.65
2017-01-04,30.85,31.8,30.75,31.65,9124400,31.65
2017-01-05,31.65,32.75,31.65,32.6,7912100,32.6
2017-01-06,32.7,33.1,32.1,32.7,9754500,32.7
2017-01-09,32.85,33,32.35,32.9,4950900,32.9
2017-01-10,33,33.65,32.9,33.5,7483000,33.5
2017-01-11,34.1,35.25,33.8,35.15,12512400,35.15
2017-01-12,35.35,36.95,34.2,36.45,21478200,36.45
2017-01-13,36.45,37.05,35.75,36.15,12810400,36.15
2017-01-16,36.15,36.9,35.7,36.15,8874600,36.15
2017-01-17,36.4,37.3,35.95,37,10535800,37
2017-01-18,37.4,38.15,37.1,37.85,14686400,37.85
2017-01-19,37.55,38.9,37.55,38.75,14886300,38.75
2017-01-20,38.7,39.05,33.9,34.35,38401400,34.35
2017-01-23,33.8,35.1,33.5,34.75,20240100,34.75
2017-01-24,34.8,35.4,34.65,35.2,11106500,35.2
2017-01-25,35.1,35.6,34.7,35.35,9405500,35.35
2017-01-26,35.35,35.35,35.35,35.35,0,35.35
2017-01-27,35.75,37.35,35.5,36.6,14043700,36.6
2017-01-30,36.6,36.6,35.15,36.05,7780000,36.05
2017-01-31,36.05,37.5,35.95,36.25,13522400,36.25
2017-02-01,36.5,37.05,35.15,36.8,15202400,36.8
2017-02-02,36.85,37.6,36.3,37,11564500,37
2017-02-03,37,37.45,36.1,36.65,5814800,36.65
2017-02-06,36.85,37.6,36.7,37.2,6158200,37.2
2017-02-07,37.2,37.2,36.1,36.45,3741200,36.45
2017-02-08,36.75,37.05,35.85,36.7,3271700,36.7
2017-02-09,37,37.65,36.25,36.75,12223700,36.75
2017-02-10,36.95,37.1,36.45,36.6,4516700,36.6
2017-02-13,36.8,37.2,35.7,36.35,6031700,36.35
2017-02-14,36.55,36.6,35.85,36.05,5699000,36.05
2017-02-15,35.95,36.05,34.25,34.65,10004500,34.65
2017-02-16,34.9,35.35,34.35,35.1,4118300,35.1
2017-02-17,35.3,35.65,34.35,34.85,4955500,34.85
2017-02-20,34.85,36.1,34.65,35.8,7092800,35.8
2017-02-21,35.6,35.9,35.3,35.75,5616700,35.75
2017-02-22,35.75,37.7,35.7,36.7,9119300,36.7
2017-02-23,36.7,38.6,36.05,38.3,18395900,38.3
2017-02-24,38.3,38.3,38.3,38.3,0,38.3
2017-02-27,38.55,39.3,38.4,38.7,8398600,38.7
2017-02-28,38.6,39.2,38.3,38.6,3993500,38.6
2017-03-01,38.75,39.05,38.2,38.6,4782600,38.6
2017-03-02,38.65,38.9,36.5,36.7,5014900,36.7
2017-03-03,36.8,37.4,36.3,37.05,3243200,37.05
2017-03-06,37.1,38.9,36.9,38.55,6301100,38.55
2017-03-07,39.95,41.3,39.15,40.45,27114700,40.45
2017-03-08,40.5,40.55,38.15,38.5,13102800,38.5
2017-03-09,38.5,38.55,37.35,37.85,8906800,37.85
2017-03-10,38.1,39.2,38,38.3,7767100,38.3
2017-03-13,38.3,38.3,38.3,38.3,0,38.3
2017-03-14,40,40.5,39.2,39.5,11383200,39.5
2017-03-15,39.05,39.4,38.65,38.9,10180900,38.9
2017-03-16,38.9,40,38.9,39.9,9915600,39.9
2017-03-17,40.15,40.35,39.2,39.55,8885200,39.55
2017-03-20,39.75,41.1,39.1,40.3,17813200,40.3
2017-03-21,40.35,40.5,39.35,39.95,8941200,39.95
2017-03-22,39.65,39.9,39.05,39.4,4346700,39.4
2017-03-23,39.35,40.1,39.3,39.95,6163100,39.95
2017-03-24,39.95,40.3,39.3,39.45,6540700,39.45
2017-03-27,39.45,39.6,38.85,39.15,4916900,39.15
2017-03-28,39.5,40.6,39.15,39.9,9950100,39.9
2017-03-29,40.1,40.45,39.9,40,5290600,40
2017-03-30,40.25,40.4,39.7,39.9,14718400,39.9
2017-03-31,40.3,40.4,39.8,39.9,5868900,39.9
2017-04-03,40.15,41.15,39.85,40.7,8398600,40.7
2017-04-04,40.7,40.7,40.7,40.7,0,40.7
2017-04-05,40.75,42.6,40.75,42.15,13506800,42.15
2017-04-06,42.35,44.65,42.2,44.3,18849000,44.3
2017-04-07,44.55,44.55,43.35,43.65,8906800,43.65
2017-04-10,44.95,45.2,43.55,44.25,9812700,44.25
2017-04-11,44.35,46.35,35.4,37.2,124933400,37.2
2017-04-12,36.4,36.55,32.9,33.9,71876300,33.9
2017-04-13,33.3,33.8,31.7,32.9,59070000,32.9
2017-04-14,32.9,32.9,32.9,32.9,0,32.9
2017-04-17,32.8,33.8,32.65,32.9,29471300,32.9
2017-04-18,32.9,34.8,32.9,33.25,40907200,33.25
2017-04-19,33.2,33.8,32.8,33.1,17441800,33.1
2017-04-20,33.1,33.5,32.95,33.05,8099400,33.05
2017-04-21,33.15,33.45,32.5,32.7,9588500,32.7
