"Date","CESC.NS.Open","CESC.NS.High","CESC.NS.Low","CESC.NS.Close","CESC.NS.Volume","CESC.NS.Adjusted"
2016-11-16,584.5,595.95,578.2,588.35,435500,581.61
2016-11-17,582.25,598.2,579,593.5,253500,586.7
2016-11-18,598,604.9,590.05,595,327200,588.18
2016-11-21,595,603.7,573.65,578.3,698600,571.67
2016-11-22,578.55,586.85,564.1,574.9,374100,568.31
2016-11-23,579,582,565.4,568.75,408200,562.23
2016-11-24,569,582,555.25,568.4,832700,561.89
2016-11-25,573.9,578.9,568,574.6,144600,568.02
2016-11-28,581,589,572.3,584.6,238700,577.9
2016-11-29,583.55,592.85,581.05,584.4,213600,577.7
2016-11-30,586,590.9,583.1,586.3,150400,579.58
2016-12-01,586.35,603.9,585.2,595.05,671500,588.23
2016-12-02,590,596.4,574.75,578,382500,571.38
2016-12-05,578,585,569.1,581.3,137300,574.64
2016-12-06,587,596.4,582.65,589.4,182000,582.65
2016-12-07,595.85,595.85,581.55,587.8,138800,581.06
2016-12-08,589,597.2,589,594.25,196400,587.44
2016-12-09,599.8,629.8,595,625.35,651800,618.18
2016-12-12,617.1,634.9,609.1,622.5,984300,615.37
2016-12-13,627.95,638,621.8,626.45,680300,619.27
2016-12-14,629,630.8,612.1,614.8,395600,607.76
2016-12-15,610,630,608.75,627.4,507900,620.21
2016-12-16,628,630,619.55,626.05,209600,618.88
2016-12-19,626.8,634.9,620.2,628.05,402100,620.85
2016-12-20,628.8,636.5,617.7,620.75,388100,613.64
2016-12-21,625.4,628.4,621,622.65,149600,615.52
2016-12-22,616.1,622.75,608.35,614.35,154000,607.31
2016-12-23,615,626.9,608.65,620.55,371700,613.44
2016-12-26,621.6,624.75,601.2,609.5,498500,602.52
2016-12-27,607,630.4,604.3,627.95,391600,620.75
2016-12-28,630.4,642.95,627,632.35,696700,625.1
2016-12-29,639.7,640.65,629.3,637.6,530200,630.29
2016-12-30,641,646.45,634,638.5,334900,631.18
2017-01-02,638.5,650.55,638.5,645.05,321600,637.66
2017-01-03,649.8,649.8,636.3,643.95,246300,636.57
2017-01-04,640.8,654.75,640.8,646.35,341100,638.94
2017-01-05,646.9,654.6,645,647.2,233400,639.78
2017-01-06,648.95,651.6,638,640.2,206400,632.86
2017-01-09,640.2,649.75,638.2,647.75,239500,640.33
2017-01-10,649.8,660.6,644,655.85,531500,648.34
2017-01-11,656.15,669.8,655.55,667.55,488000,659.9
2017-01-12,668.95,673.25,660.8,664.55,401800,656.94
2017-01-13,666,679.65,662.5,674.4,505200,666.67
2017-01-16,675,692.6,670.65,689.15,456300,681.25
2017-01-17,690,692,677.55,679.9,461500,672.11
2017-01-18,683.5,700.7,677,687.8,802200,679.92
2017-01-19,688.95,691,680.1,685.4,280600,677.55
2017-01-20,688.75,704,681.15,687.4,987800,679.52
2017-01-23,687.1,702.5,684,697.25,450500,689.26
2017-01-24,698.55,743.7,692.55,736.25,1665000,727.81
2017-01-25,736.15,742,724.2,736.75,827400,728.31
2017-01-26,736.75,736.75,736.75,736.75,0,728.31
2017-01-27,737.5,750.8,732.25,735.5,614900,727.07
2017-01-30,733,745,722.5,740.15,320000,731.67
2017-01-31,746,747,728,738.15,598300,729.69
2017-02-01,732,767.2,728.7,762.85,488400,754.11
2017-02-02,760,766.2,752.85,760.4,267500,751.69
2017-02-03,755.2,777.55,749,772.15,527800,763.3
2017-02-06,777.4,782.2,764.8,772.45,506800,763.6
2017-02-07,780,813.7,771.65,804.85,788000,795.63
2017-02-08,809.95,820,790.95,806.1,932000,796.86
2017-02-09,810,831,804.1,827.65,1410500,818.17
2017-02-10,829,848.75,810,841.55,1975100,831.91
2017-02-13,842,868.5,841,866.15,1632700,856.23
2017-02-14,870.95,871,850,856.95,837700,847.13
2017-02-15,853.7,860.25,838.35,847.3,798900,837.59
2017-02-16,843,858.5,842,853.6,415200,843.82
2017-02-17,859,874.4,855.45,859.75,691300,849.9
2017-02-20,862.7,871,852.35,866.65,424500,856.72
2017-02-21,870,879,862.6,875.05,410400,865.02
2017-02-22,874.35,886,869.65,872.75,518900,862.75
2017-02-23,862.9,865,850.55,856.1,644500,856.1
2017-02-24,856.1,856.1,856.1,856.1,0,856.1
2017-02-27,846.5,859,836.5,842.25,377400,842.25
2017-02-28,840.8,848.4,832.05,840.4,507200,840.4
2017-03-01,847,847.65,819.3,827.6,477700,827.6
2017-03-02,836.5,839.7,805.9,810.6,413400,810.6
2017-03-03,810,831,801.75,821.85,546800,821.85
2017-03-06,820.5,830.3,812.3,826.95,566200,826.95
2017-03-07,834.5,834.5,814,818,549300,818
2017-03-08,820.95,822.6,803.85,810.65,261000,810.65
2017-03-09,815,817.95,805.2,812.2,205100,812.2
2017-03-10,819.5,819.75,790.75,795.65,314500,795.65
2017-03-13,795.65,795.65,795.65,795.65,0,795.65
2017-03-14,811.15,827.4,799.5,821.2,741600,821.2
2017-03-15,824.65,829.8,816.65,818.8,449400,818.8
2017-03-16,820,846.65,819.4,838.85,736500,838.85
2017-03-17,844,846,825.1,830.75,425600,830.75
2017-03-20,834.8,835.95,820,831.2,356300,831.2
2017-03-21,834,856.8,832.9,838.5,801500,838.5
2017-03-22,836.4,849.65,828,831.65,733500,831.65
2017-03-23,834.5,839,829.4,833.45,388000,833.45
2017-03-24,837.55,837.8,825.45,828.35,366800,828.35
2017-03-27,831.95,831.95,818.1,821.9,516900,821.9
2017-03-28,825,834.45,822.5,829.95,625800,829.95
2017-03-29,830,835.45,823.9,831.35,507700,831.35
2017-03-30,835.8,854,827.4,843.7,814400,843.7
2017-03-31,853.8,863.6,838.1,841.2,769900,841.2
2017-04-03,842,860.95,834.95,857.8,757200,857.8
2017-04-04,857.8,857.8,857.8,857.8,0,857.8
2017-04-05,863.5,863.5,846.2,848.5,594300,848.5
2017-04-06,848.5,848.7,829.4,837.5,685200,837.5
2017-04-07,837.8,854.4,832.4,842.45,497600,842.45
2017-04-10,852,856,839.9,841.55,789600,841.55
2017-04-11,845.8,849.8,838,840.8,4e+05,840.8
2017-04-12,843.9,845.75,829.5,835.3,343900,835.3
2017-04-13,833,841,827.65,829.4,397300,829.4
2017-04-14,829.4,829.4,829.4,829.4,0,829.4
2017-04-17,830,843.75,830,841,184500,841
2017-04-18,847,879,843.2,859.8,1088200,859.8
2017-04-19,864,915.8,863,892.1,4428300,892.1
2017-04-20,899.1,914.65,894,899,1282900,899
2017-04-21,904.9,924,899.15,912.15,1282000,912.15
