"Date","TATAPOWER.NS.Open","TATAPOWER.NS.High","TATAPOWER.NS.Low","TATAPOWER.NS.Close","TATAPOWER.NS.Volume","TATAPOWER.NS.Adjusted"
2016-09-06,79.3,79.5,78.05,78.5,3986700,77.2
2016-09-07,77.35,77.8,76.15,76.7,4132400,76.7
2016-09-08,76.8,77.85,76.8,77.55,5396800,77.55
2016-09-09,77.5,78.5,76.9,77.2,3383900,77.2
2016-09-12,76.5,76.5,73.55,74.3,3976800,74.3
2016-09-13,74.3,74.3,74.3,74.3,0,74.3
2016-09-14,73.95,76.25,73.6,75.35,4303000,75.35
2016-09-15,76.35,76.95,74.55,74.8,4190100,74.8
2016-09-16,75.1,75.9,74.65,75.45,5836400,75.45
2016-09-19,75.7,77.3,74.05,76.85,5397800,76.85
2016-09-20,77.4,77.45,75.3,75.75,4918400,75.75
2016-09-21,75.75,76.7,75.5,76.25,5084900,76.25
2016-09-22,76.8,76.8,75.7,75.95,2402800,75.95
2016-09-23,76.2,76.25,75.2,75.6,4724600,75.6
2016-09-26,75.4,76.65,75.3,75.85,4237300,75.85
2016-09-27,75.75,75.95,74.05,74.9,6149100,74.9
2016-09-28,75,76.3,74.9,76.1,4637600,76.1
2016-09-29,76.5,76.55,71.75,73.65,11226200,73.65
2016-09-30,72.7,75.85,72.6,75.4,5403300,75.4
2016-10-03,75.5,76.8,75.4,76.45,2908800,76.45
2016-10-04,76.9,78.2,76.5,77.45,4695400,77.45
2016-10-05,77.7,79,77.55,78.3,6805300,78.3
2016-10-06,78.15,80.75,77.9,79.05,5917900,79.05
2016-10-07,79,81.1,78.25,80.7,4301600,80.7
2016-10-10,81,82,80.7,80.85,3776100,80.85
2016-10-11,80.85,80.85,80.85,80.85,0,80.85
2016-10-12,80.85,80.85,80.85,80.85,0,80.85
2016-10-13,80.95,80.95,77.3,77.7,3527700,77.7
2016-10-14,77.8,78.85,77.7,78.4,2071600,78.4
2016-10-17,78.15,78.75,77.4,77.55,2024500,77.55
2016-10-18,77.65,78.95,77.65,78.75,2658600,78.75
2016-10-19,78.85,81.8,78.65,81.25,3816100,81.25
2016-10-20,81,83.5,80.85,81.95,4880100,81.95
2016-10-21,82,84,81.5,83.6,4707200,83.6
2016-10-24,83.65,84.4,83.4,83.65,4203500,83.65
2016-10-25,82,83.3,81.2,82.4,3720700,82.4
2016-10-26,82,82.1,80,80.85,4997000,80.85
2016-10-27,77.45,80,77.45,79.55,10205400,79.55
2016-10-28,79.2,81.4,78.15,78.3,8118500,78.3
2016-10-31,78.3,78.3,78.3,78.3,0,78.3
2016-11-01,78,79.5,76.55,78.15,6868500,78.15
2016-11-02,77.5,78.1,76.8,77.05,2066800,77.05
2016-11-03,76.95,78.5,76.15,76.7,2997400,76.7
2016-11-04,76.4,77.35,74,74.6,3582000,74.6
2016-11-07,75.25,76.4,74.95,75.35,2464700,75.35
2016-11-08,75.7,77.25,74.1,74.4,2120800,74.4
2016-11-09,71,72.75,67,71.7,4934400,71.7
2016-11-10,72.9,75.35,72.4,74.45,4391000,74.45
2016-11-11,74.75,74.75,71.6,72.1,3712900,72.1
2016-11-14,72.1,72.1,72.1,72.1,0,72.1
2016-11-15,72.5,72.5,68.6,69.25,4954900,69.25
2016-11-16,69.7,71.35,69.3,70.7,4243000,70.7
2016-11-17,71.5,72.55,69.95,70.15,3410100,70.15
2016-11-18,70.6,70.95,69.45,70.05,4256700,70.05
2016-11-21,70.15,70.5,68.05,68.6,6898200,68.6
2016-11-22,69.1,69.7,68.4,68.95,3736600,68.95
2016-11-23,69.7,69.85,68.75,69.3,3746400,69.3
2016-11-24,69,70.05,68.5,69.4,7541300,69.4
2016-11-25,69.55,70.8,69.3,70.05,1479400,70.05
2016-11-28,70.5,73.2,70.1,72.7,4400600,72.7
2016-11-29,73.35,73.45,72,72.25,4671900,72.25
2016-11-30,72.2,74.5,70.9,74.05,10053500,74.05
2016-12-01,74.8,75.1,72.5,72.85,4458500,72.85
2016-12-02,72.65,74.65,72.3,73.45,6273500,73.45
2016-12-05,73.45,74.35,72.75,73.15,3703900,73.15
2016-12-06,74.9,75.8,74.35,75.2,8017400,75.2
2016-12-07,75.3,78,73.9,74.3,14527200,74.3
2016-12-08,75,75.8,74.8,75.55,3878700,75.55
2016-12-09,75.7,77.5,75.15,77.05,9503900,77.05
2016-12-12,76.85,77,75.65,76.65,4574900,76.65
2016-12-13,77.95,78,76.6,77.6,3380600,77.6
2016-12-14,77.9,78.9,77.35,78.7,8826400,78.7
2016-12-15,78,80.25,77.65,78.15,18054400,78.15
2016-12-16,78.4,78.45,76.3,76.6,3776000,76.6
2016-12-19,76.6,78,76.55,77.15,2739900,77.15
2016-12-20,77.7,79.3,76.3,76.55,4427900,76.55
2016-12-21,77.05,77.3,75.7,76.05,4125500,76.05
2016-12-22,75.8,76.35,74.4,74.75,1979300,74.75
2016-12-23,75.5,75.5,72.55,73.95,3375400,73.95
2016-12-26,73.8,74.25,73.3,73.5,2706300,73.5
2016-12-27,73.5,73.9,72.85,73.6,1190900,73.6
2016-12-28,73.7,74.95,73.65,73.9,1410500,73.9
2016-12-29,73.95,75.95,73.5,75.15,2634400,75.15
2016-12-30,76.2,78.05,75,75.9,5312600,75.9
2017-01-02,75.9,76.3,75.2,75.4,2053500,75.4
2017-01-03,75.8,76.35,75.05,75.65,2334200,75.65
2017-01-04,75.8,76.7,75.35,75.8,2803900,75.8
2017-01-05,76.1,77,76,76.85,2567500,76.85
2017-01-06,77.4,77.8,76.8,77.1,2891400,77.1
2017-01-09,77.4,77.4,76.25,76.4,1185500,76.4
2017-01-10,76.3,77.35,76.3,77.1,2121600,77.1
2017-01-11,77.9,77.95,76.7,76.85,2098600,76.85
2017-01-12,77,80.25,77,79.3,10133200,79.3
2017-01-13,80,80.2,78.65,79.3,4239200,79.3
2017-01-16,79.5,79.65,77.55,77.75,2584500,77.75
2017-01-17,78.15,78.5,77.45,77.85,1536400,77.85
2017-01-18,78.05,79.15,77.9,78.65,2845200,78.65
2017-01-19,79.25,79.55,78.5,79.3,4536800,79.3
2017-01-20,79,79.35,77.15,77.55,2916400,77.55
2017-01-23,77.5,78.55,77.3,77.55,4403300,77.55
2017-01-24,77.65,80.4,77.6,79.9,2965200,79.9
2017-01-25,80.05,81.3,79.3,80.1,5123900,80.1
2017-01-26,80.1,80.1,80.1,80.1,0,80.1
2017-01-27,80.2,81.5,80.1,81,2690700,81
2017-01-30,81,81.8,80.25,80.55,1829000,80.55
2017-01-31,80.5,82.75,79.4,79.8,5627700,79.8
2017-02-01,80.1,80.8,79,80.5,2843700,80.5
2017-02-02,80.7,82,79.45,80.45,2895200,80.45
2017-02-03,81.05,82,80.25,80.65,2963900,80.65
2017-02-06,81.05,82.5,80.85,82.25,2498800,82.25
2017-02-07,82.45,82.6,80.7,81.2,2860700,81.2
2017-02-08,81.3,82.4,81,81.65,3418300,81.65
2017-02-09,82,82.5,80.55,81.6,3367700,81.6
2017-02-10,82,83,81,81.6,7624400,81.6
2017-02-13,82,83.65,81.5,83.4,3417000,83.4
2017-02-14,83.7,84.15,82.65,83.5,3619600,83.5
2017-02-15,83.5,84.15,81.25,81.7,2627300,81.7
2017-02-16,82,83.45,81.1,83.15,2925700,83.15
2017-02-17,83.7,85,82.7,84.1,4841200,84.1
2017-02-20,84.45,86,84.15,85.35,4558800,85.35
2017-02-21,85.95,85.95,83.8,84.25,3393300,84.25
2017-02-22,84.2,85.8,83.4,84.15,3266600,84.15
2017-02-23,84.05,85.5,83,83.45,5234900,83.45
2017-02-24,83.45,83.45,83.45,83.45,0,83.45
2017-02-27,83.8,84,82.45,82.7,2257500,82.7
2017-02-28,82.85,84.6,82.35,82.6,4371200,82.6
2017-03-01,82.75,83.3,81.65,81.95,3931600,81.95
2017-03-02,82.35,82.7,80.75,81.05,2051100,81.05
2017-03-03,80.95,82.95,80.8,81.9,5871200,81.9
2017-03-06,82,82.75,81.9,82.45,4706500,82.45
2017-03-07,82.9,83.75,82.7,83,7309700,83
2017-03-08,83.25,83.35,81.95,82.1,3008700,82.1
2017-03-09,82,82.65,81.5,82.2,4968100,82.2
2017-03-10,82.3,83.2,81.3,81.95,1925900,81.95
2017-03-13,81.95,81.95,81.95,81.95,0,81.95
2017-03-14,84,84,82.4,83.65,3935400,83.65
2017-03-15,84,85.75,83.45,85.05,6653300,85.05
2017-03-16,85.5,86.65,84,86.2,3900900,86.2
2017-03-17,87,87.2,85.7,86.35,5676600,86.35
2017-03-20,86.5,87.9,86.3,87.15,4079000,87.15
2017-03-21,87.8,87.9,86.5,87.65,3260800,87.65
2017-03-22,87,87.5,86.3,86.95,3390600,86.95
2017-03-23,87.05,87.7,86.7,87.1,4769600,87.1
2017-03-24,87.65,88.1,86.05,86.55,4159100,86.55
2017-03-27,86.65,87.6,85.55,87.3,5247300,87.3
2017-03-28,87.3,89.2,86.65,88.8,6485400,88.8
2017-03-29,90,91.15,89.8,90,8268700,90
2017-03-30,90,90.9,89.4,89.9,9240900,89.9
2017-03-31,90.5,91,88.55,90.35,5424600,90.35
2017-04-03,90.7,90.7,88.95,89.2,3693200,89.2
2017-04-04,89.2,89.2,89.2,89.2,0,89.2
2017-04-05,89.25,89.7,87.85,88.2,6266000,88.2
2017-04-06,88.1,88.2,86.65,87.3,4469600,87.3
2017-04-07,87,88.15,86.2,87.5,5373900,87.5
2017-04-10,87.8,87.85,86.85,87.05,5509700,87.05
2017-04-11,87.45,90.15,81.15,85.45,32224600,85.45
2017-04-12,85.05,86.3,84.1,85.55,7643000,85.55
2017-04-13,84.7,85.2,83.9,84.7,4775600,84.7
2017-04-14,84.7,84.7,84.7,84.7,0,84.7
2017-04-17,84.9,84.9,83.7,84.05,6224500,84.05
2017-04-18,84.15,84.55,83.35,83.55,4184600,83.55
2017-04-19,84.15,86.65,84.1,85.65,7511600,85.65
2017-04-20,86.2,86.25,83.95,84.15,3216200,84.15
2017-04-21,85.35,85.35,83.7,84.15,3326500,84.15
