"Date","HINDALCO.NS.Open","HINDALCO.NS.High","HINDALCO.NS.Low","HINDALCO.NS.Close","HINDALCO.NS.Volume","HINDALCO.NS.Adjusted"
2016-09-09,162.85,162.85,154,154.85,9427700,154.85
2016-09-12,149,150.6,139.9,140.85,16165900,140.85
2016-09-13,140.85,140.85,140.85,140.85,0,140.85
2016-09-14,140.25,143.7,138.55,143.25,13195600,143.25
2016-09-15,144.95,146.25,141.15,145.55,10494500,145.55
2016-09-16,146.8,147.9,142,142.65,10327500,142.65
2016-09-19,143.1,144.6,141.7,143.95,4969900,143.95
2016-09-20,143,146.35,142.6,145.6,7633500,145.6
2016-09-21,145.55,151.35,144.1,149.55,14671900,149.55
2016-09-22,153.4,156.2,152.25,154.6,16321700,154.6
2016-09-23,154.6,156.85,153.05,154.45,10730500,154.45
2016-09-26,154,155.3,152.3,153.6,7234400,153.6
2016-09-27,154.35,155.3,149.55,150.05,8046000,150.05
2016-09-28,150.2,158.2,148.5,156.9,12785600,156.9
2016-09-29,157.45,157.85,147.8,150,14157600,150
2016-09-30,147,154.35,146.8,152.7,9167200,152.7
2016-10-03,154.5,155.2,152.6,154.1,9299200,154.1
2016-10-04,154.95,157.5,152.35,154.25,13696700,154.25
2016-10-05,156.5,159.3,155.75,157.25,10169500,157.25
2016-10-06,158,161.7,156.1,158.35,13604000,158.35
2016-10-07,158.95,160.4,156.65,158,7263800,158
2016-10-10,158.85,162.8,158.8,160.75,8157900,160.75
2016-10-11,160.75,160.75,160.75,160.75,0,160.75
2016-10-12,160.75,160.75,160.75,160.75,0,160.75
2016-10-13,157.9,159.25,152.1,155.15,8680800,155.15
2016-10-14,155.75,156.35,153.2,154.6,5656400,154.6
2016-10-17,154.2,155.6,150,150.65,7752000,150.65
2016-10-18,152,153.35,149.3,152.35,10851500,152.35
2016-10-19,153.4,153.95,150,151,8197000,151
2016-10-20,151.8,156.25,151.65,155.25,8035600,155.25
2016-10-21,155.4,155.4,150.85,151.85,5801300,151.85
2016-10-24,152.15,153.15,150.4,150.85,5649400,150.85
2016-10-25,151.2,152.5,147.65,150.5,8898800,150.5
2016-10-26,149.9,152.25,148.6,150.2,6191800,150.2
2016-10-27,150.2,150.85,147.4,148.3,8386200,148.3
2016-10-28,148.5,150.4,148,149.65,4501900,149.65
2016-10-31,149.65,149.65,149.65,149.65,0,149.65
2016-11-01,150.5,159.5,149.7,156.95,17722400,156.95
2016-11-02,154.8,158.2,153.15,156.5,11309700,156.5
2016-11-03,156.95,166.4,156.75,162.8,26147200,162.8
2016-11-04,164,164.95,154.75,158.85,14042100,158.85
2016-11-07,162.75,168.75,161.4,167.6,13926700,167.6
2016-11-08,170,172.4,165.85,167.4,23431700,167.4
2016-11-09,150.7,163.65,150.7,162.1,11328400,162.1
2016-11-10,168.5,177.35,167,175.75,16275400,175.75
2016-11-11,174.1,178.1,171.05,172.3,13455000,172.3
2016-11-14,172.3,172.3,172.3,172.3,0,172.3
2016-11-15,175.7,180.65,166.5,167.75,30748000,167.75
2016-11-16,171.8,172.7,161.2,162.8,11909700,162.8
2016-11-17,164,169.8,162,168.3,10560500,168.3
2016-11-18,169,169.3,163.6,165.35,8775500,165.35
2016-11-21,166.5,170.8,156.1,157.35,16027100,157.35
2016-11-22,158.85,167.3,158.65,166.55,15431900,166.55
2016-11-23,168.95,174.3,168,173.7,15975500,173.7
2016-11-24,173.5,181.15,172.15,180.45,24353500,180.45
2016-11-25,182.9,184.8,178.85,180.5,17338800,180.5
2016-11-28,180.3,182.35,177.7,178.65,12519400,178.65
2016-11-29,179.7,180.85,174.8,175.4,9819400,175.4
2016-11-30,175,178.7,172.8,175.75,15095700,175.75
2016-12-01,176.8,177.5,169.7,171.35,7638000,171.35
2016-12-02,170.95,174.15,167.5,168.75,11034600,168.75
2016-12-05,168.5,175.4,167.8,174.5,9144400,174.5
2016-12-06,176.95,177.85,174.2,175.4,8668100,175.4
2016-12-07,176.5,176.8,172.45,175.05,6213800,175.05
2016-12-08,177.45,181.4,176.3,179.2,9432700,179.2
2016-12-09,180.45,183.45,179.05,182.1,9543300,182.1
2016-12-12,180.8,183.2,179.25,181.95,8051000,181.95
2016-12-13,181.55,182.65,175.25,176.95,9690900,176.95
2016-12-14,177.25,178.2,174.85,176,6198900,176
2016-12-15,173.4,177.4,173.2,176.1,6165300,176.1
2016-12-16,176.9,176.9,169.1,170.2,9584300,170.2
2016-12-19,169.4,171.75,168.1,169.15,5526600,169.15
2016-12-20,169.7,169.75,165.35,167.15,5435700,167.15
2016-12-21,168,171,166.55,168.8,6539500,168.8
2016-12-22,168.7,168.7,160.25,161.25,9593000,161.25
2016-12-23,161,162.1,158.85,159.3,9804100,159.3
2016-12-26,157.5,157.5,149.7,151.5,10229400,151.5
2016-12-27,150.3,156.6,147.85,155.55,10782100,155.55
2016-12-28,156.5,158.25,152.6,153.6,9007100,153.6
2016-12-29,153.1,155.55,152.3,154.75,7714000,154.75
2016-12-30,155,156.2,153.25,155.05,8199700,155.05
2017-01-02,155.85,159.75,154.2,158.85,9537100,158.85
2017-01-03,159.85,161,157.05,158.85,6841100,158.85
2017-01-04,158.9,161.6,157.45,158.9,7732000,158.9
2017-01-05,160,162.65,159.9,162,9921300,162
2017-01-06,162.45,163.8,160.1,160.75,6830900,160.75
2017-01-09,161.6,162.2,157.65,158,6143200,158
2017-01-10,159.15,165.4,158,164.4,15806800,164.4
2017-01-11,167.1,175.65,166.45,174.95,24145100,174.95
2017-01-12,175.6,178.6,172.4,177,14225100,177
2017-01-13,178.8,178.8,170.85,172.25,17430500,172.25
2017-01-16,172,174.35,169.9,172.6,9673400,172.6
2017-01-17,173.6,174.8,169.3,171.05,7373700,171.05
2017-01-18,171.8,177.35,171.6,177,13047900,177
2017-01-19,176.3,177.25,173.5,176.1,8384300,176.1
2017-01-20,175.6,178.35,169.5,171.65,12034300,171.65
2017-01-23,173,182.4,172.25,181.7,18223100,181.7
2017-01-24,182.6,187.85,181.05,187.15,17125700,187.15
2017-01-25,187.4,191.65,187.15,190.75,21241900,190.75
2017-01-26,190.75,190.75,190.75,190.75,0,190.75
2017-01-27,190.5,195,188.05,190.75,19584300,190.75
2017-01-30,190.05,195.3,186.95,191.5,12048500,191.5
2017-01-31,191.95,193.2,189.2,189.95,9510100,189.95
2017-02-01,190.9,200,186.55,198.85,12602800,198.85
2017-02-02,198.5,198.5,191.5,193.3,12723700,193.3
2017-02-03,194,195.4,188.25,191.75,11316500,191.75
2017-02-06,192.5,195.5,189.3,190.1,7376700,190.1
2017-02-07,190.7,192.95,184.05,185.9,10634800,185.9
2017-02-08,187.5,192.25,186.3,189,10372700,189
2017-02-09,189.95,190.25,181.95,183.7,13995900,183.7
2017-02-10,185.6,185.7,180.8,182.05,11598500,182.05
2017-02-13,184.5,187.9,181.6,185,17458600,185
2017-02-14,187,188,184.2,187.25,11938800,187.25
2017-02-15,187.1,189.95,182.05,184.45,11976000,184.45
2017-02-16,184,188.8,182.25,187.75,10429000,187.75
2017-02-17,187.95,189.3,183,183.65,9231400,183.65
2017-02-20,184,185.9,179.75,183.3,17874200,183.3
2017-02-21,183.35,186.9,181.8,182.45,13307100,182.45
2017-02-22,183,184,179.1,180.05,8976500,180.05
2017-02-23,179.8,183.5,179.3,182.1,11393300,182.1
2017-02-24,182.1,182.1,182.1,182.1,0,182.1
2017-02-27,182.35,183.15,179.2,180.75,7419900,180.75
2017-02-28,181,185.5,180.3,184.35,10009500,184.35
2017-03-01,185.15,192,184.6,189.25,19044700,189.25
2017-03-02,191.2,196.15,188.2,189.45,22934100,189.45
2017-03-03,188.45,199.75,187.95,198.55,31030500,198.55
2017-03-06,198.7,202.3,196.35,199.55,17600800,199.55
2017-03-07,199.35,199.35,191.6,192.55,17607800,192.55
2017-03-08,192.9,193.4,186.8,190.2,19426700,190.2
2017-03-09,191,192,187.8,189.2,11667400,189.2
2017-03-10,190.8,191.35,187,187.6,9745800,187.6
2017-03-13,187.6,187.6,187.6,187.6,0,187.6
2017-03-14,193.5,194,188.45,190.4,15425400,190.4
2017-03-15,192.4,192.9,190.05,190.85,11000100,190.85
2017-03-16,194,199.4,192.7,198.75,17634000,198.75
2017-03-17,200,200.35,194.65,196.2,12329300,196.2
2017-03-20,196.7,197.1,191.65,196.2,7107000,196.2
2017-03-21,196,199.8,193.25,198.3,8832700,198.3
2017-03-22,194.9,196.5,192,193.4,17762500,193.4
2017-03-23,194.4,195.2,192.7,193.7,10680500,193.7
2017-03-24,193.5,197,192.25,194.9,11748100,194.9
2017-03-27,193.95,194.55,187.6,188.7,16988400,188.7
2017-03-28,189.5,191.2,188.75,189.6,10087500,189.6
2017-03-29,190.6,193.15,189.6,192.25,9066400,192.25
2017-03-30,192.4,193.55,189.8,190.3,16296700,190.3
2017-03-31,190.8,195.95,190.5,195.05,13264600,195.05
2017-04-03,195.1,196.85,192.35,193.6,7198800,193.6
2017-04-04,193.6,193.6,193.6,193.6,0,193.6
2017-04-05,194.4,199.2,194.2,198.2,10440800,198.2
2017-04-06,196.7,196.7,191.35,193.95,15667700,193.95
2017-04-07,193.7,197.6,192.35,193.5,14576200,193.5
2017-04-10,194.1,195.5,192.6,195.05,6929200,195.05
2017-04-11,195.1,197,192.6,196.45,9870100,196.45
2017-04-12,196.95,198,192.1,193,14253200,193
2017-04-13,192,192,182.45,183.25,20027200,183.25
2017-04-14,183.25,183.25,183.25,183.25,0,183.25
2017-04-17,182.5,182.95,179.35,181.45,16069200,181.45
2017-04-18,183.7,190.35,183.2,183.8,22344200,183.8
2017-04-19,183.65,187.2,182.05,186,10062000,186
2017-04-20,186.95,188.6,184.9,186.45,9335100,186.45
2017-04-21,187.75,190.7,184.6,188.1,13683500,188.1
