"Date","KTKBANK.NS.Open","KTKBANK.NS.High","KTKBANK.NS.Low","KTKBANK.NS.Close","KTKBANK.NS.Volume","KTKBANK.NS.Adjusted"
2016-07-18,127.448,128.711,125.534,126.104,1981800,121.0485
2016-07-19,125.901,126.674,123.049,124.719,2489000,119.719
2016-07-20,120.931,120.931,119.221,120.117,2130000,120.117
2016-07-21,120.157,122.52,119.628,119.872,2258500,119.872
2016-07-22,119.017,121.054,119.017,120.768,1388500,120.768
2016-07-25,120.972,124.394,120.361,123.783,2246900,123.783
2016-07-26,124.149,124.964,120.891,121.909,1923600,121.909
2016-07-27,121.95,123.905,120.891,122.927,1816200,122.927
2016-07-28,123.09,125.004,122.275,124.271,2864000,124.271
2016-07-29,124.638,127.245,118.691,119.424,8185200,119.424
2016-08-01,118.61,122.601,117.306,121.827,4257100,121.827
2016-08-02,122.153,122.846,120.035,120.524,2378000,120.524
2016-08-03,120.32,123.131,119.791,121.135,2918400,121.135
2016-08-04,121.542,122.683,120.157,121.99,2112700,121.99
2016-08-05,122.683,125.615,115.555,116.817,8128800,116.817
2016-08-08,117.306,117.306,112.052,114.903,4110000,114.903
2016-08-09,114.455,116.736,114.211,116.207,2886800,116.207
2016-08-10,116.369,116.41,113.274,113.722,2078200,113.722
2016-08-11,114.781,115.27,112.989,113.559,4338900,113.559
2016-08-12,114.048,116.329,114.048,115.881,2418000,115.881
2016-08-15,115.881,115.881,115.881,115.881,0,115.881
2016-08-16,116.329,117.469,115.066,117.062,2404700,117.062
2016-08-17,119.669,119.669,114.822,115.066,2369900,115.066
2016-08-18,115.799,116.573,115.147,115.758,1832600,115.758
2016-08-19,116.084,126.186,116.003,124.719,7398600,124.719
2016-08-22,125.371,130.544,123.294,127.815,11647100,127.815
2016-08-23,127.733,128.304,124.842,126.756,4122700,126.756
2016-08-24,126.674,127,125.045,125.697,4520900,125.697
2016-08-25,126.063,126.267,122.927,123.986,3995600,123.986
2016-08-26,124.434,124.516,119.954,120.972,2549200,120.972
2016-08-29,121.216,123.172,119.832,121.868,3632500,121.868
2016-08-30,122.683,125.615,121.827,125.004,3556200,125.004
2016-08-31,125.412,126.552,122.561,123.416,3436200,123.416
2016-09-01,123.09,124.882,121.909,122.479,2998200,122.479
2016-09-02,122.601,123.783,122.438,123.375,1808700,123.375
2016-09-05,123.375,123.375,123.375,123.375,0,123.375
2016-09-06,124.149,127.652,123.905,127.082,4566300,127.082
2016-09-07,128.589,132.173,126.471,128.63,8162700,128.63
2016-09-08,127.652,131.481,127.652,129.607,4102400,129.607
2016-09-09,129.403,130.544,127.285,129.118,4594200,129.118
2016-09-12,125.045,127,123.131,123.579,2121200,123.579
2016-09-13,123.579,123.579,123.579,123.579,0,123.579
2016-09-14,123.049,126.552,122.275,126.145,1976200,126.145
2016-09-15,125.982,126.43,123.986,124.434,1142300,124.434
2016-09-16,125.045,127.53,123.253,124.312,2331200,124.312
2016-09-19,124.638,126.471,123.294,126.186,2280300,126.186
2016-09-20,126.593,126.756,125.004,125.575,1818800,125.575
2016-09-21,125.493,126.837,124.556,125.086,1438400,125.086
2016-09-22,126.267,127.489,125.575,126.797,2115800,126.797
2016-09-23,127.041,127.815,125.86,126.552,2335400,126.552
2016-09-26,125.167,127.204,124.638,125.004,1974900,125.004
2016-09-27,125.086,125.575,123.131,123.294,1555100,123.294
2016-09-28,123.009,126.634,122.886,125.004,1849000,125.004
2016-09-29,126.267,127.082,116.329,116.899,3575400,116.899
2016-09-30,113.396,120.402,113.396,119.709,2275700,119.709
2016-10-03,120.483,123.905,119.343,123.335,1983500,123.335
2016-10-04,123.823,125.249,122.438,124.312,2644500,124.312
2016-10-05,125.33,125.412,123.742,124.312,1454100,124.312
2016-10-06,124.556,125.819,121.827,123.497,2066000,123.497
2016-10-07,123.66,125.697,122.275,123.253,1379400,123.253
2016-10-10,123.253,124.027,122.275,122.968,1359000,122.968
2016-10-11,122.968,122.968,122.968,122.968,0,122.968
2016-10-12,122.968,122.968,122.968,122.968,0,122.968
2016-10-13,122.113,122.886,115.188,117.795,2244200,117.795
2016-10-14,118.162,122.927,118.162,121.787,5760000,121.787
2016-10-17,122.561,123.172,120.117,120.972,3920200,120.972
2016-10-18,120.972,123.497,120.972,123.09,3931700,123.09
2016-10-19,125.167,125.167,122.438,123.62,3943000,123.62
2016-10-20,124.556,128.874,124.027,126.756,6672600,126.756
2016-10-21,128.507,128.996,127,128.548,7211100,128.548
2016-10-24,127.85,134.1,125.45,128.3,6854000,128.3
2016-10-25,129,129.85,126.75,127.35,1515400,127.35
2016-10-26,126.5,127,124.75,125.45,2700800,125.45
2016-10-27,125.05,125.85,116.3,120.45,12133900,120.45
2016-10-28,120.6,123,119.85,121.9,1769300,121.9
2016-10-31,121.9,121.9,121.9,121.9,0,121.9
2016-11-01,122.85,123.2,120.8,122.05,1771000,122.05
2016-11-02,120.05,120.75,117.35,117.75,1332300,117.75
2016-11-03,116.55,118.95,116.15,116.65,1545700,116.65
2016-11-04,116.65,117,112.1,113.65,2388800,113.65
2016-11-07,115.05,118.5,115,116.45,1728400,116.45
2016-11-08,117.7,117.95,115.8,116.7,1245100,116.7
2016-11-09,108.05,126.4,105.05,122.5,7045900,122.5
2016-11-10,127,130.25,125.4,127.05,6269900,127.05
2016-11-11,125,129.5,120.75,121.3,3598500,121.3
2016-11-14,121.3,121.3,121.3,121.3,0,121.3
2016-11-15,121.6,123.45,114.35,115.05,4010200,115.05
2016-11-16,117,118.55,110.8,111.45,3182400,111.45
2016-11-17,111.7,114.35,110.55,112.65,2336100,112.65
2016-11-18,112.95,115,111.95,112.3,2021900,112.3
2016-11-21,113.4,113.65,103,103.9,3303100,103.9
2016-11-22,105,106,100.1,103.4,3950900,103.4
2016-11-23,104.55,104.9,102.65,103.8,2059400,103.8
2016-11-24,103,104.8,101,101.45,2888800,101.45
2016-11-25,102.2,104.7,101.45,104.35,2964000,104.35
2016-11-28,103.9,104.35,102.5,103,2709500,103
2016-11-29,103.7,105.45,103.5,103.85,2937300,103.85
2016-11-30,104.25,108.95,103.8,108.45,4189600,108.45
2016-12-01,109.5,110.65,106.5,107,3057200,107
2016-12-02,105.9,108,105.2,105.55,2162600,105.55
2016-12-05,105.8,107.45,105.35,106.85,1324600,106.85
2016-12-06,107.4,108.55,106.8,107.75,1219100,107.75
2016-12-07,108.2,108.95,104.3,106.2,2252000,106.2
2016-12-08,107.4,108.05,103.8,104.5,2231100,104.5
2016-12-09,104.95,107.2,103.65,106.6,2552300,106.6
2016-12-12,105.6,108.65,105.5,107.25,2324500,107.25
2016-12-13,106.9,113.45,106.75,112.55,5414100,112.55
2016-12-14,112.9,114.15,109.75,110.3,3512100,110.3
2016-12-15,110.15,114.35,109.15,112.95,3930800,112.95
2016-12-16,113.6,115.1,112.1,113.15,2955300,113.15
2016-12-19,113.15,114.45,112.15,113.45,2133900,113.45
2016-12-20,113.7,114,110.3,111,1857100,111
2016-12-21,111.7,113.65,110.9,112.35,1804500,112.35
2016-12-22,112.25,112.25,108.75,109.35,1893300,109.35
2016-12-23,108.9,109.8,108.05,108.45,2606200,108.45
2016-12-26,108,108.35,104.4,105.2,2248200,105.2
2016-12-27,105.3,108.75,104.7,108.25,2383700,108.25
2016-12-28,108.25,109.35,107.05,107.85,1807500,107.85
2016-12-29,108.4,114.5,107.9,112.75,5300400,112.75
2016-12-30,113.4,113.45,111.55,112.05,1504800,112.05
2017-01-02,112.3,114.4,110.9,113.45,1283500,113.45
2017-01-03,113.95,116.5,112.75,116.25,2355700,116.25
2017-01-04,116.25,117,115,115.4,1647900,115.4
2017-01-05,115.75,116.9,115.5,116.2,1439800,116.2
2017-01-06,116.6,118.5,116,116.5,2134900,116.5
2017-01-09,116.5,118.5,116.1,118,1699400,118
2017-01-10,119.4,119.4,117.35,117.95,1087400,117.95
2017-01-11,118.4,120.55,118.1,119.5,2192900,119.5
2017-01-12,119.85,121.1,118.2,119.2,1549300,119.2
2017-01-13,119.45,119.85,117.35,119.15,1358400,119.15
2017-01-16,118.6,123.4,118.15,122.65,2045500,122.65
2017-01-17,123.9,125.25,122.15,123,1899600,123
2017-01-18,123,124.3,121.6,122.6,1172400,122.6
2017-01-19,123.2,123.6,121.85,122.9,1572500,122.9
2017-01-20,122.8,123.3,119.55,120.15,1333100,120.15
2017-01-23,120,121,118.35,119.85,1454400,119.85
2017-01-24,112.95,115.9,111.7,113.95,6640100,113.95
2017-01-25,114.7,115.8,113.7,114.2,2438700,114.2
2017-01-26,114.2,114.2,114.2,114.2,0,114.2
2017-01-27,115.4,118.7,114.5,116.3,3113900,116.3
2017-01-30,115.45,118.15,114.05,116.4,2856100,116.4
2017-01-31,116.25,116.9,112.8,114.05,2395200,114.05
2017-02-01,114.3,117.9,113.15,117.35,3196300,117.35
2017-02-02,117.75,120.9,115,119.5,4747400,119.5
2017-02-03,119.6,121.25,118.35,120.1,3365200,120.1
2017-02-06,121.9,123.2,120.6,122.4,4503800,122.4
2017-02-07,123.65,123.75,121.05,121.4,3060400,121.4
2017-02-08,121.6,121.75,118.1,120.35,2257600,120.35
2017-02-09,120.35,121.7,118.5,119.15,1798400,119.15
2017-02-10,119.6,120.7,118.1,118.75,2811900,118.75
2017-02-13,119.3,119.4,116.15,117.35,2586000,117.35
2017-02-14,117.8,117.9,116.05,116.55,1853200,116.55
2017-02-15,116.9,116.9,114,114.45,1774700,114.45
2017-02-16,114,115.95,113.25,115.05,2433600,115.05
2017-02-17,115.4,116.75,114.85,115.3,2068700,115.3
2017-02-20,115.4,124,115.1,122.35,8936300,122.35
2017-02-21,123,124.55,121.8,122.55,3592400,122.55
2017-02-22,123.25,128.1,121.4,127.7,10047700,127.7
2017-02-23,128.5,130.85,127.8,129.9,9424900,129.9
2017-02-24,129.9,129.9,129.9,129.9,0,129.9
2017-02-27,129.55,131.75,128.25,128.7,3635300,128.7
2017-02-28,128.8,139.8,128.5,137.8,17810200,137.8
2017-03-01,137.9,141.2,136.2,137.65,7067400,137.65
2017-03-02,139.25,143.35,136.85,137.85,9287000,137.85
2017-03-03,138.1,138.5,134.4,136.55,5194600,136.55
2017-03-06,137.3,138.9,136.05,138.2,2642900,138.2
2017-03-07,138,139,136.15,136.7,2203700,136.7
2017-03-08,136.2,137.7,133.25,135.45,2334700,135.45
2017-03-09,134.9,138.85,134.5,136.7,2999300,136.7
2017-03-10,137.8,138.65,135.35,136.3,2008200,136.3
2017-03-13,136.3,136.3,136.3,136.3,0,136.3
2017-03-14,139.8,141.25,137.8,139.55,5498900,139.55
2017-03-15,140,141.9,139,139.65,3657700,139.65
2017-03-16,141.4,142.65,140.1,141.7,4826600,141.7
2017-03-17,141.75,141.9,138,139.6,2120500,139.6
2017-03-20,140,140.8,138.3,139.4,1996500,139.4
2017-03-21,139.5,140.15,137.8,138.75,2455200,138.75
2017-03-22,137.7,138.6,136.2,136.8,2444100,136.8
2017-03-23,137.6,138.75,136.9,138,1784600,138
2017-03-24,138,140.7,137.5,138.8,3852200,138.8
2017-03-27,138.8,140.5,138.55,139.75,3300800,139.75
2017-03-28,141,141.15,139.25,139.7,2031000,139.7
2017-03-29,140.2,142,139.85,140.35,3459500,140.35
2017-03-30,140.7,141.8,139.25,140.1,3886600,140.1
2017-03-31,140.7,142.45,139.6,140.7,2962500,140.7
2017-04-03,141.45,141.75,140.6,141.05,1231800,141.05
2017-04-04,141.05,141.05,141.05,141.05,0,141.05
2017-04-05,141.9,146.7,140.75,146.05,6013100,146.05
2017-04-06,145.95,147.5,144.8,146.2,5088100,146.2
2017-04-07,146.6,147.5,142.8,144.3,3222000,144.3
2017-04-10,146,147.2,145.2,146.15,2466200,146.15
2017-04-11,146.4,161.4,146.15,159.35,21670100,159.35
2017-04-12,160.7,161.1,151.35,155.1,13855500,155.1
2017-04-13,153.65,157.65,153.6,154.2,3552500,154.2
2017-04-14,154.2,154.2,154.2,154.2,0,154.2
2017-04-17,153.55,156.25,151.85,152.15,2503800,152.15
2017-04-18,152.45,156.5,149.15,150.25,3926800,150.25
2017-04-19,150.55,153.65,149.05,152,2781800,152
2017-04-20,152,153.65,151,152.55,2465800,152.55
2017-04-21,153,156.85,152.5,154.6,4129400,154.6
