"Date","IGL.NS.Open","IGL.NS.High","IGL.NS.Low","IGL.NS.Close","IGL.NS.Volume","IGL.NS.Adjusted"
2016-11-09,800,861,793.2,855.6,431100,852.03
2016-11-10,858.5,897.2,858.5,884.4,809700,880.71
2016-11-11,875,881.25,851.4,854.8,331800,851.23
2016-11-14,854.8,854.8,854.8,854.8,0,851.23
2016-11-15,862,862,815.05,822.8,537800,819.37
2016-11-16,822.75,835.25,796.5,824.3,509800,820.86
2016-11-17,834.7,864.5,832.5,838.95,1774800,835.45
2016-11-18,841.1,852,836,840.4,362500,836.89
2016-11-21,843,845.55,813.75,816.8,318000,813.39
2016-11-22,823.8,830,806.85,826.3,460500,822.85
2016-11-23,829.9,835,815,827.95,413700,824.5
2016-11-24,827.7,843.85,815.3,835.55,959100,832.06
2016-11-25,835.9,854.9,828.45,838.55,602000,835.05
2016-11-28,838,848.35,835.1,838.9,237000,835.4
2016-11-29,842,843.05,822.6,825.2,557300,825.2
2016-11-30,826.1,840.75,812.8,829.05,721800,829.05
2016-12-01,829.1,852.95,829.1,835.65,1034800,835.65
2016-12-02,835,835.05,813.25,815,752000,815
2016-12-05,815.05,822.95,806.95,817.2,468700,817.2
2016-12-06,822.9,836.05,820.1,832.5,624900,832.5
2016-12-07,837.95,844.9,830,840.35,554300,840.35
2016-12-08,849,855.1,844.2,850.95,414600,850.95
2016-12-09,855,872.85,853.1,868.45,626100,868.45
2016-12-12,873,873,855,858.6,403900,858.6
2016-12-13,856.1,877.95,849.85,855.3,638000,855.3
2016-12-14,855.45,875,852.05,869.8,669000,869.8
2016-12-15,868,911.7,862.95,906.3,2074400,906.3
2016-12-16,910,921.5,898,913.35,1662100,913.35
2016-12-19,913.5,926,907.45,911.55,845500,911.55
2016-12-20,913,916,892.4,895.25,765800,895.25
2016-12-21,897,907.65,893.15,896.7,533800,896.7
2016-12-22,897.9,897.9,872,876.6,362500,876.6
2016-12-23,876,882.9,861.15,877.1,389500,877.1
2016-12-26,876.7,898,867.2,889.25,930800,889.25
2016-12-27,891,895,881.5,891.4,568600,891.4
2016-12-28,894.7,906.4,883.8,887.5,614100,887.5
2016-12-29,886.1,901,879.05,896.35,765300,896.35
2016-12-30,893.75,922.65,890.55,918.25,822400,918.25
2017-01-02,922.3,927.9,913.5,919.35,510000,919.35
2017-01-03,919.2,952,911.25,946.4,1170000,946.4
2017-01-04,949.95,960.75,931.95,935.1,1026700,935.1
2017-01-05,943.8,946.8,926.8,931.15,690800,931.15
2017-01-06,937.8,939,918.8,922.9,491800,922.9
2017-01-09,923.8,933.5,919,922.1,521800,922.1
2017-01-10,928,942.2,925.3,932.25,621200,932.25
2017-01-11,933.8,940.5,929.2,936.5,321400,936.5
2017-01-12,937.8,937.8,923.9,928.1,381900,928.1
2017-01-13,930.1,933.8,921.6,925.95,352000,925.95
2017-01-16,927.75,927.75,912,915,339900,915
2017-01-17,917,923,913,918.9,278100,918.9
2017-01-18,919,940.3,919,938.55,796800,938.55
2017-01-19,942,948,927.35,929.4,485800,929.4
2017-01-20,931.35,938,920.15,923.8,229200,923.8
2017-01-23,925,938,919.1,923.2,487500,923.2
2017-01-24,924,934,924,930.15,236400,930.15
2017-01-25,936.7,937,926.55,933.5,642400,933.5
2017-01-26,933.5,933.5,933.5,933.5,0,933.5
2017-01-27,936,974.8,936,962.05,1109100,962.05
2017-01-30,964.95,971.9,957.1,960.65,388200,960.65
2017-01-31,963.7,963.7,934.1,939.5,451200,939.5
2017-02-01,943.7,971,932.4,961,744000,961
2017-02-02,963.5,963.5,952,958.55,333500,958.55
2017-02-03,958.55,982,952.6,967.35,738300,967.35
2017-02-06,970,1007.4,964,1000.8,1370600,1000.8
2017-02-07,1001,1029.8,1001,1020.5,1699900,1020.5
2017-02-08,1018,1021,1005.1,1014.4,594400,1014.4
2017-02-09,1025,1059.9,1024.5,1027.7,2114800,1027.7
2017-02-10,1034.9,1036.05,1013.85,1021.75,617400,1021.75
2017-02-13,1028.8,1029.1,1005.75,1013.05,509100,1013.05
2017-02-14,1012.5,1028.8,1003.25,1023.6,1091600,1023.6
2017-02-15,1025,1071.45,1024.05,1050.6,2574000,1050.6
2017-02-16,1050,1063.3,1045.55,1053.1,1163700,1053.1
2017-02-17,1054.95,1064.3,1027.35,1037.9,1151000,1037.9
2017-02-20,1041,1058.2,1037,1050.25,482200,1050.25
2017-02-21,1055,1059.5,1045.5,1047.8,322100,1047.8
2017-02-22,1053.7,1053.7,1032.75,1038,255500,1038
2017-02-23,1030,1045.9,1030,1035.1,538900,1035.1
2017-02-24,1035.1,1035.1,1035.1,1035.1,0,1035.1
2017-02-27,1034.9,1046.4,1025.25,1038.55,537800,1038.55
2017-02-28,1041,1059.95,1038.4,1043.15,831900,1043.15
2017-03-01,1049.3,1053.95,1041,1050.15,332700,1050.15
2017-03-02,1056,1058,1032,1033.9,415200,1033.9
2017-03-03,1036,1044.85,1023.15,1040.4,382500,1040.4
2017-03-06,1041.5,1054,1033.4,1049.65,329200,1049.65
2017-03-07,1047.8,1052.1,1037.9,1041.2,220500,1041.2
2017-03-08,1035.5,1045.25,1029.35,1033.15,305900,1033.15
2017-03-09,1038,1038,1024,1029.45,222400,1029.45
2017-03-10,1034.7,1034.8,1015.6,1022.2,414400,1022.2
2017-03-13,1022.2,1022.2,1022.2,1022.2,0,1022.2
2017-03-14,1049,1049,1019,1021.45,302700,1021.45
2017-03-15,1020.9,1028.25,1017.85,1020.05,413900,1020.05
2017-03-16,1021.5,1037.45,1021.5,1030.25,404500,1030.25
2017-03-17,1024,1057.95,1024,1044,857400,1044
2017-03-20,1047,1047.9,1032,1040.25,258100,1040.25
2017-03-21,1042,1049.8,1024.65,1028.8,439800,1028.8
2017-03-22,1030,1030.05,999.55,1002.4,630100,1002.4
2017-03-23,1003,1009.3,986,1000.25,729000,1000.25
2017-03-24,1000,1015.85,1000,1005.95,498500,1005.95
2017-03-27,1002.45,1020,993.75,1017.1,549700,1017.1
2017-03-28,1020,1031.95,1008.95,1023.65,393200,1023.65
2017-03-29,1024.9,1028.8,1011.55,1020.3,172200,1020.3
2017-03-30,1023.5,1025,1000.7,1003.05,999700,1003.05
2017-03-31,1010,1020.8,1005.8,1014.95,495100,1014.95
2017-04-03,1005.1,1018,997.2,1014.65,245900,1014.65
2017-04-04,1014.65,1014.65,1014.65,1014.65,0,1014.65
2017-04-05,1007,1018.95,1007,1011.75,281700,1011.75
2017-04-06,1011.75,1011.75,991.1,993.5,361400,993.5
2017-04-07,994,1007.6,990.25,992.75,401800,992.75
2017-04-10,995,1010,995,1002.65,184000,1002.65
2017-04-11,1003,1033.25,1002.65,1029.65,554400,1029.65
2017-04-12,1039.9,1048,1018.8,1035.9,727800,1035.9
2017-04-13,1038,1043.9,1027.5,1032.15,283500,1032.15
2017-04-14,1032.15,1032.15,1032.15,1032.15,0,1032.15
2017-04-17,1032,1067.05,1002.9,1062.95,631000,1062.95
2017-04-18,1072,1074.1,1041.25,1047.7,711900,1047.7
2017-04-19,1047.9,1063.6,1042.6,1060.35,315500,1060.35
2017-04-20,1067.5,1084.05,1056,1068.25,544100,1068.25
2017-04-21,1072.9,1075.35,1051,1058.85,336900,1058.85
