"Date","CIPLA.NS.Open","CIPLA.NS.High","CIPLA.NS.Low","CIPLA.NS.Close","CIPLA.NS.Volume","CIPLA.NS.Adjusted"
2016-06-20,486.64999,490.89999,482.54999,488.25,1026600,486.56782
2016-06-21,490,490,480.29999,483.39999,861400,481.73452
2016-06-22,483.85001,486.5,480,482.45001,673900,480.78781
2016-06-23,481.10001,483,474.64999,475.75,1918100,474.11089
2016-06-24,468,478,459.60001,476.54999,1875900,474.90812
2016-06-27,475,491,474,489.04999,2362000,487.36505
2016-06-28,490,499,486.54999,497.35001,1775300,495.63647
2016-06-29,498.79999,504,496.04999,502.45001,1048400,500.71891
2016-06-30,505,506.79999,499.45001,501,2152500,499.27389
2016-07-01,502,510,499.85001,508.60001,1008000,506.84771
2016-07-04,510.70001,513.40002,508.10001,510.20001,1055100,508.44221
2016-07-05,510.20001,511.10001,502.70001,507,689900,505.25322
2016-07-06,507,507,507,507,0,505.25322
2016-07-07,505.5,517.34998,504.04999,514.29999,2078500,512.52806
2016-07-08,518,522.45001,513.04999,520.29999,1828700,518.50738
2016-07-11,525.40002,528.25,520,522,1441900,520.20154
2016-07-12,522.5,522.90002,514.09998,515.70001,891300,513.92326
2016-07-13,516,519.45001,511.20001,514.59998,1202100,512.82701
2016-07-14,515.90002,516.59998,507,511.95001,1257700,510.18618
2016-07-15,513.95001,518.90002,510.20001,516.40002,1004100,514.62086
2016-07-18,517.04999,517.29999,505.29999,506.95001,1459200,505.2034
2016-07-19,507,510.39999,500.54999,505.79999,1027200,504.05734
2016-07-20,507.45001,519.40002,505.25,517.84998,3584900,516.06581
2016-07-21,522.5,526.95001,514,515.84998,2274600,514.0727
2016-07-22,516,522.90002,512.34998,520.40002,1188700,518.60708
2016-07-25,514.04999,526.5,513,524.59998,1337300,522.79256
2016-07-26,527.5,530.15002,521.75,523.54999,2105400,521.74619
2016-07-27,523,529.15002,516.95001,523.15002,894900,521.3476
2016-07-28,523.90002,527.95001,519,520.65002,1347800,518.85621
2016-07-29,522.40002,535.5,520,527.40002,1785300,525.58296
2016-08-01,528.79999,535,521.5,524.04999,955900,522.24446
2016-08-02,525.09998,529.95001,516.20001,517.90002,1009400,516.11569
2016-08-03,517,534.90002,515.29999,529.45001,1846100,527.62588
2016-08-04,531.20001,534,523,526.95001,1564600,525.1345
2016-08-05,530.90002,534.59998,527.25,533.25,699300,531.41278
2016-08-08,533.90002,541.20001,531.95001,535.40002,852800,533.5554
