"Date","NIITTECH.NS.Open","NIITTECH.NS.High","NIITTECH.NS.Low","NIITTECH.NS.Close","NIITTECH.NS.Volume","NIITTECH.NS.Adjusted"
2016-10-19,419.4,431.85,416.4,426.45,524500,426.45
2016-10-20,429,431.35,420.2,423.2,181400,423.2
2016-10-21,424.95,431.25,421.8,428.25,177000,428.25
2016-10-24,433.5,436.2,426,428.05,339700,428.05
2016-10-25,429,431.6,417.5,423.55,158900,423.55
2016-10-26,423,425.7,418.5,423.15,128400,423.15
2016-10-27,420,423.1,405,408.8,168300,408.8
2016-10-28,413.9,413.9,406,406.85,166200,406.85
2016-10-31,406.85,406.85,406.85,406.85,0,406.85
2016-11-01,387,409.25,387,404.4,178400,404.4
2016-11-02,402,410.9,393,405.8,319900,405.8
2016-11-03,409.7,411.25,389.95,395.75,269000,395.75
2016-11-04,396.55,413.25,389.95,403,452900,403
2016-11-07,407.9,411,401,404.9,112400,404.9
2016-11-08,404.9,414.9,404.9,407.25,166800,407.25
2016-11-09,380,407.85,366.55,403.95,346300,403.95
2016-11-10,410,412.9,403.3,407.05,143500,407.05
2016-11-11,397.1,407,395,396.1,216800,396.1
2016-11-14,396.1,396.1,396.1,396.1,0,396.1
2016-11-15,400,402.95,388,399.25,200600,399.25
2016-11-16,404.95,404.95,392.25,400.45,234400,400.45
2016-11-17,401,407.9,398,402.25,170100,402.25
2016-11-18,400.05,407.4,398.55,401.5,173600,401.5
2016-11-21,402.05,406,391.9,399,148000,399
2016-11-22,401.65,403,396.65,400.55,336800,400.55
2016-11-23,401.9,405.1,398.15,399.8,142100,399.8
2016-11-24,400,407.85,396.45,400.1,268600,400.1
2016-11-25,402,424.5,401.5,417.4,469400,417.4
2016-11-28,422.7,430,420.05,422.55,232400,422.55
2016-11-29,424,428.9,423.2,426,198600,426
2016-11-30,427.05,428.8,424.05,425.2,172300,425.2
2016-12-01,425.95,428.75,424.95,425.2,159600,425.2
2016-12-02,420.2,427.95,419.3,423.25,99800,423.25
2016-12-05,420.1,423,410,420.25,144200,420.25
2016-12-06,420.8,429,417,425.55,169100,425.55
2016-12-07,425,427,420.05,424.55,76300,424.55
2016-12-08,424.55,434.9,424.55,427.65,206200,427.65
2016-12-09,428.5,441,426.3,437.9,288300,437.9
2016-12-12,438.5,439,426.8,428.65,106900,428.65
2016-12-13,432,433.9,425.6,430.95,159600,430.95
2016-12-14,427.15,438.2,423.15,425.25,155700,425.25
2016-12-15,424,431.95,423.35,427.55,103100,427.55
2016-12-16,425.05,429.95,424,427.1,101000,427.1
2016-12-19,427.5,428,421.3,423.4,51400,423.4
2016-12-20,423.5,432,423.4,428.85,98500,428.85
2016-12-21,431,440.7,426.45,433.15,294100,433.15
2016-12-22,433.95,437.5,426.5,432.75,181600,432.75
2016-12-23,432.5,433.3,427.85,429.9,321300,429.9
2016-12-26,426.5,429.05,407.5,410.45,158500,410.45
2016-12-27,411,429,402,423.75,321100,423.75
2016-12-28,424,428.15,421.3,424.95,129900,424.95
2016-12-29,425.5,432.55,421.5,424.15,382300,424.15
2016-12-30,424.5,432,417.9,424.7,371900,424.7
2017-01-02,425.25,433.4,425.15,426.35,114900,426.35
2017-01-03,428.5,435,416.5,430.9,208700,430.9
2017-01-04,427.05,444.5,427.05,436.85,358600,436.85
2017-01-05,438.05,447.5,428.4,430.55,445700,430.55
2017-01-06,430,432.25,420.05,422.65,158200,422.65
2017-01-09,427,433.65,421,430.2,218000,430.2
2017-01-10,429,437,425.2,431.05,221700,431.05
2017-01-11,431.5,435.6,427.7,429.6,108500,429.6
2017-01-12,430.55,437.9,427,429.9,189200,429.9
2017-01-13,431.25,435.8,421.1,425.4,139100,425.4
2017-01-16,426.75,429.85,420,426.3,119300,426.3
2017-01-17,427,434,406.8,415.65,1512700,415.65
2017-01-18,420,436.45,415.05,433.85,757000,433.85
2017-01-19,434.5,442.25,431,440.45,320500,440.45
2017-01-20,440.5,452.95,434.4,443.55,500300,443.55
2017-01-23,444.1,448.85,435,442,231900,442
2017-01-24,442.55,447.55,429,434.35,331300,434.35
2017-01-25,439.3,440.5,430.6,436.15,232900,436.15
2017-01-26,436.15,436.15,436.15,436.15,0,436.15
2017-01-27,435,435,427.25,428.35,212600,428.35
2017-01-30,428.1,432.8,421.25,423.1,125300,423.1
2017-01-31,421.4,422,407.5,410.1,196400,410.1
2017-02-01,410,414,400.75,408.65,160800,408.65
2017-02-02,410.5,421.05,408.3,417,199600,417
2017-02-03,419.05,429.55,414.05,423.75,200700,423.75
2017-02-06,428,430.1,421.05,423.4,144200,423.4
2017-02-07,427.5,428.35,417.2,422.05,139500,422.05
2017-02-08,422,431,419,428.5,183200,428.5
2017-02-09,429,430.5,418.25,423.45,204300,423.45
2017-02-10,424.25,428,420.05,424.75,222500,424.75
2017-02-13,426,429.9,420,427.8,161400,427.8
2017-02-14,429.95,429.95,425,426.95,130200,426.95
2017-02-15,428,429,415,418.15,191100,418.15
2017-02-16,418,426.8,416.05,423.7,264900,423.7
2017-02-17,426.5,428,422.1,425.05,152900,425.05
2017-02-20,425,425,421.2,423.55,80300,423.55
2017-02-21,425.1,425.95,417.1,418.95,286600,418.95
2017-02-22,419.75,423.5,413.3,417.7,192400,417.7
2017-02-23,417.7,424.95,416.75,422.9,189300,422.9
2017-02-24,422.9,422.9,422.9,422.9,0,422.9
2017-02-27,421.65,423.2,414.3,416.25,97400,416.25
2017-02-28,417,421,415.1,416.2,138100,416.2
2017-03-01,418,420.8,414.8,416.9,158600,416.9
2017-03-02,417,419.55,407,408.6,152200,408.6
2017-03-03,406.8,418.85,404.25,416.95,161300,416.95
2017-03-06,418,419.95,414.15,416.9,86400,416.9
2017-03-07,416.9,422.6,405.55,418.6,110200,418.6
2017-03-08,417.4,420.35,414.85,417.6,140500,417.6
2017-03-09,416.2,423,416.2,418.55,109100,418.55
2017-03-10,418.1,421.5,414.6,417.55,83600,417.55
2017-03-13,417.55,417.55,417.55,417.55,0,417.55
2017-03-14,419.65,425,416,423,118600,423
2017-03-15,423,423,415.25,417.2,111000,417.2
2017-03-16,420,424,415.5,416.5,288600,416.5
2017-03-17,417.2,428.1,417.2,424.7,250000,424.7
2017-03-20,425.25,428.7,418.2,421.8,184400,421.8
2017-03-21,422.3,426.8,416.1,417.5,171000,417.5
2017-03-22,415.4,421,408.05,409.4,156300,409.4
2017-03-23,412,415.5,411,412.85,124800,412.85
2017-03-24,412.85,424.95,412.6,423.3,330300,423.3
2017-03-27,423.15,428.75,420.1,425.1,197100,425.1
2017-03-28,426.45,428.9,420.5,425,142700,425
2017-03-29,425.55,428.1,423,425.55,129000,425.55
2017-03-30,426.1,427.5,415.15,420.05,450900,420.05
2017-03-31,420.6,437.8,417,435.6,385700,435.6
2017-04-03,436.15,437.8,430.55,434.95,189400,434.95
2017-04-04,434.95,434.95,434.95,434.95,0,434.95
2017-04-05,437.4,439.65,431.25,433.15,146400,433.15
2017-04-06,433.15,436.3,422.3,423.95,151100,423.95
2017-04-07,424.45,444,423,442.8,459600,442.8
2017-04-10,444.7,446.7,427.5,428.95,314000,428.95
2017-04-11,430,434,425,426.45,302700,426.45
2017-04-12,427.5,432.3,422.15,426.6,189200,426.6
2017-04-13,426.6,434.1,425.25,426.3,217600,426.3
2017-04-14,426.3,426.3,426.3,426.3,0,426.3
2017-04-17,426.3,433.85,423.75,431.35,212700,431.35
2017-04-18,433.85,443.5,424.45,430.25,356200,430.25
2017-04-19,428.4,434.45,420.65,422.05,171500,422.05
2017-04-20,424.8,427.65,419.25,426.25,166500,426.25
2017-04-21,430,433.95,421.1,424.55,175100,424.55
