"Date","SOUTHBANK.NS.Open","SOUTHBANK.NS.High","SOUTHBANK.NS.Low","SOUTHBANK.NS.Close","SOUTHBANK.NS.Volume","SOUTHBANK.NS.Adjusted"
2015-03-26,21.6345,21.9966,21.4535,21.7703,2947200,20.63067
2015-03-27,21.7703,22.2682,21.7703,22.0871,2597700,20.93089
2015-03-30,22.3587,22.6303,22.3587,22.5397,1403300,21.35979
2015-03-31,22.5397,23.0829,22.5397,22.8113,2844400,21.61718
2015-04-01,22.6303,23.3092,22.6303,23.2187,1396600,22.00325
2015-04-02,23.2187,23.2187,23.2187,23.2187,0,22.00325
2015-04-03,23.2187,23.2187,23.2187,23.2187,0,22.00325
2015-04-06,23.3997,23.8523,23.2639,23.3997,2568300,22.17478
2015-04-07,23.4902,23.8976,23.3997,23.7618,1950500,22.51792
2015-04-08,23.9428,23.9881,23.7165,23.8071,1919500,22.56085
2015-04-09,23.7618,24.1239,23.3544,23.8071,2249400,22.56085
2015-04-10,23.8071,23.9881,22.9018,23.4902,2982800,22.26054
2015-04-13,23.4902,23.6713,22.6303,22.9924,5611700,21.7888
2015-04-14,22.9924,22.9924,22.9924,22.9924,0,21.7888
2015-04-15,23.0829,23.3997,22.6755,23.0376,3569000,21.83163
2015-04-16,23.0829,23.3997,22.7208,22.8113,2082000,21.61718
2015-04-17,22.8113,23.0829,22.7208,22.7661,1589100,21.57434
2015-04-20,22.8113,22.9471,22.404,22.4945,1396800,21.31696
2015-04-21,22.4945,22.8566,22.3134,22.4945,1513300,21.31696
2015-04-22,22.4945,22.7661,22.4945,22.585,2227500,21.40272
2015-04-23,22.6303,23.0376,22.5397,22.6303,3301600,21.44565
2015-04-24,22.6303,22.6755,22.3134,22.404,1647800,21.2312
2015-04-27,22.404,22.4945,21.5893,21.7251,1606000,20.58784
2015-04-28,21.5893,22.0419,21.4988,21.6345,1819000,20.50198
2015-04-29,21.6345,22.8113,21.6345,22.4945,2521900,21.31696
2015-04-30,22.8113,22.8113,21.8156,21.9514,2278400,20.80229
2015-05-01,21.9514,21.9514,21.9514,21.9514,0,20.80229
2015-05-04,21.9966,22.3587,21.9966,22.2229,1383300,21.05958
2015-05-05,22.1324,22.2229,21.2272,21.3177,12230300,20.20176
2015-05-06,21.4535,21.9966,21.4082,21.4988,8392800,20.37338
2015-05-07,21.4988,21.5893,21.0914,21.1367,2115300,20.03024
2015-05-08,21.2724,21.7703,21.0914,21.4988,7488000,20.37338
2015-05-11,21.544,22.1777,21.544,22.0871,2766900,20.93089
2015-05-12,21.9966,21.9966,21.6345,21.7251,1511500,20.58784
2015-05-13,21.7703,22.1777,21.7251,22.0419,2275000,20.88805
2015-05-14,21.9514,22.0871,21.6798,21.9514,4615700,20.80229
