"Date","SOUTHBANK.NS.Open","SOUTHBANK.NS.High","SOUTHBANK.NS.Low","SOUTHBANK.NS.Close","SOUTHBANK.NS.Volume","SOUTHBANK.NS.Adjusted"
2015-05-15,21.9061,22.2229,21.9061,22.0419,2310700,20.88805
2015-05-18,21.9514,22.3587,21.9061,22.1324,2012700,20.97382
2015-05-19,21.9966,22.1324,21.8608,21.9061,1212100,20.75936
2015-05-20,21.9514,22.2229,21.9061,21.9966,1512500,20.84512
2015-05-21,21.9966,22.1777,21.8156,21.8608,1521800,20.71643
2015-05-22,21.8156,21.9514,21.6345,21.7251,1045100,20.58784
2015-05-25,21.6798,21.7703,21.544,21.544,1135800,20.41622
2015-05-26,21.4988,21.544,21.363,21.4082,1025600,20.28753
2015-05-27,21.2724,21.8156,21.2724,21.6798,3328500,20.54491
2015-05-28,21.6345,22.0871,21.544,21.9061,2463200,20.75936
2015-05-29,21.8156,22.4492,21.8156,22.2682,6757900,21.10251
2015-06-01,22.1777,22.6303,21.9966,22.1324,2818400,20.97382
2015-06-02,22.0419,22.1777,21.0462,21.2724,4259100,20.15884
2015-06-03,21.5893,21.7703,20.5935,20.8651,5662700,19.77286
