"Date","OFSS.NS.Open","OFSS.NS.High","OFSS.NS.Low","OFSS.NS.Close","OFSS.NS.Volume","OFSS.NS.Adjusted"
2016-08-02,3605,3637.15,3563.5,3568.35,28500,3311.815
2016-08-03,3615.15,3615.15,3557.4,3582.05,17200,3324.53
2016-08-04,3614.95,3614.95,3545.1,3554.2,39200,3298.682
2016-08-05,3584.95,3715,3565.1,3671.2,128400,3407.271
2016-08-08,3719.95,3724,3658.2,3685.15,53400,3420.218
2016-08-09,3685,3719.1,3677.8,3695.85,50600,3430.149
2016-08-10,3715,3784.55,3685.15,3712.85,42300,3445.926
2016-08-11,3712.85,3739.65,3682.7,3698.1,44200,3432.237
2016-08-12,3698,3745,3697.7,3715.2,34900,3448.107
2016-08-15,3715.2,3715.2,3715.2,3715.2,0,3448.107
2016-08-16,3765,3765.05,3616.9,3675.6,53500,3411.354
2016-08-17,3685,3725,3600,3693.95,53000,3428.385
2016-08-18,3697.75,3985.1,3655,3679.05,252000,3414.556
2016-08-19,3700,3710,3625.4,3660.2,27700,3397.061
