"Date","NCC.NS.Open","NCC.NS.High","NCC.NS.Low","NCC.NS.Close","NCC.NS.Volume","NCC.NS.Adjusted"
2016-09-06,87.3,89.2,87.2,88.35,8751000,88.35
2016-09-07,88.95,89.65,86.85,87.4,7056800,87.4
2016-09-08,87.4,89.3,86.8,88.65,8484700,88.65
2016-09-09,89.1,90.5,87.25,88,11970500,88
2016-09-12,86,86,83,83.6,6432500,83.6
2016-09-13,83.6,83.6,83.6,83.6,0,83.6
2016-09-14,83.1,86.9,83.1,86,3791800,86
2016-09-15,86,87.5,85.35,86.4,3073200,86.4
2016-09-16,87.25,88.9,84.85,87.6,8792200,87.6
2016-09-19,87.85,89.4,87.25,88,5255500,88
2016-09-20,88.45,88.45,86.3,87.45,2107000,87.45
2016-09-21,88,88.2,86.5,86.75,2092100,86.75
2016-09-22,88.5,88.7,86.15,87.05,2044500,87.05
2016-09-23,87.2,88,86.3,86.75,2459800,86.75
2016-09-26,86.4,86.65,84.5,85,1865800,85
2016-09-27,85.25,85.9,84.55,85.25,2517900,85.25
2016-09-28,85.5,86.55,84.75,85.95,2248500,85.95
2016-09-29,86.5,87.4,78,79.4,10060000,79.4
2016-09-30,79.95,83,78.4,82.1,3535200,82.1
2016-10-03,82.25,85.7,82.25,85.25,3184100,85.25
2016-10-04,86.25,86.3,83.55,84.2,2729300,84.2
2016-10-05,84.95,85.35,83.6,84.9,2685400,84.9
2016-10-06,85.1,86.5,84.9,86,3841400,86
2016-10-07,86.05,87.95,85.75,86.55,3681000,86.55
2016-10-10,86.6,87,85.6,85.95,3420200,85.95
2016-10-11,85.95,85.95,85.95,85.95,0,85.95
2016-10-12,85.95,85.95,85.95,85.95,0,85.95
2016-10-13,85.7,85.85,81.5,82.95,2469600,82.95
2016-10-14,83.4,83.4,81.95,82.65,1419600,82.65
2016-10-17,81.8,82.75,79.55,80,5041400,80
2016-10-18,80.7,82.3,80.4,81.75,4413300,81.75
2016-10-19,82,82.9,80.7,81.1,3732100,81.1
2016-10-20,83.8,83.9,82.25,82.45,2948600,82.45
2016-10-21,82.7,92.9,82.4,92.35,50707800,92.35
2016-10-24,92.9,94.55,90.7,92.5,17935700,92.5
2016-10-25,92.5,95,90.85,94.65,11056800,94.65
2016-10-26,94.5,95.65,91.1,91.95,7395200,91.95
2016-10-27,92,92.85,89.25,90.8,8691800,90.8
2016-10-28,91.25,94.15,90.85,93.5,6125100,93.5
2016-10-31,93.5,93.5,93.5,93.5,0,93.5
2016-11-01,93.7,94.85,93.2,93.6,4978400,93.6
2016-11-02,91.5,92.25,88.05,88.9,4649700,88.9
2016-11-03,89,90.6,85.3,85.9,5635900,85.9
2016-11-04,86,86.3,81.75,83.45,6152200,83.45
2016-11-07,85.3,87.8,84.8,86.35,5503100,86.35
2016-11-08,86.7,86.9,83.8,85.95,3373400,85.95
2016-11-09,78.25,80.8,70.8,79,11955600,79
2016-11-10,82.4,84.5,80.5,81.25,7036600,81.25
2016-11-11,80.9,82.5,78.5,79.2,4498000,79.2
2016-11-14,79.2,79.2,79.2,79.2,0,79.2
2016-11-15,79.15,79.55,74.8,75.4,5316300,75.4
2016-11-16,77.05,77.6,73.2,75.35,4495700,75.35
2016-11-17,75.25,77.5,74.75,76.65,3628800,76.65
2016-11-18,77.5,80.7,75.25,78.95,5965200,78.95
2016-11-21,79.45,79.6,74.6,75.1,3870600,75.1
2016-11-22,74.7,77,71.25,75.1,6472100,75.1
2016-11-23,75.85,76.1,74.4,74.95,2870800,74.95
2016-11-24,74.45,75.55,72.35,72.85,3840500,72.85
2016-11-25,73.5,78.15,73.05,76.8,4753500,76.8
2016-11-28,77.1,79.25,77,78.55,3720700,78.55
2016-11-29,79,82.25,78.35,81,5491600,81
2016-11-30,81.55,81.85,79.4,80,3977300,80
2016-12-01,80.8,81,77.95,78.25,3452800,78.25
2016-12-02,77.8,78.05,76.25,77.05,2499600,77.05
2016-12-05,76.65,79.5,76.65,79.05,1837900,79.05
2016-12-06,80.2,81.55,79.2,80.2,3483600,80.2
2016-12-07,80.5,80.9,77.4,79.55,3036100,79.55
2016-12-08,80,82.05,80,80.6,2305900,80.6
2016-12-09,81.35,81.85,80.5,81.15,1477800,81.15
2016-12-12,81.3,82.3,79.65,81.75,2119600,81.75
2016-12-13,82.45,86.95,82,83.1,10733200,83.1
2016-12-14,83.75,85.15,82.5,83,4107600,83
2016-12-15,82.25,84.25,81,83.2,2322700,83.2
2016-12-16,83.95,84.2,81.8,82.6,2810500,82.6
2016-12-19,82.1,82.75,81.1,81.5,1387600,81.5
2016-12-20,81.8,81.95,80.1,81,1630600,81
2016-12-21,81.95,82.1,80.25,80.9,1466700,80.9
2016-12-22,80.1,80.8,78.4,78.75,2323400,78.75
2016-12-23,79.2,79.85,77.55,78,2530500,78
2016-12-26,77.5,77.5,75.1,75.8,1936100,75.8
2016-12-27,75.9,77.2,75.1,76.75,2722300,76.75
2016-12-28,77.5,80.1,77.25,78.2,2626500,78.2
2016-12-29,78.5,80.4,77.9,80.05,3684800,80.05
2016-12-30,80,81.45,80,80.6,2344800,80.6
2017-01-02,80.9,84,80.4,83.55,3375600,83.55
2017-01-03,84.6,84.85,83.6,84,3254800,84
2017-01-04,84.9,87.15,82.65,85.7,5230500,85.7
2017-01-05,86.5,87.3,85.45,86.25,2332400,86.25
2017-01-06,87,87.25,82.7,83.2,4003000,83.2
2017-01-09,83.4,83.4,81.6,82.2,2899100,82.2
2017-01-10,82.9,83.85,81.5,82.75,4316600,82.75
2017-01-11,83.5,83.5,82.1,82.9,3422600,82.9
2017-01-12,82.95,84,82.45,82.9,3278400,82.9
2017-01-13,83.35,84.65,81,83.8,5585300,83.8
2017-01-16,83.6,84.85,83.05,83.8,2778100,83.8
2017-01-17,84.25,84.35,82.15,82.7,2754300,82.7
2017-01-18,82.9,83.7,82.1,82.6,3094000,82.6
2017-01-19,82.7,83.4,81.7,82.05,2793800,82.05
2017-01-20,81.85,82.45,79.35,79.65,2817900,79.65
2017-01-23,79.3,80.35,77.85,78.75,3056200,78.75
2017-01-24,79.05,80.75,79,79.9,4011900,79.9
2017-01-25,80.4,81.85,79.25,81.4,9793700,81.4
2017-01-26,81.4,81.4,81.4,81.4,0,81.4
2017-01-27,82,84.4,81.75,84.05,5541800,84.05
2017-01-30,85.75,86.9,84.25,84.8,12677800,84.8
2017-01-31,84.85,84.95,82.45,83.05,2755800,83.05
2017-02-01,83.4,84.9,82.5,84.55,5166800,84.55
2017-02-02,84.9,86.65,83.05,84,5379400,84
2017-02-03,84.6,85.9,83.4,85.1,3165700,85.1
2017-02-06,86,89.4,85.7,87.65,10992000,87.65
2017-02-07,88.1,88.5,86,86.45,3668500,86.45
2017-02-08,86.8,87.55,84.15,87,3978400,87
2017-02-09,87.8,88.45,85.8,87.4,4493000,87.4
2017-02-10,86.9,87.65,85.2,87.25,5736800,87.25
2017-02-13,87.1,87.65,84.15,85.4,2845700,85.4
2017-02-14,85.75,85.8,83.8,84.3,2225100,84.3
2017-02-15,84.4,84.8,80.3,80.6,4800400,80.6
2017-02-16,81,82.45,79.2,82.1,4262400,82.1
2017-02-17,82.75,83.15,81.5,82.35,1834500,82.35
2017-02-20,82.5,84.25,82.2,83.75,3161400,83.75
2017-02-21,84.05,84.25,83,83.8,3700800,83.8
2017-02-22,83.8,84.2,82.55,82.95,2406900,82.95
2017-02-23,83,83.55,81.1,81.6,2973200,81.6
2017-02-24,81.6,81.6,81.6,81.6,0,81.6
2017-02-27,81.65,82.3,81,81.2,1696700,81.2
2017-02-28,81.7,84.05,81.25,83.8,5135400,83.8
2017-03-01,84,84.85,82.5,83,2751200,83
2017-03-02,83.7,84,80.25,80.9,2325300,80.9
2017-03-03,80.5,81.7,78.4,79.65,7101000,79.65
2017-03-06,79.9,80.85,79.7,80.25,1251100,80.25
2017-03-07,80.3,80.8,79.4,79.8,1634100,79.8
2017-03-08,79.8,80.15,77.9,78.3,2762300,78.3
2017-03-09,78,80.55,77.45,79.2,3203200,79.2
2017-03-10,79.6,80.1,78.35,78.75,1623900,78.75
2017-03-13,78.75,78.75,78.75,78.75,0,78.75
2017-03-14,81,81,79.2,79.45,2647300,79.45
2017-03-15,79.55,81.5,79,81.05,3447400,81.05
2017-03-16,81.25,83,81.25,82.65,3212200,82.65
2017-03-17,83.2,83.55,81.4,82.4,2467900,82.4
2017-03-20,82.55,84.35,81.8,84,6488300,84
2017-03-21,84,84,81.75,82.4,7841300,82.4
2017-03-22,81.35,82.45,81,81.55,1592100,81.55
2017-03-23,81.8,82.95,81.3,82.65,2438600,82.65
2017-03-24,82.75,83.1,82,82.15,1574300,82.15
2017-03-27,81.9,82.4,80.65,81.15,3291400,81.15
2017-03-28,82,82,80.6,81.25,3666900,81.25
2017-03-29,81.25,82.3,80.95,81.65,3186000,81.65
2017-03-30,81.75,82.1,80.45,80.8,2246300,80.8
2017-03-31,80.65,82.65,80.65,81.95,3312000,81.95
2017-04-03,82,83.9,81.5,83.55,2413600,83.55
2017-04-04,83.55,83.55,83.55,83.55,0,83.55
2017-04-05,83.95,87.75,83.75,87.15,10811500,87.15
2017-04-06,86.7,88.25,86.2,87.1,4344400,87.1
2017-04-07,87,87.65,83.9,84.6,3031400,84.6
2017-04-10,85,86.7,84.15,86.05,4337700,86.05
2017-04-11,86.55,89.65,86,89.35,5663700,89.35
2017-04-12,89.5,91.4,87,88.55,7974000,88.55
2017-04-13,88,92.15,87.6,91.3,7893100,91.3
2017-04-14,91.3,91.3,91.3,91.3,0,91.3
2017-04-17,92,95.15,90.6,94,11275200,94
2017-04-18,94.8,100,91.6,92,17733500,92
2017-04-19,92.55,97.9,92.05,96.3,12417600,96.3
2017-04-20,96.45,98.3,95.5,96.25,7502000,96.25
2017-04-21,97.15,98.5,95.6,96.8,5678900,96.8
