"Date","SUNPHARMA.NS.Open","SUNPHARMA.NS.High","SUNPHARMA.NS.Low","SUNPHARMA.NS.Close","SUNPHARMA.NS.Volume","SUNPHARMA.NS.Adjusted"
2015-09-16,879.20001,891.79999,875.65002,887.20001,5674900,883.11631
2015-09-17,887.20001,887.20001,887.20001,887.20001,0,883.11631
2015-09-18,897,920.79999,888.45001,905.20001,5214300,901.03346
2015-09-21,908.29999,912.95001,895.09998,899.95001,3137000,895.80762
2015-09-22,909,909,891.54999,900.59998,3447100,896.4546
2015-09-23,895,905.20001,888.29999,896.75,1895100,892.62234
2015-09-24,900.90002,900.90002,888.25,891.90002,4615600,887.79469
2015-09-25,891.90002,891.90002,891.90002,891.90002,0,887.79469
2015-09-28,895,895,857.20001,861,3862600,857.0369
2015-09-29,861,861,840.25,848.25,2137200,844.34558
2015-09-30,860,872,858.20001,868.40002,2861200,864.40286
2015-10-01,875,895,873.25,891,2278000,886.89881
2015-10-02,891,891,891,891,0,886.89881
2015-10-05,899,902.20001,880.20001,897.95001,3142100,893.81683
2015-10-06,905.95001,915.90002,902.25,909.95001,2368600,905.7616
2015-10-07,915,928.70001,903,926.20001,2899000,921.9368
2015-10-08,930,933.95001,910.59998,915.65002,2018300,911.43537
2015-10-09,922.5,922.79999,901.20001,906.20001,1963100,902.02886
2015-10-12,910,914.95001,883.20001,892,2057700,887.89421
2015-10-13,894,896.75,874,881.59998,1526300,877.54205
2015-10-14,884.09998,894,881.59998,883.70001,1468400,879.63242
2015-10-15,889.95001,892.5,880.04999,888,2180700,883.91262
2015-10-16,888,892,881,890.5,1209500,886.40111
2015-10-19,895,911,886.54999,905.95001,2e+06,901.78001
2015-10-20,911,913.09998,899.70001,902.54999,1880800,898.39563
2015-10-21,901.90002,902.25,886.5,889,1272800,887.85916
2015-10-22,889,889,889,889,0,887.85916
2015-10-23,901.95001,903.84998,883.04999,884.59998,1916700,883.46478
2015-10-26,890,894.09998,886.09998,888.79999,1770600,887.6594
2015-10-27,888,912.45001,885,908.65002,2896500,907.48396
2015-10-28,903,907.5,895.04999,901.54999,1939800,900.39304
2015-10-29,902,902,875.54999,878.90002,3272900,877.77214
2015-10-30,880.20001,893,876.70001,889.54999,2387200,888.40844
2015-11-02,875.04999,878.15002,857.54999,865.34998,1982400,864.23948
2015-11-03,870,877.79999,862.79999,868.54999,1547000,867.43539
2015-11-04,867,874.5,850,852.5,2275400,851.406
2015-11-05,848,849.90002,809,815.95001,4038100,814.90291
2015-11-06,816.04999,822.34998,800.54999,803.40002,3763900,802.36903
2015-11-09,761,771.84998,744.95001,756.95001,7903500,755.97863
2015-11-10,753.09998,764.20001,724.04999,731.95001,7024800,731.01071
2015-11-11,738.59998,748.09998,737,746.59998,838800,745.64187
2015-11-12,746.59998,746.59998,746.59998,746.59998,0,745.64187
2015-11-13,745.09998,752.40002,736,740.59998,4665500,739.64957
2015-11-16,743,747.5,732.54999,738.65002,3357900,737.70212
2015-11-17,746,755.54999,743.95001,753.34998,3853200,752.38321
2015-11-18,755,761.29999,748.5,753.75,2521800,752.78272
2015-11-19,758,761,738.40002,742.5,4059400,741.54716
2015-11-20,739.79999,741,723.90002,725.84998,5345400,724.9185
2015-11-23,726,728.90002,713.5,717.09998,5781400,716.17973
2015-11-24,717,719.54999,704,706.20001,9846500,705.29375
2015-11-25,706.20001,706.20001,706.20001,706.20001,0,705.29375
2015-11-26,716.84998,740,716.5,735.90002,8438900,734.95565
2015-11-27,742,742.34998,731,739.84998,4475800,738.90053
2015-11-30,732.5,737.5,727.34998,729.5,8738100,728.56384
2015-12-01,732,733.79999,727,729.25,3183100,728.31416
2015-12-02,739,739,725,731.79999,5136300,730.86088
2015-12-03,729.84998,732.40002,724,726.90002,3079000,725.9672
2015-12-04,722.5,773.90002,721.5,755.40002,24605800,754.43063
2015-12-07,765.29999,781.5,762.04999,777.34998,7139700,776.35241
2015-12-08,776,779.84998,767.5,770.90002,3655100,769.91074
2015-12-09,772.5,775.40002,750.15002,759.15002,4935300,758.17582
2015-12-10,769.84998,769.84998,733.29999,756.79999,4496000,755.8288
2015-12-11,759.65002,766,748.5,757.79999,2852800,756.82751
2015-12-14,758.84998,773,753.65002,768.59998,2629200,767.61364
2015-12-15,775,781.45001,769.20001,773.75,3549300,772.75706
2015-12-16,780,785.5,775.79999,784.09998,2864700,783.09375
2015-12-17,791.04999,805,788,802.25,3491300,801.22048
2015-12-18,799.59998,809,787.20001,790.15002,4125100,789.13603
2015-12-21,738,756.79999,731,754.20001,12310600,753.23216
2015-12-22,756.20001,768.90002,756.20001,763.70001,3734800,762.71997
2015-12-23,771,793.5,770,790.40002,6651800,789.38571
2015-12-24,797,798.40002,786.40002,790.84998,2053900,789.83509
2015-12-25,790.84998,790.84998,790.84998,790.84998,0,789.83509
2015-12-28,791.65002,815,791.65002,811.59998,4287300,810.55846
2015-12-29,815,819.90002,805.5,811.34998,2702800,810.30878
2015-12-30,814,826,806.45001,810.15002,1919100,809.11037
2015-12-31,812,825,804.09998,820.15002,2590500,819.09754
2016-01-01,810.04999,817.90002,806.20001,815.54999,986700,814.5034
2016-01-04,813.90002,821.29999,795.09998,799.09998,2388500,798.0745
2016-01-05,807,807,792.04999,800.5,1632300,799.47273
2016-01-06,805,805.79999,790.75,791.95001,2168200,790.93371
2016-01-07,788,799,778.65002,783.79999,2082300,782.79415
2016-01-08,795,805.79999,786,794.15002,2315200,793.1309
2016-01-11,789.5,804.5,779.09998,782.25,3424500,781.24615
2016-01-12,784,794,784,788.15002,1787800,787.1386
2016-01-13,795,804.65002,781.5,796.59998,3447600,795.57771
2016-01-14,789.79999,796.40002,785.70001,791.84998,3233800,790.8338
2016-01-15,797.75,799,780.20001,787.09998,2370200,786.0899
2016-01-18,787,797.5,775,784.95001,4202700,783.9427
2016-01-19,786,796.79999,781.25,793.90002,2169700,792.88122
2016-01-20,785.5,805,775.59998,792.59998,4222500,791.58284
2016-01-21,800,803.40002,764,773.15002,3264100,772.15785
2016-01-22,779,794,773.29999,789.20001,1970100,788.18724
2016-01-25,795,814.90002,794.45001,807.25,2905000,806.21407
2016-01-26,807.25,807.25,807.25,807.25,0,806.21407
2016-01-27,817,823.25,809.29999,821.15002,3609800,820.09625
2016-01-28,817,836.79999,817,834.15002,4368100,833.07957
2016-01-29,843,878,839.09998,872.95001,4709600,871.82977
2016-02-01,880.79999,888.29999,861.90002,872.29999,3252000,871.18058
2016-02-02,879.84998,883.34998,831.09998,835.15002,2676900,834.07829
2016-02-03,836.79999,855,829.29999,834.90002,2630800,833.82861
2016-02-04,840,847.79999,818.15002,835.59998,2287200,834.52766
2016-02-05,839,860,836.54999,857.54999,2250100,856.4495
2016-02-08,855,864.79999,830,835.65002,1198100,834.57764
2016-02-09,830,860.90002,828.09998,854.04999,2340200,852.954
2016-02-10,851.04999,865.75,838.20001,855.75,3530800,854.65183
2016-02-11,851,858.90002,827,830.40002,2067300,829.33438
2016-02-12,845,884.70001,802.45001,847.34998,5260200,846.26258
2016-02-15,855,867,845.09998,850.20001,3592900,849.10896
2016-02-16,850.59998,857.15002,820.20001,827.79999,1957300,826.73768
2016-02-17,831.95001,859.34998,828,855.79999,1975300,854.70175
2016-02-18,869.70001,876.5,858.09998,870.45001,2342500,869.33297
2016-02-19,870.40002,870.40002,857,864.20001,1561600,863.09099
2016-02-22,871.95001,885.79999,868,882.45001,2302900,881.31757
2016-02-23,884.70001,898.45001,866.25,871.09998,2470000,869.9821
2016-02-24,866.34998,870,849.59998,854.54999,1716600,853.45335
2016-02-25,857.45001,880,855.54999,875.34998,3898400,874.22665
2016-02-26,885,890,869.09998,871.90002,2409000,870.78113
2016-02-29,880.79999,880.79999,833.70001,853.90002,3546300,852.80422
2016-03-01,861.70001,873,851.29999,868.40002,2354000,867.28562
2016-03-02,876,877.09998,850,851.84998,3184900,850.75681
2016-03-03,859.90002,873.84998,852.59998,870.90002,2447100,869.78241
2016-03-04,872,874.5,852.59998,856.79999,1525200,855.70047
2016-03-07,856.79999,856.79999,856.79999,856.79999,0,855.70047
2016-03-08,859.79999,871,851.25,858.59998,2297500,857.49814
2016-03-09,860,863.70001,836.90002,860.90002,3139200,859.79524
2016-03-10,864.45001,868,846.5,865.04999,2042200,863.93988
2016-03-11,854.90002,870,843.59998,868.20001,2329000,867.08586
2016-03-14,869,876.54999,858.59998,862.20001,2139500,861.09356
2016-03-15,861.5,861.5,840.59998,843.15002,2357000,842.06802
2016-03-16,845.5,847.45001,821.65002,835.75,2521800,834.67749
2016-03-17,842,843.90002,821.79999,827.25,2605900,826.1884
2016-03-18,825.04999,825.90002,798.40002,816,5270600,814.95284
2016-03-21,820.54999,838.04999,816.79999,836.45001,3177100,835.37661
2016-03-22,835.04999,847,831.90002,844.59998,2105700,843.51611
2016-03-23,844.70001,852,834.59998,846.20001,2331700,845.11409
2016-03-24,846.20001,846.20001,846.20001,846.20001,0,845.11409
2016-03-25,846.20001,846.20001,846.20001,846.20001,0,845.11409
2016-03-28,846,846,803,809.25,4596300,808.2115
2016-03-29,809.25,811.84998,770,794.34998,7468500,793.3306
2016-03-30,811.90002,815.54999,801.04999,811.70001,3020700,810.65837
2016-03-31,811.90002,829.65002,811.90002,820,5230700,818.9477
2016-04-01,821,824,809.40002,815.09998,1654700,814.05397
2016-04-04,817.20001,821,811.09998,815.04999,1239300,814.00404
2016-04-05,816,816.45001,799.5,800.79999,2570600,799.77233
2016-04-06,804.5,811.09998,798.04999,809.54999,1809600,808.5111
2016-04-07,810,822.90002,805.09998,811.70001,2221100,810.65837
2016-04-08,807.04999,817.45001,807.04999,811.75,1088100,810.70829
2016-04-11,823,826,809.20001,817.29999,2757100,816.25116
2016-04-12,819.70001,827.04999,816.34998,823.59998,1942700,822.54306
2016-04-13,826.09998,835.90002,823,833.04999,2310900,831.98094
2016-04-14,833.04999,833.04999,833.04999,833.04999,0,831.98094
2016-04-15,833.04999,833.04999,833.04999,833.04999,0,831.98094
2016-04-18,833.15002,841.15002,827.29999,837.79999,2257500,836.72485
2016-04-19,837.79999,837.79999,837.79999,837.79999,0,836.72485
2016-04-20,836.09998,836.09998,825.20001,828.54999,2134900,827.48672
2016-04-21,831.65002,837.90002,826.79999,832.90002,1381300,831.83117
2016-04-22,827,828.45001,818.15002,820.20001,2527800,819.14746
2016-04-25,820,821.15002,802,808.84998,3644300,807.81199
2016-04-26,805,817.59998,797,814.40002,4083900,813.35491
2016-04-27,814,816.09998,809.20001,813.95001,1364000,812.90548
2016-04-28,819,819,800,801.95001,4828500,800.92088
2016-04-29,805,813.29999,802,811.29999,2339700,810.25886
2016-05-02,813.75,816.15002,804.5,811.79999,1083200,810.75821
2016-05-03,808.20001,813.59998,780,798.25,5809200,797.22562
2016-05-04,799,806.40002,787.04999,804.20001,2523000,803.16799
2016-05-05,825.54999,828,806.5,810.45001,3065000,809.40997
2016-05-06,809.95001,815,802.25,804.40002,1464200,803.36775
2016-05-09,805,811.79999,796,805.29999,2556600,804.26656
2016-05-10,806,811,800.29999,802.15002,2156900,801.12063
2016-05-11,799,806,792,796.29999,2268500,795.27811
2016-05-12,795.09998,805.70001,795.09998,803.54999,1962300,802.5188
2016-05-13,805.34998,805.34998,792.5,795.04999,2454700,794.02971
2016-05-16,799.90002,802,791.70001,797.84998,2035000,796.8261
2016-05-17,801,802.59998,796.5,799.90002,2505200,798.87352
2016-05-18,798.95001,799.04999,791,795.29999,2244400,794.27939
2016-05-19,797,797.70001,790,792.5,3114100,791.48299
2016-05-20,797.90002,797.90002,790,791.34998,2460400,790.33445
2016-05-23,793,793.70001,779.29999,784.54999,2403900,783.54318
2016-05-24,786,787,771,772.29999,2249400,771.3089
2016-05-25,778.29999,789.90002,771.20001,785.45001,1556300,784.44205
2016-05-26,781.09998,788,774.04999,779.34998,1900800,778.34985
2016-05-27,795,828,790.09998,824.95001,3675200,823.89136
2016-05-30,831,842,808.25,812.09998,4888300,811.05782
2016-05-31,792,799,756,762.75,15706400,761.77117
2016-06-01,767.04999,771.40002,752.45001,754.54999,4921700,753.58168
2016-06-02,755.09998,758.5,744.54999,746.75,4900200,745.7917
2016-06-03,751.90002,751.90002,735.04999,737.34998,5944700,736.40374
2016-06-06,748.90002,750,721.84998,724.40002,6330700,723.47041
2016-06-07,728,741.90002,710.15002,738.79999,7369600,737.85189
2016-06-08,744,744.95001,734.40002,738,3384900,737.05293
2016-06-09,738,745.25,731.5,742.70001,3948800,741.74691
2016-06-10,745.84998,747,738.40002,741.40002,2785000,740.44859
2016-06-13,738.5,748,733.15002,746.45001,2918900,745.4921
2016-06-14,748,755,746.54999,753.70001,2789200,752.7328
2016-06-15,756.90002,758.34998,750,751.59998,1417600,750.63546
2016-06-16,752,756.34998,742.70001,754.59998,2717900,753.63161
2016-06-17,756.5,758.15002,740.09998,743.20001,3317900,742.24627
2016-06-20,739.84998,746.09998,733.84998,739.84998,3323000,738.90053
2016-06-21,741.09998,745.20001,735.20001,736.29999,3703400,735.3551
2016-06-22,739.95001,741.40002,731.40002,740.04999,3715700,739.10029
2016-06-23,743.95001,757.79999,743,752.59998,3909600,751.63417
2016-06-24,747.70001,765,734,754.75,7640800,753.78144
2016-06-27,757,775.59998,753.29999,773.75,4493400,772.75706
2016-06-28,774,779.34998,763.54999,765.09998,2788800,764.11813
2016-06-29,770.70001,774.45001,767.59998,770.29999,2460400,769.31147
2016-06-30,775,776.90002,761,763.09998,4538300,762.1207
2016-07-01,769,769.45001,762.04999,763.34998,2656400,762.37038
2016-07-04,768.25,774.79999,766.15002,770.79999,1575100,769.81083
2016-07-05,772.95001,778,764.25,774.5,2746300,773.50609
2016-07-06,774.5,774.5,774.5,774.5,0,773.50609
2016-07-07,778,782.95001,775,778.20001,2515200,777.20136
2016-07-08,781.95001,785,774.45001,777.5,2174800,776.50224
2016-07-11,789,793.90002,781.5,789,4771500,787.98749
2016-07-12,792.79999,793,778.15002,783.04999,3402700,782.04511
2016-07-13,786.84998,794.84998,775,778.54999,3546200,777.55088
2016-07-14,774.65002,774.65002,766.84998,768.54999,4148300,767.56372
2016-07-15,772,774.79999,764.09998,770.40002,5462500,769.41138
2016-07-18,774.29999,781,770.90002,776.70001,3096500,775.70328
2016-07-19,780,787,777.59998,782.40002,3030800,781.39598
2016-07-20,785.40002,798.29999,781.54999,797.25,4592900,796.2269
2016-07-21,800,806,791,794.20001,3452200,793.18082
2016-07-22,796,796,782,786.59998,2552100,785.59054
2016-07-25,788,805,787,804,3836700,802.96824
2016-07-26,807,808,795.09998,798.40002,2827700,797.37545
2016-07-27,797.04999,810,791.25,807.90002,2447900,806.86326
2016-07-28,810.40002,828,809.5,825.45001,3981400,824.39072
2016-07-29,825,839.79999,820.54999,829.95001,3056900,828.88495
2016-08-01,837.90002,840,822.70001,835.65002,2052200,834.57764
2016-08-02,839,847.5,826.84998,828.90002,2135400,827.83631
2016-08-03,832.70001,847.34998,821.29999,839.59998,2105700,838.52253
2016-08-04,842,854.95001,840.09998,848.54999,2609700,847.46105
2016-08-05,852.90002,854.45001,837.04999,841.90002,1908200,840.81962
