"Date","SYNDIBANK.NS.Open","SYNDIBANK.NS.High","SYNDIBANK.NS.Low","SYNDIBANK.NS.Close","SYNDIBANK.NS.Volume","SYNDIBANK.NS.Adjusted"
2016-09-08,79.45,80.7,79,80.1,2868500,80.1
2016-09-09,80.1,80.75,78.5,79.8,2709400,79.8
2016-09-12,77.9,78,75.2,75.6,2557700,75.6
2016-09-13,75.6,75.6,75.6,75.6,0,75.6
2016-09-14,75.5,77.7,75.3,77.4,2099300,77.4
2016-09-15,77.8,78,75.85,76.45,1795300,76.45
2016-09-16,77,78.6,74.2,74.6,5686300,74.6
2016-09-19,75.5,75.7,74.8,75.4,1100200,75.4
2016-09-20,75.5,75.7,74.5,74.8,1547900,74.8
2016-09-21,74.95,75.7,74.5,74.7,1015900,74.7
2016-09-22,75.9,76.7,75.5,76.45,1742400,76.45
2016-09-23,76.9,76.9,75.35,75.85,2875700,75.85
2016-09-26,75.5,76.7,75.05,75.35,2536000,75.35
2016-09-27,75.5,75.9,74,74.2,2966300,74.2
2016-09-28,74.2,76.95,73.7,76.5,3983000,76.5
2016-09-29,76.75,77.35,71.4,73.7,17561500,73.7
2016-09-30,72.9,74.15,71.5,73.15,5224900,73.15
2016-10-03,74,75.55,73.65,75.3,1728400,75.3
2016-10-04,76.2,77.2,74.7,76.7,2801900,76.7
2016-10-05,77.55,77.55,75.8,76.15,2297000,76.15
2016-10-06,76.25,76.35,73.8,74.35,1943000,74.35
2016-10-07,74.35,75.1,74.05,74.55,1208700,74.55
2016-10-10,74.7,75.3,74.1,74.3,1905600,74.3
2016-10-11,74.3,74.3,74.3,74.3,0,74.3
2016-10-12,74.3,74.3,74.3,74.3,0,74.3
2016-10-13,73.9,74.7,70.65,71.45,2240400,71.45
2016-10-14,71.9,72,70.8,71.35,2389800,71.35
2016-10-17,71.9,71.95,70,70.3,1673600,70.3
2016-10-18,70.8,72,70.3,71.8,1687000,71.8
2016-10-19,71.85,72.05,71.1,71.6,1459700,71.6
2016-10-20,72,76.6,71.7,76.05,7608500,76.05
2016-10-21,76.15,76.5,74.8,76.15,2455700,76.15
2016-10-24,76.7,79,75.8,77.6,6206600,77.6
2016-10-25,77.6,77.9,76.65,77.25,1140700,77.25
2016-10-26,76.55,79.5,73.5,73.9,13545000,73.9
2016-10-27,72.55,74.6,72.55,73.55,3192400,73.55
2016-10-28,73.5,74.25,73,73.7,2625800,73.7
2016-10-31,73.7,73.7,73.7,73.7,0,73.7
2016-11-01,73.6,74,73.2,73.35,1382800,73.35
2016-11-02,72.4,72.5,70.4,70.7,1663300,70.7
2016-11-03,70.5,71.45,67.45,67.65,2927000,67.65
2016-11-04,68,68.4,65.4,65.6,3558500,65.6
2016-11-07,66.1,67.7,66.1,67.3,1516100,67.3
2016-11-08,67.85,67.9,66.4,67,1332800,67
2016-11-09,63.15,66.85,60.9,65.85,4447700,65.85
2016-11-10,68.2,73.55,67.85,73.05,7751500,73.05
2016-11-11,72.8,75.25,70.5,70.9,6658400,70.9
2016-11-14,70.9,70.9,70.9,70.9,0,70.9
2016-11-15,71.5,73.2,69.35,70.7,3937200,70.7
2016-11-16,72.2,72.65,69.3,69.7,2939600,69.7
2016-11-17,70,70.85,69.05,69.3,1795900,69.3
2016-11-18,69.75,71.1,68.75,69.8,2427600,69.8
2016-11-21,70.8,71.2,66.4,66.7,3050100,66.7
2016-11-22,67.2,67.65,64.8,65.65,2853500,65.65
2016-11-23,66.4,66.65,65.5,66.2,1835900,66.2
2016-11-24,65.7,67.15,65.45,66.05,2493900,66.05
2016-11-25,66.5,67.2,65.95,66.7,1942000,66.7
2016-11-28,65,66.95,64.8,65.85,1860500,65.85
2016-11-29,65.95,66.75,65.6,66,1095800,66
2016-11-30,66.4,67.75,65.85,67.25,1903500,67.25
2016-12-01,67.7,67.75,66.1,66.5,1235600,66.5
2016-12-02,66,67.3,65.5,66.1,3120300,66.1
2016-12-05,66,66.7,65.6,66.4,1511500,66.4
2016-12-06,66.5,67.2,66.25,66.6,815500,66.6
2016-12-07,66.95,67.95,65.35,66.1,2210400,66.1
2016-12-08,66.5,66.9,66.2,66.5,1042200,66.5
2016-12-09,66.85,68.25,66.3,67.9,2130500,67.9
2016-12-12,68,68,66.25,66.6,910200,66.6
2016-12-13,67.3,67.3,65.9,66.55,943900,66.55
2016-12-14,66.8,66.8,65.6,65.8,1104200,65.8
2016-12-15,65,66.45,64.7,65.9,1431800,65.9
2016-12-16,66.1,66.2,64.3,64.75,1669200,64.75
2016-12-19,64.7,65,64.1,64.45,844400,64.45
2016-12-20,64.65,64.7,62.05,62.5,1832200,62.5
2016-12-21,62.75,63.2,62,62.1,1133000,62.1
2016-12-22,61.85,62.25,61.3,61.9,1780400,61.9
2016-12-23,61.9,62.2,61.15,61.65,1438400,61.65
2016-12-26,61.3,61.55,59.5,59.8,881400,59.8
2016-12-27,59.9,61.2,59.2,60.9,910700,60.9
2016-12-28,61.15,61.95,60.5,60.65,1160900,60.65
2016-12-29,60.8,61.95,60,61.25,2243000,61.25
2016-12-30,61.8,62.5,61.1,61.55,1283900,61.55
2017-01-02,61.9,62.4,60.75,61.85,1192700,61.85
2017-01-03,62.2,62.9,61.3,62.05,922900,62.05
2017-01-04,62.05,62.55,61.1,61.35,1264400,61.35
2017-01-05,61.9,62.45,61.6,62.25,1006600,62.25
2017-01-06,62.5,63.75,62.4,62.65,1451500,62.65
2017-01-09,62.95,63.9,62.4,63.45,1496100,63.45
2017-01-10,63.6,64.5,62.85,64,1373300,64
2017-01-11,64.5,66.1,64.1,65.45,2134400,65.45
2017-01-12,65.6,65.95,64.1,64.75,1958900,64.75
2017-01-13,65,65.2,63.9,64.55,846600,64.55
2017-01-16,64.7,65.25,64.15,65.1,1999300,65.1
2017-01-17,65.3,65.95,64.5,64.75,1090000,64.75
2017-01-18,65,65.4,64.6,64.95,1766700,64.95
2017-01-19,64.95,65.9,64.4,65.65,1867500,65.65
2017-01-20,65.45,65.9,63.85,64.1,1315900,64.1
2017-01-23,64,65.5,63.6,64.7,960200,64.7
2017-01-24,64.8,66.15,64.8,65.8,1520600,65.8
2017-01-25,66.4,70.75,65.25,69.75,14823700,69.75
2017-01-26,69.75,69.75,69.75,69.75,0,69.75
2017-01-27,68.6,69.7,67.8,68.35,3371900,68.35
2017-01-30,68.2,70.75,68.2,69.2,4710100,69.2
2017-01-31,69.65,70.3,66.5,66.85,6915400,66.85
2017-02-01,67.5,68.55,66.1,68.2,3186600,68.2
2017-02-02,68.2,71.4,67.1,70.5,6792600,70.5
2017-02-03,70.75,73.3,70.15,72.95,5713100,72.95
2017-02-06,73.9,73.9,71.55,72.35,3384600,72.35
2017-02-07,72.35,74,71.5,73.05,4045600,73.05
2017-02-08,73.2,73.25,71,72.3,2070900,72.3
2017-02-09,72.7,72.85,69.75,70.8,2215800,70.8
2017-02-10,71.1,71.55,70.25,70.7,1170900,70.7
2017-02-13,71.05,71.2,68.1,69.25,1550800,69.25
2017-02-14,69.1,70.3,68.3,69.8,1447900,69.8
2017-02-15,69.75,69.75,67.15,67.75,1467100,67.75
2017-02-16,67.75,68.85,67.3,68.4,1323800,68.4
2017-02-17,68.8,69.55,68,68.25,1048400,68.25
2017-02-20,68.7,69.8,68.3,69.55,1219000,69.55
2017-02-21,70,70.5,69.1,70.3,1288300,70.3
2017-02-22,70.3,71.65,69.55,69.85,2212600,69.85
2017-02-23,69.9,70.6,69.3,69.6,2674500,69.6
2017-02-24,69.6,69.6,69.6,69.6,0,69.6
2017-02-27,69.3,69.75,68.3,68.55,1360400,68.55
2017-02-28,68.75,69.8,68.35,69.5,1702500,69.5
2017-03-01,69.75,70.75,69.65,70,1667900,70
2017-03-02,70.2,70.8,67.5,67.75,2122900,67.75
2017-03-03,67.4,67.7,66.45,67.3,1568600,67.3
2017-03-06,67.5,68.45,67.5,67.95,874900,67.95
2017-03-07,67.75,68.45,67.15,67.3,880900,67.3
2017-03-08,67.3,67.75,65.65,66.35,1489700,66.35
2017-03-09,66,66.75,65.8,66.25,940500,66.25
2017-03-10,66.8,67.35,65.4,65.9,1667100,65.9
2017-03-13,65.9,65.9,65.9,65.9,0,65.9
2017-03-14,67.5,67.6,66.45,66.7,1122100,66.7
2017-03-15,66.8,68.4,66.1,67.8,1688000,67.8
2017-03-16,68.5,69.6,67.8,69.3,2539200,69.3
2017-03-17,69.5,69.5,68.05,68.55,1025300,68.55
2017-03-20,68.4,69.4,68.1,69.2,1102300,69.2
2017-03-21,69.4,69.9,67.9,68.3,1780200,68.3
2017-03-22,67.5,67.9,66.25,66.5,1202800,66.5
2017-03-23,66.7,67,66.2,66.55,1090900,66.55
2017-03-24,66.7,70.65,66.65,69.4,4977600,69.4
2017-03-27,69.4,70.35,68.85,69.7,1857500,69.7
2017-03-28,69.75,71.65,69.4,70.7,2585600,70.7
2017-03-29,70.55,72.15,70.45,70.95,2158300,70.95
2017-03-30,71.05,71.5,70.45,70.75,1438600,70.75
2017-03-31,70.95,72.35,70.5,71.25,2287800,71.25
2017-04-03,71.55,71.75,70.5,71.3,1278800,71.3
2017-04-04,71.3,71.3,71.3,71.3,0,71.3
2017-04-05,71.5,73.15,70.65,72.3,1991700,72.3
2017-04-06,72.15,72.55,70.6,71.35,1898400,71.35
2017-04-07,70.9,71.75,69.6,70,1626800,70
2017-04-10,70.05,71.5,69.8,71.35,1413700,71.35
2017-04-11,71.85,74.85,71.4,74.6,4424100,74.6
2017-04-12,75.15,75.6,71.5,72.8,3614500,72.8
2017-04-13,72.75,74.1,72.5,72.7,2112500,72.7
2017-04-14,72.7,72.7,72.7,72.7,0,72.7
2017-04-17,73,73.25,71.7,72,836900,72
2017-04-18,72.2,74.1,70.9,71.1,2471100,71.1
2017-04-19,71.45,71.55,70.35,70.95,1528300,70.95
2017-04-20,71.45,72.6,70.7,72,1939300,72
2017-04-21,72.1,73.2,71.65,72.2,1254000,72.2
