"Date","BAJFINANCE.NS.Open","BAJFINANCE.NS.High","BAJFINANCE.NS.Low","BAJFINANCE.NS.Close","BAJFINANCE.NS.Volume","BAJFINANCE.NS.Adjusted"
2016-03-17,1307.06006,1330,1299.14001,1316.31006,927900,652.78253
2016-03-18,1321.69995,1332.62,1298.59998,1326.47998,699200,657.82598
2016-03-21,1333.40002,1343.14001,1320,1330.80005,1171500,659.96838
2016-03-22,1333,1335.57996,1312.35999,1321.51001,345300,655.36128
2016-03-23,1326,1379.80005,1321.81995,1374.83997,1245900,681.80859
2016-03-24,1374.83997,1374.83997,1374.83997,1374.83997,0,681.80859
2016-03-25,1374.83997,1374.83997,1374.83997,1374.83997,0,681.80859
2016-03-28,1379.80005,1380,1338,1340.04004,659600,664.55066
2016-03-29,1329,1349.79004,1327.97998,1331.34998,441900,660.2411
2016-03-30,1334.57996,1364.37,1334.02002,1357.55005,479800,673.2342
2016-03-31,1351.09998,1398,1347,1384.82996,745500,686.76281
2016-04-01,1387.80005,1406.18994,1360.01001,1375.5,664500,682.13591
2016-04-04,1380,1392.56006,1366.45996,1373.93994,633800,681.36225
2016-04-05,1370,1384,1360.02002,1364.70996,557700,676.78493
2016-04-06,1378,1399,1369.20996,1389.51001,455000,689.08374
2016-04-07,1395.79004,1409.30005,1389.08997,1396.52002,560900,692.56013
2016-04-08,1405,1435,1392,1426.69995,746700,707.52692
2016-04-11,1430,1446,1420,1438.64001,559800,713.44822
2016-04-12,1444,1474.59998,1439,1467.09998,1233400,727.56204
2016-04-13,1478,1504,1476.02002,1486.07996,1042500,736.97456
2016-04-14,1486.07996,1486.07996,1486.07996,1486.07996,0,736.97456
2016-04-15,1486.07996,1486.07996,1486.07996,1486.07996,0,736.97456
2016-04-18,1486.59998,1506.33997,1457.09998,1462.78003,1455800,725.4197
2016-04-19,1462.78003,1462.78003,1462.78003,1462.78003,0,725.4197
2016-04-20,1479.40002,1483.85999,1440,1442.68005,1553800,715.45175
2016-04-21,1442,1444.02002,1389.08997,1397.30005,1810100,692.94696
2016-04-22,1397.30005,1403.28003,1378.19995,1394.22998,979300,691.42446
2016-04-25,1399.78003,1403.97998,1365.89001,1370.77002,660500,679.79023
2016-04-26,1375,1426.41003,1368.01001,1400.87,1335000,694.71736
2016-04-27,1400,1408.34998,1383.10999,1389.13,799600,688.89529
2016-04-28,1386,1408,1385,1393.42004,1536700,691.0228
2016-04-29,1392,1396.64001,1359.04004,1365.81995,769700,677.3354
2016-05-02,1374.80005,1420,1350,1410.75,783300,699.61704
2016-05-03,1420,1425.15002,1388,1397.09998,989300,692.84774
2016-05-04,1396.09998,1407.93994,1382.76001,1390.83997,885100,689.74329
2016-05-05,1399.30005,1436.80005,1392.30005,1431.09998,915000,709.70897
2016-05-06,1444.69995,1456,1422.60999,1452.89001,669800,720.51505
2016-05-09,1460,1490,1447.30005,1475.72998,860600,731.84182
2016-05-10,1485,1492.40002,1468.90002,1482.45996,783300,735.17934
2016-05-11,1479.38,1499.39001,1455.08997,1496.56995,821000,742.17674
2016-05-12,1504,1539,1490.71997,1534.03003,947100,760.75389
2016-05-13,1543,1562,1518,1525.22998,1625300,756.38978
2016-05-16,1528,1571.60999,1523.17004,1554.21997,1277500,770.76646
2016-05-17,1564.80005,1564.80005,1546,1551.68005,622900,769.50686
2016-05-18,1546.84998,1564,1537,1548.51001,722600,767.93478
2016-05-19,1551.97998,1564,1541.12,1547.64001,790900,767.50333
2016-05-20,1549.19995,1568.64001,1533.93005,1554.09998,748100,770.70695
2016-05-23,1560.19995,1567,1500.53003,1530.73999,1055300,759.1223
2016-05-24,1549,1549,1443.08997,1525.10999,4304400,756.33028
2016-05-25,1520,1520,1451,1467.44995,2006800,727.7356
2016-05-26,1478,1504,1476,1491.67004,1638400,739.74679
2016-05-27,1508.59998,1547.95996,1493.44995,1533.57996,1385400,760.53069
2016-05-30,1540,1544,1511.88,1528.68994,763200,758.10564
2016-05-31,1533.62,1550,1494,1517.76001,15459200,752.68529
2016-06-01,1505.59998,1543.80005,1496,1528.47998,997000,758.00152
2016-06-02,1532.35999,1600,1518,1592.91003,1588200,789.95357
2016-06-03,1600,1619,1576.40002,1579.91003,1305300,783.50663
2016-06-06,1589.80005,1589.81006,1550.19995,1554.81995,837200,771.06399
2016-06-07,1560,1570.80005,1530,1537.44995,1425800,762.44989
2016-06-08,1547.59998,1571.54004,1532.53003,1549.58997,994000,768.47035
2016-06-09,1557.95996,1557.95996,1538,1543.79004,310100,765.59406
2016-06-10,1549.35999,1549.35999,1515,1519.13,689200,753.36469
2016-06-13,1510,1511.79004,1490,1500.12,988200,743.93728
2016-06-14,1500.19995,1508.40002,1484,1498.38,746600,743.07438
2016-06-15,1498,1537.57996,1497.98999,1530.23999,486200,758.87434
2016-06-16,1525,1531.88,1511.89001,1519.25,581000,753.4242
2016-06-17,1523.48999,1529.96997,1495,1506.03003,641100,746.86817
2016-06-20,1506,1520,1489,1507.96997,546000,747.83022
2016-06-21,1515.95996,1537,1505,1521.20996,458300,754.39618
2016-06-22,1512.01001,1528.95996,1512.01001,1519.81006,303600,753.70194
2016-06-23,1515,1548.01001,1515,1539.38,307300,763.40704
2016-06-24,1518.80005,1525.57996,1483.28003,1517.62,754200,752.61585
2016-06-27,1506.30005,1542.40002,1506.30005,1539.12,681700,763.2781
2016-06-28,1552.98999,1552.98999,1530.19995,1539.32996,616300,763.38222
2016-06-29,1540,1548.55005,1534.19995,1537.16003,197100,762.30612
