"Date","HINDUNILVR.NS.Open","HINDUNILVR.NS.High","HINDUNILVR.NS.Low","HINDUNILVR.NS.Close","HINDUNILVR.NS.Volume","HINDUNILVR.NS.Adjusted"
2016-10-28,841,846.95,833.8,836.5,1396800,829.5
2016-10-31,836.5,836.5,836.5,836.5,0,829.5
2016-11-01,835,842.7,831.65,835.25,891800,835.25
2016-11-02,835,848.45,832.05,841.1,1085400,841.1
2016-11-03,838.15,848.5,834.7,839.4,1975200,839.4
2016-11-04,849,866.4,842.5,848,2273300,848
2016-11-07,850,851.75,834.55,837.65,803100,837.65
2016-11-08,838.45,846.75,836.1,844.6,797300,844.6
2016-11-09,820,835.35,799,828.3,2122800,828.3
2016-11-10,840,841.9,813.8,818.55,1017000,818.55
2016-11-11,815,815,798.1,801.75,1758700,801.75
2016-11-14,801.75,801.75,801.75,801.75,0,801.75
2016-11-15,804,809.8,783.25,805.45,2007600,805.45
2016-11-16,809,813.5,798,808.75,2677200,808.75
2016-11-17,808.75,816,803,811.65,665600,811.65
2016-11-18,813,814.8,795.55,802.85,1462200,802.85
2016-11-21,802.85,805.8,792.65,797.75,993500,797.75
2016-11-22,806.3,822.5,802.8,819.9,1226000,819.9
2016-11-23,820.35,834,815.1,831.7,1254000,831.7
2016-11-24,828.8,834.5,820.55,825.3,1588800,825.3
2016-11-25,830,838,825.65,833.6,788400,833.6
2016-11-28,830.45,841.95,829,837.85,930000,837.85
2016-11-29,837,841,830.25,832.7,1157800,832.7
2016-11-30,835.25,850.3,831.05,844,2734400,844
2016-12-01,844,855.7,840.9,848.1,951900,848.1
2016-12-02,845,848.4,828.15,831.45,623700,831.45
2016-12-05,832.9,851.4,832,844.9,760100,844.9
2016-12-06,845.4,849.8,833.2,836,611300,836
2016-12-07,839.85,844,832.05,833.7,394100,833.7
2016-12-08,836,846.8,836,843,609800,843
2016-12-09,839.9,847,836.35,845.05,463800,845.05
2016-12-12,845,845.85,830.35,832.6,317000,832.6
2016-12-13,834,836.4,824.9,831.15,716700,831.15
2016-12-14,831,832.85,818.8,821.8,418700,821.8
2016-12-15,818,823.7,813.65,816.05,552100,816.05
2016-12-16,817.5,827,813.6,816.95,907200,816.95
2016-12-19,817,817.8,808,809.75,709500,809.75
2016-12-20,808.75,812.75,798.45,801.4,1057300,801.4
2016-12-21,802,805,795.9,796.8,1024100,796.8
2016-12-22,796,802.5,783.85,787.05,1147400,787.05
2016-12-23,786.5,799.4,781.95,789.5,893200,789.5
2016-12-26,788,804.9,785.05,801.8,686600,801.8
2016-12-27,801.9,808.5,796.6,806.75,552300,806.75
2016-12-28,808,821.2,806,810.3,811500,810.3
2016-12-29,811.25,821.95,806.55,818.5,1295800,818.5
2016-12-30,819.45,829.45,818.5,826.35,709300,826.35
2017-01-02,828,828,819.1,825.35,439700,825.35
2017-01-03,826.45,832.8,819.5,829.85,617500,829.85
2017-01-04,829.85,837.4,816.55,821.6,1298600,821.6
2017-01-05,824.9,835.75,822,833.15,800800,833.15
2017-01-06,832.9,874.8,831.7,833.75,545800,833.75
2017-01-09,838,838.55,828.35,831.05,323200,831.05
2017-01-10,833.8,835.95,829,830.55,337700,830.55
2017-01-11,832.1,845,830.1,841.5,867600,841.5
2017-01-12,843.7,843.7,824.7,825.9,985100,825.9
2017-01-13,830,835.6,825.1,827.95,567700,827.95
2017-01-16,828,831.35,822.45,827.5,472300,827.5
2017-01-17,826.75,843,826.75,840.65,1081100,840.65
2017-01-18,840.7,867.75,837.6,864.95,2032900,864.95
2017-01-19,865.4,875.95,858.55,860.3,1350300,860.3
2017-01-20,855.2,872,854.5,860.45,1032000,860.45
2017-01-23,854.6,866.8,851.55,862.4,1615900,862.4
2017-01-24,856,862.4,842.1,860.35,1843700,860.35
2017-01-25,857,869.95,855.95,869.2,1360300,869.2
2017-01-26,869.2,869.2,869.2,869.2,0,869.2
2017-01-27,869,875.7,853.8,855.95,1272400,855.95
2017-01-30,856.95,863.2,851.15,853.55,600700,853.55
2017-01-31,856,862.9,851.25,855.4,1210100,855.4
2017-02-01,857,867.55,849.2,854.05,1750400,854.05
2017-02-02,857.5,858.8,841.8,845.3,1617800,845.3
2017-02-03,845,852.45,838.6,849.75,999900,849.75
2017-02-06,850.05,862,850,860.55,1007600,860.55
2017-02-07,863,863.3,851,855.25,866900,855.25
2017-02-08,859.9,859.9,847.35,852.95,995300,852.95
2017-02-09,856,856.1,843.5,850.75,884300,850.75
2017-02-10,848.25,858.4,847.65,850.9,648600,850.9
2017-02-13,854.95,864.75,852.45,862.3,688000,862.3
2017-02-14,863,868.05,845,848.15,1294300,848.15
2017-02-15,848.55,852.5,843.4,850.05,863500,850.05
2017-02-16,852,852.5,844.05,846.1,529600,846.1
2017-02-17,847,847.95,837.5,841.25,917900,841.25
2017-02-20,850.7,858,847.5,854.45,1511600,854.45
2017-02-21,853.5,866.6,852.05,862.75,1061200,862.75
2017-02-22,866,869,852,864.15,1996000,864.15
2017-02-23,870.9,872,856.25,858.25,1313500,858.25
2017-02-24,858.25,858.25,858.25,858.25,0,858.25
2017-02-27,859.05,870.55,854.25,866.45,1194300,866.45
2017-02-28,865.5,868.45,858.15,865.9,1409300,865.9
2017-03-01,868.4,880.9,862.95,875.5,1199500,875.5
2017-03-02,878,883,873.35,877.5,1116300,877.5
2017-03-03,878,879.75,870.9,877.15,909000,877.15
2017-03-06,877,883.15,866.25,873.1,620800,873.1
2017-03-07,874.1,874.95,868.15,872.05,581100,872.05
2017-03-08,870,876.15,863.25,871.3,689000,871.3
2017-03-09,868.9,872,862.2,870.3,649100,870.3
2017-03-10,871,877.75,867.4,875.2,1533700,875.2
2017-03-13,875.2,875.2,875.2,875.2,0,875.2
2017-03-14,881.2,915,879.05,913.75,2763400,913.75
2017-03-15,910,917.2,899,900.5,1247800,900.5
2017-03-16,908,912.4,895.35,906.2,1052600,906.2
2017-03-17,907.55,911,900,902.55,2071200,902.55
2017-03-20,900.55,915.25,896,898.45,849500,898.45
2017-03-21,898.8,907.1,888.3,903.45,1016200,903.45
2017-03-22,894.05,908,894.05,904.95,928400,904.95
2017-03-23,905,909,898.15,902,737300,902
2017-03-24,901,905.2,897,900.2,809900,900.2
2017-03-27,899.85,913.35,895.1,898.8,2830700,898.8
2017-03-28,900,905,897.5,903.1,565800,903.1
2017-03-29,904.2,914.9,900.35,912.55,1067400,912.55
2017-03-30,911.1,923.8,909.2,919.2,2105000,919.2
2017-03-31,919.2,920.25,905.2,911.75,1454600,911.75
2017-04-03,914,924.35,904.4,920.65,832000,920.65
2017-04-04,920.65,920.65,920.65,920.65,0,920.65
2017-04-05,918.15,937.45,918.15,935.35,2246300,935.35
2017-04-06,930.85,936.25,921,934.65,1588900,934.65
2017-04-07,925.7,932.7,921.2,924.5,770100,924.5
2017-04-10,922.8,929.7,916,925.95,460800,925.95
2017-04-11,922.95,925.8,917.25,923.7,715100,923.7
2017-04-12,920.2,925.7,918.45,923.75,2006800,923.75
2017-04-13,921.85,929.2,918.5,923.85,1200200,923.85
2017-04-14,923.85,923.85,923.85,923.85,0,923.85
2017-04-17,923,923.8,912.1,914.05,449100,914.05
2017-04-18,915,920.95,911.05,912.75,605200,912.75
2017-04-19,914.6,918.45,906,908.55,1245000,908.55
2017-04-20,912,917.6,906.25,915.7,1955100,915.7
2017-04-21,919.5,923.9,903.5,906.4,761800,906.4
