"Date","INFRATEL.NS.Open","INFRATEL.NS.High","INFRATEL.NS.Low","INFRATEL.NS.Close","INFRATEL.NS.Volume","INFRATEL.NS.Adjusted"
2015-02-17,370.25,370.25,370.25,370.25,0,349.1
2015-02-18,364.1,369.65,363,364.45,299400,343.63
2015-02-19,375.7,375.7,366.5,368.25,890800,347.22
2015-02-20,371.8,371.8,357.2,361.15,1460600,340.52
2015-02-23,365.9,374,362,367.3,532700,346.32
2015-02-24,363.1,371,361.5,369.65,10050800,348.54
2015-02-25,369,374.7,368.05,372.3,594400,351.04
2015-02-26,358.3,371,347.1,366.5,26541500,345.57
2015-02-27,364,377,362.1,367.65,2529400,346.65
2015-03-02,367.85,370,358.5,359.65,5874000,339.11
2015-03-03,359,365,355.6,358.7,2287100,338.21
2015-03-04,359.1,366,358,361.2,1417500,340.57
2015-03-05,357.65,366.95,357.65,363.9,2582800,343.12
2015-03-06,363.9,363.9,363.9,363.9,0,343.12
2015-03-09,361,369,361,364.95,3572700,344.11
2015-03-10,370.05,376.9,366.55,369.95,3702900,348.82
2015-03-11,365.25,386,365.25,377.65,2125100,356.08
2015-03-12,377.25,393.7,377.25,389.25,2822300,367.02
2015-03-13,388.05,392.85,384.9,387.9,6885500,365.74
2015-03-16,385.2,389.85,375.25,382.05,647400,360.23
2015-03-17,381,396.45,375.5,383.95,986700,362.02
2015-03-18,387.5,389.8,371.4,380.05,714700,358.34
2015-03-19,379,387.9,378.55,384.75,1484200,362.77
2015-03-20,386,389,371.5,385.35,2788100,363.34
2015-03-23,379.3,386.9,375.35,384.45,758800,362.49
2015-03-24,386,388.4,382.25,387.2,628900,365.08
2015-03-25,387.2,399.35,387.2,391.45,1151100,369.09
2015-03-26,390,393.85,375.55,377.2,2527500,355.66
2015-03-27,378,384.9,374,377.6,3194200,356.03
2015-03-30,377.1,388.9,377.1,385.45,1219300,363.43
2015-03-31,386.95,387.95,383.95,385,2820700,363.01
2015-04-01,386.9,387.6,384,384.95,2214300,362.96
2015-04-02,384.95,384.95,384.95,384.95,0,362.96
2015-04-03,384.95,384.95,384.95,384.95,0,362.96
2015-04-06,394.4,394.4,375.4,379.9,967900,358.2
2015-04-07,380,385.45,379.85,384.95,1447700,362.96
2015-04-08,388.7,388.7,369.95,374.4,2327500,353.02
2015-04-09,375.1,382.9,375.1,380.1,403200,358.39
2015-04-10,381,381,369,376.55,2466800,355.04
2015-04-13,376.55,386.5,374,385.25,1103800,363.25
2015-04-14,385.25,385.25,385.25,385.25,0,363.25
2015-04-15,381.25,386,373.8,377.15,9375000,355.61
2015-04-16,378.4,384.8,378.4,380.75,2690500,359
2015-04-17,379.65,381.85,372,374.9,2600000,353.49
2015-04-20,373,379.8,366.55,370.15,1709400,349.01
2015-04-21,373.6,374.5,365.2,369.1,931800,348.02
2015-04-22,370.95,373.8,355.55,367.6,1798300,346.6
2015-04-23,366.4,373.9,364.8,371.9,793700,350.66
2015-04-24,368,377,366.1,373.3,749600,351.98
2015-04-27,375.05,402,371.65,395.55,1590700,372.96
2015-04-28,390.05,422,387.1,401.05,2235600,378.14
2015-04-29,404.85,404.85,382.5,395.3,7377400,372.72
2015-04-30,398.9,402.9,394.5,401.3,1228500,378.38
2015-05-01,401.3,401.3,401.3,401.3,0,378.38
2015-05-04,405.1,405.1,384.25,396.3,1385400,373.66
2015-05-05,398,399.65,387,391,664600,368.67
2015-05-06,392,398,375.75,385.9,1708500,363.86
2015-05-07,378.55,388.8,364.4,369.45,2471100,348.35
2015-05-08,376,393.7,374,388.2,1301300,366.03
2015-05-11,395.4,395.4,381.3,390.15,2695400,367.87
2015-05-12,388,391.95,382.45,384.5,2095700,362.54
2015-05-13,390,405.45,387.2,392.15,5765400,369.75
2015-05-14,392.15,405,388.75,401.15,6007000,378.24
2015-05-15,404.3,415.15,401,410,3815200,386.58
2015-05-18,417.8,419,412.15,418,3231700,394.13
2015-05-19,415.75,441.75,415.75,430.2,3265200,405.63
2015-05-20,433.55,473,432.1,448.7,6387900,423.07
2015-05-21,445.55,447.95,431,434.1,2546000,409.31
2015-05-22,436.9,438.4,421.3,434.05,1801800,409.26
2015-05-25,434.6,459.45,426.1,450.7,2468800,424.96
2015-05-26,448.8,490.6,445.1,462,6941500,435.61
2015-05-27,450,455.95,425.5,437.85,3299900,412.84
2015-05-28,436.1,451,418.65,440.75,5983800,415.58
2015-05-29,440,487.7,436,478.85,49323800,451.5
2015-06-01,462.1,474.9,437.65,471.45,7329500,444.52
2015-06-02,465.1,474,445.4,453.8,2758000,427.88
2015-06-03,454,454.1,414.05,423.95,2216400,399.74
2015-06-04,424,441,416.3,435.2,1884600,410.34
2015-06-05,428.2,450.6,421.55,447.1,3604500,421.56
2015-06-08,442.1,452.7,435,448.05,943200,422.46
2015-06-09,453.3,457,441.25,448,2181400,422.41
