"Date","JUBLFOOD.NS.Open","JUBLFOOD.NS.High","JUBLFOOD.NS.Low","JUBLFOOD.NS.Close","JUBLFOOD.NS.Volume","JUBLFOOD.NS.Adjusted"
2016-08-16,1192.55,1227,1185.7,1218.15,626100,1215.67
2016-08-17,1219.9,1248.8,1209.6,1243.4,677000,1240.87
2016-08-18,1250,1260,1210.5,1216,384800,1213.53
2016-08-19,1220,1235,1208.6,1226.05,269900,1223.56
2016-08-22,1225,1247.4,1220.45,1235,200900,1232.49
2016-08-23,1234,1236.65,1211.25,1230.25,191500,1227.75
2016-08-24,1230.8,1245,1220.2,1232.95,229700,1232.95
2016-08-25,1235.4,1238,1211.1,1231.5,287500,1231.5
2016-08-26,1232.25,1257.65,1200,1205.9,406300,1205.9
2016-08-29,1214.9,1219.5,1181.1,1194.35,341400,1194.35
2016-08-30,1200.7,1207.85,1173.25,1182,366600,1182
2016-08-31,1190,1192.1,1166.35,1174.35,564300,1174.35
2016-09-01,1174.2,1175.9,1145.2,1154.75,360300,1154.75
2016-09-02,1158,1195,1138,1183.1,549800,1183.1
2016-09-05,1183.1,1183.1,1183.1,1183.1,0,1183.1
2016-09-06,1110,1123.75,1058.25,1067.9,3314800,1067.9
2016-09-07,1060,1092.5,1046,1087.45,1253500,1087.45
2016-09-08,1091.7,1095,1074.5,1081.3,449100,1081.3
2016-09-09,1071,1089.45,1064.4,1075.25,409100,1075.25
2016-09-12,1058,1064.15,1028.6,1049.3,401200,1049.3
2016-09-13,1049.3,1049.3,1049.3,1049.3,0,1049.3
2016-09-14,1060,1067.35,1043.4,1048.4,448600,1048.4
2016-09-15,1050,1061,1037,1043.5,330700,1043.5
2016-09-16,1048,1057,1034,1042.85,519700,1042.85
2016-09-19,1045,1060,1001,1005.6,891300,1005.6
2016-09-20,950,951.3,923.05,943.75,5346800,943.75
2016-09-21,957,965,943,946.25,1631100,946.25
2016-09-22,955,986.75,951.9,976.45,897500,976.45
2016-09-23,982.9,1006,973,993.85,1303700,993.85
2016-09-26,991.95,1002.35,948,960.15,970000,960.15
2016-09-27,960,976.25,955,964.8,625500,964.8
2016-09-28,966,975.85,956.15,965.2,417500,965.2
2016-09-29,961,973.5,930,939.55,1169400,939.55
2016-09-30,928,970,915.55,964,1001900,964
2016-10-03,973,979.6,959.8,974.5,545500,974.5
2016-10-04,980,998,976.15,993.8,552600,993.8
2016-10-05,996,1001.45,985.5,993.45,369200,993.45
2016-10-06,989.9,1035.9,989.9,1019.45,1044800,1019.45
2016-10-07,1026,1068.85,1024.95,1063.65,1445400,1063.65
2016-10-10,1064.7,1071,1037.25,1053.95,696000,1053.95
2016-10-11,1053.95,1053.95,1053.95,1053.95,0,1053.95
2016-10-12,1053.95,1053.95,1053.95,1053.95,0,1053.95
2016-10-13,1060.1,1078,1029.25,1035.35,810500,1035.35
2016-10-14,1038.9,1054.15,1034.2,1043.85,510700,1043.85
2016-10-17,1044,1053.15,1038.5,1044.05,344800,1044.05
2016-10-18,1044,1055.95,1041,1050.15,448000,1050.15
2016-10-19,1057.55,1097.15,1049.6,1085,780300,1085
2016-10-20,1097.5,1139,1097,1118.7,1291900,1118.7
2016-10-21,1110,1114,1088.1,1097.9,437800,1097.9
2016-10-24,1098,1127.9,1073.05,1107.05,494100,1107.05
2016-10-25,1109.9,1163.5,1094.15,1147.05,571500,1147.05
2016-10-26,1157.4,1184,1044,1057.3,3397600,1057.3
2016-10-27,1040.5,1042.05,990,995.4,1618000,995.4
2016-10-28,992,1028.5,992,1000.4,812000,1000.4
2016-10-31,1000.4,1000.4,1000.4,1000.4,0,1000.4
2016-11-01,1006,1014.8,994,999.35,388800,999.35
2016-11-02,983.1,991.95,973,976.8,463500,976.8
2016-11-03,976,985.95,961,965.15,363700,965.15
2016-11-04,963.5,980.5,954,959.95,453900,959.95
2016-11-07,974,981,960,963.3,218800,963.3
2016-11-08,970.1,980.85,965.65,977.65,274400,977.65
2016-11-09,900.1,950,880,932.2,1095200,932.2
2016-11-10,946,974.95,941.1,946.45,421200,946.45
2016-11-11,935,950,886,893.1,8e+05,893.1
2016-11-14,893.1,893.1,893.1,893.1,0,893.1
2016-11-15,902,902,845,851.95,740100,851.95
2016-11-16,860.1,887.65,827.25,881.7,930700,881.7
2016-11-17,885,903,878.1,894.15,311900,894.15
2016-11-18,893,896.55,863.9,886,563300,886
2016-11-21,887,897,875,887.7,445300,887.7
2016-11-22,898,898,877,881.4,408500,881.4
2016-11-23,883,888,870.6,881.8,238900,881.8
2016-11-24,880,880.05,851.55,855.65,311000,855.65
2016-11-25,856.65,891.9,855,886.75,359700,886.75
2016-11-28,886.8,900,882,888.9,226400,888.9
2016-11-29,894,930,888.1,925.2,562400,925.2
2016-11-30,929,935,910,920.4,397600,920.4
2016-12-01,920,925.95,905.05,909.05,245600,909.05
2016-12-02,901,901.95,867,871.05,439200,871.05
2016-12-05,872,879,840.1,849.5,695400,849.5
2016-12-06,854.5,871,850.3,853.5,501400,853.5
2016-12-07,856,865,839.05,847.3,346600,847.3
2016-12-08,853.85,878.4,850.15,867.55,453700,867.55
2016-12-09,870.85,879,861.5,864.55,271000,864.55
2016-12-12,859,878,851,854.05,282400,854.05
2016-12-13,855.7,862.6,843.1,853.8,222000,853.8
2016-12-14,855,868.55,840,845.1,503500,845.1
2016-12-15,833,846.4,828.25,833.05,449100,833.05
2016-12-16,836,844.25,821.7,837.9,531300,837.9
2016-12-19,842,848,831.05,838.9,231500,838.9
2016-12-20,833,843.9,825.25,830.4,245700,830.4
2016-12-21,831,848,814,819.05,409100,819.05
2016-12-22,813.5,818.85,800.5,812.8,494100,812.8
2016-12-23,803,810.7,781,785.25,707500,785.25
2016-12-26,779.7,798.95,760.5,791.4,908000,791.4
2016-12-27,785,818,785,813.2,745200,813.2
2016-12-28,819,835.75,813,831.65,515700,831.65
2016-12-29,827.2,838,813,830,401600,830
2016-12-30,829,861.9,820,853.45,565500,853.45
2017-01-02,854.5,865,842.2,859.9,334000,859.9
2017-01-03,860,872.9,856.05,867.65,272800,867.65
2017-01-04,868.7,871,850,862.35,340500,862.35
2017-01-05,866,871.5,851.5,861.05,455100,861.05
2017-01-06,862.9,870.8,837,839.05,450000,839.05
2017-01-09,838.75,846.95,823,825,293800,825
2017-01-10,827.7,835.45,819.05,832.45,398200,832.45
2017-01-11,834.9,851.65,834.8,845.95,303900,845.95
2017-01-12,843.1,851.9,836.75,842.85,197200,842.85
2017-01-13,840.15,854.95,833.6,842.65,271900,842.65
2017-01-16,845,848.95,828,832.85,235800,832.85
2017-01-17,832.85,842,828.25,832.6,214400,832.6
2017-01-18,833.2,886,829,881.45,1119700,881.45
2017-01-19,884,899.25,872.35,887,1107400,887
2017-01-20,881,886.4,842,846.45,1161100,846.45
2017-01-23,846,853.45,836,843.7,326600,843.7
2017-01-24,838,847.15,834,839.5,428000,839.5
2017-01-25,847,865.65,835.6,854.05,852700,854.05
2017-01-26,854.05,854.05,854.05,854.05,0,854.05
2017-01-27,864.8,887.8,858.35,878.7,1024000,878.7
2017-01-30,877,877,860.5,864.45,6e+05,864.45
2017-01-31,861,891,852,876.15,1195600,876.15
2017-02-01,875.8,886.8,853.85,883.35,364700,883.35
2017-02-02,884.9,932.35,875.9,923.65,1110400,923.65
2017-02-03,920,940,910,921.6,532500,921.6
2017-02-06,927,1042.7,903.85,1007.35,4278000,1007.35
2017-02-07,1019,1027.5,983.25,999.8,2155600,999.8
2017-02-08,1004.65,1009,978.8,992.2,569600,992.2
2017-02-09,996.5,1019.5,995,1001.1,661400,1001.1
2017-02-10,1006.95,1008,990,993.9,420300,993.9
2017-02-13,1002.85,1021.5,990.15,1011.8,698500,1011.8
2017-02-14,1016,1016,978.55,988.4,446100,988.4
2017-02-15,986,998.95,967,971.75,432400,971.75
2017-02-16,974,983.35,961,977.05,343700,977.05
2017-02-17,980,1002,977,992.75,410000,992.75
2017-02-20,997.95,1012.5,987.15,993.75,418800,993.75
2017-02-21,994,1006.75,994,998.55,373800,998.55
2017-02-22,1005,1029.8,1000,1009.95,900600,1009.95
2017-02-23,1010,1022,997.75,1006,825000,1006
2017-02-24,1006,1006,1006,1006,0,1006
2017-02-27,1005,1015,992.3,998,281900,998
2017-02-28,1004.9,1016.1,994.05,1010.75,414100,1010.75
2017-03-01,1010,1023.35,1000,1002.35,348300,1002.35
2017-03-02,1019.9,1078.6,1016.4,1031.1,3450500,1031.1
2017-03-03,1032,1060,1026.1,1056.05,998400,1056.05
2017-03-06,1060,1071,1050.65,1063.7,544000,1063.7
2017-03-07,1060.5,1070.75,1054.4,1058.3,312500,1058.3
2017-03-08,1055.05,1070,1051.2,1056.65,266300,1056.65
2017-03-09,1058,1067.7,1052.3,1055.9,294800,1055.9
2017-03-10,1057.3,1086.7,1057,1073.6,1050200,1073.6
2017-03-13,1073.6,1073.6,1073.6,1073.6,0,1073.6
2017-03-14,1090.55,1107,1085.7,1098.1,833700,1098.1
2017-03-15,1100.05,1113.95,1083.35,1099.75,450000,1099.75
2017-03-16,1108.1,1120,1104,1111.7,438000,1111.7
2017-03-17,1114.7,1119.4,1098.4,1105.75,238700,1105.75
2017-03-20,1105.65,1129,1101.9,1116.8,678300,1116.8
2017-03-21,1118.05,1120.6,1088.45,1093.15,693700,1093.15
2017-03-22,1074.55,1099.8,1074.55,1078.8,399600,1078.8
2017-03-23,1085,1095,1082,1088.95,254300,1088.95
2017-03-24,1090,1094.85,1078.3,1081.45,283000,1081.45
2017-03-27,1083,1109.95,1071.75,1104.05,369900,1104.05
2017-03-28,1108.9,1117.7,1095.1,1099.8,407700,1099.8
2017-03-29,1103.1,1114,1098,1101.75,234200,1101.75
2017-03-30,1103.9,1127.9,1100.8,1117.45,546700,1117.45
2017-03-31,1124,1124.8,1102.25,1107.35,278800,1107.35
2017-04-03,1105,1116.4,1095.15,1102.7,361400,1102.7
2017-04-04,1102.7,1102.7,1102.7,1102.7,0,1102.7
2017-04-05,1102.05,1110,1084.75,1095.25,223000,1095.25
2017-04-06,1092.9,1095,1048,1053.9,431000,1053.9
2017-04-07,1046,1061.6,1035,1040,352700,1040
2017-04-10,1047.8,1056,1025.1,1029,380700,1029
2017-04-11,1019,1033,1016.6,1028.4,685300,1028.4
2017-04-12,1030.6,1040,1011.25,1019.15,423500,1019.15
2017-04-13,1018,1026.95,1004,1012.75,326700,1012.75
2017-04-14,1012.75,1012.75,1012.75,1012.75,0,1012.75
2017-04-17,1009,1012,984,988.1,325200,988.1
2017-04-18,990,1020.65,989.95,1008.15,423400,1008.15
2017-04-19,1001,1025,998.5,1013.25,373300,1013.25
2017-04-20,1013,1031.8,1012.75,1028.4,315800,1028.4
2017-04-21,1030,1037.6,1020.8,1030.8,279400,1030.8
