"Date","AJANTPHARM.NS.Open","AJANTPHARM.NS.High","AJANTPHARM.NS.Low","AJANTPHARM.NS.Close","AJANTPHARM.NS.Volume","AJANTPHARM.NS.Adjusted"
2016-06-09,1565,1570.5,1548.15002,1553.19995,37500,1542.31742
2016-06-10,1553,1575,1541.80005,1564.30005,122600,1553.33974
2016-06-13,1551,1569.69995,1546.25,1565.44995,63000,1554.48159
2016-06-14,1565,1594.55005,1551.05005,1556.30005,209300,1545.39579
2016-06-15,1560,1563.55005,1523.90002,1531.5,113200,1520.76951
2016-06-16,1529.19995,1531.75,1488,1500.80005,146600,1490.28465
2016-06-17,1509.80005,1517.19995,1485,1502.44995,83300,1491.923
2016-06-20,1502,1526.90002,1492.09998,1517.94995,82100,1507.3144
2016-06-21,1517.05005,1522,1463,1466.15002,205200,1455.87741
2016-06-22,1464,1465.40002,1436.15002,1445.90002,168400,1435.76929
2016-06-23,1445.90002,1451.19995,1437.15002,1445.55005,78800,1435.42176
2016-06-24,1401.09998,1496.59998,1399.30005,1478.15002,180800,1467.79333
2016-06-27,1480.09998,1487.84998,1467.55005,1478.94995,56200,1468.58765
2016-06-28,1478.94995,1520,1478.94995,1515.69995,139500,1505.08016
2016-06-29,1515.69995,1522.15002,1491.44995,1513.05005,95700,1502.44882
2016-06-30,1507,1529.75,1499,1502.15002,80500,1491.62517
2016-07-01,1500,1535,1492,1525.19995,98100,1514.5136
2016-07-04,1525,1566.90002,1520,1558.90002,136700,1547.97755
2016-07-05,1560,1609.5,1559.05005,1586.19995,220900,1575.0862
2016-07-06,1586.19995,1586.19995,1586.19995,1586.19995,0,1575.0862
2016-07-07,1590,1604,1579.09998,1588.94995,92600,1577.81693
2016-07-08,1589,1635,1587.25,1630.44995,194000,1619.02616
2016-07-11,1644.69995,1659.94995,1638,1643.15002,127600,1631.63725
2016-07-12,1656,1656,1605,1607.69995,123400,1596.43556
2016-07-13,1613,1625.5,1594.19995,1614.44995,191800,1603.13827
2016-07-14,1612.5,1618.59998,1599.30005,1603.75,96000,1592.51328
2016-07-15,1611.80005,1618,1590.44995,1596.59998,90600,1585.41336
2016-07-18,1605,1646.80005,1565.65002,1580.05005,405900,1568.97939
2016-07-19,1590,1616.94995,1572.5,1612.30005,158900,1601.00343
2016-07-20,1616.09998,1635,1616.09998,1631.75,83700,1620.3171
2016-07-21,1639.90002,1641.5,1617,1621.94995,63400,1610.58572
2016-07-22,1621.69995,1632.55005,1602,1608.59998,116100,1597.32928
2016-07-25,1615,1663.94995,1614.69995,1655.40002,208500,1643.80142
2016-07-26,1646,1745.80005,1646,1701.59998,840600,1689.67767
2016-07-27,1716.44995,1725,1688.09998,1716.75,237300,1704.72155
2016-07-28,1700,1746.84998,1700,1723.75,197000,1711.6725
2016-07-29,1722.90002,1790,1718.69995,1781.65002,322200,1769.16685
2016-08-01,1780,1799.90002,1752.34998,1784.40002,132400,1771.89758
2016-08-02,1785.80005,1830,1785.80005,1825.09998,178800,1812.31237
2016-08-03,1825,1844,1802,1823.44995,193900,1810.6739
2016-08-04,1830,1839.80005,1804.15002,1810.34998,96300,1797.66571
2016-08-05,1806.5,1831.90002,1806.5,1827.65002,65700,1814.84455
2016-08-08,1835.15002,1885.15002,1823,1877.84998,155100,1864.69277
2016-08-09,1878,1885,1857.44995,1864,59100,1850.93984
2016-08-10,1858.90002,1869.80005,1821.59998,1841.65002,64000,1828.74646
2016-08-11,1841,1912.75,1817.40002,1902.90002,227200,1889.56731
2016-08-12,1908.94995,1917.59998,1888.44995,1904.55005,116200,1891.20577
2016-08-15,1904.55005,1904.55005,1904.55005,1904.55005,0,1891.20577
2016-08-16,1907.90002,1961,1905,1955.05005,170600,1941.35194
2016-08-17,1955,1970,1926,1933.34998,147400,1919.80391
2016-08-18,1944.69995,1979.75,1933.34998,1969.84998,147900,1956.04817
2016-08-19,1978.90002,1994.94995,1958.5,1970,122000,1956.19714
2016-08-22,1971.80005,2000,1962.09998,1978.44995,105900,1964.58789
2016-08-23,1979.80005,1991.94995,1970,1978.80005,66800,1964.93553
2016-08-24,1978.80005,2009.94995,1978,2000.15002,124600,1986.13592
2016-08-25,2001,2005.5,1945,1974.44995,126700,1960.61592
2016-08-26,1982,1986.94995,1955.25,1969.94995,54300,1956.14745
2016-08-29,1969,1980,1926.59998,1935.40002,105900,1921.83959
2016-08-30,1954.5,1981.80005,1922.30005,1932.19995,228300,1918.66194
2016-08-31,1932.19995,1936.65002,1891,1901.30005,229600,1887.97854
2016-09-01,1916.40002,1946.30005,1891.09998,1935.44995,173000,1921.88917
2016-09-02,1950,1950,1914.09998,1926.55005,94800,1913.05163
2016-09-05,1926.55005,1926.55005,1926.55005,1926.55005,0,1913.05163
2016-09-06,1939,1954.80005,1925.59998,1941.55005,89000,1927.94653
2016-09-07,1952,1997,1932.19995,1969,171400,1955.20415
2016-09-08,1960,1977.80005,1932.05005,1962.90002,144300,1949.14691
2016-09-09,1962.94995,2003,1940,1947.25,193000,1933.60654
2016-09-12,1825,1920.44995,1825,1909.75,95700,1896.36929
2016-09-13,1909.75,1909.75,1909.75,1909.75,0,1896.36929
2016-09-14,1929.5,1944.55005,1910.05005,1930.09998,131900,1916.57668
2016-09-15,1931.05005,1964.5,1931.05005,1947.05005,61900,1933.40799
2016-09-16,1957.90002,1964,1931.90002,1957.59998,103000,1943.884
2016-09-19,1955.09998,1989.90002,1955.09998,1977.05005,56100,1963.1978
2016-09-20,1988,2002,1928,1973.59998,126600,1959.7719
2016-09-21,1975,1984.55005,1958.05005,1965.55005,55200,1951.77837
2016-09-22,1983.84998,2048.94995,1962.19995,2041.69995,452100,2027.39473
2016-09-23,2052,2070.8999,2035.5,2043.84998,261400,2029.52969
2016-09-26,2051.55005,2059.05005,2020.15002,2044,163400,2029.67866
2016-09-27,2049,2091,2047.05005,2064.1499,216300,2049.68738
2016-09-28,2067.5,2086,2052,2074.8999,108200,2060.36206
2016-09-29,2075,2095.8999,1965.80005,2004.94995,170400,1990.90222
2016-09-30,2010,2038,2000.69995,2007.09998,72700,1993.03718
2016-10-03,2014,2103.5,2014,2093.05005,145400,2078.38504
2016-10-04,2112.80005,2125,2029.05005,2036.5,263000,2022.23121
2016-10-05,2034.69995,2044.94995,1966,2002.15002,192800,1988.12191
2016-10-06,2016.5,2021.75,1954.65002,1965.5,137500,1951.72867
2016-10-07,1950.19995,1985,1950,1965.34998,122100,1951.5797
2016-10-10,1980,1993.65002,1948.34998,1956.25,125500,1942.54348
2016-10-11,1956.25,1956.25,1956.25,1956.25,0,1942.54348
2016-10-12,1956.25,1956.25,1956.25,1956.25,0,1942.54348
2016-10-13,1948.5,1948.5,1908.94995,1931.65002,84100,1918.11587
2016-10-14,1940,1951.94995,1922,1941.94995,65400,1928.34363
2016-10-17,1945,1951.19995,1890.25,1899.59998,101000,1886.29038
2016-10-18,1900,1934.94995,1891.65002,1928,68300,1914.49142
2016-10-19,1931,1953,1919.09998,1944.94995,57000,1931.32261
2016-10-20,1964.80005,1984.40002,1944.5,1971.65002,195600,1957.83561
2016-10-21,1973.69995,1989.80005,1960.09998,1983.15002,127400,1969.25503
2016-10-24,1984.90002,1991.90002,1959.25,1967.25,89000,1953.46641
2016-10-25,1968,2004,1961.25,1996.5,101700,1982.51147
2016-10-26,2003,2014,1913.19995,1971.30005,354100,1957.48808
2016-10-27,1982.90002,1990,1936.25,1977,123700,1963.1481
2016-10-28,1989.40002,2049.94995,1971.05005,2041.59998,145500,2027.29545
2016-10-31,2041.59998,2041.59998,2041.59998,2041.59998,0,2027.29545
2016-11-01,2053.8999,2053.8999,1990.94995,1998.94995,102300,1984.94426
2016-11-02,1997.84998,1997.90002,1935.5,1957.84998,150100,1944.13225
2016-11-03,1963.94995,1975,1935,1946.90002,51000,1933.25902
2016-11-04,1942,1942,1852,1876.84998,135200,1863.69978
2016-11-07,1880,1955.55005,1829.05005,1916.40002,246000,1909.07572
2016-11-08,1929.94995,1933.90002,1871.05005,1891.09998,138100,1883.87236
2016-11-09,1810,1920,1712.09998,1895.94995,152800,1888.7038
2016-11-10,1940,1944,1909,1930.65002,73600,1923.27125
2016-11-11,1919,1920,1795.69995,1812.40002,116200,1805.4732
2016-11-14,1812.40002,1812.40002,1812.40002,1812.40002,0,1805.4732
2016-11-15,1805.09998,1839,1683.05005,1702.30005,157900,1695.79401
2016-11-16,1720,1795.44995,1700,1755.5,144600,1748.79064
2016-11-17,1762,1805.40002,1756.55005,1796.19995,98200,1789.33504
2016-11-18,1798.5,1825.09998,1789.90002,1801.59998,82500,1794.71442
2016-11-21,1823,1823,1740.09998,1757.40002,103700,1750.6834
2016-11-22,1768,1825,1749.15002,1810.55005,78000,1803.63029
2016-11-23,1812,1839.80005,1791.69995,1820.75,118600,1813.79126
2016-11-24,1823,1829.94995,1762.94995,1775.44995,84400,1768.66434
2016-11-25,1789,1829.25,1782.09998,1816.34998,138500,1809.40805
2016-11-28,1825,1850,1810.05005,1830.94995,64600,1823.95223
2016-11-29,1840,1865,1829.69995,1853.40002,69100,1846.3165
2016-11-30,1859,1907.90002,1845.05005,1897.5,97800,1890.24793
2016-12-01,1897.5,1897.5,1860.69995,1870.15002,207300,1863.00248
2016-12-02,1860,1898.84998,1837,1880.65002,79000,1873.46235
2016-12-05,1892,1902.94995,1868.05005,1883.34998,110300,1876.15198
2016-12-06,1894.55005,1900.84998,1870.09998,1875.94995,65800,1868.78024
2016-12-07,1887.94995,1895,1857.05005,1881.59998,52800,1874.40867
2016-12-08,1894.5,1927,1882,1905.90002,89800,1898.61585
2016-12-09,1915,1925,1870,1872.5,86700,1865.34347
2016-12-12,1883,1883,1826,1833.55005,79300,1826.54239
2016-12-13,1822.84998,1862,1805.09998,1825.30005,126500,1818.32392
2016-12-14,1827.25,1850,1822.09998,1839.59998,45800,1832.56919
2016-12-15,1828,1871.94995,1812.5,1825.34998,141500,1818.37365
2016-12-16,1825,1835.75,1772,1810.55005,125400,1803.63029
2016-12-19,1812.5,1812.5,1773.34998,1782.75,64500,1775.93649
2016-12-20,1793,1793,1735,1750.25,116200,1743.5607
2016-12-21,1755,1779,1746.59998,1754.44995,53400,1747.7446
2016-12-22,1750.5,1755.94995,1695.05005,1712.69995,115500,1706.15417
2016-12-23,1712,1804.75,1665.55005,1753.75,244500,1747.04733
2016-12-26,1750,1750,1677.34998,1688.44995,101300,1681.99685
2016-12-27,1680,1739.94995,1675,1735.59998,124700,1728.96667
2016-12-28,1748,1797.84998,1719.75,1778.80005,104400,1772.00164
2016-12-29,1785.59998,1794,1742.84998,1759.19995,139200,1752.47645
2016-12-30,1751,1802.90002,1749.09998,1782.80005,73500,1775.98635
2017-01-02,1783,1833.90002,1771.19995,1823.84998,99700,1816.87939
2017-01-03,1836,1840,1788,1797.34998,105300,1790.48067
2017-01-04,1798.25,1824,1760.75,1779.75,78800,1772.94796
2017-01-05,1781,1797.94995,1780.19995,1789.25,46000,1782.41165
2017-01-06,1792,1817,1781,1798.80005,70900,1791.9252
2017-01-09,1807.90002,1807.94995,1763.05005,1779.25,47500,1772.44987
2017-01-10,1810,1819.69995,1783,1803.44995,132400,1796.55733
2017-01-11,1804.19995,1819,1790,1803.40002,63200,1796.50759
2017-01-12,1787,1821.59998,1770,1794.65002,89800,1787.79103
2017-01-13,1794.65002,1806.09998,1783.5,1797.09998,51800,1790.23162
2017-01-16,1793,1803,1777.94995,1794.25,50200,1787.39254
2017-01-17,1788,1824.94995,1781.09998,1788.94995,197300,1782.11275
2017-01-18,1800.80005,1808,1772.84998,1778,78700,1771.20465
2017-01-19,1785,1789.80005,1761.65002,1771.55005,56400,1764.77934
2017-01-20,1774,1793.75,1762.19995,1781.55005,78000,1774.74113
2017-01-23,1780,1794,1772.05005,1786.69995,45300,1779.87135
2017-01-24,1788,1803.65002,1526.65002,1753,4404400,1746.30019
2017-01-25,1788.09998,1788.09998,1683,1707.94995,875700,1701.42232
2017-01-26,1707.94995,1707.94995,1707.94995,1707.94995,0,1701.42232
2017-01-27,1687,1741,1685.55005,1728.59998,409200,1721.99342
2017-01-30,1711,1731.69995,1710,1717.25,169600,1710.68683
2017-01-31,1717.25,1728.09998,1693.80005,1704.25,146200,1697.73651
2017-02-01,1698,1706.40002,1665,1696.55005,146100,1690.06599
2017-02-02,1696,1725,1690.19995,1701,161800,1694.49893
2017-02-03,1704.94995,1736.59998,1703,1723.69995,83400,1717.11213
2017-02-06,1725,1766.19995,1710.40002,1751.5,319800,1744.80593
2017-02-07,1751.5,1770,1738.80005,1747.75,104500,1741.07026
2017-02-08,1750,1776.75,1750,1760.94995,195500,1754.21976
2017-02-09,1760.94995,1832,1734,1804.40002,638100,1797.50377
2017-02-10,1809.69995,1813.55005,1782,1794.75,128800,1787.89063
2017-02-13,1800.05005,1812,1774.05005,1803.25,83600,1796.35814
2017-02-14,1803.75,1804.30005,1771.75,1785.30005,86500,1778.47679
2017-02-15,1781,1789,1746.34998,1754.5,71200,1747.79446
2017-02-16,1750,1774.90002,1723.90002,1764.15002,160900,1757.4076
2017-02-17,1767,1778.25,1740,1746.69995,68600,1740.02422
2017-02-20,1746.69995,1761.94995,1725.59998,1741.55005,50900,1734.894
2017-02-21,1754.69995,1754.69995,1724,1728.65002,86000,1722.04328
2017-02-22,1735,1742.40002,1708,1715.09998,151700,1708.54502
2017-02-23,1720,1727.30005,1697.34998,1706.34998,198400,1699.82846
2017-02-24,1706.34998,1706.34998,1706.34998,1706.34998,0,1699.82846
2017-02-27,1712,1741.44995,1701,1735.09998,128800,1728.46858
2017-02-28,1740.90002,1742,1713.59998,1717.44995,73700,1710.88601
2017-03-01,1728.90002,1730,1711.09998,1716.65002,51100,1710.08914
2017-03-02,1718.19995,1729,1703.94995,1710.59998,91200,1704.06222
2017-03-03,1708,1726.84998,1700.09998,1723.40002,48500,1716.81335
2017-03-06,1724.94995,1734.30005,1708.19995,1717.5,51900,1710.93587
2017-03-07,1717.90002,1717.90002,1701.15002,1709.75,92700,1703.21549
2017-03-08,1709.75,1729,1701.5,1719.94995,107400,1713.37646
2017-03-09,1714.90002,1725,1712.25,1716.19995,59500,1709.64079
2017-03-10,1721.90002,1728,1702.30005,1713.15002,60400,1706.60252
2017-03-13,1713.15002,1713.15002,1713.15002,1713.15002,0,1706.60252
2017-03-14,1721.05005,1757.94995,1716.44995,1753.5,110900,1746.79828
2017-03-15,1764,1764,1737.34998,1743.25,67100,1736.58746
2017-03-16,1745.5,1771.94995,1743.80005,1763.80005,82800,1757.05896
2017-03-17,1774.69995,1800,1748,1794,152500,1787.14349
2017-03-20,1812,1852,1807,1821.90002,487600,1814.93689
2017-03-21,1832.94995,1850,1812.55005,1844.69995,171400,1837.64968
2017-03-22,1849.80005,1852.94995,1826,1831.55005,196500,1824.55003
2017-03-23,1838,1847.90002,1831.05005,1840.19995,61500,1840.19995
2017-03-24,1840.19995,1852.69995,1827,1834.75,127900,1834.75
2017-03-27,1828.5,1839.34998,1751,1796.59998,178100,1796.59998
2017-03-28,1808,1825.65002,1773.55005,1785.05005,78900,1785.05005
2017-03-29,1798,1805.94995,1765,1774.90002,114700,1774.90002
2017-03-30,1789,1796.55005,1749.94995,1754.40002,179100,1754.40002
2017-03-31,1761.59998,1780,1751.05005,1760.55005,44300,1760.55005
2017-04-03,1765,1778,1740.5,1746.30005,113600,1746.30005
2017-04-04,1746.30005,1746.30005,1746.30005,1746.30005,0,1746.30005
2017-04-05,1759,1759,1721,1725.40002,115300,1725.40002
2017-04-06,1723.5,1755,1712.94995,1746.75,111200,1746.75
2017-04-07,1746.75,1759,1712.55005,1722.59998,107000,1722.59998
2017-04-10,1722.59998,1820.19995,1718,1731.69995,253800,1731.69995
2017-04-11,1731,1748.69995,1731,1741.80005,75300,1741.80005
2017-04-12,1744,1773.69995,1725.80005,1759.80005,112700,1759.80005
2017-04-13,1760,1782.90002,1757.94995,1775.15002,73900,1775.15002
2017-04-14,1775.15002,1775.15002,1775.15002,1775.15002,0,1775.15002
2017-04-17,1775,1778,1745.44995,1759.30005,38300,1759.30005
2017-04-18,1760.19995,1780,1728.05005,1740.90002,57500,1740.90002
2017-04-19,1740.90002,1752,1725.30005,1733.90002,47600,1733.90002
2017-04-20,1744.94995,1746.94995,1722.59998,1725.94995,39900,1725.94995
2017-04-21,1739.80005,1739.80005,1715,1720.5,40500,1720.5
