"Date","TECHM.NS.Open","TECHM.NS.High","TECHM.NS.Low","TECHM.NS.Close","TECHM.NS.Volume","TECHM.NS.Adjusted"
2015-03-30,647.9,652.75,618.65,626.95,3887500,612.204
2015-03-31,633.1,639.6,626.5,629.7,3125300,614.8894
2015-04-01,630.5,638.7,629,632.7,4892500,617.8188
2015-04-02,632.7,632.7,632.7,632.7,0,617.8188
2015-04-03,632.7,632.7,632.7,632.7,0,617.8188
2015-04-06,635.1,647.5,635.1,643.35,5050700,628.2183
2015-04-07,646.35,656,644.95,652.85,1922600,637.4948
2015-04-08,656.95,676,656,672.3,3505700,656.4874
2015-04-09,679.9,680.6,662.8,670.4,1882300,654.6321
2015-04-10,670.8,673.45,655,660.2,1675300,644.672
2015-04-13,664.7,674.4,650.65,664.4,1357700,648.7732
2015-04-14,664.4,664.4,664.4,664.4,0,648.7732
2015-04-15,664.4,671.65,656,659.85,3785300,644.3302
2015-04-16,662.7,664.25,644.5,656.05,1850300,640.6196
2015-04-17,652,653,634.15,641.05,2224100,625.9724
2015-04-20,641,641,622.5,632.3,2301600,617.4282
2015-04-21,624.05,644.25,622,637.5,1504700,622.5059
2015-04-22,635,635.9,622.6,629.8,3464900,614.987
2015-04-23,632.3,637.3,611.15,615.2,3887500,600.7304
2015-04-24,611.7,614.7,578.1,587.5,3375400,573.6819
2015-04-27,591.1,596.45,565.1,587.25,4643800,573.4378
2015-04-28,587.9,612,580,608.6,1776500,594.2856
2015-04-29,608,626.85,602.1,616.9,1729900,602.3904
2015-04-30,616,625.8,598.3,621.35,2983700,606.7357
2015-05-01,621.35,621.35,621.35,621.35,0,606.7357
2015-05-04,622.9,624.85,603,611.75,2859200,597.3615
2015-05-05,617,620,604.85,609.95,2826900,595.6039
2015-05-06,612,616.35,600,608.9,3148900,594.5786
2015-05-07,602,618,600,614.25,1954500,599.8027
2015-05-08,622,624.9,616,621.4,1400200,606.7846
2015-05-11,625,639.9,618,631.3,2019800,616.4517
2015-05-12,633,638.8,612.05,616.2,2539700,601.7069
2015-05-13,620.95,622,611.05,616.35,2839600,601.8533
2015-05-14,615,617.45,606.7,615.45,1443700,600.9745
2015-05-15,612.55,621.95,612.1,618.35,1245700,603.8063
2015-05-18,616.4,621,605,612.6,2241300,598.1915
