"Date","BEML.NS.Open","BEML.NS.High","BEML.NS.Low","BEML.NS.Close","BEML.NS.Volume","BEML.NS.Adjusted"
2016-09-29,914,918.9,856.55,874.85,359100,874.85
2016-09-30,868,882.85,859.65,876.05,198200,876.05
2016-10-03,896,905.25,877.1,901.75,229300,901.75
2016-10-04,903,922,902.25,910.15,229900,910.15
2016-10-05,920,920,900.25,903.35,167000,903.35
2016-10-06,908,925,904.1,912.25,266900,912.25
2016-10-07,906,922,902.25,908.25,122400,908.25
2016-10-10,910.85,919.95,902.65,906.55,85300,906.55
2016-10-11,906.55,906.55,906.55,906.55,0,906.55
2016-10-12,906.55,906.55,906.55,906.55,0,906.55
2016-10-13,908.85,928,896.8,912.3,263100,912.3
2016-10-14,924.9,949.5,916.1,945.5,645300,945.5
2016-10-17,950,959.5,921.25,927.2,324800,927.2
2016-10-18,931.6,941.5,927.5,933.65,137900,933.65
2016-10-19,937.5,943.95,928.35,932.1,99000,932.1
2016-10-20,933.15,947.9,933.1,940.55,166900,940.55
2016-10-21,939,941,918.55,927.85,92100,927.85
2016-10-24,935,953.05,921.5,928,130000,928
2016-10-25,922.5,939.2,910,935.1,214600,935.1
2016-10-26,929,936.15,911.55,914.9,95000,914.9
2016-10-27,916.85,929.8,900.15,920.65,219900,920.65
2016-10-28,929,945.45,921.75,941.05,205000,941.05
2016-10-31,941.05,941.05,941.05,941.05,0,941.05
2016-11-01,937,944,920.35,924.9,72000,924.9
2016-11-02,914,920,904.1,914.9,158900,914.9
2016-11-03,915.45,924.95,887.1,891.55,160300,891.55
2016-11-04,888.9,894.95,868,877.45,251500,877.45
2016-11-07,886.3,905.25,877.05,887.45,217600,887.45
2016-11-08,890.1,918.8,890.1,909.65,158400,909.65
2016-11-09,835.15,882.85,818.7,869.95,242200,869.95
2016-11-10,880,919.5,880,909.05,141700,909.05
2016-11-11,902,910,866.35,887.7,204000,887.7
2016-11-14,887.7,887.7,887.7,887.7,0,887.7
2016-11-15,880,888.65,858.05,863.15,134700,863.15
2016-11-16,880,880,842.5,863.45,155100,863.45
2016-11-17,866.45,872.3,815,821.65,234800,821.65
2016-11-18,814.9,835,795,821.8,517900,821.8
2016-11-21,823.8,833.15,800,807.85,158000,807.85
2016-11-22,811.3,819.05,780.25,785.05,247600,785.05
2016-11-23,795,798.4,771,786.05,259500,786.05
2016-11-24,788,796.45,775.95,786.3,260900,786.3
2016-11-25,786.3,810.95,775.5,805.05,292200,805.05
2016-11-28,810,830,800,825.6,277800,825.6
2016-11-29,827,844,827,837.5,167100,837.5
2016-11-30,840.1,846,835.1,843.05,128200,843.05
2016-12-01,846,852.1,822.25,830.65,112800,830.65
2016-12-02,833,833,816.95,827.95,141200,827.95
2016-12-05,830,850,818.15,839.5,153700,839.5
2016-12-06,845.95,882,840.6,873,389400,873
2016-12-07,876.1,886,860.1,863.55,211200,863.55
2016-12-08,870,921.7,870,915.4,842900,915.4
2016-12-09,922,933.3,906,927.4,404700,927.4
2016-12-12,927,933,900,906.05,194800,906.05
2016-12-13,909,917.25,892,912.3,109500,912.3
2016-12-14,913.4,915.9,895,897.35,121800,897.35
2016-12-15,893.95,931,888.1,926.65,364200,926.65
2016-12-16,937.8,939,913.1,916.55,211400,916.55
2016-12-19,919.8,932,907.55,914.6,136400,914.6
2016-12-20,914.1,931.75,900.55,906.2,223400,906.2
2016-12-21,908.1,930.25,908.1,924.7,328700,924.7
2016-12-22,929.9,972,928.05,963.7,1400100,963.7
2016-12-23,981,983,962.1,971.55,1185000,971.55
2016-12-26,965,965.05,935,950.25,398600,950.25
2016-12-27,960.7,989,952.35,975.7,808500,975.7
2016-12-28,980.75,985,970.15,974.4,367000,974.4
2016-12-29,977.1,997.95,974.55,986.05,555200,986.05
2016-12-30,986,1006.95,985.9,1000.6,460600,1000.6
2017-01-02,1004,1006.5,989.15,996.3,150300,996.3
2017-01-03,1002.8,1015.95,996.2,1009.3,285400,1009.3
2017-01-04,1013.8,1023,1002.75,1005.8,202000,1005.8
2017-01-05,1006.4,1017.5,993.6,1001.6,150400,1001.6
2017-01-06,998.5,1009,987.9,993.55,161200,993.55
2017-01-09,984,1188,980.65,1150.75,5793200,1150.75
2017-01-10,1161.35,1175.5,1133.6,1170.75,2726600,1170.75
2017-01-11,1174.85,1230.5,1165.1,1219.3,2743000,1219.3
2017-01-12,1221.05,1242,1211,1222.75,1449800,1222.75
2017-01-13,1230,1243.9,1200.1,1205.75,1345400,1205.75
2017-01-16,1208,1225.8,1180.3,1212.8,1034500,1212.8
2017-01-17,1219,1227.2,1186.5,1189.45,602800,1189.45
2017-01-18,1190,1209,1169.5,1181.85,616900,1181.85
2017-01-19,1181,1199.9,1161.1,1172.25,840100,1172.25
2017-01-20,1172,1183.7,1152,1158.55,512900,1158.55
2017-01-23,1162,1241.3,1157.05,1231.9,1523100,1231.9
2017-01-24,1248.7,1263,1222,1233.1,1617600,1233.1
2017-01-25,1258.5,1264,1233.8,1238.1,947600,1238.1
2017-01-26,1238.1,1238.1,1238.1,1238.1,0,1238.1
2017-01-27,1240,1249.25,1216,1220.8,520100,1220.8
2017-01-30,1221.15,1235.5,1214.8,1221.35,424000,1221.35
2017-01-31,1225,1225,1196,1203.8,367700,1203.8
2017-02-01,1206,1253.5,1203.6,1243.05,972400,1243.05
2017-02-02,1239,1240,1210.45,1215.55,382200,1215.55
2017-02-03,1216.5,1272.2,1213.85,1256.4,864400,1256.4
2017-02-06,1269,1275,1240,1244,347800,1244
2017-02-07,1246.8,1284.45,1242.15,1263.1,611600,1263.1
2017-02-08,1264.7,1281,1255.7,1274.65,320800,1274.65
2017-02-09,1282,1341,1282,1330.7,1551200,1330.7
2017-02-10,1342,1344,1300.1,1308.45,754000,1308.45
2017-02-13,1317.4,1329.9,1271,1287,610100,1287
2017-02-14,1283,1319.7,1277.35,1290.1,1010900,1290.1
2017-02-15,1293.9,1319.95,1251.5,1256.25,925900,1256.25
2017-02-16,1262,1291.2,1255,1285,296300,1285
2017-02-17,1290.9,1309,1272.1,1289.25,366700,1289.25
2017-02-20,1282.05,1322,1280,1317.7,623000,1317.7
2017-02-21,1317.7,1338.4,1302.5,1313.35,432300,1313.35
2017-02-22,1318.7,1321,1289.05,1296.8,274400,1296.8
2017-02-23,1298,1329.95,1280.4,1322.15,701000,1322.15
2017-02-24,1322.15,1322.15,1322.15,1322.15,0,1322.15
2017-02-27,1320,1355.95,1316.55,1344.45,699300,1344.45
2017-02-28,1349.85,1354,1335.8,1339.15,271200,1339.15
2017-03-01,1348,1349.95,1325,1330.9,250500,1330.9
2017-03-02,1335,1343.3,1291,1295.85,373600,1295.85
2017-03-03,1295,1309.85,1288.3,1300.7,217800,1300.7
2017-03-06,1310,1313,1295.1,1302.25,224300,1302.25
2017-03-07,1309.7,1309.7,1286.2,1290.9,212100,1290.9
2017-03-08,1296,1300.9,1270,1278.6,269700,1278.6
2017-03-09,1282,1293.55,1271,1284.6,261600,1284.6
2017-03-10,1295,1295,1271,1278.05,199800,1278.05
2017-03-13,1278.05,1278.05,1278.05,1278.05,0,1278.05
2017-03-14,1308,1309.45,1277.35,1302.45,329500,1302.45
2017-03-15,1308,1310,1291.05,1299.35,240800,1299.35
2017-03-16,1303.1,1336,1300,1333.1,459100,1333.1
2017-03-17,1340,1341.95,1307,1312.9,238300,1312.9
2017-03-20,1314,1314,1292,1297.7,223100,1297.7
2017-03-21,1300,1307,1282.4,1292.7,191000,1292.7
2017-03-22,1284,1300,1273.3,1296.15,162200,1296.15
2017-03-23,1297.9,1331,1296,1317.3,379300,1317.3
2017-03-24,1320,1323.95,1298,1302.3,235000,1302.3
2017-03-27,1302,1319.9,1282.35,1309.55,309400,1309.55
2017-03-28,1317.95,1317.95,1300.55,1310.45,320900,1310.45
2017-03-29,1313,1318,1296.8,1309.45,150200,1309.45
2017-03-30,1305.35,1340,1305.35,1311.6,505900,1311.6
2017-03-31,1314.9,1375,1312.15,1362,777600,1362
2017-04-03,1370,1379.9,1363.6,1370.2,397400,1370.2
2017-04-04,1370.2,1370.2,1370.2,1370.2,0,1370.2
2017-04-05,1377,1378,1355.7,1363.9,187200,1363.9
2017-04-06,1357,1406,1354.1,1387.8,725000,1387.8
2017-04-07,1388,1390.5,1358,1363.3,226900,1363.3
2017-04-10,1371,1389.45,1360.2,1381.75,252900,1381.75
2017-04-11,1383,1386.6,1370.3,1379.1,162400,1379.1
2017-04-12,1381,1409.4,1362.15,1379.1,330900,1379.1
2017-04-13,1375,1394.55,1375,1378.7,163000,1378.7
2017-04-14,1378.7,1378.7,1378.7,1378.7,0,1378.7
2017-04-17,1378,1386.1,1368.7,1379.75,153600,1379.75
2017-04-18,1379.7,1400.3,1342,1353.1,202700,1353.1
2017-04-19,1359.75,1371.75,1344.15,1351.25,209600,1351.25
2017-04-20,1352.1,1368,1345,1360.35,218000,1360.35
2017-04-21,1365,1378.8,1350.1,1367.1,239100,1367.1
