"Date","APOLLOHOSP.NS.Open","APOLLOHOSP.NS.High","APOLLOHOSP.NS.Low","APOLLOHOSP.NS.Close","APOLLOHOSP.NS.Volume","APOLLOHOSP.NS.Adjusted"
2016-08-16,1424.6,1432.95,1400,1412.2,221800,1412.2
2016-08-17,1414.9,1422.85,1403.4,1412.55,141400,1412.55
2016-08-18,1413,1417.45,1395.2,1399.75,109000,1399.75
2016-08-19,1395,1405.7,1387.05,1392.85,82900,1392.85
2016-08-22,1396.55,1404.8,1370,1373.8,156200,1373.8
2016-08-23,1375,1375,1348.1,1353.9,172800,1353.9
2016-08-24,1345,1365,1345,1357.95,165400,1357.95
2016-08-25,1357.95,1364.85,1348,1355.5,165800,1355.5
2016-08-26,1355.5,1363.4,1343.95,1352,100200,1352
2016-08-29,1347.9,1356.95,1328.1,1341.3,116200,1341.3
2016-08-30,1339.2,1349.5,1336.7,1342.25,140200,1342.25
2016-08-31,1350,1369,1345.95,1349.95,374000,1349.95
2016-09-01,1352,1373,1345.75,1356.7,409700,1356.7
2016-09-02,1358,1378,1347,1374.25,212700,1374.25
2016-09-05,1374.25,1374.25,1374.25,1374.25,0,1374.25
2016-09-06,1374.7,1408,1372,1404.9,244500,1404.9
2016-09-07,1410,1414.95,1372,1376.75,257700,1376.75
2016-09-08,1376.75,1385.5,1358,1364.3,202300,1364.3
2016-09-09,1363.15,1365.75,1348.1,1353.1,129000,1353.1
2016-09-12,1345,1349.9,1307.1,1312.95,206800,1312.95
2016-09-13,1312.95,1312.95,1312.95,1312.95,0,1312.95
2016-09-14,1305,1314,1286.7,1294.5,212800,1294.5
2016-09-15,1298.5,1299.95,1273,1278.9,278400,1278.9
2016-09-16,1284.5,1319.85,1273.25,1305.5,339900,1305.5
2016-09-19,1302,1313.5,1290,1300.25,139600,1300.25
2016-09-20,1296,1311,1290,1297.35,163900,1297.35
2016-09-21,1299.8,1317.9,1298.6,1311.85,250000,1311.85
2016-09-22,1318.7,1345,1318.7,1342,341700,1342
2016-09-23,1344.75,1347.65,1324,1339.25,239400,1339.25
2016-09-26,1341,1342.9,1327,1336.95,158900,1336.95
2016-09-27,1351,1361.5,1335.85,1357.85,151700,1357.85
2016-09-28,1361.55,1370.75,1347,1359.1,210200,1359.1
2016-09-29,1355.1,1366.9,1327.55,1336,290200,1336
2016-09-30,1320.1,1331,1290,1313.4,259900,1313.4
2016-10-03,1333.1,1350,1311.65,1343,145900,1343
2016-10-04,1344,1363.45,1335.15,1357.15,120600,1357.15
2016-10-05,1361.9,1363.5,1324.5,1343.8,250900,1343.8
2016-10-06,1345,1348.45,1332.5,1338.85,110300,1338.85
2016-10-07,1340,1340,1315,1319.6,180200,1319.6
2016-10-10,1319.95,1350,1319.85,1344.05,67000,1344.05
2016-10-11,1344.05,1344.05,1344.05,1344.05,0,1344.05
2016-10-12,1344.05,1344.05,1344.05,1344.05,0,1344.05
2016-10-13,1347.45,1350.05,1329,1346.5,228600,1346.5
2016-10-14,1347.95,1357,1320.6,1327.45,222700,1327.45
2016-10-17,1334.3,1351.5,1322.7,1349.05,158000,1349.05
2016-10-18,1349,1382.5,1338,1378.15,191500,1378.15
2016-10-19,1390,1393.4,1360,1365.2,147700,1365.2
2016-10-20,1369.8,1375.9,1350.05,1353.75,99200,1353.75
2016-10-21,1354,1378,1354,1370.15,113500,1370.15
2016-10-24,1370,1372.5,1319.55,1323.5,327800,1323.5
2016-10-25,1330,1331.5,1318.05,1320.4,122000,1320.4
2016-10-26,1321.85,1333.15,1312.75,1328.75,81300,1328.75
2016-10-27,1327.75,1334.2,1314.65,1331.1,58500,1331.1
2016-10-28,1332.55,1342.5,1328.5,1340,61200,1340
2016-10-31,1340,1340,1340,1340,0,1340
2016-11-01,1344.95,1351.1,1332,1337.8,87600,1337.8
2016-11-02,1321,1325,1300,1301.35,132100,1301.35
2016-11-03,1299.9,1299.9,1276.5,1279.45,229800,1279.45
2016-11-04,1285,1295,1255,1285.6,126900,1285.6
2016-11-07,1300,1313.45,1270.05,1280.55,96300,1280.55
2016-11-08,1284.95,1296,1272.4,1279.15,317600,1279.15
2016-11-09,1214,1311,1201,1296.75,164100,1296.75
2016-11-10,1318,1331,1292,1304.8,124900,1304.8
2016-11-11,1299,1299,1260,1265.75,202200,1265.75
2016-11-14,1265.75,1265.75,1265.75,1265.75,0,1265.75
2016-11-15,1260,1260,1173.3,1189.55,410900,1189.55
2016-11-16,1213,1215,1166,1172.05,302100,1172.05
2016-11-17,1175,1200,1160.5,1168.75,181700,1168.75
2016-11-18,1177,1206.75,1161,1196.25,160100,1196.25
2016-11-21,1196,1205,1142.35,1147.65,280100,1147.65
2016-11-22,1150,1187.95,1150,1178.6,263800,1178.6
2016-11-23,1187,1195,1165.65,1190.35,212500,1190.35
2016-11-24,1181.1,1299,1172.5,1232.6,335800,1232.6
2016-11-25,1219,1223.95,1193,1202.8,135100,1202.8
2016-11-28,1208,1244.95,1202,1236.85,173900,1236.85
2016-11-29,1243,1244,1218.75,1225.3,269200,1225.3
2016-11-30,1220,1234.75,1188.95,1195.3,513600,1195.3
2016-12-01,1193,1221.1,1190,1207.2,177600,1207.2
2016-12-02,1209.95,1227.95,1195.05,1197.95,186600,1197.95
2016-12-05,1210,1212.45,1190.1,1198.9,269500,1198.9
2016-12-06,1204,1227,1198,1218,127800,1218
2016-12-07,1221.1,1232,1218,1226.15,116700,1226.15
2016-12-08,1231,1236.65,1219,1224.1,116500,1224.1
2016-12-09,1225,1230.6,1215,1225.1,72500,1225.1
2016-12-12,1224,1236.9,1215.5,1226.5,49400,1226.5
2016-12-13,1239.9,1242,1222.85,1237.7,71000,1237.7
2016-12-14,1235,1252,1229.95,1238,111700,1238
2016-12-15,1230,1237.3,1204,1207.55,122800,1207.55
2016-12-16,1210,1225.5,1192.1,1215.85,206100,1215.85
2016-12-19,1213,1213.1,1191,1195.6,163800,1195.6
2016-12-20,1191.05,1202,1176.55,1179.8,225300,1179.8
2016-12-21,1180,1193.7,1164,1179.85,182200,1179.85
2016-12-22,1185,1185,1155,1159.3,143500,1159.3
2016-12-23,1160,1160,1132.15,1136.4,210100,1136.4
2016-12-26,1135,1136.75,1111.6,1126,129700,1126
2016-12-27,1124.5,1145,1117.9,1141.1,122400,1141.1
2016-12-28,1146.8,1163.75,1145.05,1155,150200,1155
2016-12-29,1155,1164,1142.5,1160.15,173100,1160.15
2016-12-30,1170,1185,1169.55,1179.9,108000,1179.9
2017-01-02,1180,1190.95,1171,1189.2,65200,1189.2
2017-01-03,1190,1210.75,1178.4,1205.45,118400,1205.45
2017-01-04,1210,1229.4,1207.4,1220.95,167100,1220.95
2017-01-05,1224,1230.9,1203,1207.25,122700,1207.25
2017-01-06,1210,1219.3,1188.55,1196.5,138700,1196.5
2017-01-09,1196.1,1206.95,1181.1,1190.7,95200,1190.7
2017-01-10,1198.55,1206.45,1172.95,1196.9,106100,1196.9
2017-01-11,1200.1,1206.45,1192,1199.3,102800,1199.3
2017-01-12,1201,1216.5,1192.75,1206,129900,1206
2017-01-13,1206,1206,1185,1187.4,134400,1187.4
2017-01-16,1187.4,1191.05,1173.3,1176.6,133200,1176.6
2017-01-17,1172,1183.1,1160.25,1167.1,175700,1167.1
2017-01-18,1167.1,1179.7,1160,1174.6,129600,1174.6
2017-01-19,1185,1195.6,1172.1,1179.85,177100,1179.85
2017-01-20,1181.8,1181.95,1150,1154.7,129600,1154.7
2017-01-23,1157.8,1157.8,1137.55,1148.9,423800,1148.9
2017-01-24,1155.8,1176.45,1146,1174.4,112100,1174.4
2017-01-25,1180,1226.75,1173.9,1221.85,394600,1221.85
2017-01-26,1221.85,1221.85,1221.85,1221.85,0,1221.85
2017-01-27,1225,1240,1222,1232.55,251600,1232.55
2017-01-30,1220.5,1250,1220.5,1239.6,197400,1239.6
2017-01-31,1240,1245.7,1222,1230.05,136600,1230.05
2017-02-01,1231.5,1244,1226,1235.3,113900,1235.3
2017-02-02,1235.3,1235.9,1219.45,1230.2,87500,1230.2
2017-02-03,1230.2,1271.5,1229.9,1265.15,224300,1265.15
2017-02-06,1280.8,1284.9,1255.45,1266.95,154600,1266.95
2017-02-07,1269.6,1270.8,1243,1257,58000,1257
2017-02-08,1251,1275,1225.3,1236.2,219400,1236.2
2017-02-09,1235.6,1244.75,1228,1240.7,184900,1240.7
2017-02-10,1242.5,1265.5,1220,1226,127700,1226
2017-02-13,1221,1234.85,1208.8,1216.85,162400,1216.85
2017-02-14,1211,1255,1189.7,1246.95,506800,1246.95
2017-02-15,1260,1261.55,1222.6,1231.6,129700,1231.6
2017-02-16,1230,1258.9,1220.3,1255.45,148900,1255.45
2017-02-17,1260,1282,1244,1271.95,241500,1271.95
2017-02-20,1280,1294.7,1251,1278.4,68600,1278.4
2017-02-21,1276.95,1293.3,1268,1283.9,201900,1283.9
2017-02-22,1294,1331.3,1292.45,1326.2,517300,1326.2
2017-02-23,1330.9,1343.95,1315,1323.6,321400,1323.6
2017-02-24,1323.6,1323.6,1323.6,1323.6,0,1323.6
2017-02-27,1320,1332,1285,1293.05,274500,1293.05
2017-02-28,1307,1310,1276.85,1301.65,214400,1301.65
2017-03-01,1319.75,1338.75,1306.15,1325.85,217600,1325.85
2017-03-02,1337,1337.95,1312.3,1320.55,128000,1320.55
2017-03-03,1285.5,1288.9,1242,1246.4,11491300,1246.4
2017-03-06,1255.9,1263.35,1239.25,1250.65,372400,1250.65
2017-03-07,1245,1263.5,1243.1,1260.15,182500,1260.15
2017-03-08,1262.9,1262.9,1243.25,1248.95,154900,1248.95
2017-03-09,1250.35,1250.4,1222,1225.5,215000,1225.5
2017-03-10,1229.8,1235.7,1202.6,1205.55,277500,1205.55
2017-03-13,1205.55,1205.55,1205.55,1205.55,0,1205.55
2017-03-14,1224.9,1224.9,1192,1200.05,528700,1200.05
2017-03-15,1200,1220.35,1195.55,1212.9,789100,1212.9
2017-03-16,1216,1233,1216,1226.05,327300,1226.05
2017-03-17,1227.4,1233,1205.85,1216.2,257100,1216.2
2017-03-20,1219.6,1225.2,1206.45,1211.75,162900,1211.75
2017-03-21,1212.95,1217.95,1185.1,1194.55,276000,1194.55
2017-03-22,1182,1185.95,1175.6,1183.5,360800,1183.5
2017-03-23,1194,1197.8,1182.05,1185.2,158200,1185.2
2017-03-24,1180,1182.25,1176,1178.5,210800,1178.5
2017-03-27,1180,1186.4,1162.5,1165.2,237500,1165.2
2017-03-28,1160,1169,1151.15,1158.2,449800,1158.2
2017-03-29,1161,1170,1146.15,1151.45,391400,1151.45
2017-03-30,1151,1172.2,1149.95,1155.75,709300,1155.75
2017-03-31,1155.25,1173.9,1155.25,1165.15,550300,1165.15
2017-04-03,1170,1185,1170,1172.8,466800,1172.8
2017-04-04,1172.8,1172.8,1172.8,1172.8,0,1172.8
2017-04-05,1181,1182,1154.05,1159.85,570100,1159.85
2017-04-06,1151,1158.3,1138,1145.2,344700,1145.2
2017-04-07,1144,1182.9,1131.2,1162.1,642500,1162.1
2017-04-10,1171.8,1178.9,1151.2,1174.85,263600,1174.85
2017-04-11,1186.85,1186.95,1171.2,1181.95,346700,1181.95
2017-04-12,1186,1186,1162.2,1172.55,300800,1172.55
2017-04-13,1164,1185,1164,1175.55,326000,1175.55
2017-04-14,1175.55,1175.55,1175.55,1175.55,0,1175.55
2017-04-17,1177,1179.9,1166,1175.05,124800,1175.05
2017-04-18,1170.5,1178.65,1159.5,1165.4,216000,1165.4
2017-04-19,1169.95,1169.95,1148.75,1151.2,102900,1151.2
2017-04-20,1159.95,1164,1150.75,1159.4,342700,1159.4
2017-04-21,1158,1177,1155.35,1167.55,281100,1167.55
