"Date","ITC.NS.Open","ITC.NS.High","ITC.NS.Low","ITC.NS.Close","ITC.NS.Volume","ITC.NS.Adjusted"
2016-07-21,253,253.5,246.5,250.60001,11716900,250.60001
2016-07-22,253.14999,256.20001,247.14999,249.85001,15780300,249.85001
2016-07-25,249.5,252,249,251.75,8870600,251.75
2016-07-26,251.64999,253.55,250.5,251.75,6817700,251.75
2016-07-27,251,253.7,246.3,247.39999,8898400,247.39999
2016-07-28,249.39999,255.39999,248.25,254.3,11350100,254.3
2016-07-29,254.2,256.5,251.39999,252.45,12129700,252.45
2016-08-01,252,255.2,249.55,250.60001,9557900,250.60001
2016-08-02,251,262,251,260.79999,16779300,260.79999
2016-08-03,260,260,251.25,252.7,10985700,252.7
2016-08-04,254,254.85001,250.2,252.10001,8661700,252.10001
2016-08-05,252.14999,256.5,251.10001,252.55,4365000,252.55
2016-08-08,253,254.75,249.5,249.95,8415200,249.95
2016-08-09,250,250,246.10001,247.64999,9358400,247.64999
2016-08-10,248,248.39999,245.8,246.5,5255200,246.5
2016-08-11,247,252.8,246.55,251.64999,10744300,251.64999
2016-08-12,250.55,255.5,250.3,254.10001,8284500,254.10001
2016-08-15,254.10001,254.10001,254.10001,254.10001,0,254.10001
2016-08-16,254.25,258,253.45,255.10001,10293200,255.10001
2016-08-17,254.55,256.75,252.2,253.7,8328300,253.7
2016-08-18,254.39999,255.39999,251.5,252.14999,6682000,252.14999
2016-08-19,252,252.39999,249.75,250.95,5326200,250.95
2016-08-22,251.64999,254.75,251.5,254.10001,4184700,254.10001
2016-08-23,254.39999,255,250.3,251.39999,6446400,251.39999
2016-08-24,251.2,252,249.10001,250.25,5382800,250.25
2016-08-25,252.10001,255,250.25,253.45,9518200,253.45
2016-08-26,253.35001,254.89999,252.05,253.8,4753300,253.8
2016-08-29,253,253.95,251.05,252.8,4272600,252.8
2016-08-30,253.7,257.89999,253.05,257.29999,7692800,257.29999
2016-08-31,258.29999,261.5,256.39999,260.04999,12773600,260.04999
2016-09-01,261,263,259.10001,261,8373100,261
2016-09-02,262,263.70001,260.25,262.89999,9154300,262.89999
2016-09-05,262.89999,262.89999,262.89999,262.89999,0,262.89999
2016-09-06,263,265.89999,261.10001,262.60001,9166800,262.60001
2016-09-07,264,264.95001,262,262.79999,6409700,262.79999
2016-09-08,263.5,265.54999,262.70001,264.89999,8324900,264.89999
2016-09-09,263,264.45001,257.04999,258.29999,9755900,258.29999
2016-09-12,255.95,256.70001,251.75,252.25,7344200,252.25
2016-09-13,252.25,252.25,252.25,252.25,0,252.25
2016-09-14,251,253.10001,249.55,251.85001,12537600,251.85001
2016-09-15,252.5,257.89999,252.5,255.89999,7778200,255.89999
2016-09-16,256,262.20001,255.39999,260.35001,14038100,260.35001
2016-09-19,261.5,262.60001,258.25,258.85001,6474900,258.85001
2016-09-20,259.20001,259.25,255.25,256.95001,6686600,256.95001
2016-09-21,256.70001,258.79999,253,253.64999,8800300,253.64999
2016-09-22,255.45,257.20001,253.75,255.25,7692200,255.25
2016-09-23,255,257,251.8,253.45,4952200,253.45
2016-09-26,253,253.25,247.5,248.05,9687000,248.05
2016-09-27,248.64999,249.25,245,245.85001,6644800,245.85001
2016-09-28,246.3,249.39999,245.5,246.95,7362800,246.95
2016-09-29,248.10001,249.3,241,245.7,17433400,245.7
2016-09-30,245.64999,246.95,240.5,241.35001,9545100,241.35001
2016-10-03,244.2,244.2,241.55,242.3,6465900,242.3
2016-10-04,243,243.95,240.35001,241.2,7705900,241.2
2016-10-05,241.8,243.25,239.2,240.2,6230500,240.2
2016-10-06,242,242,235.64999,237.39999,8652800,237.39999
2016-10-07,237.89999,240.25,236.75,238.95,4010100,238.95
2016-10-10,242,242.60001,239.55,240.10001,5046800,240.10001
2016-10-11,240.10001,240.10001,240.10001,240.10001,0,240.10001
2016-10-12,240.10001,240.10001,240.10001,240.10001,0,240.10001
2016-10-13,240.10001,241.45,236.95,238.95,10678000,238.95
2016-10-14,239,240.5,238.05,239.89999,9223800,239.89999
2016-10-17,239.89999,241.75,238.5,240.60001,6143300,240.60001
2016-10-18,241,246.55,240.3,245.95,11780700,245.95
2016-10-19,245.64999,245.64999,238.39999,239.45,8410600,239.45
2016-10-20,241,241.35001,238.10001,239.35001,4402600,239.35001
2016-10-21,239,241.14999,238.75,240.14999,10592000,240.14999
2016-10-24,241,242,239.7,241.35001,9575800,241.35001
2016-10-25,242.89999,242.89999,238.14999,238.75,5948200,238.75
2016-10-26,239.85001,242.5,233.5,238.75,23931200,238.75
2016-10-27,241.2,244.8,239.64999,243.10001,15352500,243.10001
2016-10-28,244.3,244.3,239.5,243.10001,9315600,243.10001
2016-10-31,243.10001,243.10001,243.10001,243.10001,0,243.10001
2016-11-01,242.8,242.8,239.14999,239.95,5517900,239.95
2016-11-02,237,238.95,235.10001,237.3,4687300,237.3
2016-11-03,237.05,242.3,236,240.3,8868900,240.3
2016-11-04,251.5,256.39999,247.05,249.05,35263000,249.05
2016-11-07,253.8,259.64999,247,256.5,24268000,256.5
2016-11-08,256.5,257.39999,252.2,255.60001,9935300,255.60001
2016-11-09,239.14999,255,238.55,248.14999,23027300,248.14999
2016-11-10,252.85001,253,245.55,251.05,11567100,251.05
2016-11-11,248,248.95,241,242.95,12741900,242.95
2016-11-14,242.95,242.95,242.95,242.95,0,242.95
2016-11-15,241.95,246.89999,235.8,237.5,21196400,237.5
2016-11-16,237.95,239.10001,228.05,230.89999,30665800,230.89999
2016-11-17,228.45,234,228.39999,231.5,9283000,231.5
2016-11-18,230,231.39999,227.10001,227.85001,8257400,227.85001
2016-11-21,228.2,228.60001,223.60001,224.2,7585800,224.2
2016-11-22,225,228.10001,223.5,226.10001,9215300,226.10001
2016-11-23,227.25,227.8,223.5,224.64999,10322900,224.64999
2016-11-24,225,225.25,222.10001,223.5,18004000,223.5
2016-11-25,224.5,230.45,223.05,228.8,7597500,228.8
2016-11-28,228.39999,234.2,227.3,233.7,9120700,233.7
2016-11-29,233.05,235.64999,230.25,231.05,8613600,231.05
2016-11-30,232,234.39999,229.14999,232.5,11081100,232.5
2016-12-01,232.8,235,231.05,233.5,5160000,233.5
2016-12-02,233,233,228,228.5,8371200,228.5
2016-12-05,228.89999,233.2,227.45,232.55,5123000,232.55
2016-12-06,233,233,229.14999,230.2,4911300,230.2
2016-12-07,231.5,231.5,226.5,227.2,8107500,227.2
2016-12-08,229.05,235.3,228.3,233.3,7365200,233.3
2016-12-09,234.05,239.60001,232.55,236.14999,8328200,236.14999
2016-12-12,234.2,234.7,231.95,232.3,3038600,232.3
2016-12-13,234.8,236.89999,232.2,235.64999,7440600,235.64999
2016-12-14,236,236.5,232,233.14999,6313300,233.14999
2016-12-15,232,234.39999,228.5,229.7,5332900,229.7
2016-12-16,230.8,230.8,226,226.35001,12925200,226.35001
2016-12-19,225.35001,229,225.35001,227,5455300,227
2016-12-20,228.5,230.8,227.5,229.95,5917500,229.95
2016-12-21,229,229.8,225.5,226.3,12883000,226.3
2016-12-22,225.25,228.39999,224.25,227.55,6420800,227.55
2016-12-23,227.5,227.5,223.8,224.7,10763000,224.7
2016-12-26,224.89999,225.85001,222,225,8735200,225
2016-12-27,226,234.89999,224.35001,234.05,15605800,234.05
2016-12-28,232.7,236.39999,232.7,235.45,14166100,235.45
2016-12-29,235.3,237,232.3,236,14052700,236
2016-12-30,237.45,242.39999,236.3,241.64999,10420000,241.64999
2017-01-02,242,242.25,238.60001,240.95,4887500,240.95
2017-01-03,240.89999,245.7,239.25,243.35001,7508900,243.35001
2017-01-04,242.85001,247,240.10001,245.45,9310100,245.45
2017-01-05,244.5,247.85001,244.10001,246.75,9178600,246.75
2017-01-06,247,249,242.2,242.7,8093200,242.7
2017-01-09,242.85001,246.60001,242.10001,245.85001,4854600,245.85001
2017-01-10,246,249.85001,245.7,248.95,11977300,248.95
2017-01-11,249.8,250.5,246.60001,247.55,7637200,247.55
2017-01-12,247.7,247.7,244.14999,244.64999,5601000,244.64999
2017-01-13,246,251,242.5,249.64999,4384800,249.64999
2017-01-16,249.25,250.85001,247.10001,248.8,4635400,248.8
2017-01-17,248.8,252.3,248.8,251.95,4811600,251.95
2017-01-18,251.60001,254.3,249.8,250.85001,7254700,250.85001
2017-01-19,249.75,254.75,249.55,254.14999,9184400,254.14999
2017-01-20,254.25,256.29999,253.7,255.39999,10843900,255.39999
2017-01-23,255.10001,260.14999,255.05,259.64999,10690100,259.64999
2017-01-24,259.60001,260.75,257.35001,259.85001,8031700,259.85001
2017-01-25,259.95001,266.39999,259.60001,265.5,17451400,265.5
2017-01-26,265.5,265.5,265.5,265.5,0,265.5
2017-01-27,263.5,266.95001,256.10001,257.39999,24497000,257.39999
2017-01-30,258.39999,261,255.5,256.10001,8910500,256.10001
2017-01-31,256.20001,259.95001,254.60001,258.10001,9995600,258.10001
2017-02-01,260,270.10001,258.5,269.70001,33840700,269.70001
2017-02-02,271,279.89999,269.5,274.29999,29722600,274.29999
2017-02-03,274,275.5,270.5,273.04999,9009900,273.04999
2017-02-06,274.89999,279,274.10001,276.79999,8221500,276.79999
2017-02-07,278.60001,292.14999,275.60001,277.10001,24315100,277.10001
2017-02-08,275.5,279,272,274.79999,10702600,274.79999
2017-02-09,276,278.39999,272.64999,277.64999,4882300,277.64999
2017-02-10,278.70001,279.10001,271.54999,273.35001,7680000,273.35001
2017-02-13,275.39999,276.35001,268.60001,270.60001,8967500,270.60001
2017-02-14,270,273.5,269.14999,270.79999,6655600,270.79999
2017-02-15,271.20001,275.5,271.20001,273.39999,7537300,273.39999
2017-02-16,270.04999,271.5,265.70001,266.64999,10575400,266.64999
2017-02-17,267.35001,268.89999,264,268.14999,9341000,268.14999
2017-02-20,266,267.45001,265.54999,266.04999,5714300,266.04999
2017-02-21,266,266.25,260.79999,263.14999,9871000,263.14999
2017-02-22,264.39999,266.25,261.64999,263.45001,8488100,263.45001
2017-02-23,264,268.20001,261.60001,265.64999,12361200,265.64999
2017-02-24,265.64999,265.64999,265.64999,265.64999,0,265.64999
2017-02-27,265.54999,266,257.85001,264.60001,5075000,264.60001
2017-02-28,263,264.60001,260.89999,262.20001,8240700,262.20001
2017-03-01,262.39999,269.70001,262.39999,268.5,14578400,268.5
2017-03-02,268.5,270.25,263.5,264.75,10066000,264.75
2017-03-03,262,263.39999,258.14999,261.54999,9987200,261.54999
2017-03-06,262.70001,265.04999,261.54999,264.10001,9559200,264.10001
2017-03-07,264.29999,265,261.14999,264.25,6917100,264.25
2017-03-08,264.45001,265.5,263.5,264.14999,5771300,264.14999
2017-03-09,266.10001,266.29999,262.29999,264.95001,9481900,264.95001
2017-03-10,264.95001,265.04999,262.64999,263.45001,5662300,263.45001
2017-03-13,263.45001,263.45001,263.45001,263.45001,0,263.45001
2017-03-14,266.20001,271.64999,265.20001,267.10001,17821600,267.10001
2017-03-15,265.20001,270.70001,265.20001,268.20001,13938600,268.20001
2017-03-16,270.25,271.25,267.5,268.45001,8685500,268.45001
2017-03-17,276.79999,288.89999,276.79999,281.25,52012200,281.25
2017-03-20,282.89999,284.20001,277.79999,281.89999,15897200,281.89999
2017-03-21,283.20001,288.60001,283,287.89999,13225000,287.89999
2017-03-22,285,287.85001,278.60001,279.85001,12397000,279.85001
2017-03-23,277.5,282.5,275.10001,277.60001,16897100,277.60001
2017-03-24,278.85001,283,278.75,281,7123900,281
2017-03-27,280.45001,282.89999,276.29999,281.60001,12154900,281.60001
2017-03-28,281.60001,282.20001,280.04999,280.5,6289800,280.5
2017-03-29,280.20001,283.70001,280.20001,283.20001,8500700,283.20001
2017-03-30,284,284.64999,280.04999,282.75,14394000,282.75
2017-03-31,281,283,278.75,280.29999,9561000,280.29999
2017-04-03,282.79999,283.60001,278.64999,281.54999,7228700,281.54999
2017-04-04,281.54999,281.54999,281.54999,281.54999,0,281.54999
2017-04-05,283.20001,283.5,277.70001,278.95001,10288700,278.95001
2017-04-06,278.20001,279.14999,273.20001,274.10001,15641500,274.10001
2017-04-07,273,274.14999,270.89999,272.64999,9128500,272.64999
2017-04-10,275,275,272.10001,273.54999,5476400,273.54999
2017-04-11,273.10001,282.60001,271.79999,282.04999,10934600,282.04999
2017-04-12,281.70001,284.79999,279.54999,281.89999,7229000,281.89999
2017-04-13,281.89999,282,277.5,279.14999,3934200,279.14999
2017-04-14,279.14999,279.14999,279.14999,279.14999,0,279.14999
2017-04-17,276.54999,282.5,275.54999,279.10001,4831000,279.10001
2017-04-18,280.20001,284,278.10001,279.04999,4330900,279.04999
2017-04-19,281.14999,281.5,277.85001,278.70001,4952900,278.70001
2017-04-20,279.70001,281.5,278.35001,279.5,4237600,279.5
2017-04-21,282,282,272.70001,274.35001,8706400,274.35001
