"Date","MUTHOOTFIN.NS.Open","MUTHOOTFIN.NS.High","MUTHOOTFIN.NS.Low","MUTHOOTFIN.NS.Close","MUTHOOTFIN.NS.Volume","MUTHOOTFIN.NS.Adjusted"
2016-10-13,344,351.25,337.6,343,874200,337.56
2016-10-14,345.8,352,344,350.1,675900,344.55
2016-10-17,356.9,357,345.6,347.3,309900,341.79
2016-10-18,351,354.35,348.45,351.5,751100,345.92
2016-10-19,354.95,354.95,342.65,344.6,347100,339.13
2016-10-20,345.5,352.5,345.5,349.25,553700,343.71
2016-10-21,349.05,350.05,345.1,346.1,134600,340.61
2016-10-24,348.7,367.8,346.55,365.65,1597500,359.85
2016-10-25,369,377.35,367.2,369.85,1128200,363.98
2016-10-26,365.5,369,361.1,363.3,208100,357.54
2016-10-27,361.4,361.7,353.55,356.7,210500,351.04
2016-10-28,356,368.4,355.15,358.9,386500,353.21
2016-10-31,358.9,358.9,358.9,358.9,0,353.21
2016-11-01,373.65,373.65,358.65,361.75,284000,356.01
2016-11-02,359.9,364.5,342.25,352.65,311300,347.06
2016-11-03,352.7,356.95,348,351.1,235400,345.53
2016-11-04,351.55,354.75,336.15,343.6,278300,338.15
2016-11-07,354,357,347.15,353.75,198600,348.14
2016-11-08,356,373.8,354.9,361.85,929600,356.11
2016-11-09,326,368,290,358.55,1124600,352.86
2016-11-10,370,371,345.5,354.35,595700,348.73
2016-11-11,348,355,321.55,341.45,1636900,336.03
2016-11-14,341.45,341.45,341.45,341.45,0,336.03
2016-11-15,336.1,341.2,292.15,322.5,1649900,317.38
2016-11-16,325.05,331.5,304,309.75,1110300,304.84
2016-11-17,309,323.5,305.35,315.85,476100,310.84
2016-11-18,314.6,318,295,301.75,678600,296.96
2016-11-21,308.8,308.8,280,289.4,954600,284.81
2016-11-22,289.5,298.5,281.6,296.25,436900,291.55
2016-11-23,298.9,301.35,289.15,296.3,240300,291.6
2016-11-24,295,298.4,284.85,288.15,428300,283.58
2016-11-25,292,295.9,286,288.35,293600,283.78
2016-11-28,288,291,283.8,285.5,170000,280.97
2016-11-29,287,313.7,285.05,308.7,1392200,303.8
2016-11-30,309.5,311.5,300,302.95,347400,298.14
2016-12-01,305.4,307.4,299.3,301.9,601900,297.11
2016-12-02,300,304,286.85,295.5,555900,290.81
2016-12-05,299.5,299.5,291.5,293.2,125000,288.55
2016-12-06,294.1,306.35,294.1,298.15,299700,293.42
2016-12-07,299.9,307.55,296.95,298.75,288000,294.01
2016-12-08,300,304,298.05,298.9,169600,294.16
2016-12-09,298,304.9,298,303.65,193100,298.83
2016-12-12,301,303.65,295.85,297,695600,292.29
2016-12-13,298.25,298.25,288,289.7,276600,285.1
2016-12-14,290.4,290.4,273.25,278.3,410400,273.89
2016-12-15,279.5,281.2,267.25,270.7,676000,266.41
2016-12-16,271,274.9,269,269.95,361400,265.67
2016-12-19,265.3,270,263.25,267.05,269400,262.81
2016-12-20,268.2,270,262,266.85,301600,262.62
2016-12-21,266.85,277.95,264,268.1,339700,263.85
2016-12-22,269,275.8,264.25,271.95,334700,267.64
2016-12-23,271,277.7,266.35,275,203200,270.64
2016-12-26,275,275,265,269.65,216300,265.37
2016-12-27,267.1,273.8,266,272.3,138200,267.98
2016-12-28,272.5,279.55,269,274.45,638500,270.1
2016-12-29,273,283.2,271.5,281.9,245900,277.43
2016-12-30,282,289,279.35,282.7,242300,278.22
2017-01-02,285,287,281.15,285.2,144600,280.68
2017-01-03,285,291.9,283,286.55,285200,282
2017-01-04,287,289.4,285.35,286.9,223000,282.35
2017-01-05,290,295.6,287,292.9,285700,288.25
2017-01-06,294,298,292.15,295.15,345200,290.47
2017-01-09,295.05,296.1,290.4,291.85,129400,287.22
2017-01-10,292,293,286.2,288.1,272500,283.53
2017-01-11,289,292,285.2,289.05,604700,284.46
2017-01-12,289.45,295.8,288.4,290.85,278600,286.24
2017-01-13,297.8,306.2,293.95,297.3,608200,292.58
2017-01-16,295.05,305.45,295.05,302.7,272600,297.9
2017-01-17,305,312.8,304,310.45,606700,305.53
2017-01-18,314,317,309.4,310.4,279000,305.48
2017-01-19,314,314,302.05,305.4,203100,300.56
2017-01-20,301.3,304.75,286.25,295.15,376200,290.47
2017-01-23,294.95,298.75,290.3,295.85,275600,291.16
2017-01-24,297.85,302,292.85,298.85,244200,294.11
2017-01-25,299,324.8,299,321.55,1013400,316.45
2017-01-26,321.55,321.55,321.55,321.55,0,316.45
2017-01-27,321,330,316.85,320.75,465900,315.66
2017-01-30,320,324.45,316,320.05,249400,314.97
2017-01-31,322.9,322.9,300.1,305.65,474100,300.8
2017-02-01,308.95,329,307,323.7,611200,318.57
2017-02-02,329,355,324,346.45,1167800,340.95
2017-02-03,345.5,357.75,340.55,343.5,518800,338.05
2017-02-06,348.1,354.4,344.45,352.2,255000,346.61
2017-02-07,350.7,351.6,334.65,340.4,346800,335
2017-02-08,344.5,345.55,327.9,331.85,375300,326.59
2017-02-09,339,348.7,332,339,930700,333.62
2017-02-10,341.7,342.6,337.05,340.85,246500,335.44
2017-02-13,342,346.45,325.1,328.75,460800,323.54
2017-02-14,340,340,331.55,335,784500,329.69
2017-02-15,336,336.75,325.35,331.8,271000,326.54
2017-02-16,333.1,350.8,332,348.1,747600,342.58
2017-02-17,350,356.9,343.4,348.4,601300,342.87
2017-02-20,349,355.5,346.7,350.4,219300,344.84
2017-02-21,350.4,352.8,347.2,350.1,198600,344.55
2017-02-22,353.1,353.1,348.25,350.4,148200,344.84
2017-02-23,350.7,364.6,349.1,353.7,702200,348.09
2017-02-24,353.7,353.7,353.7,353.7,0,348.09
2017-02-27,354.45,361,351.2,355.8,237600,350.16
2017-02-28,355.8,358.8,348,356.3,157800,350.65
2017-03-01,356.9,364,356.1,358.8,350100,353.11
2017-03-02,360,363,352,354.35,184200,348.73
2017-03-03,354.6,354.9,345,347.35,160800,341.84
2017-03-06,348,352.45,348,350.15,317300,344.6
2017-03-07,348.05,353,347.5,351.35,131800,345.78
2017-03-08,351.35,354.3,349.35,352.45,148200,346.86
2017-03-09,348.5,355,347.35,351.85,104200,346.27
2017-03-10,343,343,325,338.7,763800,333.33
2017-03-13,338.7,338.7,338.7,338.7,0,333.33
2017-03-14,347.7,349.95,338.8,340.95,162900,335.54
2017-03-15,341.7,344.9,339.55,343.7,106900,338.25
2017-03-16,346,349.5,344.9,348.6,193900,343.07
2017-03-17,348.6,353.9,343.75,349.1,463700,343.56
2017-03-20,350,352.8,340.5,344.8,348700,339.33
2017-03-21,347.95,352.5,344.1,350.6,336300,345.04
2017-03-22,347,350.6,341.1,347.1,86400,341.59
2017-03-23,352.95,357,350.7,353.55,178300,347.94
2017-03-24,353.95,358.15,347.95,350.2,144600,344.64
2017-03-27,350.9,354.5,348.5,350.1,74900,344.55
2017-03-28,349.9,353,348.55,350.95,113000,345.38
2017-03-29,351.25,389.7,351.25,378.25,1423700,372.25
2017-03-30,376.8,380,364.3,373.75,332600,373.75
2017-03-31,377.45,389.95,363.85,368.95,1352500,368.95
2017-04-03,370,384,368.15,380.65,547300,380.65
2017-04-04,380.65,380.65,380.65,380.65,0,380.65
2017-04-05,381.75,401.9,377.6,396.1,1371900,396.1
2017-04-06,396.1,398.95,376,380.1,927500,380.1
2017-04-07,377,386.75,373.1,377.1,652100,377.1
2017-04-10,381.25,382.45,373.2,375.25,247400,375.25
2017-04-11,376.9,389.4,376.9,385.15,2067700,385.15
2017-04-12,386.7,391.15,375,382.45,3998000,382.45
2017-04-13,382.95,396.55,382.95,389.6,922300,389.6
2017-04-14,389.6,389.6,389.6,389.6,0,389.6
2017-04-17,390,396.45,384.65,394.7,461500,394.7
2017-04-18,396.8,410.8,392.2,396.4,2408700,396.4
2017-04-19,394.45,412,390,407,1111900,407
2017-04-20,410,419.4,402,416.55,1754000,416.55
2017-04-21,417.1,417.4,401.9,406.45,799900,406.45
