"Date","COALINDIA.NS.Open","COALINDIA.NS.High","COALINDIA.NS.Low","COALINDIA.NS.Close","COALINDIA.NS.Volume","COALINDIA.NS.Adjusted"
2015-05-15,370.95,371.3,364.6,366.9,2370600,315.5
2015-05-18,367.85,368.85,364.2,366.1,1902900,314.81
2015-05-19,366,366.4,362.8,363.65,3367300,312.7
2015-05-20,364.1,365.2,359.4,361.35,3619000,310.72
2015-05-21,363.5,374.9,363.5,373.7,3494800,321.34
2015-05-22,376.45,376.55,369.2,374.75,1724900,322.25
2015-05-25,374,376.6,366.6,369.9,1558700,318.07
2015-05-26,369,376.4,367.85,375,1825800,322.46
2015-05-27,373.9,384,372,383.05,2478500,329.38
2015-05-28,382.95,388,377.4,383.35,3353300,329.64
2015-05-29,381.95,393.75,380.95,391.05,6003500,336.26
2015-06-01,392,396.45,390,391.8,2859200,336.91
2015-06-02,392,393.45,382.5,383.5,2191800,329.77
2015-06-03,382,392.7,381.4,387.25,4210700,332.99
2015-06-04,387,390.9,383.25,388.55,2843200,334.11
