"Date","TATAMTRDVR.NS.Open","TATAMTRDVR.NS.High","TATAMTRDVR.NS.Low","TATAMTRDVR.NS.Close","TATAMTRDVR.NS.Volume","TATAMTRDVR.NS.Adjusted"
2016-10-10,372,372.6,365.1,365.65,2241600,365.65
2016-10-11,365.65,365.65,365.65,365.65,0,365.65
2016-10-12,365.65,365.65,365.65,365.65,0,365.65
2016-10-13,361.8,361.8,350,354,2498700,354
2016-10-14,355.4,362.65,354.1,361.95,1218500,361.95
2016-10-17,363.85,363.85,356.5,358.35,2133000,358.35
2016-10-18,359.1,365.2,357.5,364.05,1302600,364.05
2016-10-19,362.75,363,356.75,361.25,713400,361.25
2016-10-20,362.1,363.55,358.3,358.85,619600,358.85
2016-10-21,359.4,360.7,355,356.45,579300,356.45
2016-10-24,357.4,364.6,357,363.6,1160700,363.6
2016-10-25,357.5,364.2,355.35,363.25,1181600,363.25
2016-10-26,360.1,362,341.05,344.5,1368000,344.5
2016-10-27,331.2,341.05,330.05,338.8,5460100,338.8
2016-10-28,339.6,350.3,335.2,348.7,1623300,348.7
2016-10-31,348.7,348.7,348.7,348.7,0,348.7
2016-11-01,349,352.1,344.6,348.55,1657500,348.55
2016-11-02,339,344.05,333.7,335.05,1623900,335.05
2016-11-03,330.2,338.6,328.5,331.85,1393900,331.85
2016-11-04,329,338.95,325,335.65,1833600,335.65
2016-11-07,337.4,341.45,326.5,327.85,1306000,327.85
2016-11-08,331.6,347,331.6,345.55,3518600,345.55
2016-11-09,320,349.3,311,345.1,3462500,345.1
2016-11-10,350.5,354.25,341.8,343.05,1811800,343.05
2016-11-11,339.85,339.85,327.4,328.65,1991300,328.65
2016-11-14,328.65,328.65,328.65,328.65,0,328.65
2016-11-15,318.45,320.85,295,297.05,3799600,297.05
2016-11-16,303.5,305.6,286.5,292.65,5501500,292.65
2016-11-17,290.55,300.75,290.1,297.25,2308700,297.25
2016-11-18,299.8,300.75,292.5,298.85,1361400,298.85
2016-11-21,298.85,300.05,283.2,285.3,2162900,285.3
2016-11-22,289,294.85,283.05,291.4,1840600,291.4
2016-11-23,293.95,299.25,290,296.5,2579100,296.5
2016-11-24,292.9,302.2,283.5,286.55,4096400,286.55
2016-11-25,285.25,291.65,280.5,288.15,1711300,288.15
2016-11-28,288.4,295.5,288.4,293,1513800,293
2016-11-29,295,299.9,292.1,297.5,3084100,297.5
2016-11-30,293.3,299.4,293.3,297.9,1930100,297.9
2016-12-01,299.3,299.3,290.75,292.5,1030700,292.5
2016-12-02,290.2,297.7,285.35,288.1,2502500,288.1
2016-12-05,287.1,291.7,283.1,290.5,968900,290.5
2016-12-06,291.7,296,290.15,292.25,640200,292.25
2016-12-07,292.75,295.75,290.05,291.15,661700,291.15
2016-12-08,294,305.6,294,304.2,1771800,304.2
2016-12-09,309,309.75,302.35,303.85,1550300,303.85
2016-12-12,304,304,294.6,297.2,647800,297.2
2016-12-13,311,313.1,300.55,303.45,2612000,303.45
2016-12-14,301.95,305.95,297.55,304.6,2614900,304.6
2016-12-15,299,305.55,295.35,296.25,1270900,296.25
2016-12-16,298,302.25,295.4,297.7,2783400,297.7
2016-12-19,297.05,301,293.1,297.65,1120400,297.65
2016-12-20,297.65,299.7,297.1,298.6,1223000,298.6
2016-12-21,298.6,299.5,296.35,297.1,977900,297.1
2016-12-22,296.1,298.8,294.3,295.55,1349800,295.55
2016-12-23,294,296,290.3,293.7,1183800,293.7
2016-12-26,292,293.65,286.75,287.75,533700,287.75
2016-12-27,290,298.65,288.8,296.7,1316800,296.7
2016-12-28,296.85,297.15,291,291.4,922400,291.4
2016-12-29,288.25,297.9,288.25,295.75,1274000,295.75
2016-12-30,297.5,300,295.2,299.1,1039900,299.1
2017-01-02,301,309.35,297.25,308.55,894200,308.55
2017-01-03,309.5,315.1,306.6,308.4,1558300,308.4
2017-01-04,308.55,313.95,308.55,310.25,850900,310.25
2017-01-05,317,324,315.85,322.95,1886400,322.95
2017-01-06,323,325.3,317.5,318.7,700500,318.7
2017-01-09,319.8,323,313.8,317.7,1201100,317.7
2017-01-10,320,327.05,320,326.3,1548500,326.3
2017-01-11,330,330,325,326.35,1278000,326.35
2017-01-12,328.7,329.4,322.65,325.65,881300,325.65
2017-01-13,329,329.4,319.65,323.95,829900,323.95
2017-01-16,325,331,324.5,329.8,1106700,329.8
2017-01-17,330,332.4,327.3,328.5,911000,328.5
2017-01-18,329.75,330.75,326.85,328.1,1046900,328.1
2017-01-19,329,339.5,327.5,337.45,2205600,337.45
2017-01-20,334.6,335.9,326.2,327.7,1888600,327.7
2017-01-23,328,334.75,327.05,333.9,1570300,333.9
2017-01-24,333.9,339,332.2,338.6,791500,338.6
2017-01-25,342,344.6,337.35,341.15,1571500,341.15
2017-01-26,341.15,341.15,341.15,341.15,0,341.15
2017-01-27,345.4,345.4,339.3,341.85,1337800,341.85
2017-01-30,341.4,341.4,334.65,336.6,1132600,336.6
2017-01-31,336.4,339.35,329.5,332.95,1384700,332.95
2017-02-01,335.35,345.7,331.55,344.75,1455300,344.75
2017-02-02,344.5,345.1,335.1,339.8,1980000,339.8
2017-02-03,341.25,341.25,333,334.05,1351100,334.05
2017-02-06,339.8,339.95,328.8,330.25,3950100,330.25
2017-02-07,332.85,332.85,316.8,319.9,2349200,319.9
2017-02-08,321.4,323.5,318.75,320.7,2289900,320.7
2017-02-09,322.25,324.8,316.3,319.9,1677600,319.9
2017-02-10,322.95,322.95,315,317.75,2291800,317.75
2017-02-13,318.9,321,314.25,316.95,1018700,316.95
2017-02-14,315.5,317,287.65,297.75,4437100,297.75
2017-02-15,281,281.9,267.2,268.3,14484600,268.3
2017-02-16,270.35,277.7,267.25,275.8,3181300,275.8
2017-02-17,277.7,280.5,273.9,278,2095800,278
2017-02-20,278,280.7,275,278.5,1200400,278.5
2017-02-21,278.55,281.5,278.05,279.1,1667400,279.1
2017-02-22,280.55,286.7,280.5,283.05,2899100,283.05
2017-02-23,286,286.75,279.15,280.95,1521400,280.95
2017-02-24,280.95,280.95,280.95,280.95,0,280.95
2017-02-27,279.6,281.35,275.5,277.15,1241200,277.15
2017-02-28,277.9,278.55,275.1,276,1529600,276
2017-03-01,276.1,277.05,274,274.55,963000,274.55
2017-03-02,279.2,285.35,278.4,282.55,4204800,282.55
2017-03-03,282.6,283.95,279.25,280.1,2383400,280.1
2017-03-06,278.75,283.75,278.75,282.7,3710900,282.7
2017-03-07,284,285.75,279.95,282.7,3070400,282.7
2017-03-08,282.9,282.95,277.8,279.5,1327900,279.5
2017-03-09,278,282.4,277.65,279.1,3429100,279.1
2017-03-10,281.8,281.8,277.9,279.9,707100,279.9
2017-03-13,279.9,279.9,279.9,279.9,0,279.9
2017-03-14,285,285.9,281.7,282.1,1425300,282.1
2017-03-15,282.7,288.1,281.9,286.45,1350000,286.45
2017-03-16,289,293.45,288.25,292.85,2088300,292.85
2017-03-17,293,294,284.6,287,2161700,287
2017-03-20,286.5,289.4,284.6,288.65,1398700,288.65
2017-03-21,287.25,288.8,282.5,284.15,1759100,284.15
2017-03-22,283,283,277,277.45,2174600,277.45
2017-03-23,278.6,284.75,278.05,281.6,2815100,281.6
2017-03-24,281.6,283.5,279.9,280.85,1210600,280.85
2017-03-27,280,280.8,276.95,278.75,7823500,278.75
2017-03-28,279.25,287.2,279.25,285.65,2464300,285.65
2017-03-29,288.95,289,280.35,283.75,2185700,283.75
2017-03-30,282.9,284.95,280.5,281.6,4908200,281.6
2017-03-31,283,285,280.45,282.15,935900,282.15
2017-04-03,283.7,284.6,280,281.2,1485100,281.2
2017-04-04,281.2,281.2,281.2,281.2,0,281.2
2017-04-05,282.85,286.75,280.95,285.15,1604800,285.15
2017-04-06,286,287.5,282.5,286.45,1474300,286.45
2017-04-07,284.2,287.75,282.25,284.35,2330800,284.35
2017-04-10,284.5,292,282.3,290.3,1804900,290.3
2017-04-11,291.6,293,287.3,288.3,1472700,288.3
2017-04-12,287.7,290.15,282.95,284.85,1499200,284.85
2017-04-13,283.8,283.8,276,277.6,1791700,277.6
2017-04-14,277.6,277.6,277.6,277.6,0,277.6
2017-04-17,276.5,278.65,274.3,276.1,941600,276.1
2017-04-18,275.2,279.65,269.85,270.55,2047600,270.55
2017-04-19,270.55,273.55,267.15,271.55,1109700,271.55
2017-04-20,271.5,273.6,270.4,271.35,745000,271.35
2017-04-21,272,273.25,269.55,270.45,1443200,270.45
