"Date","TATAELXSI.NS.Open","TATAELXSI.NS.High","TATAELXSI.NS.Low","TATAELXSI.NS.Close","TATAELXSI.NS.Volume","TATAELXSI.NS.Adjusted"
2016-08-23,1619.8,1635.9,1612.55,1621.25,184200,1621.25
2016-08-24,1624.7,1644,1618,1630.8,230100,1630.8
2016-08-25,1635.8,1636.85,1602.1,1610.15,208700,1610.15
2016-08-26,1613.8,1632,1605.1,1609.9,162800,1609.9
2016-08-29,1610,1611.95,1556.1,1566.35,318500,1566.35
2016-08-30,1570,1602,1538,1587.85,605200,1587.85
2016-08-31,1590,1615,1571.7,1579.55,278100,1579.55
2016-09-01,1577.5,1578.8,1555,1562.45,162600,1562.45
2016-09-02,1569,1589.7,1561.3,1568.55,209200,1568.55
2016-09-05,1568.55,1568.55,1568.55,1568.55,0,1568.55
2016-09-06,1580,1580,1532.1,1537.35,223900,1537.35
2016-09-07,1539.95,1563,1537.4,1543.05,182200,1543.05
2016-09-08,1543,1548,1526.3,1534.65,198400,1534.65
2016-09-09,1535,1549,1526.2,1532.45,193500,1532.45
2016-09-12,1518,1526.5,1502.1,1509.3,140100,1509.3
2016-09-13,1509.3,1509.3,1509.3,1509.3,0,1509.3
2016-09-14,1510,1524.95,1508.15,1517.4,130000,1517.4
2016-09-15,1515.1,1562.95,1515.1,1542.75,392000,1542.75
2016-09-16,1550.9,1563,1535.8,1551.4,276000,1551.4
2016-09-19,1552,1571,1535.1,1550.9,222300,1550.9
2016-09-20,1557.9,1560.6,1542.1,1547.05,93500,1547.05
2016-09-21,1550,1575,1545,1551.55,242300,1551.55
2016-09-22,1566.9,1572.45,1545,1547.9,137500,1547.9
2016-09-23,1552.8,1556.15,1525.65,1530.15,153500,1530.15
2016-09-26,1525,1529,1510,1512.55,176800,1512.55
2016-09-27,1516.8,1521.9,1491,1497.7,215000,1497.7
2016-09-28,1499.8,1504.95,1490.6,1494.7,136700,1494.7
2016-09-29,1502,1508.8,1368,1382.35,469600,1382.35
2016-09-30,1388,1418.9,1385.75,1392.25,292300,1392.25
2016-10-03,1406.8,1415.75,1393.05,1401.3,209600,1401.3
2016-10-04,1406.4,1435,1402.8,1411.75,438900,1411.75
2016-10-05,1419.4,1422,1389.05,1394.95,251700,1394.95
2016-10-06,1395,1402.8,1357.05,1366.2,276100,1366.2
2016-10-07,1371.4,1377,1338.8,1344.7,264300,1344.7
2016-10-10,1344,1410.9,1334.8,1343.95,528900,1343.95
2016-10-11,1343.95,1343.95,1343.95,1343.95,0,1343.95
2016-10-12,1343.95,1343.95,1343.95,1343.95,0,1343.95
2016-10-13,1347.8,1358.2,1314,1325.5,243900,1325.5
2016-10-14,1334.7,1354.95,1316,1320.2,312800,1320.2
2016-10-17,1328,1338.45,1302.5,1306.65,191600,1306.65
2016-10-18,1310.5,1343,1303.15,1338.9,313400,1338.9
2016-10-19,1345,1376.85,1341.3,1352.9,404300,1352.9
2016-10-20,1362,1371.9,1351,1353.35,134700,1353.35
2016-10-21,1358,1358,1332.2,1342.45,141700,1342.45
2016-10-24,1345.5,1353.2,1330,1333.5,142900,1333.5
2016-10-25,1322,1329.95,1302,1314.35,294400,1314.35
2016-10-26,1312,1318.4,1255.4,1271.25,413300,1271.25
2016-10-27,1255,1303.9,1222.05,1239,1460900,1239
2016-10-28,1250,1304,1245,1294.85,883700,1294.85
2016-10-31,1294.85,1294.85,1294.85,1294.85,0,1294.85
2016-11-01,1304.35,1354.9,1285,1311.3,570300,1311.3
2016-11-02,1283,1301.55,1260.1,1270.9,236900,1270.9
2016-11-03,1266,1281.95,1252,1258.4,260100,1258.4
2016-11-04,1260,1268,1236.1,1242.45,221000,1242.45
2016-11-07,1254.2,1267.45,1226.2,1231.15,146900,1231.15
2016-11-08,1232,1265.95,1232,1240.7,215400,1240.7
2016-11-09,1150,1204.45,1116.65,1193.3,378200,1193.3
2016-11-10,1220,1230.5,1205.1,1210.2,213300,1210.2
2016-11-11,1199.8,1200,1134.45,1139.8,253300,1139.8
2016-11-14,1139.8,1139.8,1139.8,1139.8,0,1139.8
2016-11-15,1134.8,1135,1035,1078,487800,1078
2016-11-16,1090.1,1103.1,1058,1069.15,307600,1069.15
2016-11-17,1080,1086.35,1060,1066.95,154100,1066.95
2016-11-18,1073,1074.95,1047.2,1067.6,199400,1067.6
2016-11-21,1071,1076.45,1024,1031.2,228300,1031.2
2016-11-22,1039,1046.05,1021.25,1036.55,264500,1036.55
2016-11-23,1045.7,1094.6,1031.05,1088.25,430300,1088.25
2016-11-24,1087,1197,1075.05,1158,1032200,1158
2016-11-25,1151,1270,1141.25,1243.25,2198000,1243.25
2016-11-28,1242.8,1294.95,1240,1259.35,1066500,1259.35
2016-11-29,1266,1276.7,1240.15,1254.2,460300,1254.2
2016-11-30,1254,1290,1254,1269,498300,1269
2016-12-01,1279,1312.95,1263.1,1301.45,837200,1301.45
2016-12-02,1305,1328,1296.6,1313.8,852300,1313.8
2016-12-05,1319.2,1356.2,1319,1346.75,790700,1346.75
2016-12-06,1358,1394,1356,1380.6,814100,1380.6
2016-12-07,1394.9,1404.25,1365.75,1379.95,666700,1379.95
2016-12-08,1398.9,1405,1376.15,1389.35,397500,1389.35
2016-12-09,1396,1436.9,1378,1425.35,794600,1425.35
2016-12-12,1435,1495,1425.05,1483.5,1344100,1483.5
2016-12-13,1484,1498,1465.5,1487.4,727300,1487.4
2016-12-14,1488,1488,1450.2,1455.65,312400,1455.65
2016-12-15,1450,1486.95,1439.7,1457.3,344000,1457.3
2016-12-16,1462.7,1472,1442,1446.15,221300,1446.15
2016-12-19,1446,1453,1407,1414.45,297800,1414.45
2016-12-20,1417.25,1447.7,1415,1424.3,444600,1424.3
2016-12-21,1434,1434.75,1402.2,1408.4,203000,1408.4
2016-12-22,1406,1406,1351.25,1358.35,476200,1358.35
2016-12-23,1351.25,1351.95,1310,1323.35,577200,1323.35
2016-12-26,1314.25,1315,1286.55,1296.85,239300,1296.85
2016-12-27,1301,1333,1287.8,1330.1,488800,1330.1
2016-12-28,1332.5,1373.8,1332.5,1352.3,472700,1352.3
2016-12-29,1360,1388,1355.5,1380.45,525700,1380.45
2016-12-30,1391,1419,1383,1405.2,405000,1405.2
2017-01-02,1406.9,1421,1391.55,1412.75,255100,1412.75
2017-01-03,1416.9,1421.3,1395.7,1402.35,270200,1402.35
2017-01-04,1403.9,1441.5,1403.9,1419.3,481400,1419.3
2017-01-05,1433.5,1459,1425,1433.1,493100,1433.1
2017-01-06,1433,1441.45,1385,1392.15,442700,1392.15
2017-01-09,1390.15,1398.8,1372.2,1387.9,171800,1387.9
2017-01-10,1398.4,1424.95,1397.05,1411.05,315800,1411.05
2017-01-11,1414.15,1419,1390,1399.3,183200,1399.3
2017-01-12,1400,1421.6,1394,1405.45,225100,1405.45
2017-01-13,1422,1436.75,1389.1,1399.7,323100,1399.7
2017-01-16,1390,1421,1380.05,1414.95,211400,1414.95
2017-01-17,1420,1444,1413.55,1423.1,355700,1423.1
2017-01-18,1453,1521.7,1442.1,1514.95,2465800,1514.95
2017-01-19,1525.6,1555,1518.2,1522.75,1209800,1522.75
2017-01-20,1524.8,1524.8,1467.3,1482.45,525000,1482.45
2017-01-23,1485,1499,1456.8,1488.95,359700,1488.95
2017-01-24,1491,1516,1485,1503.15,256000,1503.15
2017-01-25,1525.1,1533,1457.6,1464.75,1123700,1464.75
2017-01-26,1464.75,1464.75,1464.75,1464.75,0,1464.75
2017-01-27,1468.8,1490.4,1466,1472,290300,1472
2017-01-30,1468,1472.35,1447,1458.5,249100,1458.5
2017-01-31,1458,1458,1403,1423.35,368300,1423.35
2017-02-01,1410.1,1467,1394.05,1450.3,596800,1450.3
2017-02-02,1448,1481.5,1428,1470.2,394900,1470.2
2017-02-03,1472,1486.8,1462.2,1474.65,206800,1474.65
2017-02-06,1485,1485,1455,1468.55,172500,1468.55
2017-02-07,1468.55,1468.6,1443.05,1453.2,200300,1453.2
2017-02-08,1449.7,1506.95,1445.35,1495.7,766500,1495.7
2017-02-09,1505.9,1518.5,1483.3,1501.05,444400,1501.05
2017-02-10,1509.3,1509.35,1485.25,1491.65,198500,1491.65
2017-02-13,1501,1508,1471.2,1494.5,222500,1494.5
2017-02-14,1496,1497.7,1470.1,1478.9,188900,1478.9
2017-02-15,1471,1479.9,1426.35,1433.2,256400,1433.2
2017-02-16,1435,1474.5,1431.1,1465.8,422900,1465.8
2017-02-17,1470,1475,1450,1459.1,147400,1459.1
2017-02-20,1455,1481,1455,1471.5,212400,1471.5
2017-02-21,1478,1511.8,1472,1496.75,506300,1496.75
2017-02-22,1504.8,1518,1474.05,1485.4,339700,1485.4
2017-02-23,1476.3,1496.55,1466.25,1471.75,201400,1471.75
2017-02-24,1471.75,1471.75,1471.75,1471.75,0,1471.75
2017-02-27,1477.7,1533,1472,1507.95,631200,1507.95
2017-02-28,1517.7,1519.95,1496.25,1503.8,204100,1503.8
2017-03-01,1504,1527,1485.5,1495.1,322300,1495.1
2017-03-02,1500,1517.95,1481,1484.05,227100,1484.05
2017-03-03,1480,1491.65,1472,1479.5,159000,1479.5
2017-03-06,1481.15,1497,1456,1466.8,259200,1466.8
2017-03-07,1472.2,1485,1453.4,1456.85,179600,1456.85
2017-03-08,1463,1466.8,1440.15,1445.65,143000,1445.65
2017-03-09,1442.8,1462,1440.6,1447.5,159100,1447.5
2017-03-10,1451,1461,1426,1433,136100,1433
2017-03-13,1433,1433,1433,1433,0,1433
2017-03-14,1485,1485,1443.1,1448.25,146600,1448.25
2017-03-15,1446,1458,1432,1435.95,146900,1435.95
2017-03-16,1442.25,1457,1437.6,1446.5,179100,1446.5
2017-03-17,1447,1521.55,1447,1517.2,1235400,1517.2
2017-03-20,1527.95,1544.2,1515.55,1524.45,442800,1524.45
2017-03-21,1524.5,1534.75,1496.1,1502.9,177900,1502.9
2017-03-22,1493.4,1501.4,1472.9,1479.05,161500,1479.05
2017-03-23,1477.6,1519,1477.6,1506.15,331700,1506.15
2017-03-24,1506,1519,1497.1,1505.05,184700,1505.05
2017-03-27,1505,1505,1481.05,1489.05,152500,1489.05
2017-03-28,1498,1512.95,1488,1493.35,180300,1493.35
2017-03-29,1494.8,1502.3,1482,1487.6,100700,1487.6
2017-03-30,1488,1498.35,1471.1,1474.6,244400,1474.6
2017-03-31,1475,1491.4,1460.5,1464.9,125600,1464.9
2017-04-03,1470.05,1498.9,1470.05,1489.85,163700,1489.85
2017-04-04,1489.85,1489.85,1489.85,1489.85,0,1489.85
2017-04-05,1487,1528,1484.95,1508.2,361900,1508.2
2017-04-06,1505,1566.95,1500,1558.1,1021700,1558.1
2017-04-07,1565,1586.95,1520.15,1535.75,712700,1535.75
2017-04-10,1545,1583.7,1536.55,1566.8,481800,1566.8
2017-04-11,1576,1605,1561,1573.95,669900,1573.95
2017-04-12,1585,1585,1543.05,1554.2,234500,1554.2
2017-04-13,1555.4,1562.55,1533.1,1538.45,163000,1538.45
2017-04-14,1538.45,1538.45,1538.45,1538.45,0,1538.45
2017-04-17,1538.95,1548,1525,1532.95,121900,1532.95
2017-04-18,1538.7,1574,1507.35,1524.65,466600,1524.65
2017-04-19,1533.95,1547,1525,1536.2,176700,1536.2
2017-04-20,1540,1551,1528.25,1544.1,225700,1544.1
2017-04-21,1547,1568.1,1537.3,1545.55,246300,1545.55
