"Date","HINDZINC.NS.Open","HINDZINC.NS.High","HINDZINC.NS.Low","HINDZINC.NS.Close","HINDZINC.NS.Volume","HINDZINC.NS.Adjusted"
2016-10-14,243.1,247,241.7,245.75,745300,244.003
2016-10-17,245.5,247.35,237,240.35,2358300,238.641
2016-10-18,240.5,248.75,240.05,245,3264200,243.258
2016-10-19,245.95,252,245.4,248.1,4325900,246.336
2016-10-20,260,260,247.8,249.9,6395600,248.123
2016-10-21,250,252.9,242.5,249.7,1933400,247.924
2016-10-24,248.25,254.8,247.65,253.25,2271000,251.449
2016-10-25,254,257.8,251.3,254.65,2220800,252.839
2016-10-26,255.05,257.6,251,253.2,1805300,251.4
2016-10-27,253,254.15,248.45,250.8,2261300,249.017
2016-10-28,250,256,250,252.95,1400600,251.151
2016-10-31,252.95,252.95,252.95,252.95,0,251.151
2016-11-01,255.45,276.2,254.1,272.55,6300700,270.612
2016-11-02,271.75,273.45,266.3,269.5,3197500,267.584
2016-11-03,264.3,275.5,264.3,267.2,2132100,265.3
2016-11-04,268,270.7,253.15,255.65,1377900,255.65
2016-11-07,262.95,266.55,259.25,262.45,963000,262.45
2016-11-08,266,266.7,257.3,259.15,1601900,259.15
2016-11-09,233.3,256.25,221,253.45,2150300,253.45
2016-11-10,258.7,272,255.65,258.1,4080500,258.1
2016-11-11,257,260,248.1,249.75,1693300,249.75
2016-11-14,249.75,249.75,249.75,249.75,0,249.75
2016-11-15,255.9,256,235.35,238.6,2831100,238.6
2016-11-16,245.85,246.05,236.65,237.95,1433900,237.95
2016-11-17,240,253.5,232.4,250.7,3517700,250.7
2016-11-18,249,251.35,244,249.8,2101200,249.8
2016-11-21,247.05,255.4,242.15,244.45,1687400,244.45
2016-11-22,249,254.55,246.05,253,1122500,253
2016-11-23,255,259.7,251.25,257.8,2267600,257.8
2016-11-24,258.8,278.4,258,273.35,5610300,273.35
2016-11-25,276.8,281.4,271,273.25,2941700,273.25
2016-11-28,276,287,275.5,284.5,4709900,284.5
2016-11-29,287.95,287.95,277.2,282.35,3989300,282.35
2016-11-30,278.1,283.95,273.85,282.6,2362700,282.6
2016-12-01,284.05,284.05,274.05,275,1109900,275
2016-12-02,274,279.8,270.2,272.55,1054100,272.55
2016-12-05,274.05,280.6,268.5,275.15,2154200,275.15
2016-12-06,276.8,278.5,274.9,275.95,767200,275.95
2016-12-07,277.85,281,274,278.45,1395700,278.45
2016-12-08,280.5,286.8,277.7,283.65,1927600,283.65
2016-12-09,285,285,279.45,281.15,949700,281.15
2016-12-12,281,283.5,277.4,281.05,873800,281.05
2016-12-13,281,282,275.1,278.15,1495500,278.15
2016-12-14,278.15,279.15,274.9,276.65,712100,276.65
2016-12-15,277,288.3,275.5,285.3,2882400,285.3
2016-12-16,287,290,279.45,281.15,2402500,281.15
2016-12-19,279.35,279.85,268.6,269.5,1573800,269.5
2016-12-20,266,269,261.35,262.3,2184200,262.3
2016-12-21,264.7,271,263,266.8,2216000,266.8
2016-12-22,264.15,265.9,260,260.95,996400,260.95
2016-12-23,261.45,262,254.7,258.45,1360500,258.45
2016-12-26,255.05,257,248.5,249.7,1626500,249.7
2016-12-27,249.85,254,247.05,252.4,1445700,252.4
2016-12-28,254.25,256.05,249.1,249.6,1037300,249.6
2016-12-29,249.85,259,249.45,256.5,1125400,256.5
2016-12-30,257.3,259.4,254.4,255.4,953900,255.4
2017-01-02,256.95,260.5,253.65,259.55,784000,259.55
2017-01-03,260.7,261.2,256.65,259.4,865300,259.4
2017-01-04,259.8,260,250.2,251.3,2186200,251.3
2017-01-05,256.5,262.65,254.6,261.9,2537500,261.9
2017-01-06,263,267.7,262.5,264.5,2178600,264.5
2017-01-09,266.35,274.6,266,269.95,1984600,269.95
2017-01-10,271.5,274.45,270.2,272.85,983300,272.85
2017-01-11,276,280.4,275.05,278.15,1830500,278.15
2017-01-12,278.55,280,271.2,275.45,1768700,275.45
2017-01-13,276.85,279.65,272.35,277.6,1539700,277.6
2017-01-16,279,287.8,278.6,285.75,2269600,285.75
2017-01-17,287.2,289.15,283.1,284.95,1721900,284.95
2017-01-18,293,296.4,286,289.55,3645600,289.55
2017-01-19,289.8,293.8,287.1,293.15,1263200,293.15
2017-01-20,291.9,293.15,285.4,288.05,1697700,288.05
2017-01-23,288.9,297,288.05,295.1,1265800,295.1
2017-01-24,297.95,304.9,296.05,303.65,2052400,303.65
2017-01-25,306,306.95,299.55,300.45,2518700,300.45
2017-01-26,300.45,300.45,300.45,300.45,0,300.45
2017-01-27,303.35,304.05,297.65,300.65,1065600,300.65
2017-01-30,300.75,301.95,295.5,300.35,1051900,300.35
2017-01-31,301.5,307.5,297.3,298.9,3038200,298.9
2017-02-01,302,307.5,298.2,306.7,1403900,306.7
2017-02-02,306,324.8,302.9,322.55,4514000,322.55
2017-02-03,320,333.2,318.4,321.85,5584700,321.85
2017-02-06,324,326.6,312.6,314.95,2632200,314.95
2017-02-07,315.05,316.8,309,311,3024400,311
2017-02-08,312.15,318.05,311,317.25,1827600,317.25
2017-02-09,319.95,320.85,311.7,317.9,2262800,317.9
2017-02-10,319.8,324.8,308.3,313.7,3795400,313.7
2017-02-13,317.95,320.55,312.05,314.75,1667500,314.75
2017-02-14,315.5,315.5,299.85,303.4,4343600,303.4
2017-02-15,304.75,304.75,292.55,293.15,3034700,293.15
2017-02-16,294.4,303.8,290.95,302.4,3166700,302.4
2017-02-17,304.9,305.65,299.05,299.8,2319000,299.8
2017-02-20,300.95,304.9,297,302.5,2391500,302.5
2017-02-21,303.95,306.75,302.4,303.35,1106500,303.35
2017-02-22,303.35,308.95,300.75,302.35,1987800,302.35
2017-02-23,301.9,305.25,296.55,302,4867000,302
2017-02-24,302,302,302,302,0,302
2017-02-27,301.1,309.9,301.1,307.15,1865200,307.15
2017-02-28,309.4,314.8,306.85,308.35,2274100,308.35
2017-03-01,311,319,305.25,318.2,2404100,318.2
2017-03-02,318.75,319.75,308.5,310.35,1287100,310.35
2017-03-03,309.4,316,304.5,313.65,2353200,313.65
2017-03-06,313.95,313.95,307.15,309.3,1719800,309.3
2017-03-07,308.05,308.85,297.3,298.55,2518000,298.55
2017-03-08,297,298.6,294,296.95,1618800,296.95
2017-03-09,294.75,296.4,290.05,291.2,2427600,291.2
2017-03-10,293.25,294,282.5,284.15,2965000,284.15
2017-03-13,284.15,284.15,284.15,284.15,0,284.15
2017-03-14,291,300.5,285.45,291.4,6464000,291.4
2017-03-15,293.8,293.8,289.45,292.4,1968500,292.4
2017-03-16,299.8,310.3,298.1,307.8,6810500,307.8
2017-03-17,310.1,316.85,307.4,310.05,4356000,310.05
2017-03-20,311.65,313.85,305.25,311.35,2843500,311.35
2017-03-21,313.7,313.7,304.6,307.2,1553100,307.2
2017-03-22,307.45,316.2,304.15,311.85,5024200,311.85
2017-03-23,320,322,316.4,319.55,17882200,319.55
2017-03-24,321.45,325.3,318.3,323.25,6517400,323.25
2017-03-27,325.35,325.6,321.65,323.9,6295100,323.9
2017-03-28,323.8,327.5,320.3,326,6512400,326
2017-03-29,294.75,294.75,289.4,290.05,6720100,290.05
2017-03-30,290,291.5,284.5,285.8,5559800,285.8
2017-03-31,285.8,290.6,284,288.8,2783300,288.8
2017-04-03,291.1,292.35,288.05,291.6,2288300,291.6
2017-04-04,291.6,291.6,291.6,291.6,0,291.6
2017-04-05,291.2,294.25,290.35,291.4,1550300,291.4
2017-04-06,292,292.4,285.95,288.15,1430400,288.15
2017-04-07,288,288.9,283,283.95,1783300,283.95
2017-04-10,283.95,289,282.75,286.9,1214200,286.9
2017-04-11,286.9,286.9,283.15,284.45,1039700,284.45
2017-04-12,286,287.15,280.2,281.95,1591500,281.95
2017-04-13,283,283.55,278.5,281.5,1237200,281.5
2017-04-14,281.5,281.5,281.5,281.5,0,281.5
2017-04-17,282,284.55,277.25,277.9,1149200,277.9
2017-04-18,279.9,282.75,270.6,272.9,2763600,272.9
2017-04-19,271.35,273.6,266.7,271.05,2668500,271.05
2017-04-20,275,285.9,273.25,282.35,4259800,282.35
2017-04-21,288,288,270.8,272.8,6163300,272.8
