"Date","SAIL.NS.Open","SAIL.NS.High","SAIL.NS.Low","SAIL.NS.Close","SAIL.NS.Volume","SAIL.NS.Adjusted"
2016-09-26,48.6,49.1,47.75,47.9,4195900,47.9
2016-09-27,48.1,48.4,47.1,47.2,3262300,47.2
2016-09-28,47.2,49,47.1,48.75,5185300,48.75
2016-09-29,49,49.1,44.15,45.2,11385900,45.2
2016-09-30,45.2,46.65,45.1,46.3,7635600,46.3
2016-10-03,46.9,48.4,46.55,48.05,8055600,48.05
2016-10-04,48.4,49.15,48.1,48.8,7776400,48.8
2016-10-05,49.5,49.75,48.4,48.65,5035400,48.65
2016-10-06,48.9,49.05,47.6,47.95,4043400,47.95
2016-10-07,48.1,50.2,47.9,49.95,10928600,49.95
2016-10-10,50.5,51.2,50.15,50.45,9595900,50.45
2016-10-11,50.45,50.45,50.45,50.45,0,50.45
2016-10-12,50.45,50.45,50.45,50.45,0,50.45
2016-10-13,50.15,50.15,47.55,48.35,8627200,48.35
2016-10-14,48.4,48.5,47.6,47.75,4994000,47.75
2016-10-17,47.85,48.45,47,47.25,4268900,47.25
2016-10-18,47.4,48.9,47.4,48.5,5506100,48.5
2016-10-19,48.65,48.9,48.2,48.4,4028700,48.4
2016-10-20,48.65,49.75,48.5,49.5,7000200,49.5
2016-10-21,49.45,50.5,48.75,50.3,6424800,50.3
2016-10-24,50.5,50.6,49.5,49.65,3147600,49.65
2016-10-25,49.1,51.4,48.9,50.6,9615900,50.6
2016-10-26,50.65,51.95,50.05,50.75,13040700,50.75
2016-10-27,50.6,50.85,49.55,49.75,6376400,49.75
2016-10-28,49.7,52.3,49.65,52.05,7598100,52.05
2016-10-31,52.05,52.05,52.05,52.05,0,52.05
2016-11-01,52.2,53.25,51.25,52.3,12872600,52.3
2016-11-02,51.1,52.15,50.6,51.3,10613700,51.3
2016-11-03,51.15,53.2,50.9,51.15,14430800,51.15
2016-11-04,51.55,52,49.5,49.95,9553700,49.95
2016-11-07,50.95,51.45,50.65,51,4737700,51
2016-11-08,51.3,51.55,50.7,51.15,4336900,51.15
2016-11-09,46.05,50.35,44.1,49.75,18426700,49.75
2016-11-10,50.95,53.7,50.9,52.7,10952300,52.7
2016-11-11,51.8,52.7,50.7,51.4,10302500,51.4
2016-11-14,51.4,51.4,51.4,51.4,0,51.4
2016-11-15,50.3,51.4,49.15,50,10504200,50
2016-11-16,50.6,50.9,49.6,50.25,7441500,50.25
2016-11-17,50,50.95,49.75,49.9,4579600,49.9
2016-11-18,50,50.3,48.85,49.25,4591300,49.25
2016-11-21,49.35,49.35,47.25,47.6,8066400,47.6
2016-11-22,47.85,48.25,47.1,47.95,4503400,47.95
2016-11-23,48.45,49.3,47.75,48.85,5821700,48.85
2016-11-24,48.15,49.1,47.9,48.7,5901300,48.7
2016-11-25,48.8,50.4,48.3,50.1,4595900,50.1
2016-11-28,50.05,52,50,51.45,5875300,51.45
2016-11-29,51.3,51.7,50.7,50.85,3767700,50.85
2016-11-30,51.5,51.9,50.7,51.2,6068800,51.2
2016-12-01,51.2,51.4,50.4,50.6,3099100,50.6
2016-12-02,50.1,50.9,49.4,49.55,2927300,49.55
2016-12-05,49.7,51.35,49.6,51,3383000,51
2016-12-06,51.3,51.7,51.05,51.2,3239700,51.2
2016-12-07,51.3,52.75,51.1,52,6346200,52
2016-12-08,53.1,54.3,52.65,53.55,13381500,53.55
2016-12-09,53.05,55.7,52.5,55.25,16337900,55.25
2016-12-12,55,56.1,54.35,54.95,11277700,54.95
2016-12-13,54.8,55.25,53.7,54.05,5173900,54.05
2016-12-14,54,54.4,52.2,52.45,6127000,52.45
2016-12-15,51.25,53.7,51.25,53,5184200,53
2016-12-16,53.6,53.65,52.1,52.25,4181100,52.25
2016-12-19,52,52.75,51.9,52.25,2788900,52.25
2016-12-20,52.45,52.6,50.65,51.1,3928500,51.1
2016-12-21,51.45,52,51,51.25,2652800,51.25
2016-12-22,50.75,51.3,49.3,49.75,3844400,49.75
2016-12-23,49.75,50.2,49.05,49.35,3664600,49.35
2016-12-26,49.2,49.4,47.75,47.85,3051500,47.85
2016-12-27,48,48.6,47.1,48.5,3235300,48.5
2016-12-28,48.2,49.05,48.1,48.25,2745300,48.25
2016-12-29,48.3,50.05,48.1,49.4,4903500,49.4
2016-12-30,49.5,50.1,49.05,49.3,3554500,49.3
2017-01-02,49.5,50.8,48.85,50.5,4182000,50.5
2017-01-03,51,52,50.55,51.65,5086400,51.65
2017-01-04,51.85,51.85,50.4,50.55,4867800,50.55
2017-01-05,51.3,52.2,51.1,51.95,5663000,51.95
2017-01-06,52.1,52.6,51.8,52,4097500,52
2017-01-09,52.25,52.9,52,52.35,2638200,52.35
2017-01-10,52.4,53.15,52.4,52.85,2774100,52.85
2017-01-11,53.15,56.55,53.15,55.95,16932100,55.95
2017-01-12,56.3,58.2,54.8,57.25,11639500,57.25
2017-01-13,57.5,58.3,56.55,57.6,7976300,57.6
2017-01-16,57.55,59.75,57,59,9617800,59
2017-01-17,59.75,60.25,58.45,59.35,9488900,59.35
2017-01-18,59.6,60.55,59.25,59.6,6409600,59.6
2017-01-19,59.55,59.9,59.2,59.5,4074000,59.5
2017-01-20,59.55,59.7,57.5,58.15,4503600,58.15
2017-01-23,58.2,61.8,58.05,61.35,8109500,61.35
2017-01-24,61.9,62.2,61.05,61.85,6758600,61.85
2017-01-25,62,62.9,61.65,62.05,7748300,62.05
2017-01-26,62.05,62.05,62.05,62.05,0,62.05
2017-01-27,62.55,65.3,61.4,63.7,10447400,63.7
2017-01-30,63,65.15,62.7,64.1,6488500,64.1
2017-01-31,64.1,65.2,63.4,63.55,5667600,63.55
2017-02-01,63.6,66.3,63.5,65.7,5943000,65.7
2017-02-02,66,67.15,65,66.1,8536800,66.1
2017-02-03,66.2,66.75,64.9,65.7,6179800,65.7
2017-02-06,66.05,66.75,65.55,65.75,4039500,65.75
2017-02-07,66,67.4,65.45,66.45,5369500,66.45
2017-02-08,66.95,68.15,66.25,66.8,6762500,66.8
2017-02-09,66.7,67.6,65.25,65.9,7210100,65.9
2017-02-10,66.1,66.25,61.4,61.9,12944400,61.9
2017-02-13,62,63.05,60.8,61.65,9344000,61.65
2017-02-14,62.25,62.25,60.15,60.75,6643300,60.75
2017-02-15,60.8,61.45,58.1,59,7358500,59
2017-02-16,59.15,60.75,58.15,60.4,12774400,60.4
2017-02-17,60.7,61.6,59.6,59.85,6301200,59.85
2017-02-20,60.15,62.2,59.7,61.65,7778200,61.65
2017-02-21,62.1,62.75,61.7,62.25,5282800,62.25
2017-02-22,62.45,62.55,60.3,60.5,5899200,60.5
2017-02-23,60.15,60.55,59.55,60.1,11849200,60.1
2017-02-24,60.1,60.1,60.1,60.1,0,60.1
2017-02-27,60.75,61.3,60.1,60.35,4430300,60.35
2017-02-28,60.45,61.8,60.3,61.2,5572700,61.2
2017-03-01,61.65,63.55,61.25,63.35,8575900,63.35
2017-03-02,64.2,64.65,61.4,61.9,9286100,61.9
2017-03-03,61.45,62.4,61.1,62.15,4983500,62.15
2017-03-06,62.2,62.75,61.7,62.35,4161200,62.35
2017-03-07,62.2,62.2,60.2,60.4,3983000,60.4
2017-03-08,60.55,60.95,59,59.75,5860600,59.75
2017-03-09,59.3,60.05,58.9,59.25,3887600,59.25
2017-03-10,59.8,60.2,58.75,59.3,4074700,59.3
2017-03-13,59.3,59.3,59.3,59.3,0,59.3
2017-03-14,60.4,60.85,59.8,60.05,4417800,60.05
2017-03-15,60.25,60.7,59.8,60.05,5416400,60.05
2017-03-16,60.5,64.15,60.5,63.65,15944200,63.65
2017-03-17,63.95,64.6,62.55,63.4,7331700,63.4
2017-03-20,63.5,64.15,62.6,63.8,3662800,63.8
2017-03-21,63.75,63.75,62.75,63.2,3515800,63.2
2017-03-22,62.5,62.5,61.35,61.55,3668100,61.55
2017-03-23,61.6,62.25,61.6,61.9,2788300,61.9
2017-03-24,62,63.5,61.9,62.5,4884100,62.5
2017-03-27,62.25,62.25,60.1,60.25,4372100,60.25
2017-03-28,60.4,60.95,60.05,60.25,2844200,60.25
2017-03-29,60.9,61.8,60.5,61.45,4305900,61.45
2017-03-30,61.95,62.45,60.9,61.05,4015400,61.05
2017-03-31,61.2,61.9,61.15,61.3,2650700,61.3
2017-04-03,61.6,63.65,61.4,63.1,5860000,63.1
2017-04-04,63.1,63.1,63.1,63.1,0,63.1
2017-04-05,63.7,66.1,63.5,65.4,12542600,65.4
2017-04-06,65.3,67.8,64.25,67.45,10735000,67.45
2017-04-07,67.15,68.6,65.95,66.3,10656400,66.3
2017-04-10,66.8,67.4,66.2,66.75,5236600,66.75
2017-04-11,67.05,67.2,64.8,65.65,6982700,65.65
2017-04-12,65.7,66.6,63.55,63.85,5586700,63.85
2017-04-13,63.7,63.9,62,62.2,5805300,62.2
2017-04-14,62.2,62.2,62.2,62.2,0,62.2
2017-04-17,62.1,62.8,61,61.25,8398900,61.25
2017-04-18,61.3,62.7,60.1,60.3,6915700,60.3
2017-04-19,60.25,60.85,59.4,60.65,5676000,60.65
2017-04-20,60.95,61.6,60.45,60.8,4983500,60.8
2017-04-21,61.1,61.4,59.9,60.3,7914900,60.3
