"Date","AMARAJABAT.NS.Open","AMARAJABAT.NS.High","AMARAJABAT.NS.Low","AMARAJABAT.NS.Close","AMARAJABAT.NS.Volume","AMARAJABAT.NS.Adjusted"
2015-02-19,882.40002,891.90002,869,875.25,144800,867.94155
2015-02-20,877,901,872,898.65002,205500,891.14618
2015-02-23,909.70001,913.70001,873.5,877.34998,120400,870.02399
2015-02-24,875,894.95001,875,880.09998,161800,872.75102
2015-02-25,883,889.79999,878.04999,880,48600,872.65188
2015-02-26,880,880,855.5,857.54999,96000,850.38933
2015-02-27,860.09998,890,855.5,887.20001,172100,879.79177
2015-03-02,882,888,867.04999,875.40002,123900,868.09032
2015-03-03,879,889.5,872.09998,880.45001,133400,873.09814
2015-03-04,881.09998,919,878.79999,897.45001,291300,889.95618
2015-03-05,899.90002,909.75,896,905.09998,137000,897.54227
2015-03-06,905.09998,905.09998,905.09998,905.09998,0,897.54227
2015-03-09,896,896,860.15002,864.54999,170700,857.33088
2015-03-10,865,876.84998,840.04999,845.34998,117400,838.29119
2015-03-11,842.5,864.45001,842.09998,852.90002,137900,845.7782
2015-03-12,855,863,846,851.59998,59400,844.489
2015-03-13,855,869,855,860.45001,196800,853.26514
2015-03-16,857,874,853,867.25,189200,860.00835
2015-03-17,870,875,859.95001,869.75,81700,862.48747
2015-03-18,869.75,870,860.5,862.75,40300,855.54592
2015-03-19,872.95001,872.95001,860,865.29999,49400,858.07462
2015-03-20,868.70001,868.79999,855.04999,858.09998,88700,850.93473
2015-03-23,859.54999,859.54999,838,850.54999,190700,843.44778
2015-03-24,852,854.90002,820.04999,829.79999,111400,822.87105
2015-03-25,842,842,811,819.75,283700,812.90498
2015-03-26,815,820.04999,800.54999,817.15002,154000,810.32671
2015-03-27,834,836.59998,809.75,810.29999,123600,803.53387
2015-03-30,815,822,794.95001,815.40002,723900,808.59133
2015-03-31,822.65002,836.29999,815.04999,833.04999,123500,826.09391
2015-04-01,836.5,847.75,831,843.90002,121100,836.85335
2015-04-02,843.90002,843.90002,843.90002,843.90002,0,836.85335
2015-04-03,843.90002,843.90002,843.90002,843.90002,0,836.85335
2015-04-06,849.90002,857,839,852.04999,98700,844.93526
2015-04-07,859.90002,859.90002,845,849.54999,78800,842.45613
2015-04-08,847.04999,868.79999,845.20001,852.20001,216900,845.08403
2015-04-09,855.95001,884,852.15002,877.65002,136400,870.32153
