"Date","VEDL.NS.Open","VEDL.NS.High","VEDL.NS.Low","VEDL.NS.Close","VEDL.NS.Volume","VEDL.NS.Adjusted"
2015-07-29,130.45,132.95,127,130.39999,6277300,116.97069
2015-07-30,132.60001,132.60001,129.3,129.85001,8074700,116.47734
2015-07-31,131.10001,132.85001,129.39999,130.25,4258500,116.83614
2015-08-03,130,130.35001,126.5,126.95,3195200,113.87599
2015-08-04,126.5,128.39999,124.1,127.45,5247400,114.3245
2015-08-05,128,131.2,127.25,127.7,3819500,114.54875
2015-08-06,128.89999,129.89999,126.25,126.6,3885100,113.56203
2015-08-07,130.10001,131.39999,128.5,129.3,7421400,115.98398
2015-08-10,131.10001,131.10001,126.5,127.8,5438900,114.63846
2015-08-11,130.3,130.5,122.85,123.55,7178400,110.82614
2015-08-12,123.8,123.8,113,113.85,10406600,102.1251
2015-08-13,115.4,116.6,99.25,103.4,22935400,92.7513
2015-08-14,104,108.35,101.15,107.1,11143300,96.07025
2015-08-17,107,107.5,102,105,7505600,94.18652
2015-08-18,105.2,107.8,102.15,102.85,7767800,92.25794
2015-08-19,102.5,105.2,100.95,102.5,4662300,91.94399
2015-08-20,102,102.6,95.75,98.6,10843700,88.44563
2015-08-21,97,97,93.1,94.6,14658600,84.85757
2015-08-24,89.45,90.8,78.75,81.1,14607300,72.74787
2015-08-25,83.1,87.25,76.7,86.4,15836400,77.50205
2015-08-26,84.3,88,82.5,85.55,9361800,76.73959
2015-08-27,88,92.1,86.15,91.15,13115400,81.76287
2015-08-28,95.7,98.9,93.8,96.55,14364100,86.60675
2015-08-31,96.55,99.95,92.7,98.65,13366300,88.49048
2015-09-01,96.5,98.4,94.1,94.75,7900600,84.99212
2015-09-02,95.75,95.9,92.55,94.1,7538800,84.40906
2015-09-03,94.35,99.9,94.35,98.25,6929600,88.13167
2015-09-04,97.25,97.25,92.3,93.25,5261300,83.6466
2015-09-07,93.6,95.7,89.45,89.85,4556100,80.59675
2015-09-08,90.55,94.45,87.65,93.5,7628100,83.87086
2015-09-09,96,102,96,99.9,14041900,89.61175
2015-09-10,96.5,100.4,95.15,99.75,10500900,89.4772
2015-09-11,100.15,102.5,96.1,97,6740900,87.01041
2015-09-14,98,101.85,96.15,101.3,7854100,90.86757
2015-09-15,101,101,96.3,96.5,7515000,86.5619
2015-09-16,99.85,100.95,97,98.9,8592100,88.71474
2015-09-17,98.9,98.9,98.9,98.9,0,88.71474
2015-09-18,101.15,101.75,97.8,98.95,14049300,88.75958
2015-09-21,97.65,99.8,97,98.4,7682400,88.26623
2015-09-22,99,99.85,91.85,92.35,8230800,82.83929
2015-09-23,89.25,95.7,88.9,95.05,8100700,85.26123
2015-09-24,94.8,96.45,92.35,95.6,9945000,85.75458
2015-09-25,95.6,95.6,95.6,95.6,0,85.75458
2015-09-28,96.15,96.15,90.8,91.2,5443300,81.80772
2015-09-29,88.45,88.5,85.15,86.2,13245800,77.32265
2015-09-30,88.2,88.4,83.35,84.7,19669300,75.97713
2015-10-01,86.1,86.55,82.7,83.4,9019500,74.81101
2015-10-02,83.4,83.4,83.4,83.4,0,74.81101
2015-10-05,84,85.25,82.65,84.55,16463000,75.84258
2015-10-06,85.5,87,84.25,85.7,19914500,76.87414
2015-10-07,86.1,92.1,85.2,90.75,31384800,81.40407
2015-10-08,92.4,93.6,89.1,92.9,20743800,83.33265
2015-10-09,95,104.75,94.25,103.6,51238600,92.9307
2015-10-12,107.6,119.1,107.25,110.9,47468700,99.47891
2015-10-13,109.8,109.8,106.1,107.75,19644700,96.65331
2015-10-14,107.15,112.4,106.5,107.9,19045400,96.78787
2015-10-15,109.25,111.15,106.15,109.25,14055200,97.99883
2015-10-16,110.45,111,107.15,108.65,8630200,97.46063
2015-10-19,109,112.25,107.55,108.15,11254300,97.01212
2015-10-20,108.25,108.25,100.3,101.25,17248500,90.82272
2015-10-21,100,105.95,99.1,105.1,21125100,94.27622
2015-10-22,105.1,105.1,105.1,105.1,0,94.27622
2015-10-23,107.5,107.7,101.55,102.15,14456500,91.63003
2015-10-26,103.65,107.8,102.35,104.85,13774600,94.05197
2015-10-27,103,106.5,102.1,104.8,17723600,94.00712
2015-10-28,103.1,107.15,101.25,105.05,16140900,94.23138
2015-10-29,106,107.95,105.35,107.1,10885800,96.07025
2015-10-30,105,105.75,99.2,99.95,16800600,92.68554
2015-11-02,100.3,100.85,96.15,96.95,9399000,89.90358
2015-11-03,97.6,100.9,97.3,98.4,12266600,91.2482
2015-11-04,100,100.9,98.35,98.7,6902100,91.52639
2015-11-05,98.5,98.8,93.65,94.05,8521100,87.21436
2015-11-06,93.8,95.5,90.85,92.2,12741000,85.49881
2015-11-09,88,95.1,87.3,93.65,12387200,86.84343
2015-11-10,93,93.15,89.65,90.05,8641800,83.50508
2015-11-11,91.4,91.45,90.5,91,1224800,84.38603
2015-11-12,91,91,91,91,0,84.38603
2015-11-13,90.45,90.8,86.7,87.25,12278800,80.90859
2015-11-16,86.75,90.8,85.8,89.55,11626000,83.04142
2015-11-17,91,93,90.2,92.05,12441000,85.35972
2015-11-18,91.65,91.65,88.8,89.15,10570800,82.67049
2015-11-19,89.8,92.1,89.4,91.65,9311500,84.98879
2015-11-20,91.7,94.5,91,93.15,10214600,86.37977
2015-11-23,93.15,93.15,89.5,90.45,7142500,83.87601
2015-11-24,90.55,91.4,89.6,90.2,8486400,83.64418
2015-11-25,90.2,90.2,90.2,90.2,0,83.64418
2015-11-26,90.6,91.65,89.95,90.25,10750100,83.69054
2015-11-27,90.75,93.75,89.9,91.9,10537900,85.22062
2015-11-30,91.65,92.4,89.45,90.15,10142600,83.59781
2015-12-01,91.85,94.7,91.4,94.15,13697000,87.30709
2015-12-02,96.05,96.4,93.8,94.25,9886700,87.39982
2015-12-03,93.5,93.5,91.6,92.1,7927100,85.40608
2015-12-04,90.95,93.1,90.6,91.5,6259900,84.84969
2015-12-07,93.1,93.1,90.7,91.25,6114300,84.61786
2015-12-08,90.35,90.35,86.1,87.15,10316000,80.81586
2015-12-09,86,86.25,81.6,82.25,12149700,76.27199
2015-12-10,82.95,84.15,81.25,83.1,11945800,77.06021
2015-12-11,83.5,85,82.3,83.45,1e+07,77.38477
2015-12-14,83.4,85.25,82.1,84.3,9019400,78.173
2015-12-15,84.2,85.2,82.75,83.8,8336200,77.70934
2015-12-16,84.75,85.3,83.5,84.05,6251400,77.94117
2015-12-17,84.7,87.45,84.15,87.15,12517800,80.81586
2015-12-18,86.2,86.5,84.1,84.3,11966700,78.173
2015-12-21,84.05,87,84,86.55,9146200,80.25947
2015-12-22,86.5,88.35,85.5,86.05,8769000,79.79581
2015-12-23,87.25,89.6,87.25,89.3,10105000,82.80959
2015-12-24,91.3,92.4,90.35,91.95,12330200,85.26698
2015-12-25,91.95,91.95,91.95,91.95,0,85.26698
2015-12-28,92.3,93,90.4,91.9,8132600,85.22062
2015-12-29,92.25,93.5,90.75,91.95,7518700,85.26698
2015-12-30,92.35,93.5,91.65,91.95,5438100,85.26698
2015-12-31,92.25,92.45,90.05,90.4,8010400,83.82964
2016-01-01,90.9,92,90.15,91.65,4355000,84.98879
2016-01-04,90.55,93.5,88.2,88.95,10540100,82.48503
2016-01-05,89.55,93.9,89.05,92.4,12475300,85.68428
2016-01-06,92.25,92.3,88.5,88.9,8248200,82.43866
2016-01-07,86.95,86.95,80.1,81.15,18312800,75.25194
2016-01-08,81.35,82.8,79.15,81.05,14021500,75.15921
2016-01-11,78.5,86.5,77.1,85,28155800,78.82212
2016-01-12,84.8,86.8,82.6,84.25,14023600,78.12663
2016-01-13,84.25,85.85,78.65,80.95,17849800,75.06647
2016-01-14,78.9,82.75,77.6,79.35,17780300,73.58277
2016-01-15,80.4,80.75,72,72.85,15685100,67.55519
2016-01-18,72,74.4,67.65,68.7,18767600,63.70682
2016-01-19,69.6,71.1,67.25,69.25,25513300,64.21684
2016-01-20,67.35,67.35,63.15,63.9,25595800,59.25569
2016-01-21,66,66.25,62,62.4,23015100,57.86471
2016-01-22,64.5,66.7,63.1,64.7,36038400,59.99754
2016-01-25,66.2,66.8,64.2,64.4,18539800,59.71935
2016-01-26,64.4,64.4,64.4,64.4,0,59.71935
2016-01-27,65.25,66,63.6,63.8,26241300,59.16295
2016-01-28,64.25,67.8,63.75,67.3,32606500,62.40857
2016-01-29,69.05,72.85,68.7,71.75,43989800,66.53514
2016-02-01,72.7,72.7,69.4,70.4,13223900,65.28326
2016-02-02,70.5,70.7,64.3,64.9,18680500,60.18301
2016-02-03,63.8,64.1,60.35,61.65,24379200,57.16922
2016-02-04,63.65,68.9,63.1,67.75,34744100,62.82587
2016-02-05,67.95,74.4,67.75,73.9,41473400,68.52888
2016-02-08,73.8,75.6,71,71.7,21661200,66.48877
2016-02-09,69.55,72.15,68.85,69.75,19567600,64.6805
2016-02-10,68.45,69.2,65.1,67.25,17468300,62.36221
2016-02-11,66.8,67,61.5,62.3,16613600,57.77198
2016-02-12,63.3,64.75,58.15,63.25,28898100,58.65293
2016-02-15,66.2,75.8,66.2,75,36827400,69.54893
2016-02-16,77,77,70.8,71.35,27386300,66.16421
2016-02-17,71,74.95,66.8,74.4,28889900,68.99254
2016-02-18,75.55,77.7,72.6,75.85,31891500,70.33715
2016-02-19,74,75.6,73,74.65,15573800,69.22437
2016-02-22,74.6,75.35,72.65,74.1,12623500,68.71434
2016-02-23,73.95,75.75,72.15,73.05,20696000,67.74066
2016-02-24,71,72.65,70.5,70.9,12668800,65.74692
2016-02-25,71.3,72.4,69.35,69.6,13218900,64.5414
2016-02-26,70.6,72.5,69.4,71.8,13968900,66.58151
2016-02-29,72.6,76.75,69.55,70.6,24081800,65.46872
2016-03-01,71.9,75.5,70.6,74.95,20776400,69.50256
2016-03-02,77,80.65,76.55,78.15,21388400,72.46999
2016-03-03,79.65,85.6,78.3,83.95,32996100,77.84843
2016-03-04,85.7,90.15,83.3,87.4,29371300,81.04769
2016-03-07,87.4,87.4,87.4,87.4,0,81.04769
2016-03-08,88.5,92.6,88.5,90.35,28395900,83.78327
2016-03-09,85.95,88.35,84.35,87.85,24719700,81.46498
2016-03-10,89.3,91.2,87.65,88.25,24244500,81.83591
2016-03-11,87.2,89,85.75,87.35,18135800,81.00132
2016-03-14,89.45,90.5,88.05,89,14238300,82.5314
2016-03-15,88.95,90.8,87.1,88.1,19485700,81.69681
2016-03-16,87.95,87.95,84.75,86.3,20523000,80.02764
2016-03-17,88.7,89.7,85.55,86.25,16128700,79.98127
2016-03-18,88.25,93.25,87.5,92.3,33295900,85.59155
2016-03-21,93.2,94.85,92.45,94,20991900,87.16799
2016-03-22,94.5,97.15,93.5,96.2,20152900,89.20809
2016-03-23,96.35,98.2,95.95,96.85,19598400,89.81085
2016-03-24,96.85,96.85,96.85,96.85,0,89.81085
2016-03-25,96.85,96.85,96.85,96.85,0,89.81085
2016-03-28,97.35,97.35,87.35,87.95,32066000,81.55771
2016-03-29,87,89.2,86.05,87.7,19503400,81.32588
2016-03-30,89.2,92.9,88.65,91.65,20691500,84.98879
2016-03-31,94,96.5,89.2,89.85,42058100,83.31962
2016-04-01,89.75,91.6,87.55,90.05,16729800,83.50508
2016-04-04,90.65,91.9,89.95,90.65,14099200,84.06147
2016-04-05,89.65,89.85,85.2,85.85,17524000,79.61034
2016-04-06,86.4,88.75,86.25,87.55,15523500,81.18679
2016-04-07,87.65,88.35,85.25,85.8,11434900,79.56398
2016-04-08,85,88.15,84.8,87.45,13625200,81.09405
2016-04-11,88.5,90.7,88.5,90.3,17129900,83.73691
2016-04-12,90.3,91.35,89,90.6,13494700,84.0151
2016-04-13,92.55,95.25,92.3,94,23361300,87.16799
2016-04-14,94,94,94,94,0,87.16799
2016-04-15,94,94,94,94,0,87.16799
2016-04-18,94.5,97.8,92.3,97.5,21003300,90.41361
2016-04-19,97.5,97.5,97.5,97.5,0,90.41361
2016-04-20,98.6,107.15,98.6,106.35,45063700,98.62038
2016-04-21,107.65,108.9,104.3,105.05,17949400,97.41487
2016-04-22,104.3,106.45,103.9,104.9,13016500,97.27577
2016-04-25,105,105,100.55,102,13065200,94.58654
2016-04-26,101.1,107,101.1,106.45,17799300,98.71311
2016-04-27,106.9,107.7,104.05,104.85,11531800,97.2294
2016-04-28,104.35,105.3,99.15,99.8,20809200,92.54644
2016-04-29,100.75,104.9,100.75,103.8,28769500,96.25572
2016-05-02,102.5,111.6,102.25,110.7,30150700,102.65422
2016-05-03,112,113.95,109.3,110,32881300,102.0051
2016-05-04,108,109.4,103.55,104.65,29178500,97.04394
2016-05-05,104.1,105.8,101.5,104.7,20323800,97.0903
2016-05-06,103.5,104.6,102.5,103.55,16425200,96.02389
2016-05-09,104.7,107,103.1,103.7,12763900,96.16298
2016-05-10,101.7,102.7,99.85,100.6,16516800,93.28829
2016-05-11,98.75,101.95,97.5,99.65,18704000,92.40734
2016-05-12,101.2,103.35,100.35,102.9,13214300,95.42113
2016-05-13,101,102.3,97.25,98,17046800,90.87727
2016-05-16,98.8,100.4,97.1,99.95,13218000,92.68554
2016-05-17,102,102.25,99.55,100.05,11223500,92.77827
2016-05-18,98.75,99.7,97.55,99.25,9778800,92.03642
2016-05-19,98.8,100.75,94.3,94.95,14073300,88.04894
2016-05-20,95.2,98.1,95.2,96.95,14789800,89.90358
2016-05-23,98.7,99.2,96.75,97.5,8645600,90.41361
2016-05-24,98,98,94.05,96.8,9406000,89.76449
2016-05-25,98.9,99.7,97.4,99.3,7487300,92.08278
2016-05-26,99.5,105,98.7,104.05,13595900,96.48755
2016-05-27,104.4,105.9,102.1,102.8,9723300,95.3284
2016-05-30,104.5,107.45,104.15,106.5,13290600,98.75948
2016-05-31,106.85,109.7,103.8,108.55,26753000,100.66049
2016-06-01,109,109,104.55,105.05,10583100,97.41487
2016-06-02,103.4,107.2,103.35,106.75,10946700,98.99131
2016-06-03,107.25,107.6,103.85,104.65,7715200,97.04394
2016-06-06,104.2,107.35,103.45,106.25,9878200,98.52765
2016-06-07,107.3,110.7,105.9,110.05,13331600,102.05146
2016-06-08,110,112.5,108.1,112,15680700,103.85973
2016-06-09,112.5,116.25,112,112.8,20634700,104.60159
2016-06-10,115.05,117.65,114.5,116.8,21166500,108.31087
2016-06-13,114.65,115.4,112.4,113.95,10592800,105.668
2016-06-14,113.8,115.8,113.25,114.75,9483200,106.40986
2016-06-15,115.5,120.2,115.4,119.7,18001800,111.00009
2016-06-16,118.6,123,118.05,122.45,21007400,113.55021
2016-06-17,123.35,123.8,121.5,122.55,11999600,113.64295
2016-06-20,121.35,129.39999,120.9,128.5,13686700,119.1605
2016-06-21,129,129.85001,124.75,125.45,14054500,116.33217
2016-06-22,125.35,127.2,122.6,126.75,12348200,117.53769
2016-06-23,126.3,127.9,124.65,126.6,13094000,117.39859
2016-06-24,118.45,122.2,107.65,117.85,30189300,109.28455
2016-06-27,116.4,123.5,116.3,122.35,17210500,113.45748
2016-06-28,122.95,123.9,121.9,123.15,10398600,114.19934
2016-06-29,125,128.2,124.2,127.35,14886000,118.09408
2016-06-30,128.60001,133,127.8,131.95,16574400,122.35975
2016-07-01,132.95,136.85001,132.45,135.2,13121800,125.37353
2016-07-04,135.95,139.60001,135.7,138.64999,10782100,128.57278
2016-07-05,138.25,139.60001,135.85001,137.10001,9306600,127.13545
2016-07-06,137.10001,137.10001,137.10001,137.10001,0,127.13545
2016-07-07,138.2,145.2,138.05,143.45,15847800,133.02391
2016-07-08,145,145.64999,140.89999,143.10001,15146300,132.69936
2016-07-11,146.05,149.2,145.89999,148.64999,11368700,137.84597
2016-07-12,150.10001,162.35001,150.10001,159.8,27905600,148.18559
2016-07-13,161.39999,174.89999,159.75,163.55,57395400,151.66303
2016-07-14,164.55,166,160.64999,164,24921300,152.08032
2016-07-15,166.25,168.3,162.05,163.35001,20500000,151.47757
2016-07-18,164.39999,164.7,158.7,160.14999,14730400,148.51014
2016-07-19,160.35001,162.14999,157.3,160.2,22238000,148.55651
2016-07-20,161.05,162.95,159.75,161.7,14496000,149.94749
2016-07-21,162.39999,162.5,156.14999,157.10001,12308000,145.68183
2016-07-22,158,172.39999,155.25,169.3,31609500,156.99512
2016-07-25,169,175.5,162.64999,172.14999,39676100,159.63797
2016-07-26,172.10001,174.14999,168.7,169.75,16787400,157.41241
2016-07-27,171,171.64999,165.14999,168.45,16517800,156.20689
2016-07-28,169.3,170.95,165.64999,169.5,16698300,157.18058
2016-07-29,168.95,168.95,163.5,164.64999,15941000,152.68308
2016-08-01,163.10001,168.5,163.10001,165.95,15226100,153.88859
2016-08-02,165.3,166.25,153.7,156.25,20703700,144.8936
2016-08-03,158,159.7,155.3,157.2,13402000,145.77455
2016-08-04,160,162.89999,157.75,161.64999,11027800,149.90112
2016-08-05,163.7,170.75,163.35001,169.10001,15902500,156.80966
2016-08-08,170.2,173.35001,168.95,169.55,11899100,157.22695
2016-08-09,170,170.39999,163.60001,165.05,10560900,153.05401
2016-08-10,164.95,167.39999,161.8,164.45,8756200,152.49761
2016-08-11,164.05,164.3,158.39999,161.39999,9943200,149.66929
2016-08-12,162.39999,167.5,162.39999,166.2,9611600,154.12042
2016-08-15,166.2,166.2,166.2,166.2,0,154.12042
2016-08-16,166.5,170.64999,164.39999,169.45,10439000,157.13421
2016-08-17,169.14999,172.7,168.39999,171.10001,10205200,158.6643
2016-08-18,171.64999,173.7,171.10001,172.89999,8317400,160.33346
2016-08-19,174.55,180.64999,173.3,179.3,16779200,166.26831
2016-08-22,178.8,179.10001,175.14999,176.60001,8706600,163.76455
2016-08-23,176.05,177.45,171.39999,174.05,7534300,161.39988
2016-08-24,175,177.60001,174.7,176,6394400,163.20815
2016-08-25,175.95,176.5,169.2,169.89999,9613500,157.5515
2016-08-26,170.75,171.85001,167.3,169.25,5697400,156.94875
2016-08-29,169,174,167.55,173.35001,6398200,160.75076
2016-08-30,174.5,176.3,173.10001,175.2,6658500,162.46629
2016-08-31,174.5,176.5,169.3,170,10220900,157.64424
2016-09-01,169.35001,172,168.55,170.2,6972800,157.8297
2016-09-02,170.64999,173.10001,167.2,172.25,7542600,159.73071
2016-09-05,172.25,172.25,172.25,172.25,0,159.73071
