"Date","IDEA.NS.Open","IDEA.NS.High","IDEA.NS.Low","IDEA.NS.Close","IDEA.NS.Volume","IDEA.NS.Adjusted"
2016-09-14,82.85,84.15,82.8,83.75,5343800,83.15
2016-09-15,83.6,85.1,83.05,84.5,6273100,83.9
2016-09-16,84.65,86.05,83.5,85.15,9389100,84.55
2016-09-19,84.3,85.7,84.3,84.85,3340200,84.25
2016-09-20,85.2,85.2,83.65,83.9,3768700,83.3
2016-09-21,84.3,84.7,83.8,84.45,5714000,83.85
2016-09-22,84.9,84.9,83,83.35,6186800,83.35
2016-09-23,83.4,83.5,82.1,82.5,5772800,82.5
2016-09-26,82.3,82.5,80,80.3,7827500,80.3
2016-09-27,79.9,80.5,79.15,79.55,9748400,79.55
2016-09-28,79.5,83.2,79.5,82.5,10044000,82.5
2016-09-29,82.95,83.1,78.5,79.8,13390600,79.8
2016-09-30,78,81.2,78,79.1,9836100,79.1
2016-10-03,80.1,81.4,79,81.1,6320600,81.1
2016-10-04,80.5,81.9,80.1,81.2,5319400,81.2
2016-10-05,82.3,82.6,79.5,79.95,10691600,79.95
