"Date","COLPAL.NS.Open","COLPAL.NS.High","COLPAL.NS.Low","COLPAL.NS.Close","COLPAL.NS.Volume","COLPAL.NS.Adjusted"
2016-09-30,975,980,959.05,970.65,357500,957.735
2016-10-03,971.75,989,971.5,982.85,336600,969.773
2016-10-04,984.95,999,977.4,979.95,236000,966.911
2016-10-05,979.95,986.3,968.3,979.25,173700,966.221
2016-10-06,979.2,993.8,971.4,976.9,264900,963.902
2016-10-07,976,984,962.6,969.25,218200,956.354
2016-10-10,970.35,978,963.2,965.4,114400,952.555
2016-10-11,965.4,965.4,965.4,965.4,0,952.555
2016-10-12,965.4,965.4,965.4,965.4,0,952.555
2016-10-13,955.25,965,927,932.7,424800,920.29
2016-10-14,932,938.75,911.1,920.45,234500,908.203
2016-10-17,920.05,927.9,908.15,912.55,159200,900.408
2016-10-18,913.6,922,912.35,918.75,182800,906.526
2016-10-19,921.1,941.35,916.05,937.4,309000,924.928
2016-10-20,930,949.4,930,943.95,186300,931.39
2016-10-21,942.95,959.85,936.95,954.6,159800,941.899
2016-10-24,954,966.85,954,963.2,168500,950.384
2016-10-25,964.25,964.25,940.05,944.1,182200,931.538
2016-10-26,941.1,944.9,918,926.95,200400,914.617
2016-10-27,925,949,924.95,936.2,1335000,923.744
2016-10-28,937.25,992.8,936.2,973.15,530400,960.202
2016-10-31,973.15,973.15,973.15,973.15,0,960.202
2016-11-01,972,977,957.15,973.05,158600,960.103
2016-11-02,960.1,967.8,954.8,956.55,128700,943.823
2016-11-03,956,964.5,950,954.45,85900,941.751
2016-11-04,980,1031.2,972.15,984.15,1792900,971.056
2016-11-07,987,993.9,972.4,977,340300,964.001
2016-11-08,978,984.2,969.25,979.1,181400,970.044
2016-11-09,917.35,979.1,899.2,972.5,249000,963.505
2016-11-10,972.5,987.8,957,963.75,138200,954.836
2016-11-11,959,963.1,945.05,949.05,140600,940.272
2016-11-14,949.05,949.05,949.05,949.05,0,940.272
2016-11-15,949.1,949.15,895.35,914.8,304800,906.339
2016-11-16,917,938,914.1,926.55,228100,917.98
2016-11-17,920.15,935.1,920.15,926.85,172000,918.278
2016-11-18,929,934,915.35,917.4,162100,908.915
2016-11-21,920,921.85,884.5,886.65,303100,878.449
2016-11-22,888.15,908.45,880,903.6,358500,895.243
2016-11-23,906,927.5,901.3,923.8,216200,915.256
2016-11-24,925,937.9,912.7,934.65,367800,926.005
2016-11-25,934.65,935,920,924.15,139500,915.603
2016-11-28,929.95,940.8,920.05,932.95,105600,924.321
2016-11-29,930,946,930,940.3,129900,931.603
2016-11-30,941.8,946.9,931,933.7,254300,925.064
2016-12-01,936,946.55,924,930.75,245700,922.141
2016-12-02,933.5,941.45,923.2,927.4,268400,918.822
2016-12-05,931.5,935.55,921,924.55,238200,915.999
2016-12-06,923,926.4,917.9,923.7,203700,915.157
2016-12-07,927,927.7,917,921.1,150000,912.581
2016-12-08,925,944.8,919.95,922.1,347600,913.571
2016-12-09,924.8,925,919,920.25,248200,911.739
2016-12-12,918,920,902.45,907.9,217000,899.503
2016-12-13,908.95,918,905.6,915.15,179700,906.686
2016-12-14,918.05,920,901.85,903.85,192600,895.49
2016-12-15,904,912.6,897,909.9,166300,904.486
2016-12-16,911.1,917.8,903.2,910.2,145300,904.785
2016-12-19,911.25,911.95,901,909.95,121500,904.536
2016-12-20,902.1,911.7,901.1,909.75,178900,904.337
2016-12-21,910,910.95,899.4,906.1,197700,900.709
2016-12-22,906.1,908.9,895.5,904.65,152700,899.268
2016-12-23,905.7,905.7,890.55,902.15,171600,896.783
2016-12-26,900.35,905.5,890.8,895.55,119000,890.222
2016-12-27,891.5,893.9,863.05,886.1,311600,880.828
2016-12-28,891,897.7,884,890.9,201800,885.599
2016-12-29,891,898.85,889.15,892,326600,886.693
2016-12-30,894.95,908,894.95,904.6,195100,899.218
2017-01-02,905.7,907.25,897.6,900.3,177000,894.943
2017-01-03,901.35,901.35,891.9,898.3,201400,892.955
2017-01-04,899.5,904.9,892,897.65,334800,892.309
2017-01-05,898.1,902.95,896.9,898.65,302900,893.303
2017-01-06,898.1,903.95,896.3,899.15,499400,893.8
2017-01-09,900.2,901,890.05,893.55,88100,888.234
2017-01-10,891,894.85,882,891.9,511300,886.594
2017-01-11,893,898.8,886.2,895,275300,889.675
2017-01-12,898,898,884.05,890.65,247000,885.351
2017-01-13,892,903.9,892,899.35,212200,893.999
2017-01-16,897.65,913.95,895.55,911,192200,905.58
2017-01-17,912,915.95,905.3,912.45,136500,907.021
2017-01-18,912.45,924,907.25,915.35,278700,909.904
2017-01-19,917,919.95,906.55,908.15,113300,902.747
2017-01-20,910.2,910.2,900.65,902.35,180700,896.981
2017-01-23,902.5,910.85,895.6,903.55,91800,898.174
2017-01-24,904.6,906.3,895.05,898.8,234900,893.452
2017-01-25,900.6,903.45,892.1,897.45,354600,892.11
2017-01-26,897.45,897.45,897.45,897.45,0,892.11
2017-01-27,900,914.7,875.85,878.9,864400,873.671
2017-01-30,864.55,887.2,861.3,885.65,802100,880.381
2017-01-31,882,895,880,887.65,316900,882.369
2017-02-01,887,897.9,885.4,894.5,217000,889.178
2017-02-02,890,910.6,885.7,905.65,452700,900.262
2017-02-03,906,908.55,898.3,902.7,591400,897.329
2017-02-06,902,914.4,889,892.85,455500,887.538
2017-02-07,897,902,889.8,893.15,933900,887.836
2017-02-08,896.1,897,880.5,884.35,401800,879.088
2017-02-09,887,891,879.6,884.2,389000,878.939
2017-02-10,891.9,898.5,885.6,890.9,322300,885.599
2017-02-13,891,895,886.25,889.55,212900,884.257
2017-02-14,894.5,894.5,880,881.8,237400,876.554
2017-02-15,883.7,884.65,878,883.15,216900,877.896
2017-02-16,885,912.25,879.95,907.35,5167800,901.952
2017-02-17,910,923.95,901.1,911.5,501700,906.077
2017-02-20,904.6,928.8,904.6,923.1,595300,917.608
2017-02-21,924,927.3,910.3,913.55,406900,908.115
2017-02-22,913,913,895.1,899.85,241600,894.496
2017-02-23,901.15,902.95,886.15,893.2,641800,887.886
2017-02-24,893.2,893.2,893.2,893.2,0,887.886
2017-02-27,895.1,901.7,887.25,889.85,394300,884.556
2017-02-28,890,915.95,890,900.25,561700,894.894
2017-03-01,900.5,900.95,888.6,897.3,496100,891.961
2017-03-02,896.9,906.3,890.05,892.2,426300,886.892
2017-03-03,892.9,914,889.55,910.35,308600,904.934
2017-03-06,909,915.65,905.9,909.75,108200,904.337
2017-03-07,911.5,929,907.3,927.3,634500,921.783
2017-03-08,933.1,940,928.55,933.75,574400,928.194
2017-03-09,938,947.6,927.3,944.4,495100,938.781
2017-03-10,945.1,948.8,936.6,946.1,200100,940.471
2017-03-13,946.1,946.1,946.1,946.1,0,940.471
2017-03-14,950,964.8,948.05,953.1,581100,947.429
2017-03-15,959.95,961.45,949.05,956.7,239600,951.008
2017-03-16,965,981.8,964.4,978.7,650400,972.877
2017-03-17,980,995.8,977.5,988.9,615000,983.016
2017-03-20,990,993,978.25,981.5,326800,975.66
2017-03-21,981.55,993,978.8,980.65,753700,974.815
2017-03-22,975,984.7,971.25,980.15,433100,974.318
2017-03-23,981.25,989.45,980,981.6,200400,975.76
2017-03-24,982.7,986.1,976,979.9,138100,974.07
2017-03-27,989.4,989.4,979.15,983.1,208700,977.251
2017-03-28,984.25,990,980.1,987.55,101700,981.674
2017-03-29,995,998.05,986.75,991.2,381900,985.303
2017-03-30,993,1016.8,990.95,1008.1,533500,1002.102
2017-03-31,1010,1011.95,990.95,995.5,653600,989.577
2017-04-03,997.6,1011.45,995.6,1006.6,579900,1000.611
2017-04-04,1006.6,1006.6,1006.6,1006.6,0,1000.611
2017-04-05,1007.75,1028,999.15,1002.7,615900,996.734
2017-04-06,1003.9,1010.7,1001.3,1006.15,151000,1003.165
2017-04-07,1014.4,1021.75,1003.2,1011.25,381500,1008.25
2017-04-10,997.15,1030.45,997.15,1015.25,363000,1015.25
2017-04-11,1009,1024.9,1008.1,1021.05,272300,1021.05
2017-04-12,1019.9,1027,1011.6,1022.15,553200,1022.15
2017-04-13,1022,1026.4,1010.3,1015.35,325800,1015.35
2017-04-14,1015.35,1015.35,1015.35,1015.35,0,1015.35
2017-04-17,1012.3,1013.85,998,1002.65,128100,1002.65
2017-04-18,1005,1009.25,988.05,990.4,144600,990.4
2017-04-19,990.25,992.85,980,989.05,263400,989.05
2017-04-20,985,1008.8,985,1006.5,468800,1006.5
2017-04-21,1008,1044.35,1007,1032.95,967900,1032.95
