"Date","PTC.NS.Open","PTC.NS.High","PTC.NS.Low","PTC.NS.Close","PTC.NS.Volume","PTC.NS.Adjusted"
2016-10-05,76.25,76.4,75,75.25,696800,75.25
2016-10-06,75.5,78.2,75.15,76,1328500,76
2016-10-07,76.5,77.75,75.65,76.65,1178000,76.65
2016-10-10,77,77.45,75.05,75.55,1137900,75.55
2016-10-11,75.55,75.55,75.55,75.55,0,75.55
2016-10-12,75.55,75.55,75.55,75.55,0,75.55
2016-10-13,75.6,75.8,74,74.6,830700,74.6
2016-10-14,74.15,75.4,74.15,74.35,549900,74.35
2016-10-17,74.6,74.75,72.85,73.4,607600,73.4
2016-10-18,73.7,75.25,73.4,74.9,732700,74.9
2016-10-19,75,76.1,74.35,75.45,799000,75.45
2016-10-20,75.6,76.5,74.3,74.8,920500,74.8
2016-10-21,75.2,75.45,73.95,74.45,753100,74.45
2016-10-24,74.6,75.7,72.95,73.9,1370800,73.9
2016-10-25,74,74.7,72.85,74.4,682400,74.4
2016-10-26,74.5,74.95,73.65,74.05,525000,74.05
2016-10-27,74.45,74.45,72.8,73.1,472200,73.1
2016-10-28,73.25,74.35,73.25,73.7,309500,73.7
2016-10-31,73.7,73.7,73.7,73.7,0,73.7
2016-11-01,74.7,75.5,73.75,74.9,1080100,74.9
2016-11-02,74.6,74.6,72.15,72.35,1333600,72.35
2016-11-03,72.5,74.8,72.35,74.25,1716800,74.25
2016-11-04,74.85,75.05,72.7,73.5,1211200,73.5
2016-11-07,74.55,75.2,74.05,74.25,377300,74.25
2016-11-08,74.25,74.85,73.3,73.7,1027100,73.7
2016-11-09,70,72.75,67.4,72,2042600,72
2016-11-10,74.1,74.25,71.7,72.15,1429000,72.15
2016-11-11,72.1,72.1,69.95,70.2,1471500,70.2
2016-11-14,70.2,70.2,70.2,70.2,0,70.2
2016-11-15,70.6,71.75,67.4,67.6,1913200,67.6
2016-11-16,68.1,69.5,67.9,68.15,624000,68.15
2016-11-17,69,69.7,68.1,68.25,548600,68.25
2016-11-18,68.8,69.6,68.05,69.1,665200,69.1
2016-11-21,69.65,70.25,66.65,66.8,929400,66.8
2016-11-22,67.4,68.15,66.8,67.85,699100,67.85
2016-11-23,68,69.2,67.3,68.95,600300,68.95
2016-11-24,68.6,73.8,67.6,70.7,2771400,70.7
2016-11-25,70.55,71.65,69.3,69.75,1233500,69.75
2016-11-28,69.5,71.4,69.35,70.9,590400,70.9
2016-11-29,71.45,72.25,70.65,71.05,839200,71.05
2016-11-30,71.5,72,71.2,71.5,518700,71.5
2016-12-01,72.5,74.8,71.75,72.8,2366200,72.8
2016-12-02,72.5,74.25,71.8,73.5,889900,73.5
2016-12-05,74,74.3,73.15,73.7,683400,73.7
2016-12-06,74.3,76.55,74.25,75,1418100,75
2016-12-07,75.15,75.6,74.3,75.15,1175100,75.15
2016-12-08,75.5,76.05,75,75.75,628600,75.75
2016-12-09,76,76.55,75.15,76.35,558200,76.35
2016-12-12,76.35,76.8,74.45,75.4,1025200,75.4
2016-12-13,75.4,76.75,74.8,76.3,400900,76.3
2016-12-14,75.5,76.45,75,75.35,333200,75.35
2016-12-15,75,76.4,74.65,74.9,335700,74.9
2016-12-16,75.9,77.7,75,76.1,1855500,76.1
2016-12-19,76.45,76.45,75.05,75.3,290600,75.3
2016-12-20,75.95,75.95,73.15,73.7,342800,73.7
2016-12-21,74.5,75.85,73.65,75.2,536600,75.2
2016-12-22,75,75.2,73.5,73.85,321200,73.85
2016-12-23,74.3,74.3,71.7,72,968200,72
2016-12-26,72,72,70,70.55,470100,70.55
2016-12-27,70.55,71.9,69.75,71.5,683500,71.5
2016-12-28,72,74.45,71.8,73,1091500,73
2016-12-29,72.9,74.25,72.45,73.35,1168900,73.35
2016-12-30,73.9,74.35,72.75,73.45,1148800,73.45
2017-01-02,73.95,74.3,73.25,73.8,927900,73.8
2017-01-03,74,74.6,73.7,74,1500200,74
2017-01-04,74.05,74.85,73.5,73.9,1187200,73.9
2017-01-05,74.2,79.3,74.2,78.3,5479200,78.3
2017-01-06,78.65,78.85,77.05,77.6,1895000,77.6
2017-01-09,77.85,78.4,77.1,78.05,1118300,78.05
2017-01-10,78.4,83,78.35,80.55,6724700,80.55
2017-01-11,81,81.3,79.35,81,1668300,81
2017-01-12,81,83.9,80.2,83.1,3923900,83.1
2017-01-13,83.95,83.95,81.9,83.35,1408600,83.35
2017-01-16,83.25,84.75,81,83.55,1727200,83.55
2017-01-17,84,85.7,82.65,84.7,2393000,84.7
2017-01-18,85,85.25,82.6,83.05,1622000,83.05
2017-01-19,83.2,84,82.7,83.45,850000,83.45
2017-01-20,83.5,83.95,81.1,81.5,926500,81.5
2017-01-23,81.5,83.6,80.75,82.5,1533800,82.5
2017-01-24,83.5,84.95,82.75,84.7,1973700,84.7
2017-01-25,85.25,85.4,83.6,84,1485000,84
2017-01-26,84,84,84,84,0,84
2017-01-27,84.25,88.9,84.15,88.45,4201700,88.45
2017-01-30,88.7,89.9,86.15,86.5,4247900,86.5
2017-01-31,86.55,87,83.85,84.1,2258400,84.1
2017-02-01,83.65,86.15,83.05,85.7,1432400,85.7
2017-02-02,85.7,86.95,85.1,85.55,1609600,85.55
2017-02-03,85.7,86.35,85.35,85.7,674100,85.7
2017-02-06,88.5,88.5,87,87.75,2508600,87.75
2017-02-07,87.9,88.4,86.3,86.85,1282000,86.85
2017-02-08,86.85,88.2,86.75,87.55,1114700,87.55
2017-02-09,87.55,88.9,87.05,88.2,1352300,88.2
2017-02-10,88.45,91.65,88.1,91.2,4469100,91.2
2017-02-13,91,91,84.5,86.05,3571500,86.05
2017-02-14,86,86.15,83.9,84.2,1453000,84.2
2017-02-15,83.9,85.75,83.2,84.1,1829300,84.1
2017-02-16,84.2,86.2,83.8,85.4,1805000,85.4
2017-02-17,85.4,86.75,85.15,86.3,847100,86.3
2017-02-20,86.2,88.1,85.8,87.7,1885200,87.7
2017-02-21,88.65,92.5,87.6,91.85,6087100,91.85
2017-02-22,93.75,94.5,89.7,90.25,10378600,90.25
2017-02-23,89.9,90.85,88.8,89.45,2514800,89.45
2017-02-24,89.45,89.45,89.45,89.45,0,89.45
2017-02-27,88.9,89.75,87.75,88.05,1161200,88.05
2017-02-28,88.6,89.2,87.5,88.35,780200,88.35
2017-03-01,88.95,89.6,87.45,87.75,1595000,87.75
2017-03-02,87.9,88.85,85.3,85.95,1258600,85.95
2017-03-03,85.8,86.6,85.1,85.4,1432200,85.4
2017-03-06,85.85,88.2,84.9,87.8,1681000,87.8
2017-03-07,88.45,89.5,87.9,88.25,2484000,88.25
2017-03-08,88.2,88.7,86.4,87.1,670200,87.1
2017-03-09,87,88.3,86.7,86.9,1129200,86.9
2017-03-10,87.45,87.8,85.2,85.9,750500,85.9
2017-03-13,85.9,85.9,85.9,85.9,0,85.9
2017-03-14,87.2,88.3,84,85.7,2073200,85.7
2017-03-15,86,87.7,85.5,86.55,1126900,86.55
2017-03-16,86.95,88.75,86.9,88.3,1063400,88.3
2017-03-17,88.3,88.95,86.15,87.75,1744600,87.75
2017-03-20,87.9,88.8,87.2,87.95,1177400,87.95
2017-03-21,87.65,88.25,86.55,87.25,877500,87.25
2017-03-22,87.4,88.8,86.15,86.95,1522900,86.95
2017-03-23,87.1,88.1,87.05,87.25,715100,87.25
2017-03-24,87.45,88.45,87.2,87.8,718500,87.8
2017-03-27,87.75,88.3,86.9,87.35,605300,87.35
2017-03-28,87.55,88.15,86.85,87.3,450700,87.3
2017-03-29,88.05,89.85,87.65,89.5,3162300,89.5
2017-03-30,90.4,92.25,90.35,91.9,4617500,91.9
2017-03-31,92.35,95,91.1,93.4,3108600,93.4
2017-04-03,93.85,93.85,92.65,93.25,1131800,93.25
2017-04-04,93.25,93.25,93.25,93.25,0,93.25
2017-04-05,93.25,94.8,93.05,94.15,1209800,94.15
2017-04-06,94,95.2,94,94.6,1299100,94.6
2017-04-07,95.5,96.9,94.7,95.1,2312600,95.1
2017-04-10,96.05,96.7,95,95.35,2354300,95.35
2017-04-11,94.55,99.35,94.55,98.1,5264400,98.1
2017-04-12,98.4,99.35,95.8,97.35,2432500,97.35
2017-04-13,97.95,98.65,96.5,98.05,2030200,98.05
2017-04-14,98.05,98.05,98.05,98.05,0,98.05
2017-04-17,98.5,100.1,96.75,97.25,2653100,97.25
2017-04-18,97.4,98.45,95.25,95.65,1255100,95.65
2017-04-19,96.25,97.35,94.4,95.7,1798300,95.7
2017-04-20,95.7,97.2,95.5,96,1528400,96
2017-04-21,96.1,97.8,96.1,96.8,1580700,96.8
