"Date","RELCAPITAL.NS.Open","RELCAPITAL.NS.High","RELCAPITAL.NS.Low","RELCAPITAL.NS.Close","RELCAPITAL.NS.Volume","RELCAPITAL.NS.Adjusted"
2015-02-26,448.9,452.6,442.6,444.45,1740700,425.37
2015-02-27,449,463,446.55,461.3,2046800,441.49
2015-03-02,459.55,464.9,454,460.75,1979900,440.97
2015-03-03,464.55,481.7,458.65,478.2,3936000,457.67
2015-03-04,483.95,486,460.4,465.15,2730200,445.18
2015-03-05,470,479.8,460.35,478.1,2641300,457.57
2015-03-06,478.1,478.1,478.1,478.1,0,457.57
2015-03-09,473.35,475.3,458.5,460.2,1466800,440.44
2015-03-10,462.3,462.5,443.5,447.35,1605200,428.14
2015-03-11,447.35,449.85,440.1,441.85,1936400,422.88
2015-03-12,450,498.7,450,489.5,8329900,468.48
2015-03-13,510,513.9,470.05,474.25,9807000,453.89
2015-03-16,476.15,483.55,465.9,469.9,3140000,449.72
2015-03-17,473.3,475.8,461.7,468.05,2520400,447.95
2015-03-18,470.2,476.7,464.65,471.2,2433000,450.97
2015-03-19,476,477.6,453.3,457.5,2085100,437.86
2015-03-20,454,454.5,435.5,438.6,2421400,419.77
2015-03-23,440.1,445.9,435,441.1,2269600,422.16
2015-03-24,441.5,444.15,433.1,438.6,2209200,419.77
2015-03-25,440.5,442.65,433.8,436.9,1858500,418.14
2015-03-26,435,437.5,423.3,426.05,3249000,407.76
2015-03-27,429,434.25,414.25,422.2,2564800,404.07
2015-03-30,425.5,431.4,424,429.95,1462600,411.49
2015-03-31,430.9,435,422.5,424.55,2073800,406.32
2015-04-01,427,433.35,424.35,432.55,2106800,413.98
2015-04-02,432.55,432.55,432.55,432.55,0,413.98
2015-04-03,432.55,432.55,432.55,432.55,0,413.98
2015-04-06,433.5,433.6,422.05,430.8,1709000,412.3
2015-04-07,432.4,441.95,427.05,437.95,2337800,419.15
2015-04-08,439.75,444.4,432.6,436.85,2386200,418.09
2015-04-09,440.6,446.95,438.05,443.05,2144000,424.03
2015-04-10,444.9,464.7,441.1,455.65,3752800,436.09
2015-04-13,455,460.2,451.6,456.8,1699300,437.19
2015-04-14,456.8,456.8,456.8,456.8,0,437.19
2015-04-15,456.3,464.65,450.3,454.1,2160700,434.6
2015-04-16,453.4,454.85,442.4,446.65,1833900,427.47
2015-04-17,445.8,457.8,444.4,446.9,1802600,427.71
2015-04-20,447.95,447.95,426.25,428.9,1828300,410.48
2015-04-21,428.85,434.5,421.65,424.15,1744100,405.94
2015-04-22,426.05,428.7,415.35,425.15,1872200,406.9
2015-04-23,428.95,431.5,419.1,422.95,1539700,404.79
2015-04-24,424.5,427.5,417.6,419.35,1632000,401.34
2015-04-27,421.1,421.65,402.3,404.5,1803100,387.13
2015-04-28,405,412.8,401.55,406.35,2726500,388.9
2015-04-29,408,409.2,401.75,404.75,1448600,387.37
2015-04-30,403,408.7,399.1,403.85,2404700,386.51
2015-05-01,403.85,403.85,403.85,403.85,0,386.51
2015-05-04,406.9,416.2,405.5,414.15,1830900,396.37
2015-05-05,416,424.7,413.55,419.4,2440400,401.39
2015-05-06,417.55,419.8,389.25,391.5,3336500,374.69
2015-05-07,391.3,393.75,379.5,383.1,2206200,366.65
2015-05-08,386.9,396.7,385.2,392.25,1728000,375.41
2015-05-11,396.3,402.9,393,399.15,1824300,382.01
2015-05-12,399.3,399.3,381.1,383.3,2004100,366.84
2015-05-13,386.25,394.4,382,391.55,2100600,374.74
2015-05-14,389.95,403.5,386,401.95,2278100,384.69
2015-05-15,403.9,406.8,392.1,395,2095500,378.04
2015-05-18,396,403.9,395.55,403.3,1506400,385.98
2015-05-19,401.95,412.45,400.7,410.3,2435700,392.68
2015-05-20,411,415.25,405.65,408.85,1804000,391.3
2015-05-21,408.45,409.9,401.1,403.6,1204500,386.27
2015-05-22,403.8,407.1,395.75,397.75,2412200,380.67
2015-05-25,397.25,399.7,389.4,391.75,1560300,374.93
2015-05-26,392,394.4,386.15,387.95,1325300,371.29
2015-05-27,385,393.65,384,392.3,1602900,375.46
2015-05-28,392.4,394,385.1,387,1831400,370.38
2015-05-29,389.6,399.7,386.65,395.15,2279300,378.18
2015-06-01,403.5,405.05,396.55,398.85,2673500,381.73
2015-06-02,399.9,400.55,380,383.9,2150300,367.42
2015-06-03,383.5,383.9,335,363.55,4057400,347.94
2015-06-04,366,367.7,352,360.45,2220100,344.97
2015-06-05,361,369.9,356.45,363.7,1723300,348.08
2015-06-08,364.5,365.35,350.05,352.5,2237600,337.37
2015-06-09,352.7,360.95,350.8,358,1825600,342.63
2015-06-10,357.8,364.9,355.1,362.85,1533800,347.27
2015-06-11,365.8,367.25,342.2,344.4,2441000,329.61
2015-06-12,344,350,341.25,347.6,1600000,332.68
2015-06-15,348,354.9,344.4,352.7,1577400,337.56
2015-06-16,351.65,351.65,341.5,349.1,1533000,334.11
2015-06-17,352,355.75,347.55,349.4,1536900,334.4
2015-06-18,349.7,359,349.25,353.6,1616500,338.42
2015-06-19,355.5,356.95,347.6,353.1,1460500,337.94
2015-06-22,355,369.05,354.2,365.75,1851900,350.05
2015-06-23,366.9,371,361.65,366.65,1615500,350.91
2015-06-24,366,368.4,358.2,360.4,1451900,344.93
2015-06-25,359.25,365.8,357,364.6,2190500,348.95
