"Date","GAIL.NS.Open","GAIL.NS.High","GAIL.NS.Low","GAIL.NS.Close","GAIL.NS.Volume","GAIL.NS.Adjusted"
2016-09-21,386.399,391.799,386.099,387.199,3986300,283.612
2016-09-22,390.599,393.999,388.35,390.05,2174800,285.7
2016-09-23,387.099,393.299,384.999,386.099,4053600,282.806
2016-09-26,384.05,386.999,375.05,376.748,2640900,275.957
2016-09-27,376.999,378.499,371.85,373.05,2602500,273.248
2016-09-28,373.05,378.799,373.05,375.448,2617500,275.005
2016-09-29,378.799,383.999,357.748,363.448,5336500,266.215
2016-09-30,365.05,376.399,364.099,374.648,2374900,274.419
2016-10-03,372.948,387.699,371.55,385.85,3898800,282.624
2016-10-04,385.999,411.999,385.999,402.448,10392600,294.782
2016-10-05,404.799,407.799,399.099,400.399,2779500,293.28
2016-10-06,402.05,419.799,399.999,414.448,6293600,303.571
2016-10-07,416.099,418.999,412.399,414.05,3178700,303.279
2016-10-10,415.999,424.299,412.748,419.099,2753000,306.978
2016-10-11,419.099,419.099,419.099,419.099,0,306.978
2016-10-12,419.099,419.099,419.099,419.099,0,306.978
2016-10-13,415.299,424.999,410.05,413.699,3531200,303.022
2016-10-14,415.448,432.748,413.299,430.399,5352000,315.255
2016-10-17,434.899,437.899,424.699,427.85,2774900,313.387
2016-10-18,428.899,434.699,426.599,428.999,2439600,314.229
2016-10-19,430.999,444.999,429.748,436.05,5306000,319.393
2016-10-20,439.999,443.648,433.599,439.35,3710800,321.811
2016-10-21,437.999,448.948,437.299,439.948,3397600,322.249
2016-10-24,443.399,450.999,441.748,444.05,3392500,325.253
2016-10-25,445.399,445.599,433.199,435.05,2165600,318.661
2016-10-26,435.199,437.199,429.799,432.499,2125000,316.793
2016-10-27,432.25,436.799,430.399,435.399,2103800,318.917
2016-10-28,435.299,435.299,428.899,433.399,2226600,317.452
2016-10-31,433.399,433.399,433.399,433.399,0,317.452
2016-11-01,432.799,441.999,430.499,432.35,2339400,316.683
2016-11-02,428.999,431.648,419.299,427.948,2921200,313.46
2016-11-03,427.299,433.999,424.299,428.05,4028900,313.534
2016-11-04,429.999,432.699,421.499,423.999,1836900,310.567
2016-11-07,425.699,429.999,421.748,426.35,1512200,312.289
2016-11-08,428.199,441.499,424.199,439.099,2759700,321.627
2016-11-09,424.999,448.699,417.999,446.499,2941200,327.047
2016-11-10,452.999,455.999,445.599,449.25,2383700,329.062
2016-11-11,444.399,447.999,428.148,438.25,3221000,321.005
2016-11-14,438.25,438.25,438.25,438.25,0,321.005
2016-11-15,442.999,446.799,420.599,435.899,3278300,319.283
2016-11-16,440.999,445.85,424.499,428.299,3306100,313.716
2016-11-17,424.999,437.199,424.999,434.948,1394400,318.587
2016-11-18,435.148,441.55,425.05,426.999,1785800,312.764
2016-11-21,429.999,433.499,419.999,420.85,2041400,308.26
2016-11-22,422.999,428.699,407.999,414.55,2626600,303.645
2016-11-23,418.699,420.05,408.499,412.35,2186200,302.034
2016-11-24,408.948,412.648,400.999,402.55,2114300,294.856
2016-11-25,406.899,419.699,403.648,417.199,2797800,305.586
2016-11-28,416.199,423.799,413.499,417.499,3088500,305.806
2016-11-29,417.499,429.148,416.85,427.999,4355300,313.497
2016-11-30,431.799,432.799,422.499,424.748,3319400,311.116
2016-12-01,425.999,445.399,425.948,439.648,5164200,322.029
2016-12-02,435.999,443.399,431.25,432.899,2418800,317.086
2016-12-05,431.748,434.448,425.85,427.448,1782800,313.093
2016-12-06,429.999,436.199,429.099,431.399,2328200,315.987
2016-12-07,431.999,435.199,424.099,427.55,1401300,313.168
2016-12-08,431.899,436.699,428.55,429.899,1988500,314.888
2016-12-09,432.899,434.35,426.999,429.35,1142400,314.486
2016-12-12,427.748,430.25,423.199,429.099,1544000,314.302
2016-12-13,428.448,429.999,421.399,424.899,1983600,311.226
2016-12-14,424.999,425.25,417.999,419.099,1495500,306.978
2016-12-15,417.148,424.55,413.999,416.948,1245000,305.402
2016-12-16,417.999,423.499,410.648,415.099,2214600,304.048
2016-12-19,413.999,428.299,412.999,425.85,2699800,311.922
2016-12-20,424.748,432.499,423.999,429.85,2309600,314.852
2016-12-21,429.999,432.748,423.199,430.148,1676200,315.071
2016-12-22,427.799,430.448,424.299,425.948,1630500,311.995
2016-12-23,425.399,433.999,417.999,431.55,1838800,316.097
2016-12-26,429.999,433.748,424.099,428.499,1683200,313.863
2016-12-27,428.999,430.85,420.748,424.05,2409900,310.604
2016-12-28,424.499,426.799,419.199,424.648,1720300,311.042
2016-12-29,424.648,430.899,418.499,425.55,5948500,311.703
2016-12-30,425.799,442.999,423.499,439.199,3727900,321.7
2017-01-02,439.999,441.699,433.999,435.148,2653400,318.733
2017-01-03,435.699,444.699,433.999,441.448,2206100,323.348
2017-01-04,441.25,446.799,438.25,440.148,2238500,322.396
2017-01-05,445.199,445.599,439.499,442.148,2346900,323.861
2017-01-06,444.399,450.748,440.999,442.55,2083500,324.155
2017-01-09,443.499,444.699,434.948,435.699,1827300,319.137
2017-01-10,436.399,443.799,436.399,440.699,2964300,322.799
2017-01-11,442.099,447.299,439.648,444.699,4653300,325.729
2017-01-12,444.999,448.999,441.199,442.05,2474800,323.788
2017-01-13,442.25,454.999,442.25,452.25,3840200,331.259
2017-01-16,452.999,455.948,446.599,447.799,2060800,328
2017-01-17,447.799,452.55,437.499,445.599,2345700,326.388
2017-01-18,446.999,449.799,436.199,439.499,2494900,321.92
2017-01-19,441.499,464.999,436.499,461.648,9616800,338.144
2017-01-20,465.05,471.148,456.699,460.099,7309200,337.009
2017-01-23,460.499,474.948,460.448,470.899,4579200,344.92
2017-01-24,473.999,475.448,468.699,474.549,3120800,347.594
2017-01-25,474.999,477.999,470.499,475.899,4860300,348.582
2017-01-26,475.899,475.899,475.899,475.899,0,348.582
2017-01-27,479.999,493.799,479.999,482.049,7522800,353.087
2017-01-30,482.999,484.999,478.948,483.849,2782700,354.406
2017-01-31,480.999,481.499,464.999,468.148,10346900,342.905
2017-02-01,469.699,487.999,463.599,484.899,5592500,355.174
2017-02-02,481.299,483.748,475.499,476.448,4028700,357.336
2017-02-03,476.999,481.499,470.249,478.699,2743600,359.024
2017-02-06,479.699,484.499,477.499,482.448,2505400,361.836
2017-02-07,484.999,490.648,472.549,476.199,3164800,357.149
2017-02-08,477.099,487.499,474.999,485.349,1373900,364.012
2017-02-09,486.899,494.349,485.399,490.349,2630900,367.762
2017-02-10,492.999,492.999,481.099,483.349,2509500,362.512
2017-02-13,488.999,491.699,475.499,481.748,3160300,361.311
2017-02-14,481.999,496.799,481.049,495.448,5037100,371.586
2017-02-15,498.948,499.748,488.549,493.849,4225300,370.387
2017-02-16,495.049,504.999,494.499,502.948,3479200,377.211
2017-02-17,504.099,512.999,499.199,510.199,4038100,382.649
2017-02-20,511.249,527.999,510.199,524.099,6076200,393.074
2017-02-21,524.999,530.799,520.099,523.999,3568700,392.999
2017-02-22,523.948,523.999,516.748,518.899,3276600,389.174
2017-02-23,521.549,530.549,513.549,517.549,9985300,388.162
2017-02-24,388.163,388.163,388.163,388.163,0,291.122
2017-02-27,390.525,394.65,385.575,386.475,6086100,289.856
2017-02-28,388.05,391.237,384.75,387.675,2836100,290.756
2017-03-01,388.538,389.925,377.55,379.763,5310900,284.822
2017-03-02,382.5,384.825,374.25,376.2,4336000,282.15
2017-03-03,376.688,391.5,376.5,390.188,8041300,292.641
2017-03-06,393.712,394.05,387.788,391.688,7488200,293.766
2017-03-07,390,395.212,390,393.675,11458000,295.256
2017-03-08,393.225,400.612,384.788,389.062,21754400,291.797
2017-03-09,376,383,369.1,379.25,18906900,379.25
2017-03-10,379.9,383.4,375.55,378.25,5897100,378.25
2017-03-13,378.25,378.25,378.25,378.25,0,378.25
2017-03-14,385.35,387.85,373.3,375.8,10797100,375.8
2017-03-15,376.45,378.1,372.8,375.3,4620700,375.3
2017-03-16,377.2,379.45,376.6,378.8,4272600,378.8
2017-03-17,378.8,380,373,375.15,3646200,375.15
2017-03-20,373.8,377,371.1,374.35,3571700,374.35
2017-03-21,375,375.15,366.65,370.3,2769900,370.3
2017-03-22,368.9,371.8,367.35,369,3032200,369
2017-03-23,370.9,377.9,369.4,376.9,3820400,376.9
2017-03-24,376.95,383,375,381.3,3442400,381.3
2017-03-27,382.8,384,375.05,375.7,2234100,375.7
2017-03-28,377.45,377.45,371.6,374.8,3415300,374.8
2017-03-29,375.9,375.95,372.2,373.45,2417300,373.45
2017-03-30,373.1,386.95,373.1,379,18058900,379
2017-03-31,378.7,381.65,375.3,376.95,1561900,376.95
2017-04-03,377,387.4,377,384.75,4654000,384.75
2017-04-04,384.75,384.75,384.75,384.75,0,384.75
2017-04-05,386.9,386.9,379.25,382.4,2583600,382.4
2017-04-06,381,388.55,380.2,386.65,2571800,386.65
2017-04-07,386.4,392,384.3,386.65,2981500,386.65
2017-04-10,387.1,389,383.4,384.85,1405000,384.85
2017-04-11,386,388,383.9,384.75,1634500,384.75
2017-04-12,385.5,388,377,378.25,2380900,378.25
2017-04-13,377.1,384.45,377.1,379.7,2920300,379.7
2017-04-14,379.7,379.7,379.7,379.7,0,379.7
2017-04-17,380.1,396.4,380.1,394.5,2713100,394.5
2017-04-18,398.7,403.5,392.8,394.55,4573100,394.55
2017-04-19,397.4,399.9,389.05,393.8,4679700,393.8
2017-04-20,395,412,393.15,401.75,7053000,401.75
2017-04-21,404.3,409,397.25,399.5,2635100,399.5
