"Date","RCOM.NS.Open","RCOM.NS.High","RCOM.NS.Low","RCOM.NS.Close","RCOM.NS.Volume","RCOM.NS.Adjusted"
2016-09-30,42.35,46.75,42.3,46.35,47732500,46.35
2016-10-03,46.95,47.2,45.8,46.85,14398300,46.85
2016-10-04,47.1,47.1,46.35,46.85,10471300,46.85
2016-10-05,47,47.85,46.3,46.55,12808700,46.55
2016-10-06,46.8,47.2,45.9,46.35,12340100,46.35
2016-10-07,46.5,48.1,45.75,47.45,22313600,47.45
2016-10-10,47.6,48.55,47.1,47.3,15123800,47.3
2016-10-11,47.3,47.3,47.3,47.3,0,47.3
2016-10-12,47.3,47.3,47.3,47.3,0,47.3
2016-10-13,47.15,47.95,46.35,46.7,15803000,46.7
2016-10-14,46.95,48.45,46.65,47.9,24250300,47.9
2016-10-17,48,48.15,46.25,46.5,26433700,46.5
2016-10-18,46.6,46.85,46.4,46.65,7823100,46.65
2016-10-19,46.95,47.7,46.8,46.95,9654500,46.95
2016-10-20,47.2,47.6,46.85,47.3,6692700,47.3
2016-10-21,47.4,48,46.65,47.75,8827400,47.75
2016-10-24,47.85,48.25,47.3,47.5,9301300,47.5
2016-10-25,47.5,47.5,46.7,47,5761400,47
2016-10-26,46.9,47.55,46.45,46.75,6595800,46.75
2016-10-27,46.65,46.95,45.8,45.95,15550600,45.95
2016-10-28,46.3,47,46.25,46.8,20279900,46.8
2016-10-31,46.8,46.8,46.8,46.8,0,46.8
2016-11-01,46.9,46.9,46.3,46.5,9625300,46.5
2016-11-02,46.4,47.35,46.1,46.3,22519600,46.3
2016-11-03,46.35,46.65,46.15,46.3,15272600,46.3
2016-11-04,46.5,46.65,43.9,44.15,29068500,44.15
2016-11-07,44.9,45.25,44.4,45,6586600,45
2016-11-08,45.15,45.5,44.3,45.2,8885500,45.2
2016-11-09,42,42.75,39.65,42.25,17801300,42.25
2016-11-10,43,44.25,42.9,43.7,8733300,43.7
2016-11-11,43,43.25,41.6,41.8,7716900,41.8
2016-11-14,41.8,41.8,41.8,41.8,0,41.8
2016-11-15,41.4,41.95,39.25,39.45,12556500,39.45
2016-11-16,39.6,40.35,37.95,38.5,12848600,38.5
2016-11-17,38.7,38.8,38.05,38.35,5720300,38.35
2016-11-18,38.4,38.75,37.75,38.4,6635400,38.4
2016-11-21,38.45,38.6,36.2,36.6,9977100,36.6
2016-11-22,36.8,36.9,34.75,35.15,14634200,35.15
2016-11-23,35.15,36.15,35.05,35.65,10550900,35.65
2016-11-24,35.4,35.55,34.3,34.5,11565400,34.5
2016-11-25,34.75,35.4,34.4,35,9000200,35
2016-11-28,35,36.25,34.9,35.95,8773200,35.95
2016-11-29,35.95,37,35.95,36.55,8162800,36.55
2016-11-30,36.9,38.05,36.5,37.75,12069700,37.75
2016-12-01,37.5,37.6,35.55,35.75,15864600,35.75
2016-12-02,35.5,36.35,35.2,35.8,7954500,35.8
2016-12-05,35.8,36.4,35.45,36.05,6579000,36.05
2016-12-06,36.1,36.65,36.05,36.2,4554400,36.2
2016-12-07,36.45,36.65,35.7,36.3,5211200,36.3
2016-12-08,36.6,37.1,36.25,36.55,5563600,36.55
2016-12-09,36.7,37.25,36.55,36.9,5784300,36.9
2016-12-12,36.85,36.85,35.75,35.95,6484300,35.95
2016-12-13,36.15,36.25,35.7,36.05,4959900,36.05
2016-12-14,36.25,36.45,35.75,35.8,4490400,35.8
2016-12-15,35.75,36.15,35.6,35.8,3904700,35.8
2016-12-16,35.8,35.9,35.25,35.7,5670900,35.7
2016-12-19,35.65,36.65,35.4,36,5655700,36
2016-12-20,36,36.1,34.85,35.05,5781100,35.05
2016-12-21,35.75,38.5,35.45,37.4,49689600,37.4
2016-12-22,37.4,37.9,35.55,35.85,31051400,35.85
2016-12-23,35.55,35.75,34.6,34.75,20099000,34.75
2016-12-26,34.55,34.7,32.85,33,19529900,33
2016-12-27,33.2,33.4,32.55,33.3,12259800,33.3
2016-12-28,33.3,33.85,33.15,33.3,11820800,33.3
2016-12-29,33.2,33.7,32.55,33.45,12487400,33.45
2016-12-30,33.75,34.3,33.6,34.05,8300600,34.05
2017-01-02,34.3,35.05,33.85,34.75,7939300,34.75
2017-01-03,34.55,34.9,34.05,34.25,6302300,34.25
2017-01-04,34.2,34.55,33.8,34.3,6375000,34.3
2017-01-05,34.5,34.8,34.4,34.55,6878500,34.55
2017-01-06,34.1,34.4,33.6,33.8,11992700,33.8
2017-01-09,34,34,33.05,33.1,11047100,33.1
2017-01-10,33.3,33.55,32.75,33,17412900,33
2017-01-11,33.2,33.4,32.8,33.05,6905100,33.05
2017-01-12,33.25,33.25,32.35,32.5,10125000,32.5
2017-01-13,32.5,32.7,31,31.35,20863000,31.35
2017-01-16,31.35,32.3,31.05,31.6,10359200,31.6
2017-01-17,31.7,32.2,31.2,31.85,7220000,31.85
2017-01-18,32,32.7,31.8,32,9756300,32
2017-01-19,32.1,32.7,31.95,32.3,8313600,32.3
2017-01-20,32.4,32.45,30.85,31.2,13617500,31.2
2017-01-23,31.1,31.35,30.7,30.95,7402100,30.95
2017-01-24,31,31.7,30.9,31.2,9389800,31.2
2017-01-25,31.45,31.45,30.6,30.85,12625100,30.85
2017-01-26,30.85,30.85,30.85,30.85,0,30.85
2017-01-27,31,31.45,30.7,30.9,10624000,30.9
2017-01-30,31,35.35,30.95,34.5,66409200,34.5
2017-01-31,35.1,35.8,33.9,34.2,44886600,34.2
2017-02-01,34.2,34.45,33.3,34.25,21095700,34.25
2017-02-02,34.2,34.9,33.6,33.7,13741600,33.7
2017-02-03,34.75,40.4,34.2,36.65,87824900,36.65
2017-02-06,36.75,37.4,35.7,35.85,23914600,35.85
2017-02-07,35.85,36.65,35.4,35.55,13623900,35.55
2017-02-08,35.6,36.65,35.4,35.65,15871500,35.65
2017-02-09,35.8,36.1,35.05,35.45,13002700,35.45
2017-02-10,35.5,35.9,34.3,34.6,16611300,34.6
2017-02-13,34.2,34.2,33,33.55,13140500,33.55
2017-02-14,33.6,34.8,33.3,34.5,16145600,34.5
2017-02-15,34.5,34.6,32.25,32.7,25989800,32.7
2017-02-16,32.45,33.4,32.35,33.25,11576500,33.25
2017-02-17,33.6,33.7,32.85,33.15,11724100,33.15
2017-02-20,33.65,35.5,33.55,34.65,23735600,34.65
2017-02-21,34.75,36.5,34.45,35.35,32546400,35.35
2017-02-22,35.35,36.4,35.2,35.75,22752900,35.75
2017-02-23,36.1,38.1,36.1,36.9,56125900,36.9
2017-02-24,36.9,36.9,36.9,36.9,0,36.9
2017-02-27,37,37.5,36.5,36.7,17095700,36.7
2017-02-28,36.9,39.95,36.75,38.9,40706000,38.9
2017-03-01,39.2,40.1,38.35,38.75,24030500,38.75
2017-03-02,38.65,39.25,37.15,37.3,18863800,37.3
2017-03-03,37.35,37.85,36.85,37.45,13842800,37.45
2017-03-06,37.25,38.05,37.15,37.5,10034500,37.5
2017-03-07,37.45,37.65,35.6,36.15,19333200,36.15
2017-03-08,36.3,36.4,34.15,34.55,21443700,34.55
2017-03-09,34.5,35.9,33.75,35.5,81214600,35.5
2017-03-10,35.75,36.4,35.35,36.05,24667400,36.05
2017-03-13,36.05,36.05,36.05,36.05,0,36.05
2017-03-14,36.75,37.25,36.1,36.35,16264600,36.35
2017-03-15,36.45,38.1,36.2,36.8,22697000,36.8
2017-03-16,37.25,38.4,37.15,38.2,25905700,38.2
2017-03-17,38.2,38.45,37.3,38.25,19090200,38.25
2017-03-20,38.65,39.75,37.2,38.25,22978700,38.25
2017-03-21,38.4,38.45,37.5,38.25,9062900,38.25
2017-03-22,37.9,37.95,37.25,37.45,8367200,37.45
2017-03-23,37.45,38.4,36.5,37.85,10897100,37.85
2017-03-24,38.2,39,37.9,38.65,12317000,38.65
2017-03-27,38.4,38.5,37.4,38.15,12674400,38.15
2017-03-28,38.1,38.6,38,38.4,10813200,38.4
2017-03-29,38.45,38.8,37.95,38.15,16121800,38.15
2017-03-30,38.15,38.5,37.9,38.25,12810600,38.25
2017-03-31,38.2,38.65,38,38.3,7207000,38.3
2017-04-03,38.3,39.1,38.15,38.95,8319600,38.95
2017-04-04,38.95,38.95,38.95,38.95,0,38.95
2017-04-05,38.95,41,38.85,40.8,23998400,40.8
2017-04-06,40.7,40.8,39.8,40.15,10459500,40.15
2017-04-07,40.05,40.85,39,39.25,21151600,39.25
2017-04-10,39.1,39.25,37.35,37.5,16987300,37.5
2017-04-11,37.5,38.15,37.3,37.65,7371700,37.65
2017-04-12,38.1,38.1,36.35,36.8,9572100,36.8
2017-04-13,36.3,36.8,35.6,35.75,9630500,35.75
2017-04-14,35.75,35.75,35.75,35.75,0,35.75
2017-04-17,35.7,35.95,34,34.2,15009900,34.2
2017-04-18,34.4,35.3,33.8,34,14046600,34
2017-04-19,34,34.2,33.45,33.7,9056300,33.7
2017-04-20,33.7,34.2,33.5,33.8,6846600,33.8
2017-04-21,34.15,34.45,33.65,33.85,10795600,33.85
