"Date","PEL.NS.Open","PEL.NS.High","PEL.NS.Low","PEL.NS.Close","PEL.NS.Volume","PEL.NS.Adjusted"
2016-09-27,1895.25,1903.9,1886,1891.85,295200,1891.85
2016-09-28,1900.35,1934.5,1864,1871.25,305500,1871.25
2016-09-29,1890,1894,1757.35,1837.05,169000,1837.05
2016-09-30,1837,1855,1803.25,1838.5,124700,1838.5
2016-10-03,1859.9,1933,1850,1911.95,154700,1911.95
2016-10-04,1900,1914.2,1873.2,1894.55,103800,1894.55
2016-10-05,1896.25,1902,1865.4,1881.05,70600,1881.05
2016-10-06,1887.85,1887.85,1840,1846.8,78000,1846.8
2016-10-07,1866.4,1872.25,1826,1858.5,93900,1858.5
2016-10-10,1878,1880,1837,1848.8,43700,1848.8
2016-10-11,1848.8,1848.8,1848.8,1848.8,0,1848.8
2016-10-12,1848.8,1848.8,1848.8,1848.8,0,1848.8
2016-10-13,1849,1855.25,1783.85,1792.65,146800,1792.65
2016-10-14,1818,1853,1803.3,1838.2,86200,1838.2
2016-10-17,1838.2,1879,1822.25,1860.6,112800,1860.6
2016-10-18,1862.6,1881,1855,1873.45,84000,1873.45
2016-10-19,1878.05,1890.7,1847.4,1856.55,107000,1856.55
2016-10-20,1864.75,1870,1830,1836.65,42800,1836.65
2016-10-21,1841,1859.95,1822.5,1853.7,73500,1853.7
2016-10-24,1854,1866.75,1811,1819.5,76500,1819.5
2016-10-25,1842,1855.95,1823.35,1841.35,91400,1841.35
2016-10-26,1843.3,1858,1775.45,1793.65,124700,1793.65
2016-10-27,1804,1820,1760.75,1798.1,151200,1798.1
2016-10-28,1813.95,1813.95,1766.1,1774.65,127700,1774.65
2016-10-31,1774.65,1774.65,1774.65,1774.65,0,1774.65
2016-11-01,1800.55,1818.45,1737.8,1748.15,128900,1748.15
2016-11-02,1745,1745,1675,1688.75,133500,1688.75
2016-11-03,1680.1,1725,1605,1634.45,173000,1634.45
2016-11-04,1634,1649.9,1586.4,1610.25,152200,1610.25
2016-11-07,1629.9,1699.9,1629.9,1664.3,142100,1664.3
2016-11-08,1668,1696,1655,1680.5,61100,1680.5
2016-11-09,1560,1650,1426,1631.25,138300,1631.25
2016-11-10,1663.35,1700,1585,1597,117500,1597
2016-11-11,1594.65,1596.65,1520,1522.2,291900,1522.2
2016-11-14,1522.2,1522.2,1522.2,1522.2,0,1522.2
2016-11-15,1519.05,1534.95,1366.05,1401.75,668400,1401.75
2016-11-16,1444,1463.05,1410,1428.75,211400,1428.75
2016-11-17,1428,1445,1403.35,1422.2,150400,1422.2
2016-11-18,1412,1467.7,1412,1438.35,154900,1438.35
2016-11-21,1451.1,1505,1430.05,1435.75,201500,1435.75
2016-11-22,1479,1518,1436,1499.7,137600,1499.7
2016-11-23,1521.25,1694.95,1521.25,1653.75,296700,1653.75
2016-11-24,1655,1665.3,1611.25,1638.35,147900,1638.35
2016-11-25,1649.95,1670,1640,1662,49900,1662
2016-11-28,1670,1676,1642,1650.05,69300,1650.05
2016-11-29,1660,1749,1627.1,1641.9,170300,1641.9
2016-11-30,1659.4,1708,1650,1693.15,188300,1693.15
2016-12-01,1698,1698,1622.1,1630.85,96900,1630.85
2016-12-02,1631.1,1665,1623.95,1646.85,99000,1646.85
2016-12-05,1652,1686,1636,1667.75,58400,1667.75
2016-12-06,1671.05,1688,1664.05,1678.6,43200,1678.6
2016-12-07,1685,1715,1685,1702.2,43200,1702.2
2016-12-08,1704.2,1736.4,1700.5,1726.1,138800,1726.1
2016-12-09,1733,1745.3,1674.55,1719.9,166300,1719.9
2016-12-12,1720,1733.2,1700,1716.5,46300,1716.5
2016-12-13,1718.35,1734.9,1708.85,1728.85,42600,1728.85
2016-12-14,1730,1738,1701,1710.3,116400,1710.3
2016-12-15,1701.15,1723.75,1675.1,1691.45,45700,1691.45
2016-12-16,1692,1719.9,1679.35,1699.8,160700,1699.8
2016-12-19,1701.1,1708.75,1590,1615.4,145900,1615.4
2016-12-20,1615,1637,1586.15,1606.85,74600,1606.85
2016-12-21,1612.15,1629,1535,1551.85,73600,1551.85
2016-12-22,1553.05,1564.75,1475.05,1483.45,107300,1483.45
2016-12-23,1500,1534,1455.2,1468.3,108000,1468.3
2016-12-26,1468.3,1495,1445,1473.25,66500,1473.25
2016-12-27,1477,1520,1460.1,1501.1,135900,1501.1
2016-12-28,1507.05,1556,1507.05,1527.95,112700,1527.95
2016-12-29,1531.05,1607,1523.7,1597.6,209400,1597.6
2016-12-30,1596,1637,1596,1624.85,107800,1624.85
2017-01-02,1624.95,1632.05,1586,1594.3,36300,1594.3
2017-01-03,1600,1624.7,1571.4,1578,76700,1578
2017-01-04,1589,1608.9,1580.1,1598.4,98800,1598.4
2017-01-05,1601.05,1670,1590.55,1658.15,136900,1658.15
2017-01-06,1697,1719,1666.35,1678.8,171800,1678.8
2017-01-09,1693.9,1693.9,1662,1672,37300,1672
2017-01-10,1680,1742,1674,1734.75,127900,1734.75
2017-01-11,1750,1780,1733.15,1749,143700,1749
2017-01-12,1749.9,1794,1735,1782.65,102600,1782.65
2017-01-13,1797.95,1800.2,1765,1792.55,60300,1792.55
2017-01-16,1790,1799.9,1776,1786.95,36400,1786.95
2017-01-17,1776.5,1804.8,1760.3,1791.55,65500,1791.55
2017-01-18,1790,1859.45,1790,1844.2,156200,1844.2
2017-01-19,1835,1850,1817.4,1836.55,64500,1836.55
2017-01-20,1816.35,1835,1751,1768.05,83200,1768.05
2017-01-23,1759,1759.2,1683.1,1696.6,141300,1696.6
2017-01-24,1699,1749,1699,1729.7,92500,1729.7
2017-01-25,1741,1758,1693,1711.65,99800,1711.65
2017-01-26,1711.65,1711.65,1711.65,1711.65,0,1711.65
2017-01-27,1725.2,1759.9,1712.4,1718.7,75100,1718.7
2017-01-30,1719.85,1738,1695,1718.65,85100,1718.65
2017-01-31,1735,1750,1673.85,1687.7,108200,1687.7
2017-02-01,1699.8,1727,1677,1713.95,70400,1713.95
2017-02-02,1714,1725,1661,1674.9,80900,1674.9
2017-02-03,1699,1707.9,1675.55,1692.05,53700,1692.05
2017-02-06,1719.9,1782,1701,1766.5,195000,1766.5
2017-02-07,1779.9,1783.8,1729.6,1743.2,76000,1743.2
2017-02-08,1755,1768.7,1729.25,1761.5,57200,1761.5
2017-02-09,1750.1,1773.9,1748,1765.8,85900,1765.8
2017-02-10,1765,1789,1745.1,1776.65,92800,1776.65
2017-02-13,1771.05,1840.05,1771.05,1811.1,137500,1811.1
2017-02-14,1835,1860,1817,1832.1,110900,1832.1
2017-02-15,1835,1865,1814.5,1857.4,126400,1857.4
2017-02-16,1868.7,1874.75,1824.45,1845.4,107300,1845.4
2017-02-17,1855,1894.35,1855,1883.45,87300,1883.45
2017-02-20,1895,1910,1865.25,1890.85,62200,1890.85
2017-02-21,1885.05,1900,1881,1899.2,31500,1899.2
2017-02-22,1905,1908,1860,1899.85,64000,1899.85
2017-02-23,1908,1909,1852.25,1869.8,79700,1869.8
2017-02-24,1869.8,1869.8,1869.8,1869.8,0,1869.8
2017-02-27,1870,1885.7,1842.2,1849.7,53400,1849.7
2017-02-28,1855,1860,1835,1844.8,109300,1844.8
2017-03-01,1849.95,1874.7,1825.4,1838.7,66900,1838.7
2017-03-02,1840.2,1863.4,1828,1835.6,39800,1835.6
2017-03-03,1840,1853.05,1810.95,1822.95,54300,1822.95
2017-03-06,1830.05,1875,1830.05,1870.65,106200,1870.65
2017-03-07,1872,1914,1847,1891.3,142000,1891.3
2017-03-08,1892,1927.4,1876.25,1909.8,139700,1909.8
2017-03-09,1910.5,1915.95,1879.1,1888.45,118800,1888.45
2017-03-10,1874,1884.9,1861,1868.85,61200,1868.85
2017-03-13,1868.85,1868.85,1868.85,1868.85,0,1868.85
2017-03-14,1879,1907,1850,1867.75,80600,1867.75
2017-03-15,1872,1879,1857,1859.05,41000,1859.05
2017-03-16,1867.85,1909,1862,1901.85,102800,1901.85
2017-03-17,1882,1897.9,1850.1,1858.25,174500,1858.25
2017-03-20,1866,1879.9,1855.25,1861.55,34200,1861.55
2017-03-21,1866.95,1870.35,1822.9,1856.2,100200,1856.2
2017-03-22,1848,1872,1811.7,1858.65,106400,1858.65
2017-03-23,1874.9,1890,1843,1880.1,97600,1880.1
2017-03-24,1879.8,1883.35,1848.05,1860.35,39800,1860.35
2017-03-27,1869,1869,1845,1853,26100,1853
2017-03-28,1858,1875,1850,1868.05,60800,1868.05
2017-03-29,1850.05,1884.85,1850.05,1876.85,92600,1876.85
2017-03-30,1875,1898,1855,1868,151000,1868
2017-03-31,1899.8,1948,1880,1903.05,397100,1903.05
2017-04-03,1920,1942,1901.25,1936.05,160900,1936.05
2017-04-04,1936.05,1936.05,1936.05,1936.05,0,1936.05
2017-04-05,1955,1968,1934.65,1961.75,206800,1961.75
2017-04-06,1954,1962.35,1910.65,1933.75,110800,1933.75
2017-04-07,1934.9,1934.9,1899.05,1922.35,128400,1922.35
2017-04-10,1928,1978,1912.35,1962.6,86300,1962.6
2017-04-11,1963,2045,1960.35,2038.85,303000,2038.85
2017-04-12,2038,2093.3,2013.2,2071.55,183700,2071.55
2017-04-13,2088,2262.8,2080,2241.1001,594600,2241.1001
2017-04-14,2241.1001,2241.1001,2241.1001,2241.1001,0,2241.1001
2017-04-17,2250,2332.8501,2198.8,2273.1001,353200,2273.1001
2017-04-18,2297,2297,2221.5,2233.6499,124900,2233.6499
2017-04-19,2221,2267.8,2188,2254,141800,2254
2017-04-20,2253.3501,2283.5,2235,2265.95,93000,2265.95
2017-04-21,2284.7,2377.45,2257.6499,2351.1001,288600,2351.1001
