"Date","SIEMENS.NS.Open","SIEMENS.NS.High","SIEMENS.NS.Low","SIEMENS.NS.Close","SIEMENS.NS.Volume","SIEMENS.NS.Adjusted"
2016-08-18,1292.9,1297.9,1285.05,1291.45,66200,1284.875
2016-08-19,1292,1313.25,1283.05,1308,193000,1301.341
2016-08-22,1304.7,1317,1290.6,1297.75,188000,1291.143
2016-08-23,1295,1296.8,1277.65,1285.55,205700,1279.006
2016-08-24,1285.55,1291,1270.15,1285.8,116900,1279.254
2016-08-25,1285,1298,1263,1268.9,316400,1262.44
2016-08-26,1272.25,1301,1260,1293.1,186000,1286.517
2016-08-29,1294,1295.05,1271,1281.35,104500,1274.827
2016-08-30,1280.2,1294,1274,1276.75,201200,1270.25
2016-08-31,1282.1,1289.5,1256.05,1266.05,199400,1259.605
2016-09-01,1270,1276.2,1250.55,1254.65,192800,1248.263
2016-09-02,1258.1,1268.25,1254.6,1260.95,148800,1254.531
2016-09-05,1260.95,1260.95,1260.95,1260.95,0,1254.531
2016-09-06,1268,1280,1263,1271.85,189100,1265.375
2016-09-07,1272,1315,1265,1295.9,370700,1289.303
2016-09-08,1308.95,1319,1294.05,1299.75,308600,1293.133
2016-09-09,1294.9,1300.05,1276,1289.75,235500,1283.184
2016-09-12,1269.5,1269.5,1237.2,1244,330300,1237.667
2016-09-13,1244,1244,1244,1244,0,1237.667
2016-09-14,1245,1259.9,1230,1249.35,318900,1242.99
2016-09-15,1250,1258.7,1242.6,1250.05,99800,1243.686
2016-09-16,1254.1,1266,1249.8,1258.4,232600,1251.994
2016-09-19,1267,1268.3,1246.85,1264.1,174700,1257.665
2016-09-20,1263,1263.9,1242,1247.4,89300,1241.05
2016-09-21,1234.65,1278.85,1234.65,1262.25,264400,1255.824
2016-09-22,1271.1,1273.95,1247,1262.35,170800,1255.924
2016-09-23,1262.35,1280,1255,1275.95,197400,1269.454
2016-09-26,1273.95,1285.35,1265.2,1271.9,129400,1265.425
2016-09-27,1274,1286.9,1272.4,1280.9,286300,1274.379
2016-09-28,1280,1291.4,1271.2,1288.55,178600,1281.99
2016-09-29,1291,1299.95,1202.15,1217.8,354700,1211.601
2016-09-30,1233.95,1250,1212.5,1240.3,173800,1233.986
2016-10-03,1246.95,1261.75,1239.35,1255.8,167000,1249.407
2016-10-04,1255,1260.55,1247.1,1257.1,155400,1250.7
2016-10-05,1261.3,1268.95,1248.1,1261.4,185600,1254.979
2016-10-06,1263.1,1267,1235.45,1244.65,101000,1238.314
2016-10-07,1243.7,1249,1235,1243.1,71000,1236.772
2016-10-10,1246,1247.7,1231.25,1239.25,78000,1232.941
2016-10-11,1239.25,1239.25,1239.25,1239.25,0,1232.941
2016-10-12,1239.25,1239.25,1239.25,1239.25,0,1232.941
2016-10-13,1232,1244,1220,1225.5,135600,1219.261
2016-10-14,1230,1232,1213.2,1227.3,68600,1221.052
2016-10-17,1227.5,1236.75,1203.6,1209.5,63100,1203.343
2016-10-18,1212,1237.9,1203.65,1229.85,106500,1223.589
2016-10-19,1236.9,1237.2,1222.5,1229.2,92700,1222.942
2016-10-20,1235,1236.4,1218,1220.2,92000,1213.988
2016-10-21,1223,1231.7,1217.15,1228.1,47000,1221.848
2016-10-24,1226.5,1231.55,1209.05,1211.45,96500,1205.283
2016-10-25,1214,1219.75,1205.55,1212.3,57600,1206.129
2016-10-26,1207.9,1211.2,1186.8,1196.5,92200,1190.409
2016-10-27,1190.1,1197.1,1152.5,1175.65,179900,1169.665
2016-10-28,1175,1191.6,1169.05,1183.7,56000,1177.674
2016-10-31,1183.7,1183.7,1183.7,1183.7,0,1177.674
2016-11-01,1195,1196.15,1158.65,1164.6,88500,1158.671
2016-11-02,1164.6,1175,1151.25,1158.35,121700,1152.453
2016-11-03,1157,1164,1125,1133.45,141000,1127.68
2016-11-04,1131.4,1132.8,1107,1110.4,118800,1104.747
2016-11-07,1116.9,1128.95,1101.95,1107.15,108200,1101.514
2016-11-08,1114.8,1129,1101.1,1123.8,82100,1118.079
2016-11-09,1099.9,1099.9,1012,1084.6,187800,1079.079
2016-11-10,1101,1118.75,1087.05,1091.3,123900,1085.744
2016-11-11,1085,1165,1071.2,1116.8,273200,1111.115
2016-11-14,1116.8,1116.8,1116.8,1116.8,0,1111.115
2016-11-15,1140,1144.75,1050.25,1103.55,226200,1097.932
2016-11-16,1120,1138,1086.05,1115.9,217500,1110.219
2016-11-17,1115,1154,1063,1123.9,308200,1118.179
2016-11-18,1133,1134.75,1103,1116.4,118400,1110.717
2016-11-21,1112.1,1121.95,1073.5,1080.95,86400,1075.447
2016-11-22,1092.2,1100,1052.4,1074.45,148900,1068.98
2016-11-23,1077,1094.4,1045.2,1054.75,645100,1049.381
2016-11-24,1049.3,1053.5,1026.3,1047.3,343800,1041.968
2016-11-25,1047.65,1068.95,1045,1055.15,153600,1049.778
2016-11-28,1055,1088.4,1051,1078.75,163600,1073.258
2016-11-29,1080,1098.5,1077,1086.3,135000,1080.77
2016-11-30,1086.35,1098,1081,1087.15,179800,1081.616
2016-12-01,1090,1122,1082.1,1117.35,210000,1111.662
2016-12-02,1116.95,1119,1084.55,1091.75,168100,1086.192
2016-12-05,1095,1110.6,1089.15,1092.4,133200,1086.839
2016-12-06,1092.45,1142.75,1092.45,1125.5,203700,1119.77
2016-12-07,1136,1140,1092,1099.05,277900,1093.455
2016-12-08,1110.95,1141.6,1108.15,1136.55,231900,1130.764
2016-12-09,1141.1,1151.05,1123,1131.85,172300,1126.088
2016-12-12,1150,1150,1115,1135.6,112500,1129.819
2016-12-13,1130.1,1140.95,1120.7,1133.35,111900,1127.58
2016-12-14,1133,1136.5,1113.55,1118.6,121200,1112.905
2016-12-15,1100,1141,1100,1128.85,149700,1123.103
2016-12-16,1131.95,1139.7,1115,1127.4,147500,1121.661
2016-12-19,1125,1128.2,1104.05,1111.4,152500,1105.742
2016-12-20,1114,1124.9,1084.95,1090.55,164300,1084.998
2016-12-21,1085.2,1107.6,1082.4,1100.35,185700,1094.748
2016-12-22,1105,1105,1083.25,1086.3,109700,1080.77
2016-12-23,1084.95,1084.95,1062.95,1070.85,159800,1065.399
2016-12-26,1065.5,1068.95,1046,1051.05,93000,1045.699
2016-12-27,1052,1064.5,1050,1061.8,55500,1056.395
2016-12-28,1064,1079.5,1063,1065.55,74400,1060.126
2016-12-29,1066,1094.7,1059.6,1085.55,343700,1080.024
2016-12-30,1090,1117.4,1086.8,1112.5,124800,1106.837
2017-01-02,1115.2,1126.95,1112.55,1120,79700,1114.298
2017-01-03,1122,1128,1106.25,1108.5,85900,1102.857
2017-01-04,1108,1125.9,1107.95,1121.95,213200,1116.238
2017-01-05,1126,1148.4,1125.95,1141.65,255100,1135.838
2017-01-06,1154,1171.4,1149.95,1164.15,275900,1158.224
2017-01-09,1171,1182,1145,1149.05,172200,1143.2
2017-01-10,1159,1179.05,1147,1172.55,167600,1166.581
2017-01-11,1176,1182,1156.55,1177.35,177500,1171.356
2017-01-12,1177.1,1189.05,1167.05,1179.55,193900,1173.545
2017-01-13,1181,1186.4,1168.25,1174.1,255300,1168.123
2017-01-16,1179,1191,1169.55,1177.2,203300,1171.207
2017-01-17,1178.7,1183,1170,1173.65,167100,1167.675
2017-01-18,1175.1,1200,1175.1,1192.3,167200,1186.23
2017-01-19,1195,1196.25,1176,1182,1165700,1175.983
2017-01-20,1182,1182,1147.75,1154.6,143100,1148.722
2017-01-23,1151.55,1167,1146.6,1158.95,116000,1153.05
2017-01-24,1158.95,1173,1149.05,1164.3,192100,1158.373
2017-01-25,1175,1186,1168.25,1180.1,216200,1174.092
2017-01-26,1180.1,1180.1,1180.1,1180.1,0,1174.092
2017-01-27,1181.65,1194.5,1165,1177.3,259700,1171.307
2017-01-30,1174,1183,1172.5,1178.6,95500,1172.6
2017-01-31,1174,1179.9,1139.7,1146.6,185100,1146.6
2017-02-01,1146.6,1174.8,1133.15,1171.35,172000,1171.35
2017-02-02,1172,1175.15,1154,1166.7,147200,1166.7
2017-02-03,1170,1190,1162.8,1188.1,183500,1188.1
2017-02-06,1194.7,1238.9,1192.8,1227.1,473300,1227.1
2017-02-07,1237,1242.75,1212,1234.4,367900,1234.4
2017-02-08,1238,1259,1203,1218.95,1182900,1218.95
2017-02-09,1221.75,1234,1204.85,1224.2,246500,1224.2
2017-02-10,1227.2,1228.5,1207,1211.55,116900,1211.55
2017-02-13,1219.9,1221.6,1189.7,1196.7,160500,1196.7
2017-02-14,1200,1218.15,1177.8,1214.05,200700,1214.05
2017-02-15,1215.8,1225.9,1196,1201.55,339600,1201.55
2017-02-16,1202.4,1213.6,1192.3,1206.75,188000,1206.75
2017-02-17,1208,1222.85,1200.5,1214.8,173100,1214.8
2017-02-20,1215.55,1223.2,1206,1215.25,200500,1215.25
2017-02-21,1227.3,1234,1217,1221.9,279200,1221.9
2017-02-22,1225,1235,1207.05,1217.85,227700,1217.85
2017-02-23,1220,1225.55,1196.6,1201.35,222200,1201.35
2017-02-24,1201.35,1201.35,1201.35,1201.35,0,1201.35
2017-02-27,1208,1212,1185.65,1193.85,186600,1193.85
2017-02-28,1195,1209,1193.8,1207.35,186700,1207.35
2017-03-01,1211,1236.45,1211,1216.95,233700,1216.95
2017-03-02,1221.9,1225,1191.55,1198.25,134400,1198.25
2017-03-03,1199,1204.95,1185.05,1190.85,144000,1190.85
2017-03-06,1196.9,1202,1186,1193.1,154600,1193.1
2017-03-07,1193.1,1216.5,1188.65,1209.9,235100,1209.9
2017-03-08,1212,1216.5,1190,1203,238200,1203
2017-03-09,1201,1210.7,1192.8,1204.4,108600,1204.4
2017-03-10,1204.4,1212,1195.1,1200.65,127800,1200.65
2017-03-13,1200.65,1200.65,1200.65,1200.65,0,1200.65
2017-03-14,1216,1257.9,1207,1252.5,466600,1252.5
2017-03-15,1260,1265,1247.1,1254.3,272200,1254.3
2017-03-16,1263.9,1271.95,1250.4,1264.5,269300,1264.5
2017-03-17,1266.25,1270.45,1245.6,1260.65,219600,1260.65
2017-03-20,1261,1268.95,1238,1246.9,205300,1246.9
2017-03-21,1249.25,1258.9,1240.2,1247.55,179200,1247.55
2017-03-22,1245,1245,1220.25,1230.7,173500,1230.7
2017-03-23,1248,1248.05,1231.45,1240,132500,1240
2017-03-24,1247,1256.8,1238,1241.7,161900,1241.7
2017-03-27,1235,1246,1227.45,1241.15,98300,1241.15
2017-03-28,1242.5,1250.95,1238.25,1246.5,144500,1246.5
2017-03-29,1248.6,1266.4,1242,1262.85,430300,1262.85
2017-03-30,1265,1273.8,1245.3,1251.2,252600,1251.2
2017-03-31,1255,1265,1227,1255.2,189900,1255.2
2017-04-03,1257.4,1307,1255.25,1302.05,374100,1302.05
2017-04-04,1302.05,1302.05,1302.05,1302.05,0,1302.05
2017-04-05,1299,1311.25,1291.25,1304.55,258100,1304.55
2017-04-06,1291.15,1304.45,1286.05,1298.5,145000,1298.5
2017-04-07,1294.8,1318.65,1289.1,1299.45,375900,1299.45
2017-04-10,1315,1326.8,1299.2,1312.05,252300,1312.05
2017-04-11,1313.1,1324.9,1307.25,1314.45,149100,1314.45
2017-04-12,1317.2,1319,1296.15,1303.15,134500,1303.15
2017-04-13,1300,1309.55,1295,1298.55,76500,1298.55
2017-04-14,1298.55,1298.55,1298.55,1298.55,0,1298.55
2017-04-17,1297.85,1303,1286,1292.5,121400,1292.5
2017-04-18,1292.8,1323.3,1292.8,1300.6,159300,1300.6
2017-04-19,1300,1304.85,1280,1287.35,142000,1287.35
2017-04-20,1294,1313.75,1286,1310.95,127300,1310.95
2017-04-21,1315,1336.2,1304,1310.3,212500,1310.3
