"Date","JUSTDIAL.NS.Open","JUSTDIAL.NS.High","JUSTDIAL.NS.Low","JUSTDIAL.NS.Close","JUSTDIAL.NS.Volume","JUSTDIAL.NS.Adjusted"
2016-09-19,472,481.55,470.1,473.5,1142700,473.5
2016-09-20,475,477.75,466,468.6,889700,468.6
2016-09-21,467.4,474.5,463,464.9,921200,464.9
2016-09-22,470,472.4,462,467.85,871300,467.85
2016-09-23,469,473.2,462.6,464.15,942100,464.15
2016-09-26,463.9,463.9,450,454.85,1172900,454.85
2016-09-27,446,456.95,440.75,443.25,2676800,443.25
2016-09-28,442.4,458.4,442.15,452.4,1754100,452.4
2016-09-29,457.2,460,422.1,426,2510800,426
2016-09-30,423,437,416.5,430.85,2475600,430.85
2016-10-03,433,439.8,430.15,436.1,1181700,436.1
2016-10-04,438.3,443.35,433.5,437.85,957400,437.85
2016-10-05,439.05,442.5,429.75,432.65,1045000,432.65
2016-10-06,433.95,442.5,430.1,433.35,1020700,433.35
2016-10-07,434,439,431.1,436.4,735600,436.4
2016-10-10,438.5,440.95,433,434.75,560700,434.75
2016-10-11,434.75,434.75,434.75,434.75,0,434.75
2016-10-12,434.75,434.75,434.75,434.75,0,434.75
2016-10-13,434,457.8,432.05,453.45,3200100,453.45
2016-10-14,458,460,441,444.35,1183000,444.35
2016-10-17,443.7,447.95,435,442.3,980600,442.3
2016-10-18,444.95,450.8,442.8,446,882900,446
2016-10-19,446.95,458.8,446,454.95,981800,454.95
2016-10-20,456,458.7,446.2,450.45,809600,450.45
2016-10-21,452,454.15,445.5,449.35,523500,449.35
2016-10-24,451,451.9,444.15,449.45,594700,449.45
2016-10-25,449.95,450.9,443.05,448.2,438200,448.2
2016-10-26,447.8,457.9,441,450.05,1403500,450.05
2016-10-27,444,444,422.35,425.55,1732200,425.55
2016-10-28,424.85,429.45,421,423.05,755300,423.05
2016-10-31,423.05,423.05,423.05,423.05,0,423.05
2016-11-01,425.3,429.5,419.75,422.2,594700,422.2
2016-11-02,420,426.8,417.1,420.1,831800,420.1
2016-11-03,420.7,424.8,409,411.1,821900,411.1
2016-11-04,409,410,389.8,393.6,977200,393.6
2016-11-07,403,406.95,390.5,392.65,890200,392.65
2016-11-08,395,404,389.45,394.15,766300,394.15
2016-11-09,368,382,350.45,379.05,1098600,379.05
2016-11-10,385,400.85,384.05,396.65,647900,396.65
2016-11-11,390,408.45,386,404.85,1524900,404.85
2016-11-14,404.85,404.85,404.85,404.85,0,404.85
2016-11-15,405,408,390,396.7,948500,396.7
2016-11-16,401,406.7,392.5,395.85,680500,395.85
2016-11-17,399.9,399.9,390.1,395.35,479000,395.35
2016-11-18,398,401,393.1,398.65,527500,398.65
2016-11-21,396,401,378.3,382.7,902000,382.7
2016-11-22,384,387.95,370.35,377.6,938200,377.6
2016-11-23,379.5,379.8,366.8,370.05,946100,370.05
2016-11-24,365.5,374.45,357.5,368.3,1011400,368.3
2016-11-25,367.15,375.8,365.5,367.8,813800,367.8
2016-11-28,366.2,374.95,364.5,370.5,560700,370.5
2016-11-29,370.5,380,370.45,377.5,705400,377.5
2016-11-30,379,382.5,373.2,379.6,695600,379.6
2016-12-01,382.4,385.85,375.5,378.75,640400,378.75
2016-12-02,378,378,371,373.4,357100,373.4
2016-12-05,373.7,383.5,372.5,380.55,478500,380.55
2016-12-06,380.9,384,378.05,379.4,450600,379.4
2016-12-07,378.05,382.85,376.3,380.15,405400,380.15
2016-12-08,382.8,385,376.75,379.45,592600,379.45
2016-12-09,382.4,388.8,379.5,382.25,979800,382.25
2016-12-12,382,383.95,376.5,378.65,311200,378.65
2016-12-13,378,378.95,373.05,376.15,338300,376.15
2016-12-14,377.7,380.75,374.85,378.75,361200,378.75
2016-12-15,376.95,396,375.2,389.5,1387100,389.5
2016-12-16,391.8,393,378.5,379.9,524400,379.9
2016-12-19,378.5,378.5,370.3,371.4,391900,371.4
2016-12-20,372.5,374.8,351.35,353.05,820600,353.05
2016-12-21,351,351,341,344.9,1293100,344.9
2016-12-22,339,352.25,338.55,341.45,1150000,341.45
2016-12-23,336.6,347.95,334.35,339.25,1004500,339.25
2016-12-26,333.1,339.4,326,329.7,855400,329.7
2016-12-27,326.1,332.8,318.05,324.1,1435200,324.1
2016-12-28,324,333.8,320.9,322,1168300,322
2016-12-29,322.6,334.5,321.6,332.6,1663800,332.6
2016-12-30,331.95,342.9,331.45,338.95,1125600,338.95
2017-01-02,340,347.9,338.05,345.85,782300,345.85
2017-01-03,345,351.45,343.3,349.15,894200,349.15
2017-01-04,348.6,350.55,341.15,343.55,595100,343.55
2017-01-05,350,398.6,347.05,394.1,11442700,394.1
2017-01-06,398,405,371.6,376.05,7437400,376.05
2017-01-09,378,395.55,377.5,386.3,4332000,386.3
2017-01-10,388.9,389.65,377.2,380.7,1610400,380.7
2017-01-11,382.4,390.35,380,382.1,1395100,382.1
2017-01-12,383.8,387.85,367.1,373.2,1681300,373.2
2017-01-13,376,384,367,370.85,1222500,370.85
2017-01-16,370,382,363.2,372.95,1763300,372.95
2017-01-17,374,382,366.65,369.15,1531200,369.15
2017-01-18,368,374.25,363.85,367.4,895100,367.4
2017-01-19,369.7,369.7,360.7,362.6,738000,362.6
2017-01-20,362.7,368.95,355.85,357.3,869100,357.3
2017-01-23,356.2,359.85,347.6,351.55,956100,351.55
2017-01-24,354.2,363.5,352.35,358.95,1426600,358.95
2017-01-25,361.8,367.15,356.55,361.6,1359200,361.6
2017-01-26,361.6,361.6,361.6,361.6,0,361.6
2017-01-27,363,378.2,363,371.85,2210200,371.85
2017-01-30,378,394.7,373.25,382,3821500,382
2017-01-31,383.05,386.4,363.5,365.4,1752200,365.4
2017-02-01,365.4,371.85,362.05,369.15,861000,369.15
2017-02-02,371.5,378.25,369.05,375.8,966300,375.8
2017-02-03,377.5,384.6,376.65,379.35,997500,379.35
2017-02-06,383.4,407.8,380.2,400.85,4393600,400.85
2017-02-07,407,415.25,398.1,400.45,2825200,400.45
2017-02-08,402.4,406.75,394.2,404,899200,404
2017-02-09,406.8,434.8,406,427.4,6616200,427.4
2017-02-10,429.1,440.6,427.05,429.65,3374300,429.65
2017-02-13,428.25,435.5,416.85,422.85,1742700,422.85
2017-02-14,423.75,428.85,418.15,426.05,919800,426.05
2017-02-15,427.4,446,423.1,426.55,4275500,426.55
2017-02-16,430,441,430,438.1,1853300,438.1
2017-02-17,440.8,463.25,434,460.5,4151500,460.5
2017-02-20,459.9,487.65,456.65,484.5,3883500,484.5
2017-02-21,485,509,484.5,506.8,6144000,506.8
2017-02-22,510,537,507.3,530.1,5611500,530.1
2017-02-23,537,545.45,527.9,534.6,6010600,534.6
2017-02-24,534.6,534.6,534.6,534.6,0,534.6
2017-02-27,534.6,545.9,530.15,543.4,2382800,543.4
2017-02-28,547.15,560,543.6,546.7,3157400,546.7
2017-03-01,551,556.95,543.4,548.2,1734600,548.2
2017-03-02,551,554.75,533,537.6,1569500,537.6
2017-03-03,535.95,552.7,519,546.35,2831300,546.35
2017-03-06,550,553.8,543.85,548.75,1251600,548.75
2017-03-07,546.8,599.9,545,586.25,5598800,586.25
2017-03-08,599,607.1,582.2,589.9,5884700,589.9
2017-03-09,588,605,584,589.65,3980400,589.65
2017-03-10,592.95,599,576.85,583.1,2498700,583.1
2017-03-13,583.1,583.1,583.1,583.1,0,583.1
2017-03-14,596,598.7,586.1,590.15,1251600,590.15
2017-03-15,591.7,599,582.2,590.95,1794900,590.95
2017-03-16,594.75,619.4,591.5,614.95,4501600,614.95
2017-03-17,618,619.85,600.5,604.55,2263200,604.55
2017-03-20,607,617.55,605.8,610.6,1598800,610.6
2017-03-21,611.95,614.4,592.25,595.55,1441800,595.55
2017-03-22,590.9,591.25,560.5,564.25,2204400,564.25
2017-03-23,566,576.5,561.5,571.95,2407800,571.95
2017-03-24,573.7,584.5,571,573.75,1853300,573.75
2017-03-27,573.8,575.95,563.1,567.85,1377800,567.85
2017-03-28,569.4,575,567,568.95,818400,568.95
2017-03-29,563.7,568.45,548.65,552.9,2300100,552.9
2017-03-30,556.65,559.2,540.3,542.85,2341900,542.85
2017-03-31,544.7,545.9,525.9,527.55,1775900,527.55
2017-04-03,524,548.2,520.1,544.8,2690900,544.8
2017-04-04,544.8,544.8,544.8,544.8,0,544.8
2017-04-05,546,561.2,546,555.2,1694300,555.2
2017-04-06,547.05,549.4,528.55,533.75,1709600,533.75
2017-04-07,529.15,532.5,515.2,519.6,1499400,519.6
2017-04-10,516,529.5,508.4,523.95,1935700,523.95
2017-04-11,526.7,536.9,520.8,530.9,1599900,530.9
2017-04-12,528,533.7,516.15,522.3,1168600,522.3
2017-04-13,520,529.5,518.5,522.25,821200,522.25
2017-04-14,522.25,522.25,522.25,522.25,0,522.25
2017-04-17,521,521.75,502.1,505.9,1730500,505.9
2017-04-18,508,515,494,495.9,1432800,495.9
2017-04-19,494,509,483.95,502.7,1752800,502.7
2017-04-20,508,531.8,502.55,528.75,3169000,528.75
2017-04-21,531.8,537.25,514,524.3,2008700,524.3
