"Date","INDIANB.NS.Open","INDIANB.NS.High","INDIANB.NS.Low","INDIANB.NS.Close","INDIANB.NS.Volume","INDIANB.NS.Adjusted"
2016-11-02,225.7,225.7,218.1,219.75,297000,219.75
2016-11-03,218.15,225,206.8,210.3,419300,210.3
2016-11-04,214.05,215,201.55,206,388100,206
2016-11-07,213,214,208.6,210,244100,210
2016-11-08,212.9,217.5,211.1,216,295800,216
2016-11-09,200,230.8,185,226.9,1283100,226.9
2016-11-10,235,272,233,268.35,3856400,268.35
2016-11-11,260.9,276.4,245.3,250.5,2181100,250.5
2016-11-14,250.5,250.5,250.5,250.5,0,250.5
2016-11-15,251.55,261.9,238.95,250.7,1333200,250.7
2016-11-16,255.7,259.8,240.65,243.1,645700,243.1
2016-11-17,243,252,243,247.85,607400,247.85
2016-11-18,248,267.5,245.25,261.9,1504800,261.9
2016-11-21,264,266.7,247.15,250.05,677900,250.05
2016-11-22,256.9,256.9,235,247.25,1149500,247.25
2016-11-23,250.45,252,243.1,245,700600,245
2016-11-24,240.5,246.9,238,239.15,570300,239.15
2016-11-25,241.45,246,240.55,242.1,356700,242.1
2016-11-28,237.7,248,232.2,241.95,407300,241.95
2016-11-29,241.05,247.5,239.5,240.75,366900,240.75
2016-11-30,240,255.1,240,253.75,764700,253.75
2016-12-01,256.5,257.5,245.6,246.95,437500,246.95
2016-12-02,245.9,252,242.1,243.55,454000,243.55
2016-12-05,243,248,240.2,241.4,325000,241.4
2016-12-06,243.2,248,239.15,240.7,322400,240.7
2016-12-07,243,247.9,237.35,241.8,545800,241.8
2016-12-08,243.15,245.45,242.5,244.3,222800,244.3
2016-12-09,245,250.9,243,244.65,390900,244.65
2016-12-12,245.9,245.9,239.45,240.35,187700,240.35
2016-12-13,241.5,247.5,238,245.4,2057500,245.4
2016-12-14,248,248,238.85,240.4,152000,240.4
2016-12-15,237,244.95,237,241.45,162400,241.45
2016-12-16,241.1,244,230,231.3,328400,231.3
2016-12-19,230.95,232.7,228.2,229.15,165800,229.15
2016-12-20,228.25,232,218,219.55,287100,219.55
2016-12-21,222.3,222.95,210.3,212,334200,212
2016-12-22,210,211.4,200.2,200.9,513000,200.9
2016-12-23,201,211,196.5,209.45,806900,209.45
2016-12-26,206.1,208.1,201,202.3,302600,202.3
2016-12-27,203.55,211,201.7,209.85,399400,209.85
2016-12-28,210,216.4,209.6,213.85,414800,213.85
2016-12-29,211.65,217.9,211.55,216.85,257800,216.85
2016-12-30,216.9,223.95,216.1,220.85,346700,220.85
2017-01-02,221.5,224.5,218.95,222.6,275700,222.6
2017-01-03,222.9,231,219.1,224,421000,224
2017-01-04,224.65,229.45,224,225.7,270800,225.7
2017-01-05,229.3,231,226.95,227.55,187400,227.55
2017-01-06,227.55,244.6,227.55,234.15,1027700,234.15
2017-01-09,236.1,238.5,232.55,234.95,248100,234.95
2017-01-10,236,237.6,233.65,235.4,169000,235.4
2017-01-11,237,251.9,236.2,248.95,957600,248.95
2017-01-12,250.05,251.95,242.2,249.55,448300,249.55
2017-01-13,248.7,251.25,245,246.8,237900,246.8
2017-01-16,245,250,243.5,247.8,189300,247.8
2017-01-17,246.75,250.5,245.5,246.95,156300,246.95
2017-01-18,246.95,250.25,246.9,248.4,177900,248.4
2017-01-19,248.95,251,246.7,249.8,265300,249.8
2017-01-20,249,250.7,243.2,244.35,149600,244.35
2017-01-23,244.65,251.9,242,246.85,329300,246.85
2017-01-24,248.5,260,248.5,257.6,489800,257.6
2017-01-25,260,279,259.1,272.4,3076700,272.4
2017-01-26,272.4,272.4,272.4,272.4,0,272.4
2017-01-27,273.75,274.5,265,267.35,541500,267.35
2017-01-30,268.2,277.8,268.2,272.25,838400,272.25
2017-01-31,271.9,279,265.55,272.25,469400,272.25
2017-02-01,272.25,277.1,270,273.65,512400,273.65
2017-02-02,274.45,288.65,271,281.95,1045800,281.95
2017-02-03,283.45,292,281,290.85,894900,290.85
2017-02-06,293,298.7,290.05,292.05,625000,292.05
2017-02-07,292.2,294.85,287.2,292.4,345500,292.4
2017-02-08,292.4,307,282.35,298.5,648700,298.5
2017-02-09,310,310,295,304.1,756400,304.1
2017-02-10,302.55,307.95,301.3,303.2,303500,303.2
2017-02-13,301.75,304,283.1,288,579200,288
2017-02-14,288,293.95,285,286.95,314900,286.95
2017-02-15,286.95,289.35,274.1,278.25,358200,278.25
2017-02-16,278.1,290.8,278.1,289.45,358600,289.45
2017-02-17,290,296,289.95,291,273600,291
2017-02-20,291.25,294.9,288.15,290.25,174800,290.25
2017-02-21,290.55,294.3,286.55,291.65,153400,291.65
2017-02-22,290.15,294.5,288.2,289.1,143100,289.1
2017-02-23,289.4,293.45,288.35,291.05,167600,291.05
2017-02-24,291.05,291.05,291.05,291.05,0,291.05
2017-02-27,291,297.8,284.15,293.8,276400,293.8
2017-02-28,292.05,297,287,288.5,423900,288.5
2017-03-01,289.9,295,284.85,287.7,445000,287.7
2017-03-02,290,291.75,278.1,279.85,225300,279.85
2017-03-03,279.7,289.45,276.65,286.25,300900,286.25
2017-03-06,287.5,288.45,283.1,285.05,107500,285.05
2017-03-07,286,289.45,282.1,283.5,147100,283.5
2017-03-08,283,286.5,279,279.65,128400,279.65
2017-03-09,279.4,282,269.9,271,342500,271
2017-03-10,273,275.9,265.35,267.1,227500,267.1
2017-03-13,267.1,267.1,267.1,267.1,0,267.1
2017-03-14,273.5,277.2,271,275.25,341200,275.25
2017-03-15,275.65,280.25,272,273.7,299800,273.7
2017-03-16,276,280,276,277.95,190700,277.95
2017-03-17,277,286.05,277,284.95,363200,284.95
2017-03-20,285.25,286.5,268.4,270.05,1076900,270.05
2017-03-21,271.5,273.95,261,265.55,469000,265.55
2017-03-22,264,265.05,256.75,257.65,496000,257.65
2017-03-23,261,264.5,260.35,261.2,397700,261.2
2017-03-24,263.1,270.85,261.5,263.1,994200,263.1
2017-03-27,263.05,268.4,261.8,264.1,314100,264.1
2017-03-28,267.85,267.85,264.5,265.5,242500,265.5
2017-03-29,266.5,270.85,262.1,263.55,1272400,263.55
2017-03-30,265,268.05,262.55,264.2,299100,264.2
2017-03-31,266.9,283.3,266.1,278.25,2071500,278.25
2017-04-03,280,282.9,279.3,280.95,435500,280.95
2017-04-04,280.95,280.95,280.95,280.95,0,280.95
2017-04-05,281,286.2,279,283,659900,283
2017-04-06,283.95,285.45,280.6,281.4,458700,281.4
2017-04-07,280.6,281.85,269.3,270.25,964700,270.25
2017-04-10,270.5,272.25,264.5,270.35,807500,270.35
2017-04-11,270.4,278,270.2,274.35,651500,274.35
2017-04-12,276,276,262.25,263.25,1257300,263.25
2017-04-13,262.5,271.3,259.3,263.6,1241300,263.6
2017-04-14,263.6,263.6,263.6,263.6,0,263.6
2017-04-17,263,265,257.9,258.3,617800,258.3
2017-04-18,259.8,267,256.45,257.5,712100,257.5
2017-04-19,258.5,261.25,251.45,253.3,742800,253.3
2017-04-20,254.6,259.8,254,257.25,583800,257.25
2017-04-21,259.5,262.85,258.1,260.1,582900,260.1
