"Date","GODREJCP.NS.Open","GODREJCP.NS.High","GODREJCP.NS.Low","GODREJCP.NS.Close","GODREJCP.NS.Volume","GODREJCP.NS.Adjusted"
2016-08-10,1530,1530,1494,1501.9,312500,1499.91
2016-08-11,1505.85,1525,1478.25,1510.3,236400,1508.3
2016-08-12,1524.5,1555.6,1508.55,1550.05,355200,1548
2016-08-15,1550.05,1550.05,1550.05,1550.05,0,1548
2016-08-16,1564.9,1564.9,1519.05,1527.95,264500,1525.93
2016-08-17,1531.4,1537,1511.1,1525.6,142200,1523.58
2016-08-18,1528,1539,1521,1529.5,103500,1527.48
2016-08-19,1540,1564.95,1531.5,1545.05,125000,1543.01
2016-08-22,1546.95,1558.55,1525.1,1529.6,158300,1527.58
2016-08-23,1523.7,1528.95,1490.6,1499.1,207400,1497.12
2016-08-24,1499.1,1540.6,1499.1,1535.65,223700,1533.62
2016-08-25,1537.3,1548,1518.5,1529.6,180900,1527.58
2016-08-26,1529.6,1543.9,1505.6,1518.2,174700,1516.19
2016-08-29,1520,1540,1509.05,1536.25,127500,1534.22
2016-08-30,1539.2,1575.35,1539,1562.65,196400,1560.58
2016-08-31,1562,1580,1510,1516.7,384100,1514.7
2016-09-01,1530,1564.4,1520.05,1556.15,115700,1554.09
2016-09-02,1556,1582.25,1540,1568.2,168500,1566.13
2016-09-05,1568.2,1568.2,1568.2,1568.2,0,1566.13
2016-09-06,1575,1629.9,1570,1623.05,288900,1620.9
2016-09-07,1625.15,1685,1625.15,1669.9,649800,1667.69
2016-09-08,1670,1685.3,1669.1,1680.7,622900,1678.48
2016-09-09,1690,1690,1641,1654.65,274600,1652.46
2016-09-12,1645,1645,1604.1,1611.6,85300,1609.47
2016-09-13,1611.6,1611.6,1611.6,1611.6,0,1609.47
2016-09-14,1611.6,1665,1611.6,1651.9,235900,1649.72
2016-09-15,1651,1682.5,1650.95,1672.95,211900,1670.74
2016-09-16,1666,1715,1666,1687.25,284000,1685.02
2016-09-19,1688,1698.75,1644.8,1658.35,134600,1656.16
2016-09-20,1679,1679,1621.6,1634.75,282400,1632.59
2016-09-21,1642.35,1647.9,1600.05,1606.7,430400,1604.58
2016-09-22,1621,1648.1,1581.45,1588.75,235300,1586.65
2016-09-23,1576.85,1598.9,1561,1581.15,313500,1579.06
2016-09-26,1585,1612,1570.75,1604.65,200500,1602.53
2016-09-27,1610,1629,1600.05,1613.1,144900,1610.97
2016-09-28,1620,1632,1592.65,1601.55,220100,1599.43
2016-09-29,1605.5,1616.65,1562.4,1577.05,210300,1574.97
2016-09-30,1585,1594,1550,1586.65,160400,1584.55
2016-10-03,1595,1644,1587.3,1638.9,237800,1636.73
2016-10-04,1644.95,1655.2,1612.25,1643.9,193800,1641.73
2016-10-05,1640.95,1645,1615,1621.75,129100,1619.61
2016-10-06,1643,1647,1618.6,1636.65,164700,1634.49
2016-10-07,1636.45,1668,1624.5,1634.05,131100,1631.89
2016-10-10,1635,1649.1,1609,1615.3,92100,1613.16
2016-10-11,1615.3,1615.3,1615.3,1615.3,0,1613.16
2016-10-12,1615.3,1615.3,1615.3,1615.3,0,1613.16
2016-10-13,1603.2,1603.2,1556,1564.8,423600,1562.73
2016-10-14,1559.1,1589,1552.1,1573.1,173800,1571.02
2016-10-17,1590,1590,1555.3,1564.5,113000,1562.43
2016-10-18,1564,1597.3,1561,1590.4,143400,1588.3
2016-10-19,1590.4,1613.4,1574.05,1578.05,154300,1575.96
2016-10-20,1579,1602.35,1575.05,1582.85,71900,1580.76
2016-10-21,1594,1629.9,1565,1624.2,152700,1622.05
2016-10-24,1624,1633,1591.2,1595.9,102200,1593.79
2016-10-25,1605.35,1629,1596.05,1622.5,83800,1620.36
2016-10-26,1621.8,1621.8,1572,1579.3,190000,1577.21
2016-10-27,1579,1590,1571.2,1580.05,190900,1577.96
2016-10-28,1602,1613.25,1577.5,1609.1,164700,1606.97
2016-10-31,1609.1,1609.1,1609.1,1609.1,0,1606.97
2016-11-01,1611.65,1611.65,1567.6,1573.7,304900,1571.62
2016-11-02,1557,1570.95,1546,1563.05,185200,1560.98
2016-11-03,1551,1569.6,1531.2,1535.3,344300,1533.27
2016-11-04,1550,1559.85,1501,1526.25,211100,1524.23
2016-11-07,1528.55,1544.95,1501,1520.75,411300,1518.74
2016-11-08,1530,1538.4,1523.05,1531.45,165800,1529.43
2016-11-09,1450,1510,1430,1481.9,285800,1479.94
2016-11-10,1526.5,1527,1489.4,1506.75,270500,1504.76
2016-11-11,1495,1500.2,1431.4,1449.1,376800,1447.18
2016-11-14,1449.1,1449.1,1449.1,1449.1,0,1447.18
2016-11-15,1480,1480,1272.2,1353.7,574700,1352.84
2016-11-16,1365.8,1434,1355,1418.65,437900,1417.75
2016-11-17,1408,1416.3,1385.1,1399.3,454500,1398.42
2016-11-18,1406,1429.9,1391.1,1420.5,127200,1419.6
2016-11-21,1422.1,1428.65,1399.95,1412.9,206200,1412.01
2016-11-22,1414.45,1438,1386.15,1420.8,184800,1419.9
2016-11-23,1423,1430.9,1395.35,1419.85,243300,1418.95
2016-11-24,1422.2,1442.9,1404.05,1434.9,141300,1433.99
2016-11-25,1435,1453,1413.6,1440.05,156100,1439.14
2016-11-28,1441.6,1442.2,1423.45,1433.1,185500,1432.19
2016-11-29,1434.65,1434.65,1403.15,1410.65,212900,1409.76
2016-11-30,1411.3,1551.7,1405.25,1457.15,639600,1456.23
2016-12-01,1457.15,1508,1456.8,1496.55,177800,1495.6
2016-12-02,1490.5,1490.5,1432.3,1449.85,503800,1448.93
2016-12-05,1460,1487.85,1453.75,1474.75,242100,1473.82
2016-12-06,1483,1495.2,1461.45,1466.6,213300,1465.67
2016-12-07,1452,1469.75,1444.45,1448.25,116200,1447.33
2016-12-08,1470,1489,1452,1479,185000,1478.06
2016-12-09,1468,1486.5,1454.45,1477.45,187400,1476.52
2016-12-12,1479,1479.05,1434.5,1441.3,76800,1440.39
2016-12-13,1442,1451,1419.5,1443.15,151900,1442.24
2016-12-14,1440,1461.25,1432.85,1450.15,135900,1449.23
2016-12-15,1448,1477,1437,1454.7,102300,1453.78
2016-12-16,1458.35,1492,1448,1477.3,227300,1476.37
2016-12-19,1462.4,1475.9,1446,1450.7,204500,1449.78
2016-12-20,1448.2,1464.05,1442.45,1450.1,96800,1449.18
2016-12-21,1468.5,1468.5,1440.1,1451.1,233100,1450.18
2016-12-22,1453.65,1459.6,1432.7,1440,197100,1439.09
2016-12-23,1421.05,1454.9,1420,1433.6,110700,1432.69
2016-12-26,1422,1444.8,1411.15,1432.1,94100,1431.19
2016-12-27,1432.1,1458.5,1425.25,1454.15,80300,1453.23
2016-12-28,1455.2,1489.9,1452.75,1470.4,120600,1469.47
2016-12-29,1471.95,1490,1461.1,1486.45,126000,1485.51
2016-12-30,1486.45,1523.7,1480.1,1509.95,207200,1509
2017-01-02,1511.65,1539.05,1508,1521.9,122800,1520.94
2017-01-03,1523.55,1539.7,1511,1533.2,147400,1532.23
2017-01-04,1537.65,1542.7,1492.9,1531.35,346800,1530.38
2017-01-05,1531.9,1538.4,1515.05,1524.2,411400,1523.24
2017-01-06,1525.85,1535,1513.25,1522.3,335200,1521.34
2017-01-09,1526.2,1545.7,1509.35,1540.2,177700,1539.23
2017-01-10,1545.95,1569.8,1545,1562.85,177300,1561.86
2017-01-11,1555.5,1578.7,1555.5,1575,163900,1574
2017-01-12,1586.85,1594.85,1570,1578,208400,1577
2017-01-13,1581.85,1581.85,1557.5,1567.1,179300,1566.11
2017-01-16,1563.05,1580,1560.3,1566.15,206300,1565.16
2017-01-17,1565.15,1594.15,1560.35,1587,113200,1586
2017-01-18,1589,1591.2,1556.9,1576.55,185700,1575.55
2017-01-19,1575,1585,1565.1,1569.4,115500,1568.41
2017-01-20,1562.15,1569.8,1532.8,1543.9,206000,1542.92
2017-01-23,1540.05,1553.95,1525.2,1539.2,133100,1538.23
2017-01-24,1547.8,1547.8,1511.5,1529.8,144100,1528.83
2017-01-25,1534.95,1570,1514.25,1541,364200,1540.03
2017-01-26,1541,1541,1541,1541,0,1540.03
2017-01-27,1548,1567.8,1537.9,1549.55,267000,1548.57
2017-01-30,1550.05,1608,1542.15,1604.35,392200,1603.34
2017-01-31,1605,1615.8,1575.05,1580.35,202300,1579.35
2017-02-01,1579.7,1628,1571.05,1619.05,215500,1618.03
2017-02-02,1623,1625,1585.9,1595.95,158800,1594.94
2017-02-03,1595.95,1599.85,1563.25,1581.55,107300,1580.55
2017-02-06,1600,1600,1581.1,1589.8,181800,1589.8
2017-02-07,1589.7,1589.7,1565.5,1577.65,124300,1577.65
2017-02-08,1577.65,1588,1555.1,1564.35,115100,1564.35
2017-02-09,1565.85,1572.9,1546.15,1564.75,145400,1564.75
2017-02-10,1570,1579.95,1536,1557.25,118500,1557.25
2017-02-13,1558.1,1567.05,1540.9,1554,62900,1554
2017-02-14,1554,1609.6,1542.25,1601.55,264500,1601.55
2017-02-15,1605,1631.5,1597.05,1616.55,292100,1616.55
2017-02-16,1629.9,1631.45,1581.55,1611.5,236300,1611.5
2017-02-17,1611.5,1629,1609.1,1616.25,70500,1616.25
2017-02-20,1621.95,1650,1600.05,1642.65,129700,1642.65
2017-02-21,1647.9,1719.3,1645.4,1703.55,141800,1703.55
2017-02-22,1704,1751,1704,1711.4,287400,1711.4
2017-02-23,1709,1710.95,1661,1667.3,321100,1667.3
2017-02-24,1667.3,1667.3,1667.3,1667.3,0,1667.3
2017-02-27,1667.3,1667.95,1635,1645.1,189800,1645.1
2017-02-28,1649.95,1676.95,1635.35,1648.9,307800,1648.9
2017-03-01,1669.9,1672.8,1636.35,1667.95,248800,1667.95
2017-03-02,1676,1676,1593.5,1608.25,828700,1608.25
2017-03-03,1610,1623.3,1595.3,1600.3,257900,1600.3
2017-03-06,1608,1623,1591.1,1617.1,323000,1617.1
2017-03-07,1618,1649.35,1603.3,1636.2,325500,1636.2
2017-03-08,1630,1632.95,1610.25,1620.3,54600,1620.3
2017-03-09,1611.9,1630,1611.3,1617.1,88800,1617.1
2017-03-10,1615.05,1628.75,1601.05,1615.1,91200,1615.1
2017-03-13,1615.1,1615.1,1615.1,1615.1,0,1615.1
2017-03-14,1630.1,1655,1617.55,1648.95,596500,1648.95
2017-03-15,1655,1665,1636.65,1654.6,168100,1654.6
2017-03-16,1654.6,1689.25,1650.15,1686.05,134900,1686.05
2017-03-17,1672,1691.75,1666.45,1683.75,196100,1683.75
2017-03-20,1690,1698,1679,1695.6,52400,1695.6
2017-03-21,1688.05,1720,1645,1697.6,258300,1697.6
2017-03-22,1685.55,1698.95,1652,1668.05,150600,1668.05
2017-03-23,1677,1698.4,1671.25,1692.2,141300,1692.2
2017-03-24,1698.95,1698.95,1660,1667.7,175300,1667.7
2017-03-27,1667.75,1680,1652.05,1674.85,89700,1674.85
2017-03-28,1674,1701.95,1673.65,1693.35,245800,1693.35
2017-03-29,1693.3,1699.8,1655,1681.1,190400,1681.1
2017-03-30,1682.1,1686.8,1655.05,1661.95,197900,1661.95
2017-03-31,1669.9,1682,1655.05,1671.4,224000,1671.4
2017-04-03,1671.4,1708.8,1671.4,1695.9,182600,1695.9
2017-04-04,1695.9,1695.9,1695.9,1695.9,0,1695.9
2017-04-05,1700.1,1712.95,1689.7,1697.8,257900,1697.8
2017-04-06,1697.8,1702.1,1683.75,1691.8,99600,1691.8
2017-04-07,1690,1723,1681.05,1699.7,147200,1699.7
2017-04-10,1692.5,1698.5,1675,1687.7,73400,1687.7
2017-04-11,1688,1696.25,1672.05,1678.05,99100,1678.05
2017-04-12,1686.5,1697.95,1657,1686.8,139500,1686.8
2017-04-13,1704.95,1704.95,1671.2,1676.25,109300,1676.25
2017-04-14,1676.25,1676.25,1676.25,1676.25,0,1676.25
2017-04-17,1687.9,1687.9,1660,1674.1,25900,1674.1
2017-04-18,1676,1687.7,1642.55,1648.85,98800,1648.85
2017-04-19,1648.4,1681.25,1631.1,1645.25,162500,1645.25
2017-04-20,1664.8,1693.85,1652.25,1690.3,98700,1690.3
2017-04-21,1692.1,1708.5,1675,1682.7,112800,1682.7
